dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_eval_metric,ttt_val_baseline_metric,ttt_val_best_metric,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason,ttt_adaptor_enabled,ttt_adaptor_bottleneck,ttt_adaptor_trainable_params,ttt_adaptor_target
Amazon_employee_access,/data0/zhuhao2025/tabiclv2_test/data178/Amazon_employee_access,binclass,26215,5243,6554,7,2,0.9446139761977418,0.9301408808770562,0.5805460780019869,0.8353925202696206,0.16601112909416374,33.93359375,25.95682692527771,ok,,26215,20972,0,6554,0.1833578199148178,27,1e-05,True,33.580283403396606,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,3,epoch_chunk,roc_auc,0.8554856086358841,0.8555865106936202,0.9488842265878314,0.9488842265878314,1,True,False,,True,64,67136,row_interactor_output
BNG(cmc),/data0/zhuhao2025/tabiclv2_test/data178/BNG(cmc),multiclass,44236,8848,11060,9,3,0.5876130198915009,0.5863973804291363,0.5695022144018181,0.7646141815548501,0.875189190152952,59.47569394111633,80.89504170417786,ok,,44236,35388,0,11060,0.8818216919898987,40,1e-05,True,58.894511461257935,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,5,epoch_chunk,roc_auc,0.7591380674379433,0.7591380674379433,0.5765144665461122,0.5765144665461122,0,True,False,,True,64,67136,row_interactor_output
Basketball_c,/data0/zhuhao2025/tabiclv2_test/data178/Basketball_c,binclass,1072,215,268,11,2,0.7014925373134329,0.6996191714905836,0.6777699031419797,0.743562485235058,0.5781286912165109,3.305241107940674,0.5030832290649414,ok,,1072,857,0,268,0.534728467464447,8,1e-05,True,3.2620058059692383,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,roc_auc,0.8182193288098295,0.8182193288098295,0.7581395348837209,0.7581395348837209,0,True,False,,True,64,67136,row_interactor_output
Click_prediction_small,/data0/zhuhao2025/tabiclv2_test/data178/Click_prediction_small,binclass,0,0,0,0,0,,,,,,0.0,0.0,fail,RuntimeError: expected scalar type Half but found Float,0,0,0,0,,0,,False,0.0,,,0,0,,,,,,,0,False,False,,False,0,0,
Diabetic_Retinopathy_Debrecen,/data0/zhuhao2025/tabiclv2_test/data178/Diabetic_Retinopathy_Debrecen,binclass,920,184,231,19,2,0.7359307359307359,0.7356618719252352,0.7339656729900632,0.838452273411623,0.488288048079661,5.667728900909424,1.1227796077728271,ok,,920,736,0,231,0.4060261845588684,14,1e-05,True,5.6007936000823975,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,roc_auc,0.8179876601803513,0.8184622686283817,0.7445652173913043,0.7445652173913043,6,True,False,,True,64,67136,row_interactor_output
FICO-HELOC-cleaned,/data0/zhuhao2025/tabiclv2_test/data178/FICO-HELOC-cleaned,binclass,7896,1580,1975,23,2,0.7549367088607595,0.7546711509554379,0.7537749764770173,0.8264137415306991,0.5123393688624764,11.668596506118774,5.956397533416748,ok,,7896,6316,0,1975,0.523647278547287,8,1e-05,True,11.398497104644775,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,roc_auc,0.8069103929536685,0.8069103929536685,0.7493670886075949,0.7493670886075949,0,True,False,,True,64,67136,row_interactor_output
FOREX_audchf-day-High,/data0/zhuhao2025/tabiclv2_test/data178/FOREX_audchf-day-High,binclass,1466,294,367,10,2,0.7493188010899182,0.749274129655601,0.7495692984019486,0.839214637913622,0.4968693897606162,7.154767751693726,0.6415996551513672,ok,,1466,1172,0,367,0.5452633202075958,20,1e-05,True,7.108106374740601,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,roc_auc,0.7918768803517705,0.7925248785003471,0.7108843537414966,0.7108843537414966,12,True,False,,True,64,67136,row_interactor_output
FOREX_audsgd-hour-High,/data0/zhuhao2025/tabiclv2_test/data178/FOREX_audsgd-hour-High,binclass,35060,7012,8765,10,2,0.7099828864803195,0.7099922938836962,0.7097631750970945,0.786345381149393,0.5549175566915422,159.06778573989868,53.44624066352844,ok,,35060,28048,0,8765,0.5896716713905334,120,1e-05,True,158.4889440536499,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,4,epoch_chunk,roc_auc,0.7759432596879825,0.7809738233187398,0.6995151169423844,0.7062179121505989,28,False,False,,True,64,67136,row_interactor_output
FOREX_cadjpy-hour-High,/data0/zhuhao2025/tabiclv2_test/data178/FOREX_cadjpy-hour-High,binclass,35060,7012,8765,10,2,0.7167142042213348,0.7166829992368187,0.7162505068603,0.790146854723959,0.5536671394629081,44.10254383087158,53.36839818954468,ok,,35060,28048,0,8765,0.5436244606971741,32,1e-05,True,43.65221977233887,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,4,epoch_chunk,roc_auc,0.7875864941308987,0.7875864941308987,0.7136337706788363,0.7136337706788363,0,True,False,,True,64,67136,row_interactor_output
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,/data0/zhuhao2025/tabiclv2_test/data178/GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,binclass,1280,256,320,20,2,0.678125,0.6727529066015349,0.6781250000000001,0.72853515625,0.6021438018455353,3.891749382019043,0.7278130054473877,ok,,1280,1024,0,320,0.6221801042556763,8,1e-05,True,3.808053493499756,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,roc_auc,0.67193603515625,0.67193603515625,0.64453125,0.64453125,0,True,False,,True,64,67136,row_interactor_output
GesturePhaseSegmentationProcessed,/data0/zhuhao2025/tabiclv2_test/data178/GesturePhaseSegmentationProcessed,multiclass,7898,1580,1975,32,5,0.8268354430379747,0.8255874691230404,0.8020318863450685,0.9674276433721161,0.4795499460620228,13.424828052520752,6.804397344589233,ok,,7898,6318,0,1975,0.6713860332965851,8,1e-05,True,13.069903373718262,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,roc_auc,0.9481578182013907,0.9481578182013907,0.7854430379746835,0.7854430379746835,0,True,False,,True,64,67136,row_interactor_output
INNHotelsGroup,/data0/zhuhao2025/tabiclv2_test/data178/INNHotelsGroup,binclass,29020,5804,7255,17,2,0.9044796691936595,0.9038980945316247,0.8858275278167169,0.9628306790009422,0.2232063520546787,40.90659499168396,40.36111283302307,ok,,29020,23216,0,7255,0.2889268100261688,24,1e-05,True,40.156872034072876,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,3,epoch_chunk,roc_auc,0.9585029058408397,0.9585029058408397,0.8993797381116472,0.8993797381116472,0,True,False,,True,64,67136,row_interactor_output
KDDCup09_upselling,/data0/zhuhao2025/tabiclv2_test/data178/KDDCup09_upselling,binclass,4102,821,1026,49,2,0.8118908382066277,0.8101229773462784,0.8118908382066277,0.9112870436867564,0.3572467146757855,10.306871891021729,4.0544209480285645,ok,,4102,3281,0,1026,0.3862512558698654,8,1e-05,True,9.955707788467407,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,roc_auc,0.910830217791229,0.910830217791229,0.8136419001218027,0.8136419001218027,0,True,False,,True,64,67136,row_interactor_output
Marketing_Campaign,/data0/zhuhao2025/tabiclv2_test/data178/Marketing_Campaign,binclass,1792,359,448,27,2,0.8839285714285714,0.8741572521865889,0.7041955576448466,0.9261174442746897,0.23911726536731454,4.505037546157837,1.5146753787994385,ok,,1792,1433,0,448,0.2229718640446663,8,1e-05,True,4.386972904205322,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,roc_auc,0.9427796275743001,0.9427796275743001,0.9025069637883009,0.9025069637883009,0,True,False,,True,64,67136,row_interactor_output
