dataset_name,task_type,n_train,n_val,n_test,n_features,n_classes,status_baseline,status_ttt,bucket_ttt_vs_baseline,accuracy_baseline,accuracy_ttt,delta_ttt_vs_baseline,delta_pp_ttt_vs_baseline,relative_delta_pct_ttt_vs_baseline,fit_seconds_baseline,fit_seconds_ttt,predict_seconds_baseline,predict_seconds_ttt,ttt_applied_ttt,ttt_steps_ttt,ttt_lr_ttt,ttt_loss_ttt,ttt_update_seconds_ttt,n_train_a_ttt,n_train_b_ttt,n_holdout_c_ttt,n_test_d_ttt,ttt_split_strategy_ttt,ttt_split_reason_ttt,error_type_ttt,error_first_line_ttt,dataset_dir
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,binclass,1600,320,400,7,2,ok,ok,improved,0.6025,0.6225,0.02,2.0000000000000018,3.3195020746887995,0.3360295295715332,9.892051696777344,0.3900761604309082,0.3193356990814209,True,9,5e-06,0.6143363676965237,9.855239391326904,1600,1200,400,400,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True
allbp,multiclass,3017,604,755,29,3,ok,ok,improved,0.9788079470198676,0.9827814569536424,0.0039735099337747,0.3973509933774766,0.4059539918809131,0.4310293197631836,21.497992038726807,1.1189093589782717,1.03342866897583,True,9,5e-06,0.0589797826251015,21.388001680374146,3017,2262,755,755,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/allbp
allrep,multiclass,3017,604,755,29,4,ok,ok,tie,0.9854304635761588,0.9854304635761588,0.0,0.0,0.0,0.4142251014709472,21.46197462081909,1.1177313327789309,1.0355629920959473,True,9,5e-06,0.0424579586833715,21.3562490940094,3017,2262,755,755,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/allrep
analcatdata_authorship,multiclass,672,135,169,69,4,ok,ok,tie,0.9881656804733728,0.9881656804733728,0.0,0.0,0.0,0.4097840785980224,10.815778017044067,0.5088052749633789,0.4385881423950195,True,9,5e-06,0.0001571110597069,10.704316139221191,672,504,168,169,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/analcatdata_authorship
artificial-characters,multiclass,8174,1635,2044,7,10,ok,ok,improved,0.8639921722113503,0.8962818003913894,0.0322896281800391,3.228962818003911,3.7372593431483545,0.40114426612854,77.58672952651978,2.4244563579559326,2.589893579483032,True,9,5e-06,0.3803938077762723,77.51234221458435,8174,6130,2044,2044,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/artificial-characters
autoUniv-au4-2500,multiclass,2000,400,500,100,3,ok,ok,improved,0.522,0.56,0.038,3.8000000000000034,7.279693486590045,0.5604047775268555,23.11110091209412,1.6170332431793213,1.7058954238891602,True,9,5e-06,0.8984001446515322,22.849815845489506,2000,1500,500,500,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/autoUniv-au4-2500
autoUniv-au7-1100,multiclass,880,176,220,12,5,ok,ok,improved,0.4045454545454545,0.4272727272727272,0.0227272727272727,2.2727272727272707,5.617977528089884,0.3391172885894775,10.548584938049316,0.5005779266357422,0.4852414131164551,True,9,5e-06,1.280389465391636,10.510915994644163,880,660,220,220,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/autoUniv-au7-1100
bank,binclass,36168,7234,9043,16,2,ok,ok,regressed,0.9089903792989052,0.9087692137564968,-0.0002211655424084,-0.0221165542408474,-0.024330900243307,0.8194398880004883,1152.1394498348236,25.779200315475464,25.82384276390076,True,9,5e-06,0.1936366176232695,1151.623634815216,36168,27126,9042,9043,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/bank
banknote_authentication,binclass,1097,220,275,4,2,ok,ok,improved,0.5490909090909091,0.5563636363636364,0.0072727272727273,0.727272727272732,1.324503311258287,0.339785099029541,5.994508504867554,0.1556184291839599,0.2049214839935302,True,9,5e-06,0.685546875,5.969829320907593,1097,822,275,275,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/banknote_authentication
baseball,multiclass,1072,215,268,16,3,ok,ok,tie,0.9477611940298508,0.9477611940298508,0.0,0.0,0.0,0.3466944694519043,10.78411865234375,0.3583629131317138,0.3308587074279785,True,9,5e-06,0.1560906781814992,10.73865795135498,1072,804,268,268,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/baseball
car-evaluation,multiclass,1382,277,346,21,4,ok,ok,improved,0.9739884393063584,0.9884393063583816,0.0144508670520232,1.4450867052023253,1.4836795252225654,0.4070861339569092,11.32503581047058,0.5514791011810303,0.441812515258789,True,9,5e-06,0.0078025996044743,11.259914636611938,1382,1036,346,346,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/car-evaluation
churn,binclass,4000,800,1000,20,2,ok,ok,regressed,0.952,0.95,-0.002,-0.2000000000000001,-0.2100840336134455,0.4016494750976562,30.35092186927796,1.3154208660125732,1.3506548404693604,True,9,5e-06,0.1576799652539193,30.25939416885376,4000,3000,1000,1000,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/churn
cmc,multiclass,1178,236,295,9,3,ok,ok,regressed,0.5898305084745763,0.5830508474576271,-0.0067796610169491,-0.6779661016949157,-1.1494252873563224,0.3352518081665039,10.928845643997192,0.3347566127777099,0.2956159114837646,True,9,5e-06,0.8171029705554247,10.891982316970823,1178,883,295,295,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/cmc
company_bankruptcy_prediction,binclass,5455,1091,1364,95,2,ok,ok,regressed,0.9706744868035192,0.9699413489736072,-0.000733137829912,-0.0733137829912022,-0.0755287009063443,0.7475132942199707,68.17727875709534,3.99669361114502,4.054075002670288,True,9,5e-06,0.0845755960326641,67.74734735488892,5455,4091,1364,1364,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/company_bankruptcy_prediction
compass,binclass,13315,2663,3329,17,2,ok,ok,improved,0.8266746770802043,0.8765395013517573,0.049864824271553,4.986482427155304,6.031976744186049,0.5227921009063721,185.98691391944885,5.709430932998657,5.604018688201904,True,9,5e-06,0.3286811150610447,185.7617723941803,13315,9986,3329,3329,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/compass
contraceptive_method_choice,multiclass,1178,236,295,9,3,ok,ok,improved,0.6271186440677966,0.6406779661016949,0.0135593220338983,1.3559322033898311,2.1621621621621636,0.336451768875122,10.951878547668455,0.3309507369995117,0.3447213172912597,True,9,5e-06,0.8584891743957996,10.917744159698486,1178,883,295,295,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/contraceptive_method_choice
credit,binclass,13371,2675,3343,10,2,ok,ok,improved,0.7828297935985642,0.7855219862399043,0.0026921926413401,0.269219264134013,0.3439052350019126,0.447838544845581,182.1979320049286,5.041871547698975,5.275973081588745,True,9,5e-06,0.4554448891431093,182.0630111694336,13371,10028,3343,3343,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/credit
customer_satisfaction_in_airline,binclass,103904,20781,25976,21,2,ok,ok,tie,0.9615414228518632,0.9615414228518632,0.0,0.0,0.0,2.281546115875244,2.281546115875244,256.28031945228577,256.28031945228577,False,0,,,0.0,0,0,0,0,,TTT failed; accuracy replaced with v1.1_baseline accuracy.,baseline_fallback_from_v1.1_baseline,original_error_type=RuntimeError; original_error_first_line=RuntimeError: Caught RuntimeError in replica 0 on device 0.,/home/crc00006699/zh/tabiclv2/data178/customer_satisfaction_in_airline
dabetes_130-us_hospitals,binclass,81412,16283,20354,20,2,ok,ok,tie,0.6411516163898988,0.6411516163898988,0.0,0.0,0.0,1.7948837280273438,1.7948837280273438,113.52792263031006,113.52792263031006,False,0,,,0.0,0,0,0,0,,TTT failed; accuracy replaced with v1.1_baseline accuracy.,baseline_fallback_from_v1.1_baseline,original_error_type=RuntimeError; original_error_first_line=RuntimeError: Caught RuntimeError in replica 0 on device 0.,/home/crc00006699/zh/tabiclv2/data178/dabetes_130-us_hospitals
default_of_credit_card_clients,binclass,24000,4800,6000,23,2,ok,ok,improved,0.8261666666666667,0.829,0.0028333333333332,0.2833333333333243,0.3429493645349901,0.8290727138519287,539.956152677536,14.00501275062561,13.831305027008057,True,9,5e-06,0.4207676984369755,539.4244585037231,24000,18000,6000,6000,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/default_of_credit_card_clients
delta_ailerons,binclass,5703,1141,1426,5,2,ok,ok,regressed,0.9509116409537168,0.9495091164095372,-0.0014025245441796,-0.1402524544179662,-0.1474926253687461,0.3787658214569092,30.52866554260254,1.0804052352905271,0.976588010787964,True,9,5e-06,0.1596588450483977,30.482550382614136,5703,4277,1426,1426,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/delta_ailerons
dis,binclass,3017,604,755,29,2,ok,ok,improved,0.9841059602649008,0.9854304635761588,0.0013245033112579,0.1324503311257996,0.1345895020188138,0.4430580139160156,21.70180869102478,1.201329231262207,1.0368375778198242,True,9,5e-06,0.0352870100177824,21.590444803237915,3017,2262,755,755,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/dis
dna,multiclass,2548,510,638,180,3,ok,ok,regressed,0.9655172413793104,0.9608150470219436,-0.0047021943573667,-0.470219435736674,-0.4870129870129838,0.928764820098877,40.06475353240967,3.4705402851104736,3.333099842071533,True,9,5e-06,0.2211599964648485,39.45084524154663,2548,1911,637,638,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/dna
drug_consumption,multiclass,1507,302,377,12,7,ok,ok,tie,0.403183023872679,0.403183023872679,0.0,0.0,0.0,0.35125732421875,11.305675506591797,0.4448335170745849,0.42498779296875,True,9,5e-06,1.508162621408701,11.268707752227783,1507,1130,377,377,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/drug_consumption
dry_bean_dataset,multiclass,10888,2178,2723,16,7,ok,ok,improved,0.927653323540213,0.929122291590158,0.001468968049945,0.1468968049945007,0.1583531274742777,0.4674875736236572,133.17440843582153,4.154491424560547,4.2512524127960205,True,9,5e-06,0.1830558204092085,133.00552582740784,10888,8166,2722,2723,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/dry_bean_dataset
eeg-eye-state,binclass,11984,2397,2996,14,2,ok,ok,improved,0.9913217623497996,0.9929906542056076,0.0016688918558079,0.1668891855807985,0.1683501683501927,0.4804403781890869,150.85798048973083,4.585281133651733,4.724655866622925,True,9,5e-06,0.0335341573227196,150.6990888118744,11984,8988,2996,2996,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/eeg-eye-state
electricity,binclass,36249,7250,9063,8,2,ok,ok,improved,0.9037846187796535,0.908749862076575,0.0049652432969214,0.4965243296921495,0.5493834696618181,0.598599910736084,1142.1465768814087,24.32296204566956,24.5098819732666,True,9,5e-06,0.2342201746068895,1141.8330850601196,36249,27186,9063,9063,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/electricity
estimation_of_obesity_levels,multiclass,1688,338,423,16,7,ok,ok,tie,0.9858156028368794,0.9858156028368794,0.0,0.0,0.0,0.3817200660705566,12.208509683609009,0.5585958957672119,0.5352473258972168,True,9,5e-06,0.00988778079045,12.154372930526732,1688,1266,422,423,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/estimation_of_obesity_levels
eye_movements,multiclass,8748,1750,2188,27,3,ok,ok,improved,0.7148080438756855,0.7536563071297989,0.0388482632541133,3.884826325411339,5.4347826086956585,0.5552878379821777,98.15353727340698,3.63812518119812,3.644699096679688,True,9,5e-06,0.6213413421064615,97.91561603546144,8748,6561,2187,2188,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/eye_movements
eye_movements_bin,binclass,6086,1218,1522,20,2,ok,ok,improved,0.6254927726675427,0.6727989487516426,0.0473061760840999,4.730617608409993,7.563025210084044,0.481126070022583,52.521992206573486,2.206518173217773,2.148458242416382,True,9,5e-06,0.6086869221180677,52.39002275466919,6086,4564,1522,1522,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/eye_movements_bin
first-order-theorem-proving,multiclass,4894,979,1224,51,6,ok,ok,regressed,0.6372549019607843,0.6315359477124183,-0.0057189542483659,-0.5718954248365993,-0.8974358974358944,0.5189142227172852,43.98286318778992,2.45489501953125,2.522311925888061,True,9,5e-06,1.0267236232757568,43.756447315216064,4894,3670,1224,1224,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/first-order-theorem-proving
gas-drift,multiclass,11128,2226,2782,128,6,ok,ok,improved,0.9964054636951832,0.9971243709561468,0.0007189072609635,0.0718907260963575,0.0721500721500961,1.5389599800109863,208.1717402935028,11.846112728118896,11.935659170150757,True,9,5e-06,0.0070618637400912,206.938702583313,11128,8346,2782,2782,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/gas-drift
gina_agnostic,binclass,2774,555,694,970,2,ok,ok,improved,0.9279538904899136,0.9351585014409222,0.0072046109510085,0.720461095100855,0.7763975155279399,3.1000311374664307,248.8220579624176,102.866557598114,95.11873602867126,True,9,5e-06,0.2757205599918961,246.0582587718964,2774,2080,694,694,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/gina_agnostic
golf_play_dataset_extended,binclass,876,176,219,9,2,ok,ok,tie,0.9360730593607306,0.9360730593607306,0.0,0.0,0.0,0.3448681831359863,10.46845269203186,0.504420280456543,0.4060838222503662,True,9,5e-06,0.1693855547346174,10.4345862865448,876,657,219,219,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/golf_play_dataset_extended
heloc,binclass,8000,1600,2000,22,2,ok,ok,improved,0.7255,0.7275,0.002,0.2000000000000001,0.2756719503790492,0.4704298973083496,80.64534068107605,3.021764039993286,2.8768043518066406,True,9,5e-06,0.5358706619590521,80.48973107337952,8000,6000,2000,2000,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/heloc
hill-valley,binclass,969,194,243,100,2,ok,ok,improved,0.9300411522633744,0.9629629629629628,0.0329218106995884,3.292181069958844,3.5398230088495537,0.4885685443878174,12.928416728973389,0.8974869251251221,0.7949051856994629,True,9,5e-06,0.12758883042261,12.784545421600342,969,726,243,243,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/hill-valley
house_16H,binclass,10790,2158,2698,16,2,ok,ok,regressed,0.890659747961453,0.888065233506301,-0.002594514455152,-0.2594514455152019,-0.2913025384935558,0.457430362701416,132.28365683555603,4.07257866859436,4.245909929275513,True,9,5e-06,0.2448787842877209,132.1194519996643,10790,8092,2698,2698,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/house_16H
htru,binclass,14318,2864,3580,8,2,ok,ok,improved,0.9793296089385476,0.9807262569832402,0.0013966480446926,0.1396648044692638,0.1426126640045535,0.5406637191772461,206.42343401908877,5.408951044082642,5.648424386978149,True,9,5e-06,0.0669343555346131,206.31485152244568,14318,10738,3580,3580,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/htru
ibm-employee-performance,binclass,1176,236,294,30,2,ok,ok,tie,1.0,1.0,0.0,0.0,0.0,0.381685733795166,11.552865982055664,0.4896900653839111,0.4977898597717285,True,9,5e-06,0.0011267690929344,11.482868909835815,1176,882,294,294,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/ibm-employee-performance
in_vehicle_coupon_recommendation,binclass,10147,2030,2537,21,2,ok,ok,regressed,0.7906976744186046,0.7895151754040205,-0.0011824990145841,-0.1182499014584115,-0.1495513459621087,0.5517251491546631,114.6926839351654,4.018712520599365,4.10089921951294,True,9,5e-06,0.4890542179346084,114.4366946220398,10147,7610,2537,2537,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/in_vehicle_coupon_recommendation
internet_firewall,multiclass,52425,10485,13107,7,4,ok,ok,tie,0.9310292210269322,0.9310292210269322,0.0,0.0,0.0,0.5556683540344238,2318.2641820907597,46.63591432571411,46.52233552932739,True,9,5e-06,0.1041105303447693,2318.004673242569,52425,39318,13107,13107,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/internet_firewall
internet_usage,multiclass,8086,1618,2022,70,46,ok,ok,tie,0.5296735905044511,0.5296735905044511,0.0,0.0,0.0,0.8728311061859131,1.6167387962341309,9.529549837112429,9.608580350875854,False,0,5e-06,,0.7465143203735352,8086,6064,2022,2022,stratified,stratified split | TTT training skipped because n_classes=46 exceeds model max_classes=10,,,/home/crc00006699/zh/tabiclv2/data178/internet_usage
jm1,binclass,8708,1742,2177,21,2,ok,ok,improved,0.8213137344970143,0.8226917776757005,0.0013780431786861,0.1378043178686172,0.1677852348993175,0.4604635238647461,94.92969059944151,3.322083711624145,3.204241752624512,True,9,5e-06,0.4024303238838911,94.76520681381226,8708,6531,2177,2177,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/jm1
jungle_chess_2pcs_raw_endgame_complete,multiclass,35855,7171,8964,6,3,ok,ok,improved,0.8624497991967871,0.9242525658188308,0.0618027666220436,6.180276662204365,7.165955245117052,0.5121057033538818,1122.3145954608915,23.584383010864254,23.71921181678772,True,9,5e-06,0.2024619779549539,1122.1112387180328,35855,26891,8964,8964,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/jungle_chess_2pcs_raw_endgame_complete
kc1,binclass,1687,338,422,21,2,ok,ok,tie,0.8815165876777251,0.8815165876777251,0.0,0.0,0.0,0.3615620136260986,12.476845264434814,0.7052359580993652,0.5714256763458252,True,9,5e-06,0.3139888700097799,12.416688203811646,1687,1265,422,422,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/kc1
kdd_ipums_la_97-small,binclass,4150,830,1038,20,2,ok,ok,improved,0.8882466281310212,0.8892100192678227,0.0009633911368015,0.096339113680155,0.1084598698481571,0.3827834129333496,31.286568880081177,1.369523286819458,1.4197733402252195,True,9,5e-06,0.2692640479654073,31.201117038726807,4150,3112,1038,1038,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/kdd_ipums_la_97-small
kr-vs-k,multiclass,22444,4489,5612,6,18,ok,ok,tie,0.8508553100498931,0.8508553100498931,0.0,0.0,0.0,0.4808611869812011,0.9878096580505372,24.13630962371826,23.790518522262573,False,0,5e-06,,0.4301586151123047,22444,16833,5611,5612,stratified,stratified split | TTT training skipped because n_classes=18 exceeds model max_classes=10,,,/home/crc00006699/zh/tabiclv2/data178/kr-vs-k
kropt,multiclass,22444,4489,5612,6,18,ok,ok,tie,0.852815395580898,0.852815395580898,0.0,0.0,0.0,0.4674258232116699,0.9271774291992188,23.84211778640747,23.91143798828125,False,0,5e-06,,0.4426875114440918,22444,16833,5611,5612,stratified,stratified split | TTT training skipped because n_classes=18 exceeds model max_classes=10,,,/home/crc00006699/zh/tabiclv2/data178/kropt
led24,multiclass,2560,512,640,24,10,ok,ok,regressed,0.734375,0.7296875,-0.0046874999999999,-0.4687499999999955,-0.6382978723404195,0.5211465358734131,17.867043495178223,0.891146183013916,0.8703820705413818,True,9,5e-06,0.7723146378993988,17.767811059951782,2560,1920,640,640,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/led24
led7,multiclass,2560,512,640,7,10,ok,ok,improved,0.7375,0.7390625,0.0015624999999999,0.1562499999999911,0.2118644067796489,0.3500127792358398,16.574766874313354,0.6779232025146484,0.6904406547546387,True,9,5e-06,0.8680618554353714,16.535855054855347,2560,1920,640,640,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/led7
letter,multiclass,16000,3200,4000,15,26,ok,ok,tie,0.98625,0.98625,0.0,0.0,0.0,0.5111706256866455,0.9659533500671388,15.320677995681764,15.120098352432253,False,0,5e-06,,0.4464993476867676,16000,12000,4000,4000,stratified,stratified split | TTT training skipped because n_classes=26 exceeds model max_classes=10,,,/home/crc00006699/zh/tabiclv2/data178/letter
madeline,binclass,2512,503,628,259,2,ok,ok,improved,0.7531847133757962,0.7611464968152867,0.0079617834394905,0.79617834394905,1.0570824524312967,0.905019998550415,54.32665061950684,4.742371559143066,4.544730186462402,True,9,5e-06,0.5592828467488289,53.720649003982544,2512,1884,628,628,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/madeline
mammography,binclass,8946,1790,2237,6,2,ok,ok,improved,0.9888243182834152,0.9892713455520786,0.0004470272686634,0.0447027268663413,0.0452079566003642,0.3884212970733642,62.179500102996826,2.056993246078491,2.175054788589477,True,9,5e-06,0.0419413433410227,62.101659059524536,8946,6709,2237,2237,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/mammography
maternal_health_risk,multiclass,811,163,203,6,3,ok,ok,tie,0.8719211822660099,0.8719211822660099,0.0,0.0,0.0,0.352827787399292,10.59805703163147,0.4702625274658203,0.4394199848175049,True,9,5e-06,0.37366449739784,10.575839281082152,811,608,203,203,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/maternal_health_risk
mfeat-factors,multiclass,1600,320,400,216,10,ok,ok,regressed,0.975,0.9725,-0.0024999999999999,-0.2499999999999946,-0.2564102564102509,0.676851749420166,29.439576864242557,2.5166144371032715,2.522150993347168,True,9,5e-06,0.0181208472931757,29.056482553482056,1600,1200,400,400,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/mfeat-factors
mfeat-fourier,multiclass,1600,320,400,76,10,ok,ok,improved,0.885,0.8975,0.0124999999999999,1.2499999999999956,1.4124293785310684,0.4537379741668701,15.962729930877686,1.1365127563476562,1.110466480255127,True,9,5e-06,0.2426319550722837,15.812557697296144,1600,1200,400,400,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/mfeat-fourier
mfeat-karhunen,multiclass,1600,320,400,64,10,ok,ok,regressed,0.975,0.9725,-0.0024999999999999,-0.2499999999999946,-0.2564102564102509,0.4354636669158935,14.999264240264893,1.003206491470337,1.009981393814087,True,9,5e-06,0.0134858693054411,14.87566328048706,1600,1200,400,400,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/mfeat-karhunen
mfeat-morphological,multiclass,1600,320,400,6,10,ok,ok,improved,0.76,0.7625,0.0024999999999999,0.2499999999999946,0.3289473684210456,0.3354411125183105,11.65804672241211,0.4227814674377441,0.3935825824737549,True,9,5e-06,0.5768840946257114,11.631719827651978,1600,1200,400,400,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/mfeat-morphological
mfeat-pixel,multiclass,1600,320,400,240,10,ok,ok,improved,0.975,0.9775,0.0025,0.2500000000000058,0.2564102564102623,1.03774094581604,31.860238790512085,2.5624771118164062,2.778836727142334,True,9,5e-06,0.0187006081396248,31.194594144821167,1600,1200,400,400,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/mfeat-pixel
mfeat-zernike,multiclass,1600,320,400,47,10,ok,ok,improved,0.8525,0.905,0.0524999999999999,5.249999999999999,6.158357771260996,0.4109187126159668,13.254135131835938,0.854109525680542,0.8565833568572998,True,9,5e-06,0.2024358906783163,13.148526668548584,1600,1200,400,400,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/mfeat-zernike
mice_protein_expression,multiclass,864,173,216,75,8,ok,ok,tie,1.0,1.0,0.0,0.0,0.0,0.4183263778686523,11.69899320602417,0.6933352947235107,0.6835689544677734,True,9,5e-06,5.153761958354153e-05,11.586055994033812,864,648,216,216,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/mice_protein_expression
microaggregation2,multiclass,16000,3200,4000,20,5,ok,ok,regressed,0.6405,0.63725,-0.0032499999999999,-0.3249999999999975,-0.5074160811865691,0.5453312397003174,262.60674834251404,7.459028005599976,7.499969959259033,True,9,5e-06,0.869769461452961,262.35478472709656,16000,12000,4000,4000,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/microaggregation2
mobile_c36_oversampling,binclass,41408,8282,10352,6,2,ok,ok,improved,0.990533230293663,0.9928516228748068,0.0023183925811437,0.2318392581143746,0.2340550029256881,0.4891107082366943,984.8926601409912,22.587351322174072,23.08196997642517,True,9,5e-06,0.0178934456780552,984.7030186653136,41408,31056,10352,10352,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/mobile_c36_oversampling
mozilla4,binclass,12436,2488,3109,4,2,ok,ok,regressed,0.9401736892891605,0.9398520424573816,-0.0003216468317788,-0.0321646831778821,-0.034211426616502,0.3685076236724853,80.8923819065094,2.0380194187164307,2.22309947013855,True,9,5e-06,0.1555568780750036,80.81828737258911,12436,9327,3109,3109,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/mozilla4
naticusdroid+android+permissions+dataset,binclass,23465,4693,5867,86,2,ok,ok,improved,0.9710243736151356,0.97204704278166,0.0010226691665243,0.1022669166524381,0.1053185887308854,2.033097267150879,599.7094843387604,22.097973346710205,22.078521013259888,True,9,5e-06,0.0818122974596917,597.9148802757263,23465,17598,5867,5867,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/naticusdroid+android+permissions+dataset
national-longitudinal-survey-binary,binclass,3926,786,982,16,2,ok,ok,regressed,1.0,0.9989816700610998,-0.0010183299389001,-0.1018329938900164,-0.1018329938900164,0.5103120803833008,29.43347716331482,1.2594282627105713,1.1930506229400637,True,9,5e-06,0.0004893133518635,29.34964275360108,3926,2944,982,982,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/national-longitudinal-survey-binary
okcupid_stem,multiclass,21341,4269,5336,13,3,ok,ok,improved,0.7475637181409296,0.7488755622188905,0.0013118440779609,0.1311844077960922,0.1754825770869761,0.6001870632171631,433.867600440979,10.63927721977234,10.849377393722534,True,9,5e-06,0.5809528436511755,433.5603470802307,21341,16005,5336,5336,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/okcupid_stem
one-hundred-plants-margin,multiclass,1280,256,320,64,100,ok,ok,tie,0.909375,0.909375,0.0,0.0,0.0,0.4495551586151123,0.9590508937835692,3.682534456253052,3.526822090148926,False,0,5e-06,,0.4278697967529297,1280,960,320,320,stratified,stratified split | TTT training skipped because n_classes=100 exceeds model max_classes=10,,,/home/crc00006699/zh/tabiclv2/data178/one-hundred-plants-margin
one-hundred-plants-shape,multiclass,1280,256,320,64,100,ok,ok,tie,0.8,0.8,0.0,0.0,0.0,0.4362640380859375,0.8490374088287354,3.622575044631958,3.528810977935791,False,0,5e-06,,0.4156773090362549,1280,960,320,320,stratified,stratified split | TTT training skipped because n_classes=100 exceeds model max_classes=10,,,/home/crc00006699/zh/tabiclv2/data178/one-hundred-plants-shape
one-hundred-plants-texture,multiclass,1279,256,320,64,100,ok,ok,tie,0.91875,0.91875,0.0,0.0,0.0,0.4542803764343261,0.9264676570892334,3.5845377445220947,3.50581431388855,False,0,5e-06,,0.416151762008667,1279,959,320,320,stratified,stratified split | TTT training skipped because n_classes=100 exceeds model max_classes=10,,,/home/crc00006699/zh/tabiclv2/data178/one-hundred-plants-texture
online_shoppers,binclass,9864,1973,2466,14,2,ok,ok,improved,0.9042984590429846,0.90551500405515,0.0012165450121653,0.1216545012165393,0.1345291479820564,0.4600117206573486,108.44314646720886,3.556631565093994,3.5038137435913086,True,9,5e-06,0.2139265420846641,108.28812217712402,9864,7398,2466,2466,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/online_shoppers
optdigits,multiclass,4496,900,1124,64,10,ok,ok,improved,0.9955516014234876,0.99644128113879,0.0008896797153024,0.0889679715302405,0.0893655049150941,0.5587761402130127,44.78165340423584,2.54315185546875,2.5611367225646973,True,9,5e-06,0.0258273359504528,44.5292809009552,4496,3372,1124,1124,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/optdigits
