dataset_name,task_type,n_train,n_val,n_test,n_features,n_classes,status_baseline,status_ttt,bucket_ttt_vs_baseline,accuracy_baseline,accuracy_ttt,delta_ttt_vs_baseline,delta_pp_ttt_vs_baseline,relative_delta_pct_ttt_vs_baseline,fit_seconds_baseline,fit_seconds_ttt,predict_seconds_baseline,predict_seconds_ttt,ttt_applied_ttt,ttt_steps_ttt,ttt_lr_ttt,ttt_loss_ttt,ttt_update_seconds_ttt,n_train_a_ttt,n_train_b_ttt,n_holdout_c_ttt,n_test_d_ttt,ttt_split_strategy_ttt,ttt_split_reason_ttt,error_type_ttt,error_first_line_ttt,dataset_dir
ozone-level-8hr,binclass,2027,406,507,72,2,ok,ok,regressed,0.9566074950690336,0.9526627218934912,-0.0039447731755424,-0.3944773175542426,-0.4123711340206206,0.4957442283630371,20.46607518196106,1.3449053764343262,1.3306806087493896,True,9,5e-06,0.1253167488612234,20.304060697555546,2027,1520,507,507,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/ozone-level-8hr
page-blocks,multiclass,4378,876,1095,10,5,ok,ok,regressed,0.9789954337899544,0.978082191780822,-0.0009132420091323,-0.0913242009132342,-0.0932835820895442,0.3707809448242187,31.26939058303833,1.215123176574707,1.263399600982666,True,9,5e-06,0.0692869152408093,31.209774255752563,4378,3283,1095,1095,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/page-blocks
pc1,binclass,887,178,222,21,2,ok,ok,improved,0.9414414414414416,0.945945945945946,0.0045045045045044,0.4504504504504458,0.4784688995215261,0.3550500869750976,10.709735870361328,0.5905857086181641,0.5704619884490967,True,9,5e-06,0.0989535585977137,10.661609411239624,887,665,222,222,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/pc1
pc3,binclass,1250,250,313,37,2,ok,ok,tie,0.9009584664536742,0.9009584664536742,0.0,0.0,0.0,0.4041855335235595,11.307624340057371,0.6156082153320312,0.6072378158569336,True,9,5e-06,0.2012117179110646,11.23088002204895,1250,937,313,313,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/pc3
pc4,binclass,1166,234,292,37,2,ok,ok,improved,0.9143835616438356,0.9178082191780822,0.0034246575342465,0.3424657534246589,0.374531835205994,0.3810710906982422,11.464761018753052,0.5600807666778564,0.5249521732330322,True,9,5e-06,0.1362110832706093,11.393621921539308,1166,874,292,292,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/pc4
pendigits,multiclass,8793,1759,2199,16,10,ok,ok,regressed,0.9972714870395636,0.9968167348794906,-0.0004547521600729,-0.0454752160072957,-0.0455996352029381,0.4399135112762451,94.37768983840942,3.11100172996521,3.277328968048096,True,9,5e-06,0.0041101755123236,94.2412166595459,8793,6594,2199,2199,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/pendigits
phoneme,binclass,4323,865,1081,5,2,ok,ok,improved,0.9037927844588344,0.906567992599445,0.0027752081406106,0.2775208140610607,0.307062436028666,0.3650171756744385,20.40233588218689,0.7125186920166016,0.7618198394775391,True,9,5e-06,0.1757249133661389,20.363954067230225,4323,3242,1081,1081,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/phoneme
pol,binclass,8065,1613,2017,26,2,ok,ok,regressed,0.9836390679226574,0.9811601388200296,-0.0024789291026278,-0.2478929102627813,-0.2520161290322732,0.457850694656372,83.4619791507721,3.164457082748413,3.2711615562438965,True,9,5e-06,0.0518736884696409,83.30215191841125,8065,6048,2017,2017,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/pol
predict_students_dropout_and_academic_success,multiclass,3539,708,885,34,3,ok,ok,improved,0.7627118644067796,0.7717514124293785,0.0090395480225988,0.9039548022598876,1.185185185185186,0.464493989944458,29.317068815231323,1.509399175643921,1.4308133125305176,True,9,5e-06,0.5600692592561245,29.161104202270508,3539,2654,885,885,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/predict_students_dropout_and_academic_success
qsar,binclass,844,169,211,40,2,ok,ok,tie,0.90521327014218,0.90521327014218,0.0,0.0,0.0,0.4080140590667724,10.938661813735962,0.7125463485717773,0.7039449214935303,True,9,5e-06,0.2839490929618478,10.858198165893556,844,633,211,211,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/qsar
rice_cammeo_and_osmancik,binclass,3048,610,762,7,2,ok,ok,regressed,0.9291338582677166,0.9225721784776902,-0.0065616797900263,-0.6561679790026309,-0.7062146892655434,0.3562979698181152,16.731661319732666,0.7172019481658936,0.7587895393371582,True,9,5e-06,0.1903363969177007,16.69920015335083,3048,2286,762,762,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/rice_cammeo_and_osmancik
ringnorm,binclass,5920,1184,1480,20,2,ok,ok,regressed,0.9797297297297296,0.977027027027027,-0.0027027027027025,-0.2702702702702564,-0.2758620689655031,0.4131655693054199,50.83368468284607,2.0711429119110107,2.123540163040161,True,9,5e-06,0.0464009433053433,50.7217869758606,5920,4440,1480,1480,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/ringnorm
rl,binclass,3976,796,994,12,2,ok,ok,improved,0.8541247484909457,0.8561368209255533,0.0020120724346076,0.2012072434607659,0.2355712603062441,0.3920662403106689,28.998213291168213,1.076728343963623,1.1447207927703855,True,9,5e-06,0.403286961838603,28.93053340911865,3976,2982,994,994,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/rl
satimage,multiclass,5144,1029,1286,36,6,ok,ok,improved,0.9284603421461898,0.9354587869362364,0.0069984447900466,0.6998444790046632,0.7537688442211029,0.4683935642242431,42.740769147872925,2.228625059127808,2.282628297805786,True,9,5e-06,0.1886567575857043,42.57472348213196,5144,3858,1286,1286,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/satimage
segment,multiclass,1848,370,462,17,7,ok,ok,improved,0.935064935064935,0.9415584415584416,0.0064935064935065,0.6493506493506551,0.6944444444444506,0.3507554531097412,14.03267216682434,0.5865018367767334,0.5484685897827148,True,9,5e-06,0.1166435538325458,13.982056617736816,1848,1386,462,462,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/segment
seismic+bumps,binclass,2067,414,517,18,2,ok,ok,tie,0.9342359767891684,0.9342359767891684,0.0,0.0,0.0,0.3824410438537597,14.850090980529783,0.6217238903045654,0.6665680408477783,True,9,5e-06,0.2174347038380801,14.79300308227539,2067,1550,517,517,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/seismic+bumps
semeion,multiclass,1274,255,319,256,10,ok,ok,improved,0.9592476489028212,0.962382445141066,0.0031347962382447,0.3134796238244752,0.3267973856209399,0.7603421211242676,28.373136520385746,2.5367469787597656,2.562600612640381,True,9,5e-06,0.158065284602344,27.919777631759644,1274,955,319,319,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/semeion
shuttle,multiclass,46400,9280,11600,9,7,ok,ok,regressed,0.9994827586206896,0.999396551724138,-8.620689655158831e-05,-0.0086206896551588,-0.0086251509401278,0.6536250114440918,1841.8788242340088,37.770989179611206,38.047892808914185,True,9,5e-06,0.0001558223643769,1841.4973406791687,46400,34800,11600,11600,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/shuttle
spambase,binclass,3680,736,921,57,2,ok,ok,regressed,0.9598262757871878,0.9565689467969598,-0.003257328990228,-0.3257328990228014,-0.3393665158371042,0.5929410457611084,33.934669494628906,1.9766666889190676,1.9681954383850095,True,9,5e-06,0.0919403787702322,33.76170063018799,3680,2760,920,921,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/spambase
splice,multiclass,2552,511,638,60,3,ok,ok,regressed,0.9561128526645768,0.95141065830721,-0.0047021943573667,-0.470219435736674,-0.4918032786885213,0.5190303325653076,22.15317463874817,1.4386885166168213,1.4618752002716064,True,9,5e-06,0.1125917835161089,21.93073034286499,2552,1914,638,638,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/splice
sports_articles_for_objectivity_analysis,binclass,800,160,200,59,2,ok,ok,regressed,0.855,0.845,-0.01,-1.0000000000000009,-1.1695906432748548,0.4386730194091797,11.038830280303957,0.9013621807098388,0.8164196014404297,True,9,5e-06,0.4148093285039067,10.931800603866575,800,600,200,200,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/sports_articles_for_objectivity_analysis
statlog,binclass,800,160,200,20,2,ok,ok,regressed,0.745,0.735,-0.01,-1.0000000000000009,-1.342281879194632,0.3838765621185303,10.651405334472656,0.5141620635986328,0.5119695663452148,True,9,5e-06,0.4249200895428657,10.597396850585938,800,600,200,200,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/statlog
steel_plates_faults,multiclass,1552,311,389,27,7,ok,ok,improved,0.8380462724935732,0.8457583547557841,0.0077120822622108,0.7712082262210873,0.9202453987730153,0.3720154762268066,11.94502305984497,0.5980525016784668,0.6103215217590332,True,9,5e-06,0.4994024308398366,11.881710290908812,1552,1164,388,389,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/steel_plates_faults
sylvine,binclass,4099,820,1025,20,2,ok,ok,tie,0.9707317073170731,0.9707317073170731,0.0,0.0,0.0,0.3942663669586181,31.37319016456604,1.3347327709197998,1.381143569946289,True,9,5e-06,0.0967893495690077,31.28126692771912,4099,3074,1025,1025,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/sylvine
taiwanese_bankruptcy_prediction,binclass,5455,1091,1364,95,2,ok,ok,improved,0.9706744868035192,0.9721407624633432,0.001466275659824,0.1466275659824045,0.1510574018126886,0.7473373413085938,68.28874564170837,3.985052347183228,4.026365280151367,True,9,5e-06,0.0779376933351159,67.8605387210846,5455,4091,1364,1364,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/taiwanese_bankruptcy_prediction
telco-customer-churn,binclass,5634,1127,1409,18,2,ok,ok,improved,0.8048261178140526,0.8076650106458482,0.0028388928317956,0.2838892831795614,0.3527336860670211,0.4333200454711914,47.78695964813232,1.869156837463379,1.972034215927124,True,9,5e-06,0.4082247149199247,47.65090250968933,5634,4225,1409,1409,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/telco-customer-churn
texture,multiclass,4400,880,1100,40,11,ok,ok,tie,1.0,1.0,0.0,0.0,0.0,0.4593575000762939,0.9791462421417236,5.77265739440918,3.956350088119507,False,0,5e-06,,0.434194803237915,4400,3300,1100,1100,stratified,stratified split | TTT training skipped because n_classes=11 exceeds model max_classes=10,,,/home/crc00006699/zh/tabiclv2/data178/texture
thyroid,multiclass,5760,1152,1440,21,3,ok,ok,tie,0.99375,0.99375,0.0,0.0,0.0,0.4192771911621094,49.226866245269775,2.0261833667755127,1.9725282192230225,True,9,5e-06,0.0055902723106555,49.13395047187805,5760,4320,1440,1440,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/thyroid
thyroid-ann,multiclass,3017,604,755,21,3,ok,ok,improved,0.9880794701986756,0.9933774834437086,0.0052980132450329,0.5298013245032984,0.5361930294906035,0.4843037128448486,20.824055433273315,1.005803108215332,0.9273614883422852,True,9,5e-06,0.0107292266038712,20.758121967315677,3017,2262,755,755,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/thyroid-ann
thyroid-dis,multiclass,2240,448,560,26,5,ok,ok,tie,0.6910714285714286,0.6910714285714286,0.0,0.0,0.0,0.3916928768157959,16.355462074279785,0.9258975982666016,0.7381443977355957,True,9,5e-06,0.6758137587457895,16.26188373565674,2240,1680,560,560,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/thyroid-dis
turiye_student_evaluation,multiclass,4656,932,1164,32,5,ok,ok,regressed,0.5223367697594502,0.5163230240549829,-0.0060137457044673,-0.6013745704467333,-1.15131578947368,0.4658873081207275,37.83013558387756,1.8603055477142332,1.9058492183685305,True,9,5e-06,1.2094733268022535,37.69034147262573,4656,3492,1164,1164,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/turiye_student_evaluation
twonorm,binclass,5920,1184,1480,20,2,ok,ok,tie,0.979054054054054,0.979054054054054,0.0,0.0,0.0,0.409146785736084,50.770066022872925,2.0531344413757324,2.155461072921753,True,9,5e-06,0.049545376910828,50.66053891181946,5920,4440,1480,1480,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/twonorm
vehicle,multiclass,676,136,170,18,4,ok,ok,improved,0.8588235294117647,0.888235294117647,0.0294117647058823,2.941176470588236,3.424657534246576,0.3401057720184326,10.583425760269163,0.4223580360412597,0.4296181201934814,True,9,5e-06,0.2027099067345261,10.548802852630615,676,507,169,170,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/vehicle
volkert,multiclass,46648,9330,11662,180,10,ok,ok,tie,0.7337506431143886,0.7337506431143886,0.0,0.0,0.0,5.66342306137085,5.5267322063446045,280.0815114974976,271.0998442173004,False,0,5e-06,,0.0,46648,0,0,11662,,TTT skipped for dataset=volkert to avoid OOM,,,/home/crc00006699/zh/tabiclv2/data178/volkert
walking-activity,multiclass,119465,23893,29867,4,22,ok,ok,tie,0.6641443733886898,0.6641443733886898,0.0,0.0,0.0,0.7436614036560059,1.5082051753997805,364.9849166870117,359.7228546142578,False,0,5e-06,,0.6798677444458008,119465,89598,29867,29867,stratified,stratified split | TTT training skipped because n_classes=22 exceeds model max_classes=10,,,/home/crc00006699/zh/tabiclv2/data178/walking-activity
wall-robot-navigation,multiclass,4364,873,1092,24,4,ok,ok,regressed,0.9862637362637364,0.9853479853479854,-0.000915750915751,-0.0915750915751023,-0.0928505106778196,0.4050235748291015,33.705570220947266,1.5278239250183103,1.4973580837249756,True,9,5e-06,0.0339794746832922,33.59573769569397,4364,3273,1091,1092,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/wall-robot-navigation
water_quality,binclass,6396,1280,1600,20,2,ok,ok,improved,0.908125,0.909375,0.00125,0.1250000000000084,0.1376462491397202,0.4279365539550781,53.90369892120361,2.143541097640991,2.239020824432373,True,9,5e-06,0.228428226429969,53.81664443016052,6396,4797,1599,1600,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/water_quality
waveform-5000,multiclass,4000,800,1000,40,3,ok,ok,improved,0.866,0.876,0.01,1.0000000000000009,1.1547344110854514,0.4713797569274902,34.434072971343994,1.816206932067871,1.842801094055176,True,9,5e-06,0.2675152951851487,34.28361296653748,4000,3000,1000,1000,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/waveform-5000
waveform_database_generator,multiclass,3999,800,1000,21,3,ok,ok,regressed,0.356,0.35,-0.006,-0.6000000000000005,-1.685393258426968,0.3868453502655029,30.72909164428711,1.337109088897705,1.3524904251098633,True,9,5e-06,1.096706211566925,30.642393112182617,3999,2999,1000,1000,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/waveform_database_generator
waveform_database_generator_version_1,multiclass,4000,800,1000,21,3,ok,ok,improved,0.866,0.87,0.004,0.4000000000000003,0.4618937644341805,0.4004755020141601,30.75959825515747,1.330113172531128,1.414632797241211,True,9,5e-06,0.2579618841409683,30.67347240447998,4000,3000,1000,1000,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/waveform_database_generator_version_1
website_phishing,multiclass,1082,217,271,9,3,ok,ok,improved,0.911439114391144,0.92619926199262,0.014760147601476,1.4760147601476037,1.619433198380569,0.3441588878631592,10.818768739700316,0.3168349266052246,0.3263373374938965,True,9,5e-06,0.2134039094671607,10.782994985580444,1082,811,271,271,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/website_phishing
wine,binclass,2043,409,511,4,2,ok,ok,regressed,0.7749510763209393,0.7710371819960861,-0.0039138943248532,-0.3913894324853229,-0.5050505050505051,0.3277156352996826,7.775801658630371,0.2440922260284423,0.2866148948669433,True,9,5e-06,0.3956239409744739,7.748266696929932,2043,1532,511,511,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/wine
wine-quality-red,multiclass,1279,256,320,4,6,ok,ok,regressed,0.66875,0.659375,-0.0093749999999999,-0.9374999999999912,-1.4018691588784915,0.3630130290985107,11.130829572677612,0.3213896751403808,0.3362836837768554,True,9,5e-06,0.7940422669053078,11.11100935935974,1279,959,320,320,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/wine-quality-red
wine-quality-white,multiclass,3918,784,980,11,7,ok,ok,improved,0.6826530612244898,0.6857142857142857,0.0030612244897959,0.3061224489795955,0.448430493273548,0.3652529716491699,28.672760009765625,1.0825889110565186,1.1587648391723633,True,9,5e-06,0.777850303798914,28.61691832542419,3918,2938,980,980,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/wine-quality-white
yeast,multiclass,1187,238,297,8,10,ok,ok,tie,0.6296296296296297,0.6296296296296297,0.0,0.0,0.0,0.3352704048156738,10.869611024856567,0.3316168785095215,0.3331573009490967,True,9,5e-06,0.9866160731762648,10.83907961845398,1187,890,297,297,stratified,stratified split,,,/home/crc00006699/zh/tabiclv2/data178/yeast
