dataset_name,task_type,accuracy_ensemble,fit_seconds_ensemble,predict_seconds_ensemble,ttt_update_seconds_ensemble,accuracy_icl,fit_seconds_icl,predict_seconds_icl,ttt_update_seconds_icl,delta_ensemble_minus_icl,delta_pp,total_seconds_ensemble,total_seconds_icl,winner
wall-robot-navigation,multiclass,0.9853479853479854,34.27450942993164,1.557872295379639,34.16780233383179,0.9862637362637364,3.299647808074951,1.369570016860962,3.195319175720215,-0.0009157509157510235,-0.09157509157510235,35.83238172531128,4.669217824935913,icl_training
Satellite,binclass,0.992156862745098,32.98866963386536,1.731421709060669,32.858102560043335,0.9931372549019608,3.364290237426758,1.5787546634674072,3.234726428985596,-0.0009803921568628526,-0.09803921568628526,34.72009134292603,4.943044900894165,icl_training
national-longitudinal-survey-binary,binclass,0.9989816700610998,27.36389470100403,1.2031404972076416,27.284260988235477,1.0,2.8595199584960938,1.0959012508392334,2.7798335552215576,-0.0010183299389001643,-0.10183299389001643,28.56703519821167,3.955421209335327,icl_training
Wilt,binclass,0.9917098445595854,16.2816104888916,0.8157682418823242,16.24899125099182,0.9927461139896372,2.4179420471191406,0.5276203155517578,2.3856964111328125,-0.0010362694300517505,-0.10362694300517505,17.097378730773926,2.9455623626708984,icl_training
Gender_Gap_in_Spanish_WP,multiclass,0.6073684210526316,25.29177951812744,1.2450296878814695,25.241815090179443,0.608421052631579,2.5664942264556885,1.276667833328247,2.517364025115967,-0.001052631578947416,-0.10526315789474161,26.53680920600891,3.8431620597839355,icl_training
ada,binclass,0.8457831325301205,26.564496278762817,1.7511632442474363,26.43605709075928,0.846987951807229,2.6526665687561035,1.438206672668457,2.5241715908050537,-0.001204819277108471,-0.12048192771084709,28.315659523010254,4.0908732414245605,icl_training
delta_ailerons,binclass,0.9502103786816268,29.845750331878666,1.0818243026733398,29.80430316925049,0.9516129032258064,4.208685398101807,0.8745708465576172,4.168870210647583,-0.0014025245441795509,-0.14025245441795509,30.927574634552006,5.083256244659424,icl_training
company_bankruptcy_prediction,binclass,0.9699413489736072,70.55308079719543,4.140332937240601,70.1309552192688,0.9714076246334312,7.003268241882324,3.912952423095703,6.576767683029175,-0.0014662756598240456,-0.14662756598240456,74.69341373443604,10.916220664978027,icl_training
Telecom_Churn_Dataset,binclass,0.9535232383808095,17.023706912994385,0.786360502243042,16.962825298309326,0.9550224887556222,1.7555088996887207,0.7629292011260986,1.697987079620361,-0.0014992503748126884,-0.14992503748126884,17.810067415237427,2.5184381008148193,icl_training
led7,multiclass,0.7390625,13.44944953918457,0.6842596530914307,13.410428047180176,0.740625,1.5231289863586426,0.567880392074585,1.4829440116882324,-0.0015625000000000222,-0.15625000000000222,14.133709192276001,2.0910093784332275,icl_training
ozone-level-8hr,binclass,0.9546351084812624,19.01425504684448,1.3310909271240234,18.86090874671936,0.9566074950690336,2.108511209487915,1.2319750785827637,1.9564125537872317,-0.0019723865877712132,-0.19723865877712132,20.345345973968502,3.3404862880706787,icl_training
Customer_Personality_Analysis,binclass,0.8816964285714286,11.553768396377563,0.680518388748169,11.491641521453856,0.8839285714285714,1.3825695514678955,0.5919582843780518,1.319544553756714,-0.0022321428571427937,-0.22321428571427937,12.234286785125732,1.9745278358459473,icl_training
kc1,binclass,0.8791469194312796,9.877117156982422,0.6324248313903809,9.824805974960327,0.8815165876777251,1.1225688457489014,0.5679185390472412,1.0699539184570312,-0.0023696682464454666,-0.23696682464454666,10.509541988372803,1.6904873847961426,icl_training
pol,binclass,0.9811601388200296,88.81359362602234,3.306393623352051,88.6577877998352,0.9836390679226574,7.87963080406189,3.0498321056365967,7.723870277404785,-0.0024789291026278137,-0.24789291026278137,92.11998724937439,10.929462909698486,icl_training
mfeat-karhunen,multiclass,0.9725,13.707751750946043,1.0230944156646729,13.588911294937134,0.975,1.6693611145019531,0.8652088642120361,1.550015926361084,-0.0024999999999999467,-0.24999999999999467,14.730846166610716,2.5345699787139893,icl_training
microaggregation2,multiclass,0.637,281.5529992580414,7.634605407714844,281.30780053138733,0.6395,24.59789347648621,7.454416751861572,24.351890563964844,-0.0024999999999999467,-0.24999999999999467,289.1876046657562,32.05231022834778,icl_training
ringnorm,binclass,0.977027027027027,51.19483685493469,2.2132551670074463,51.0881028175354,0.9797297297297296,4.879970073699951,1.8451051712036133,4.770887851715088,-0.002702702702702564,-0.2702702702702564,53.40809202194214,6.7250752449035645,icl_training
house_16H,binclass,0.8873239436619719,138.85308694839478,4.365327835083008,138.69079780578613,0.8902891030392883,12.389631032943726,4.02053165435791,12.23236083984375,-0.002965159377316451,-0.2965159377316451,143.21841478347778,16.410162687301636,icl_training
Bank_Customer_Churn_Dataset,binclass,0.8745,81.52711796760559,2.623704195022583,81.43521475791931,0.8775,7.293807506561279,2.291273355484009,7.204155206680298,-0.0029999999999998916,-0.29999999999998916,84.15082216262817,9.585080862045288,icl_training
churn,binclass,0.95,28.932228565216064,1.4487216472625732,28.844605445861816,0.953,2.946935653686523,1.1655786037445068,2.8604736328125,-0.0030000000000000027,-0.30000000000000027,30.380950212478638,4.11251425743103,icl_training
spambase,binclass,0.9554831704668838,32.939669609069824,1.9821712970733645,32.771727085113525,0.9587404994571118,3.37023663520813,1.926257848739624,3.20051646232605,-0.0032573289902280145,-0.32573289902280145,34.92184090614319,5.296494483947754,icl_training
cmc,multiclass,0.5830508474576271,7.0024254322052,0.3285117149353027,6.969155788421631,0.5864406779661017,0.8292093276977539,0.2441768646240234,0.7959482669830322,-0.003389830508474523,-0.3389830508474523,7.330937147140503,1.0733861923217773,icl_training
thyroid-dis,multiclass,0.6910714285714286,14.079585552215576,0.7910385131835938,13.990800619125366,0.6946428571428571,1.6398634910583496,0.7258613109588623,1.5503122806549072,-0.0035714285714285587,-0.3571428571428559,14.87062406539917,2.365724802017212,icl_training
satimage,multiclass,0.9339035769828928,44.8868396282196,2.327005624771118,44.72529411315918,0.937791601866252,4.170685291290283,2.113012313842773,4.005661964416504,-0.0038880248833591535,-0.38880248833591535,47.213845252990716,6.283697605133057,icl_training
led24,multiclass,0.728125,15.592432498931885,0.8937373161315918,15.497814655303957,0.7328125,1.7793214321136477,0.8135402202606201,1.6875817775726318,-0.004687499999999956,-0.46874999999999556,16.486169815063477,2.5928616523742676,icl_training
KDDCup09_upselling,binclass,0.8089668615984406,36.28757190704346,1.9425954818725584,36.08262419700623,0.8138401559454191,3.781697988510132,1.948394060134888,3.575944423675537,-0.004873294346978585,-0.4873294346978585,38.230167388916016,5.7300920486450195,icl_training
first-order-theorem-proving,multiclass,0.6315359477124183,46.38398814201355,2.585408926010132,46.15838122367859,0.636437908496732,4.385524034500122,2.393743991851806,4.165426254272461,-0.004901960784313708,-0.4901960784313708,48.96939706802368,6.779268026351929,icl_training
sports_articles_for_objectivity_analysis,binclass,0.85,7.107048273086548,0.8225176334381104,7.005202770233154,0.855,1.066246747970581,0.7405502796173096,0.9620211124420166,-0.0050000000000000044,-0.5000000000000004,7.929565906524658,1.8067970275878906,icl_training
rice_cammeo_and_osmancik,binclass,0.9238845144356956,15.49162483215332,0.808072566986084,15.460992813110352,0.9291338582677166,1.7858877182006836,0.613640308380127,1.754560947418213,-0.005249343832020914,-0.5249343832020914,16.299697399139404,2.3995280265808105,icl_training
abalone,multiclass,0.6471291866028708,20.117945432662964,0.9909982681274414,20.072773456573486,0.65311004784689,1.949578046798706,0.7994608879089355,1.906815767288208,-0.005980861244019198,-0.5980861244019198,21.108943700790405,2.7490389347076416,icl_training
dna,multiclass,0.9592476489028212,40.52566933631897,3.40604305267334,39.90719175338745,0.9655172413793104,4.838843822479248,3.2508676052093506,4.221770286560059,-0.006269592476489172,-0.6269592476489172,43.93171238899231,8.089711427688599,icl_training
in_vehicle_coupon_recommendation,binclass,0.7891210090658258,125.66393208503725,4.182246208190918,125.40889644622804,0.795821836815136,11.094202995300291,3.847572326660156,10.84084177017212,-0.006700827749310134,-0.6700827749310134,129.84617829322815,14.941775321960447,icl_training
splice,multiclass,0.95141065830721,20.547853469848636,1.4582715034484863,20.32710146903992,0.9592476489028212,2.4105546474456787,1.3942315578460691,2.1936914920806885,-0.00783699059561116,-0.783699059561116,22.006124973297123,3.804786205291748,icl_training
waveform_database_generator,multiclass,0.345,29.06470537185669,1.441545486450195,28.981645345687863,0.353,2.9644901752471924,1.175438642501831,2.8823812007904053,-0.008000000000000007,-0.8000000000000007,30.506250858306885,4.139928817749023,icl_training
MIC,binclass,0.9,14.772527933120728,1.0717082023620603,14.512836694717407,0.9090909090909092,1.9697482585906985,1.1231489181518557,1.7075858116149902,-0.00909090909090915,-0.909090909090915,15.844236135482788,3.092897176742554,icl_training
turiye_student_evaluation,multiclass,0.5137457044673539,39.39614868164063,1.9383890628814695,39.26206064224243,0.5257731958762887,3.691552877426148,1.731438398361206,3.554779052734375,-0.012027491408934776,-1.2027491408934776,41.3345377445221,5.4229912757873535,icl_training
wine-quality-red,multiclass,0.65625,7.142982721328735,0.3567152023315429,7.12306547164917,0.66875,0.8134918212890625,0.2752707004547119,0.792506217956543,-0.012499999999999956,-1.2499999999999956,7.499697923660278,1.0887625217437744,icl_training
FOREX_audjpy-day-High,binclass,0.7574931880108992,8.15769338607788,0.4460864067077636,8.129551410675049,0.771117166212534,0.9271697998046876,0.3052589893341064,0.9000444412231445,-0.013623978201634857,-1.3623978201634857,8.603779792785645,1.232428789138794,icl_training
QSAR_biodegradation,binclass,0.8767772511848341,6.785628795623779,0.7677450180053711,6.672385454177856,0.8909952606635071,1.0114381313323977,0.6197597980499268,0.8989870548248291,-0.014218009478673022,-1.4218009478673022,7.55337381362915,1.6311979293823244,icl_training
Basketball_c,binclass,0.6940298507462687,6.799240350723267,0.3351340293884277,6.768532991409302,0.7089552238805971,0.8233225345611572,0.3670330047607422,0.7931456565856934,-0.014925373134328401,-1.4925373134328401,7.134374380111694,1.1903555393218994,icl_training
Water_Quality_and_Potability,binclass,0.6265243902439024,15.191854000091553,0.692842960357666,15.159554958343506,0.6417682926829268,1.5345444679260254,0.5591447353363037,1.5022811889648438,-0.015243902439024404,-1.5243902439024404,15.884696960449219,2.093689203262329,icl_training
