dataset_name,task_type,accuracy_ensemble,fit_seconds_ensemble,predict_seconds_ensemble,ttt_update_seconds_ensemble,accuracy_icl,fit_seconds_icl,predict_seconds_icl,ttt_update_seconds_icl,delta_ensemble_minus_icl,delta_pp,total_seconds_ensemble,total_seconds_icl,winner
gas-drift,multiclass,0.9971243709561468,224.1910252571106,12.039729356765749,222.98056650161743,0.9964054636951832,21.151718378067017,12.051374435424805,19.909210205078125,0.0007189072609635749,0.0718907260963575,236.23075461387634,33.20309281349182,ensemble
twonorm,binclass,0.979054054054054,51.10997176170349,2.2223212718963623,51.00413346290589,0.9783783783783784,4.815562963485718,1.9539170265197756,4.7111570835113525,0.0006756756756756133,0.06756756756756133,53.33229303359985,6.769479990005493,ensemble
credit,binclass,0.784624588692791,198.82256317138672,5.457518577575684,198.6936101913452,0.784026323661382,17.0036883354187,4.961614370346069,16.874692678451538,0.0005982650314089177,0.059826503140891774,204.2800817489624,21.96530270576477,ensemble
Click_prediction_small,binclass,0.8322903629536921,329.3522562980652,7.321030616760254,329.25259280204773,0.8317897371714643,83.00064182281494,7.118640184402466,82.90241861343384,0.0005006257822277593,0.05006257822277593,336.67328691482544,90.11928200721741,ensemble
online_shoppers,binclass,0.9051094890510948,117.7554850578308,3.779176712036133,117.605810880661,0.9047039740470396,10.237540245056152,3.2340879440307617,10.082370519638062,0.00040551500405516805,0.040551500405516805,121.53466176986693,13.471628189086914,ensemble
BNG(breast-w),binclass,0.9885699771399544,979.2302310466766,19.785038709640503,978.9622356891632,0.9883159766319533,82.47055578231812,18.95912384986877,82.18782424926758,0.00025400050800117313,0.025400050800117313,999.0152697563171,101.42967963218689,ensemble
INNHotelsGroup,binclass,0.901998621640248,845.0377402305603,18.314202785491943,844.5938010215759,0.9018607856650586,71.3343403339386,17.899629592895508,70.88747906684875,0.00013783597518945978,0.013783597518945978,863.3519430160522,89.2339699268341,ensemble
ASP-POTASSCO-classification,multiclass,0.4401544401544401,1.2110874652862549,3.7531018257141113,0.6648423671722412,0.4401544401544401,1.3587090969085691,3.4335713386535645,0.7997982501983643,0.0,0.0,4.964189291000366,4.792280435562134,tie
Diabetic_Retinopathy_Debrecen,binclass,0.7489177489177489,6.495427370071411,0.526029109954834,6.453965663909912,0.7489177489177489,0.8389372825622559,0.5585062503814697,0.7979922294616699,0.0,0.0,7.021456480026245,1.3974435329437256,tie
FOREX_audchf-day-High,binclass,0.7384196185286104,8.171416521072388,0.4916770458221435,8.137567520141602,0.7384196185286104,0.928910493850708,0.3830976486206054,0.896984338760376,0.0,0.0,8.663093566894531,1.3120081424713135,tie
Fitness_Club_c,binclass,0.7933333333333333,5.129817485809326,0.2710769176483154,5.103282451629639,0.7933333333333333,0.8134076595306396,0.1916821002960205,0.787559986114502,0.0,0.0,5.400894403457642,1.0050897598266602,tie
