dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_eval_metric,ttt_val_baseline_metric,ttt_val_best_metric,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason,ttt_context_selector,ttt_taar_score_source,ttt_taar_selected_context_mean,ttt_taar_selected_context_min,ttt_taar_selected_context_max,ttt_taar_fallback_count,ttt_taar_skip_count,ttt_taar_feature_enabled,ttt_taar_feature_score_source,ttt_taar_selected_feature_mean,ttt_taar_selected_feature_min,ttt_taar_selected_feature_max,ttt_taar_feature_fallback_count
FOREX_audjpy-hour-High,/data0/zhuhao2025/tabiclv2_test/data178/FOREX_audjpy-hour-High,binclass,35060,7012,8765,10,2,0.7210496292070736,0.7210234579408102,0.7207125910690356,0.8001567719946424,0.541027605599689,844.9406905174255,50.06035900115967,ok,,35060,28048,0,8765,0.57881298661232,54,1e-05,True,844.4071056842804,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,6,epoch_chunk,roc_auc,0.7892385244179001,0.78942804464551,0.716343411294923,0.7169138619509412,1,True,False,,taar_sample,attention,2523.222222222222,1577.0,2791.0,0,0,False,,,,,0
FOREX_audsgd-hour-High,/data0/zhuhao2025/tabiclv2_test/data178/FOREX_audsgd-hour-High,binclass,35060,7012,8765,10,2,0.708157444381061,0.7081756160870584,0.7079698800429568,0.7805232758103167,0.5697491363251507,1228.0737645626068,49.96764302253723,ok,,35060,28048,0,8765,0.6149957776069641,78,1e-05,True,1227.4253525733948,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,6,epoch_chunk,roc_auc,0.7759432596879825,0.7844809890577048,0.6995151169423844,0.7117798060467769,5,True,False,,taar_sample,attention,2415.923076923077,1278.0,2767.0,0,0,False,,,,,0
FOREX_audusd-hour-High,/data0/zhuhao2025/tabiclv2_test/data178/FOREX_audusd-hour-High,binclass,35060,7012,8765,10,2,0.7065601825442099,0.7065561884334839,0.705514158915377,0.7858375421117316,0.5548860978589416,852.9869527816772,50.1055223941803,ok,,35060,28048,0,8765,0.583116739988327,54,1e-05,True,852.3675305843353,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,6,epoch_chunk,roc_auc,0.7771021862436497,0.7788385643883321,0.7082144894466629,0.7097832287507131,1,True,False,,taar_sample,attention,2427.9074074074074,1511.0,2736.0,0,0,False,,,,,0
FOREX_cadjpy-day-High,/data0/zhuhao2025/tabiclv2_test/data178/FOREX_cadjpy-day-High,binclass,1467,294,367,10,2,0.7247956403269755,0.724709800552843,0.7248455690187694,0.790775718698028,0.5539200445989151,32.044498682022095,0.76930832862854,ok,,1467,1173,0,367,0.554010659456253,16,1e-05,True,31.985440015792847,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,roc_auc,0.7786236579044798,0.7816549426138467,0.7006802721088435,0.7244897959183674,8,True,False,,taar_sample,attention,666.625,653.0,677.0,0,0,False,,,,,0
FOREX_cadjpy-hour-High,/data0/zhuhao2025/tabiclv2_test/data178/FOREX_cadjpy-hour-High,binclass,35060,7012,8765,10,2,0.7162578436965202,0.716237094612191,0.7158261987109249,0.7899004233906136,0.5539565337062107,763.2512171268463,50.08178782463074,ok,,35060,28048,0,8765,0.5333817601203918,48,1e-05,True,762.3891124725342,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,6,epoch_chunk,roc_auc,0.7875864941308987,0.7875864941308987,0.7136337706788363,0.7136337706788363,0,True,False,,taar_sample,attention,2498.0833333333335,1551.0,2783.0,0,0,False,,,,,0
Firm-Teacher_Clave-Direction_Classification,/data0/zhuhao2025/tabiclv2_test/data178/Firm-Teacher_Clave-Direction_Classification,multiclass,8640,1728,2160,16,4,0.8810185185185185,0.8807586851223602,0.8089529402231681,0.9722726495261734,0.3082737481830931,789.4068884849548,5.826144456863403,ok,,8640,6912,0,2160,0.39911654591560364,58,1e-05,True,789.0708785057068,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,2,epoch_chunk,roc_auc,0.9648407346944146,0.9680849583923583,0.8674768518518519,0.8744212962962963,21,True,False,,taar_sample,attention,1565.603448275862,822.0,2337.0,0,0,False,,,,,0
Fitness_Club_c,/data0/zhuhao2025/tabiclv2_test/data178/Fitness_Club_c,binclass,1200,240,300,6,2,0.79,0.7842062756703683,0.728298017771702,0.8223618486776382,0.45449976101649325,25.39248824119568,0.4676475524902344,ok,,1200,960,0,300,0.48469263315200806,16,1e-05,True,25.347725868225098,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,roc_auc,0.8249528340579115,0.8261832499384792,0.7666666666666667,0.7708333333333334,8,True,False,,taar_sample,attention,529.375,503.0,546.0,0,0,False,,,,,0
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,/data0/zhuhao2025/tabiclv2_test/data178/GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,binclass,1280,256,320,20,2,0.678125,0.6727529066015349,0.6781250000000001,0.7307421875,0.6016723698373412,26.688899040222168,0.8026454448699951,ok,,1280,1024,0,320,0.7338218688964844,10,1e-05,True,26.520202159881592,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,roc_auc,0.67193603515625,0.67340087890625,0.64453125,0.65625,2,True,False,,taar_sample,attention,567.1,543.0,597.0,0,0,False,,,,,0
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001,/data0/zhuhao2025/tabiclv2_test/data178/GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001,binclass,1280,256,320,20,2,0.684375,0.6842238962003302,0.684375,0.7625390624999999,0.5616873453693428,40.12822675704956,0.7681899070739746,ok,,1280,1024,0,320,0.5771357119083405,13,1e-05,True,39.950005769729614,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,roc_auc,0.718353271484375,0.72039794921875,0.671875,0.68359375,5,True,False,,taar_sample,attention,557.3846153846154,538.0,582.0,0,0,False,,,,,0
Gender_Gap_in_Spanish_WP,/data0/zhuhao2025/tabiclv2_test/data178/Gender_Gap_in_Spanish_WP,multiclass,3796,760,950,13,3,0.6031578947368421,0.5426453139556644,0.4070716487355859,0.7055111070310756,0.7932894403349626,166.80789518356323,2.0109076499938965,ok,,3796,3036,0,950,0.8638672232627869,16,1e-05,True,166.63362169265747,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,roc_auc,0.6751431426314422,0.6774304418130527,0.6092105263157894,0.6039473684210527,8,True,False,,taar_sample,attention,1636.25,1596.0,1652.0,0,0,False,,,,,0
GesturePhaseSegmentationProcessed,/data0/zhuhao2025/tabiclv2_test/data178/GesturePhaseSegmentationProcessed,multiclass,7898,1580,1975,32,5,0.8384810126582278,0.8374098194257072,0.8139182762631858,0.9709953672729201,0.45400285982215677,978.7465233802795,6.628843784332275,ok,,7898,6318,0,1975,1.0019721686840057,60,1e-05,True,978.3385097980499,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,2,epoch_chunk,roc_auc,0.9481578182013907,0.9540567684588046,0.7854430379746835,0.8006329113924051,26,False,False,,taar_sample,attention,1592.2,682.0,2548.0,0,0,False,,,,,0
HR_Analytics_Job_Change_of_Data_Scientists,/data0/zhuhao2025/tabiclv2_test/data178/HR_Analytics_Job_Change_of_Data_Scientists,binclass,15326,3066,3832,13,2,0.8006263048016702,0.8031068007088733,0.7469025872281881,0.8109467213338502,0.42980630957953875,395.21933603286743,12.358816862106323,ok,,15326,12260,0,3832,0.46688295900821686,24,1e-05,True,394.59088921546936,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,3,epoch_chunk,roc_auc,0.8096695667981809,0.8096695667981809,0.8033268101761253,0.8033268101761253,0,True,False,,taar_sample,attention,2187.2083333333335,1186.0,2716.0,0,0,False,,,,,0
IBM_HR_Analytics_Employee_Attrition_and_Performance,/data0/zhuhao2025/tabiclv2_test/data178/IBM_HR_Analytics_Employee_Attrition_and_Performance,binclass,1176,236,294,31,2,0.8809523809523809,0.8714045315721473,0.7137996382117322,0.8324575760186061,0.3612062713515975,102.51240706443787,1.1106204986572266,ok,,1176,940,0,294,0.3401924967765808,30,1e-05,True,102.38609051704407,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,roc_auc,0.8616427432216905,0.8863636363636365,0.8940677966101694,0.9067796610169492,23,False,False,,taar_sample,attention,466.4,449.0,487.0,0,0,False,,,,,0
INNHotelsGroup,/data0/zhuhao2025/tabiclv2_test/data178/INNHotelsGroup,binclass,29020,5804,7255,17,2,0.9036526533425224,0.9030775803600974,0.8849968253573997,0.9631092040832063,0.22508752106829272,1099.947179555893,38.56600499153137,ok,,29020,23216,0,7255,0.31289932131767273,50,1e-05,True,1099.0157566070557,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,5,epoch_chunk,roc_auc,0.9585029058408397,0.9616596358415243,0.8993797381116472,0.9007580978635424,2,True,False,,taar_sample,attention,2334.26,1594.0,2613.0,0,0,False,,,,,0
Indian_pines,/data0/zhuhao2025/tabiclv2_test/data178/Indian_pines,multiclass,7315,1463,1829,220,8,0.9879715691634773,0.9879578467409422,0.9930974426807759,0.9998890431897651,0.02996645066455263,51.20152306556702,66.4612398147583,ok,,7315,5852,0,1829,,0,1e-05,False,45.98795199394226,full_train_epoch_chunks,"full train set chunked per epoch | validation=dataset_val_split | TTT OOM; used original model parameters for inference: OutOfMemoryError: CUDA out of memory. Tried to allocate 332.00 MiB. GPU 0 has a total capacity of 10.57 GiB of which 245.06 MiB is free. Including non-PyTorch memory, this process has 10.28 GiB memory in use. Of the allocated memory 10.01 GiB is allocated by PyTorch, and 54.20 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation. See documentation for Memory Management (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",0,0,,,,,,,0,False,True,"TTT OOM; used original model parameters for inference: OutOfMemoryError: CUDA out of memory. Tried to allocate 332.00 MiB. GPU 0 has a total capacity of 10.57 GiB of which 245.06 MiB is free. Including non-PyTorch memory, this process has 10.28 GiB memory in use. Of the allocated memory 10.01 GiB is allocated by PyTorch, and 54.20 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation. See documentation for Memory Management (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",taar_sample,,,,,0,0,False,,,,,0
JapaneseVowels,/data0/zhuhao2025/tabiclv2_test/data178/JapaneseVowels,multiclass,7968,1594,1993,14,9,0.9994982438534872,0.999498083906782,0.9993540051679586,1.0,0.0009663665822946076,232.7750265598297,4.934724569320679,ok,,7968,6374,0,1993,0.03779665753245354,16,1e-05,True,232.4714343547821,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,2,epoch_chunk,roc_auc,0.9999152688978847,0.9999152688978847,0.9968632371392723,0.9968632371392723,0,True,False,,taar_sample,attention,1359.0,594.0,2142.0,0,0,False,,,,,0
KDDCup09_upselling,/data0/zhuhao2025/tabiclv2_test/data178/KDDCup09_upselling,binclass,4102,821,1026,49,2,0.8118908382066277,0.8082697921659188,0.8118908382066277,0.9115758314999107,0.36603196739377286,383.5034749507904,3.9703776836395264,ok,,4102,3281,0,1026,0.3664346933364868,19,1e-05,True,382.90812492370605,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,roc_auc,0.910830217791229,0.9125274464423476,0.8136419001218027,0.8099878197320342,11,True,False,,taar_sample,attention,1768.0,1714.0,1801.0,0,0,False,,,,,0
MIC,/data0/zhuhao2025/tabiclv2_test/data178/MIC,binclass,1319,264,330,104,2,0.9030303030303031,0.8941558441558441,0.7423571579169301,0.881228477053904,0.2770351929160788,166.65714192390442,2.721400499343872,ok,,1319,1055,0,330,0.31725136935710907,17,1e-05,True,166.022075176239,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,roc_auc,0.8808377994093842,0.8838455649130482,0.875,0.8674242424242424,9,True,False,,taar_sample,attention,527.9411764705883,510.0,543.0,0,0,False,,,,,0
MagicTelescope,/data0/zhuhao2025/tabiclv2_test/data178/MagicTelescope,binclass,15216,3044,3804,9,2,0.8943217665615142,0.8928632735921345,0.8721682141701126,0.9469811862859554,0.2635283442004189,393.5977876186371,11.776468515396118,ok,,15216,12172,0,3804,0.35756464302539825,24,1e-05,True,393.1837990283966,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,3,epoch_chunk,roc_auc,0.9360819153670615,0.9360819153670615,0.8814060446780552,0.8814060446780552,0,True,False,,taar_sample,attention,2045.2083333333333,1094.0,2567.0,0,0,False,,,,,0
