dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_gate_d,n_test_e,ttt_loss,ttt_steps,ttt_lr,ttt_update_ran,ttt_gate_passed,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,gate_baseline_accuracy,gate_adapted_accuracy,gate_accuracy_delta,gate_baseline_loss,gate_adapted_loss,gate_loss_delta,ttt_gate_threshold,ttt_gate_reason
Amazon_employee_access,/home/crc00006699/zh/tabiclv2/data178/Amazon_employee_access,binclass,26215,5243,6554,7,2,0.9456820262435154,124.93435502052307,11.974868059158325,ok,,26215,14518,7854,3843,6554,0.1667564958333969,30,1.0651465412874415e-05,True,True,True,112.98539185523987,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.9458756180067656,0.9461358313817331,0.0002602133749675106,0.1730781919828694,0.17550498228461595,0.0024267903017465564,0.0,Gate passed: gate_accuracy_delta=0.000260 > threshold=0.000000
BNG(cmc),/home/crc00006699/zh/tabiclv2/data178/BNG(cmc),multiclass,44236,8848,11060,9,3,0.5874321880650994,325.1288208961487,34.4805543422699,ok,,44236,24498,13253,6485,11060,0.8483136296272278,30,1.0651465412874415e-05,True,True,True,298.6086196899414,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.5671549730146492,0.5677717810331534,0.0006168080185041669,0.8973579398810949,0.8971692895603208,-0.0001886503207740864,0.0,Gate passed: gate_accuracy_delta=0.000617 > threshold=0.000000
Basketball_c,/home/crc00006699/zh/tabiclv2/data178/Basketball_c,binclass,1072,215,268,11,2,0.7126865671641791,2.8558669090270996,0.28287672996520996,ok,,1072,594,321,157,268,0.015849387273192406,30,1.0651465412874415e-05,True,False,False,1.4422118663787842,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.6369426751592356,0.6369426751592356,0.0,0.6574830727851625,0.7097850737303266,0.05230200094516413,0.0,Gate rejected: gate_accuracy_delta=0.000000 <= threshold=0.000000
Click_prediction_small,/home/crc00006699/zh/tabiclv2/data178/Click_prediction_small,binclass,31958,6392,7990,3,2,0.8320400500625782,165.43581438064575,7.00994873046875,ok,,31958,17699,9574,4685,7990,0.43784666061401367,30,1.0651465412874415e-05,True,False,False,159.2886345386505,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.832017075773746,0.831803628601921,-0.0002134471718249209,0.4386411712219496,0.43733798998969037,-0.001303181232259254,0.0,Gate rejected: gate_accuracy_delta=-0.000213 <= threshold=0.000000
Diabetic_Retinopathy_Debrecen,/home/crc00006699/zh/tabiclv2/data178/Diabetic_Retinopathy_Debrecen,binclass,920,184,231,19,2,0.7489177489177489,2.774868965148926,0.532221794128418,ok,,920,509,276,135,231,0.0008476774673908949,30,1.0651465412874415e-05,True,False,False,1.4242351055145264,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.7185185185185186,0.674074074074074,-0.04444444444444451,0.6231956725473822,0.7797580863438935,0.15656241379651137,0.0,Gate rejected: gate_accuracy_delta=-0.044444 <= threshold=0.000000
FICO-HELOC-cleaned,/home/crc00006699/zh/tabiclv2/data178/FICO-HELOC-cleaned,binclass,7896,1580,1975,23,2,0.7463291139240507,18.811166524887085,2.80708384513855,ok,,7896,4373,2366,1157,1975,0.30140039324760437,30,1.0651465412874415e-05,True,True,True,15.341922044754028,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.7191011235955056,0.7225583405358686,0.0034572169403630504,0.5550469748735285,0.5561188651622486,0.0010718902887201232,0.0,Gate passed: gate_accuracy_delta=0.003457 > threshold=0.000000
FOREX_audchf-day-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audchf-day-High,binclass,1466,294,367,10,2,0.7547683923705722,3.4358983039855957,0.4122350215911865,ok,,1466,812,439,215,367,0.28670862317085266,30,1.0651465412874415e-05,True,False,False,1.7811744213104248,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.7302325581395349,0.6930232558139535,-0.037209302325581395,0.5642367716284692,0.6510348325727824,0.0867980609443132,0.0,Gate rejected: gate_accuracy_delta=-0.037209 <= threshold=0.000000
FOREX_audsgd-hour-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audsgd-hour-High,binclass,35060,7012,8765,10,2,0.7038220193953223,209.20458316802979,23.057098388671875,ok,,35060,19417,10503,5140,8765,0.5571621060371399,30,1.0651465412874415e-05,True,True,True,190.6461353302002,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.6745136186770428,0.6904669260700389,0.015953307392996052,0.6016490510554199,0.579972414870385,-0.021676636185034903,0.0,Gate passed: gate_accuracy_delta=0.015953 > threshold=0.000000
FOREX_cadjpy-hour-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_cadjpy-hour-High,binclass,35060,7012,8765,10,2,0.7007415858528238,209.41496419906616,23.131908655166626,ok,,35060,19417,10503,5140,8765,0.6900252103805542,30,1.0651465412874415e-05,True,False,False,190.61133646965027,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.6961089494163424,0.6795719844357977,-0.01653696498054469,0.5805248576103259,0.596786646386,0.01626178877567408,0.0,Gate rejected: gate_accuracy_delta=-0.016537 <= threshold=0.000000
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,/home/crc00006699/zh/tabiclv2/data178/GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,binclass,1280,256,320,20,2,0.675,3.029878616333008,0.38688015937805176,ok,,1280,709,383,188,320,0.008345157839357853,30,1.0651465412874415e-05,True,True,True,1.7246506214141846,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.601063829787234,0.6063829787234043,0.005319148936170248,0.6871921599500244,0.7067010007619173,0.01950884081189297,0.0,Gate passed: gate_accuracy_delta=0.005319 > threshold=0.000000
