dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,fit_seconds,predict_seconds,status,error
Amazon_employee_access,/data0/zhuhao2025/tabiclv2_test/data178/Amazon_employee_access,binclass,26215,5243,6554,7,2,0.9433933475740006,10.303323745727539,30.692434072494507,ok,
BNG(breast-w),/data0/zhuhao2025/tabiclv2_test/data178/BNG(breast-w),binclass,31492,6299,7874,9,2,0.9857759715519431,11.333427429199219,53.16285729408264,ok,
BNG(tic-tac-toe),/data0/zhuhao2025/tabiclv2_test/data178/BNG(tic-tac-toe),binclass,31492,6299,7874,9,2,0.7997205994411989,3.5593652725219727,36.61976361274719,ok,
Basketball_c,/data0/zhuhao2025/tabiclv2_test/data178/Basketball_c,binclass,1072,215,268,11,2,0.7164179104477612,0.35175204277038574,0.7563455104827881,ok,
Cardiovascular-Disease-dataset,/data0/zhuhao2025/tabiclv2_test/data178/Cardiovascular-Disease-dataset,binclass,56000,11200,14000,11,2,0.7294285714285714,12.061495780944824,169.2453920841217,ok,
Credit_c,/data0/zhuhao2025/tabiclv2_test/data178/Credit_c,multiclass,80000,16000,20000,22,3,0.7031,23.97378158569336,733.4144816398621,ok,
Diabetic_Retinopathy_Debrecen,/data0/zhuhao2025/tabiclv2_test/data178/Diabetic_Retinopathy_Debrecen,binclass,920,184,231,19,2,0.7619047619047619,0.4267427921295166,0.504565954208374,ok,
Employee,/data0/zhuhao2025/tabiclv2_test/data178/Employee,binclass,3722,745,931,8,2,0.8549946294307197,0.5626499652862549,1.3722143173217773,ok,
FOREX_audcad-day-High,/data0/zhuhao2025/tabiclv2_test/data178/FOREX_audcad-day-High,binclass,1467,294,367,10,2,0.7302452316076294,0.3472931385040283,0.5229170322418213,ok,
FOREX_audchf-day-High,/data0/zhuhao2025/tabiclv2_test/data178/FOREX_audchf-day-High,binclass,1466,294,367,10,2,0.7629427792915532,0.35137176513671875,0.5038104057312012,ok,
FOREX_audjpy-hour-High,/data0/zhuhao2025/tabiclv2_test/data178/FOREX_audjpy-hour-High,binclass,35060,7012,8765,10,2,0.7208214489446663,6.963741779327393,76.63905048370361,ok,
FOREX_audusd-hour-High,/data0/zhuhao2025/tabiclv2_test/data178/FOREX_audusd-hour-High,binclass,35060,7012,8765,10,2,0.7075869937250427,6.987379550933838,76.7976815700531,ok,
FOREX_cadjpy-hour-High,/data0/zhuhao2025/tabiclv2_test/data178/FOREX_cadjpy-hour-High,binclass,35060,7012,8765,10,2,0.7100969766115232,5.067232847213745,76.75160193443298,ok,
Fitness_Club_c,/data0/zhuhao2025/tabiclv2_test/data178/Fitness_Club_c,binclass,1200,240,300,6,2,0.7966666666666666,0.3330957889556885,0.45137763023376465,ok,
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001,/data0/zhuhao2025/tabiclv2_test/data178/GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001,binclass,1280,256,320,20,2,0.684375,0.37741994857788086,0.5043489933013916,ok,
GesturePhaseSegmentationProcessed,/data0/zhuhao2025/tabiclv2_test/data178/GesturePhaseSegmentationProcessed,multiclass,7898,1580,1975,32,5,0.76,6.445739507675171,12.864582538604736,ok,
IBM_HR_Analytics_Employee_Attrition_and_Performance,/data0/zhuhao2025/tabiclv2_test/data178/IBM_HR_Analytics_Employee_Attrition_and_Performance,binclass,1176,236,294,31,2,0.8673469387755102,0.527430534362793,0.7023694515228271,ok,
Indian_pines,/data0/zhuhao2025/tabiclv2_test/data178/Indian_pines,multiclass,7315,1463,1829,220,8,0.9732094040459267,52.893484115600586,75.32343006134033,ok,
KDDCup09_upselling,/data0/zhuhao2025/tabiclv2_test/data178/KDDCup09_upselling,binclass,4102,821,1026,49,2,0.8079922027290448,1.9244823455810547,5.869338750839233,ok,
MagicTelescope,/data0/zhuhao2025/tabiclv2_test/data178/MagicTelescope,binclass,15216,3044,3804,9,2,0.8869610935856993,1.4664361476898193,13.708291292190552,ok,
Mobile_Price_Classification,/data0/zhuhao2025/tabiclv2_test/data178/Mobile_Price_Classification,multiclass,1600,320,400,20,4,0.97,0.5262765884399414,0.7976810932159424,ok,
PhishingWebsites,/data0/zhuhao2025/tabiclv2_test/data178/PhishingWebsites,binclass,8844,1769,2211,30,2,0.9733152419719584,1.8017213344573975,9.850496768951416,ok,
Pima_Indians_Diabetes_Database,/data0/zhuhao2025/tabiclv2_test/data178/Pima_Indians_Diabetes_Database,binclass,614,123,154,8,2,0.7532467532467533,0.29944634437561035,0.5230922698974609,ok,
Pumpkin_Seeds,/data0/zhuhao2025/tabiclv2_test/data178/Pumpkin_Seeds,binclass,2000,400,500,12,2,0.88,0.4229402542114258,0.754852294921875,ok,
Rain_in_Australia,/data0/zhuhao2025/tabiclv2_test/data178/Rain_in_Australia,multiclass,116368,23274,29092,18,3,0.8403684861817682,20.954307079315186,1274.118601322174,ok,
Satellite,/data0/zhuhao2025/tabiclv2_test/data178/Satellite,binclass,4080,816,1020,36,2,0.9911764705882353,1.310706377029419,4.887233257293701,ok,
UJI_Pen_Characters,/data0/zhuhao2025/tabiclv2_test/data178/UJI_Pen_Characters,multiclass,1091,219,273,80,35,0.48717948717948717,0.037494659423828125,32.05555462837219,ok,
Wilt,/data0/zhuhao2025/tabiclv2_test/data178/Wilt,binclass,3856,772,965,5,2,0.9927461139896373,0.30011940002441406,1.1114273071289062,ok,
accelerometer,/data0/zhuhao2025/tabiclv2_test/data178/accelerometer,multiclass,122403,24481,30601,4,4,0.6583771772164309,5.810674667358398,429.7016410827637,ok,
ada_agnostic,/data0/zhuhao2025/tabiclv2_test/data178/ada_agnostic,binclass,3649,730,913,48,2,0.8444687842278203,0.8906614780426025,3.4642317295074463,ok,
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,/data0/zhuhao2025/tabiclv2_test/data178/airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,binclass,1600,320,400,7,2,0.6175,0.3086097240447998,0.41517210006713867,ok,
allrep,/data0/zhuhao2025/tabiclv2_test/data178/allrep,multiclass,3017,604,755,29,4,0.9867549668874173,0.6167747974395752,1.9820740222930908,ok,
artificial-characters,/data0/zhuhao2025/tabiclv2_test/data178/artificial-characters,multiclass,8174,1635,2044,7,10,0.8414872798434442,0.6413111686706543,3.68306827545166,ok,
autoUniv-au7-1100,/data0/zhuhao2025/tabiclv2_test/data178/autoUniv-au7-1100,multiclass,880,176,220,12,5,0.44545454545454544,0.26255106925964355,0.4492228031158447,ok,
banknote_authentication,/data0/zhuhao2025/tabiclv2_test/data178/banknote_authentication,binclass,1097,220,275,4,2,0.5563636363636364,0.21264290809631348,0.563014030456543,ok,
car-evaluation,/data0/zhuhao2025/tabiclv2_test/data178/car-evaluation,multiclass,1382,277,346,21,4,0.9826589595375722,0.29091930389404297,0.5072214603424072,ok,
cmc,/data0/zhuhao2025/tabiclv2_test/data178/cmc,multiclass,1178,236,295,9,3,0.5694915254237288,0.2516326904296875,0.3833298683166504,ok,
compass,/data0/zhuhao2025/tabiclv2_test/data178/compass,binclass,13315,2663,3329,17,2,0.7152297987383599,2.082890033721924,15.091799259185791,ok,
credit,/data0/zhuhao2025/tabiclv2_test/data178/credit,binclass,13371,2675,3343,10,2,0.7816332635357464,1.5263636112213135,12.465247392654419,ok,
dabetes_130-us_hospitals,/data0/zhuhao2025/tabiclv2_test/data178/dabetes_130-us_hospitals,binclass,81412,16283,20354,20,2,0.6313746683698536,20.393640518188477,624.3077278137207,ok,
delta_ailerons,/data0/zhuhao2025/tabiclv2_test/data178/delta_ailerons,binclass,5703,1141,1426,5,2,0.9509116409537167,0.528672456741333,1.6338691711425781,ok,
dna,/data0/zhuhao2025/tabiclv2_test/data178/dna,multiclass,2548,510,638,180,3,0.9733542319749217,2.836850881576538,6.981557846069336,ok,
dry_bean_dataset,/data0/zhuhao2025/tabiclv2_test/data178/dry_bean_dataset,multiclass,10888,2178,2723,16,7,0.9291222915901579,1.474963903427124,12.157677412033081,ok,
electricity,/data0/zhuhao2025/tabiclv2_test/data178/electricity,binclass,36249,7250,9063,8,2,0.895067858325058,3.2330336570739746,65.02040529251099,ok,
eye_movements,/data0/zhuhao2025/tabiclv2_test/data178/eye_movements,multiclass,8748,1750,2188,27,3,0.8925959780621572,2.2391295433044434,12.67789363861084,ok,
first-order-theorem-proving,/data0/zhuhao2025/tabiclv2_test/data178/first-order-theorem-proving,multiclass,4894,979,1224,51,6,0.6348039215686274,17.56502389907837,9.103641986846924,ok,
gina_agnostic,/data0/zhuhao2025/tabiclv2_test/data178/gina_agnostic,binclass,2774,555,694,970,2,0.9149855907780979,100.85137367248535,40.007895946502686,ok,
heloc,/data0/zhuhao2025/tabiclv2_test/data178/heloc,binclass,8000,1600,2000,22,2,0.727,1.6386220455169678,9.34292197227478,ok,
house_16H,/data0/zhuhao2025/tabiclv2_test/data178/house_16H,binclass,10790,2158,2698,16,2,0.8873239436619719,1.5945632457733154,12.067566394805908,ok,
ibm-employee-performance,/data0/zhuhao2025/tabiclv2_test/data178/ibm-employee-performance,binclass,1176,236,294,30,2,1.0,0.4364316463470459,0.6653954982757568,ok,
internet_firewall,/data0/zhuhao2025/tabiclv2_test/data178/internet_firewall,multiclass,52425,10485,13107,7,4,0.9305714503700313,4.3907151222229,120.09168338775635,ok,
jm1,/data0/zhuhao2025/tabiclv2_test/data178/jm1,binclass,8708,1742,2177,21,2,0.8180983004134129,2.058408737182617,10.22517704963684,ok,
kc1,/data0/zhuhao2025/tabiclv2_test/data178/kc1,binclass,1687,338,422,21,2,0.8744075829383886,0.5194625854492188,0.8446824550628662,ok,
kr-vs-k,/data0/zhuhao2025/tabiclv2_test/data178/kr-vs-k,multiclass,22444,4489,5612,6,18,0.8604775481111903,0.10334348678588867,271.4114146232605,ok,
led24,/data0/zhuhao2025/tabiclv2_test/data178/led24,multiclass,2560,512,640,24,10,0.7265625,0.5909144878387451,1.1631863117218018,ok,
letter,/data0/zhuhao2025/tabiclv2_test/data178/letter,multiclass,16000,3200,4000,15,26,0.9855,0.08283805847167969,380.92278718948364,ok,
mammography,/data0/zhuhao2025/tabiclv2_test/data178/mammography,binclass,8946,1790,2237,6,2,0.9883772910147519,0.6205055713653564,3.988375186920166,ok,
mfeat-factors,/data0/zhuhao2025/tabiclv2_test/data178/mfeat-factors,multiclass,1600,320,400,216,10,0.9725,26.29724931716919,6.310950040817261,ok,
mfeat-karhunen,/data0/zhuhao2025/tabiclv2_test/data178/mfeat-karhunen,multiclass,1600,320,400,64,10,0.97,1.6762988567352295,2.1687610149383545,ok,
mfeat-pixel,/data0/zhuhao2025/tabiclv2_test/data178/mfeat-pixel,multiclass,1600,320,400,240,10,0.96,3.9645793437957764,5.5506508350372314,ok,
mice_protein_expression,/data0/zhuhao2025/tabiclv2_test/data178/mice_protein_expression,multiclass,864,173,216,75,8,1.0,1.4562711715698242,1.473071575164795,ok,
mobile_c36_oversampling,/data0/zhuhao2025/tabiclv2_test/data178/mobile_c36_oversampling,binclass,41408,8282,10352,6,2,0.990146831530139,5.3463311195373535,70.68097019195557,ok,
naticusdroid+android+permissions+dataset,/data0/zhuhao2025/tabiclv2_test/data178/naticusdroid+android+permissions+dataset,binclass,23465,4693,5867,86,2,0.9671041418101244,13.779973983764648,160.87832903862,ok,
okcupid_stem,/data0/zhuhao2025/tabiclv2_test/data178/okcupid_stem,multiclass,21341,4269,5336,13,3,0.7464392803598201,2.0553839206695557,29.00862455368042,ok,
one-hundred-plants-shape,/data0/zhuhao2025/tabiclv2_test/data178/one-hundred-plants-shape,multiclass,1280,256,320,64,100,0.7125,0.06402134895324707,54.60670709609985,ok,
online_shoppers,/data0/zhuhao2025/tabiclv2_test/data178/online_shoppers,binclass,9864,1973,2466,14,2,0.9071370640713706,1.2476277351379395,7.38312029838562,ok,
ozone-level-8hr,/data0/zhuhao2025/tabiclv2_test/data178/ozone-level-8hr,binclass,2027,406,507,72,2,0.9546351084812623,2.0815913677215576,3.2508091926574707,ok,
pc1,/data0/zhuhao2025/tabiclv2_test/data178/pc1,binclass,887,178,222,21,2,0.9504504504504504,0.36051273345947266,0.6411354541778564,ok,
pc4,/data0/zhuhao2025/tabiclv2_test/data178/pc4,binclass,1166,234,292,37,2,0.910958904109589,0.7906637191772461,0.9365494251251221,ok,
phoneme,/data0/zhuhao2025/tabiclv2_test/data178/phoneme,binclass,4323,865,1081,5,2,0.8982423681776133,0.488847017288208,1.1852102279663086,ok,
predict_students_dropout_and_academic_success,/data0/zhuhao2025/tabiclv2_test/data178/predict_students_dropout_and_academic_success,multiclass,3539,708,885,34,3,0.7853107344632768,1.073638677597046,2.7476978302001953,ok,
rice_cammeo_and_osmancik,/data0/zhuhao2025/tabiclv2_test/data178/rice_cammeo_and_osmancik,binclass,3048,610,762,7,2,0.9238845144356955,0.43276143074035645,1.1619489192962646,ok,
rl,/data0/zhuhao2025/tabiclv2_test/data178/rl,binclass,3976,796,994,12,2,0.892354124748491,0.5920760631561279,1.4431331157684326,ok,
segment,/data0/zhuhao2025/tabiclv2_test/data178/segment,multiclass,1848,370,462,17,7,0.948051948051948,0.43793416023254395,0.765648603439331,ok,
semeion,/data0/zhuhao2025/tabiclv2_test/data178/semeion,multiclass,1274,255,319,256,10,0.9373040752351097,2.822923421859741,4.548644304275513,ok,
spambase,/data0/zhuhao2025/tabiclv2_test/data178/spambase,binclass,3680,736,921,57,2,0.9522258414766558,1.734250783920288,6.203038215637207,ok,
sports_articles_for_objectivity_analysis,/data0/zhuhao2025/tabiclv2_test/data178/sports_articles_for_objectivity_analysis,binclass,800,160,200,59,2,0.845,0.9270565509796143,1.273141860961914,ok,
steel_plates_faults,/data0/zhuhao2025/tabiclv2_test/data178/steel_plates_faults,multiclass,1552,311,389,27,7,0.8586118251928021,0.6675467491149902,0.9636807441711426,ok,
taiwanese_bankruptcy_prediction,/data0/zhuhao2025/tabiclv2_test/data178/taiwanese_bankruptcy_prediction,binclass,5455,1091,1364,95,2,0.9714076246334311,22.055509328842163,24.13062596321106,ok,
texture,/data0/zhuhao2025/tabiclv2_test/data178/texture,multiclass,4400,880,1100,40,11,1.0,0.03439640998840332,98.073326587677,ok,
thyroid-ann,/data0/zhuhao2025/tabiclv2_test/data178/thyroid-ann,multiclass,3017,604,755,21,3,0.9920529801324504,0.5775117874145508,1.4501323699951172,ok,
turiye_student_evaluation,/data0/zhuhao2025/tabiclv2_test/data178/turiye_student_evaluation,multiclass,4656,932,1164,32,5,0.5180412371134021,2.123424768447876,5.115511894226074,ok,
vehicle,/data0/zhuhao2025/tabiclv2_test/data178/vehicle,multiclass,676,136,170,18,4,0.8764705882352941,0.32762598991394043,0.4550290107727051,ok,
walking-activity,/data0/zhuhao2025/tabiclv2_test/data178/walking-activity,multiclass,119465,23893,29867,4,22,0.6354504972042723,0.36882615089416504,6312.178554058075,ok,
water_quality,/data0/zhuhao2025/tabiclv2_test/data178/water_quality,binclass,6396,1280,1600,20,2,0.9025,0.918297529220581,3.3504467010498047,ok,
waveform_database_generator,/data0/zhuhao2025/tabiclv2_test/data178/waveform_database_generator,multiclass,3999,800,1000,21,3,0.34,1.0482025146484375,2.7639262676239014,ok,
website_phishing,/data0/zhuhao2025/tabiclv2_test/data178/website_phishing,multiclass,1082,217,271,9,3,0.922509225092251,0.32056546211242676,0.46222925186157227,ok,
wine-quality-red,/data0/zhuhao2025/tabiclv2_test/data178/wine-quality-red,multiclass,1279,256,320,4,6,0.625,0.2777278423309326,0.45721864700317383,ok,
