dataset_name,group,winner,task_type_iclv2_ensmble32,n_train_iclv2_ensmble32,n_val_iclv2_ensmble32,n_test_compare,n_features_iclv2_ensmble32,n_classes_iclv2_ensmble32,acc_iclv2_ensmble32,acc_ttt_step8,delta_ttt_minus_iclv2,delta_pp,delta_correct_est,fit_seconds_iclv2_ensmble32,predict_seconds_iclv2_ensmble32,total_seconds_iclv2_ensmble32,fit_seconds_ttt_step8,predict_seconds_ttt_step8,ttt_update_seconds,total_seconds_ttt_step8,ttt_applied,ttt_steps,ttt_lr,ttt_loss,ttt_split_strategy,ttt_split_reason,ttt_execution_group,change_strength,dataset_dir_iclv2_ensmble32,dataset_dir_ttt_step8
one-hundred-plants-shape,持平,tie,multiclass,1280,256,320,64,100,0.840625,0.840625,0.0,0.0,0.0,0.4612307548522949,5.543177366256714,6.004408121109009,0.8870368003845215,5.554424524307251,0.4359998703002929,6.4414613246917725,False,0,5e-06,,stratified,stratified split | TTT training skipped because n_classes=100 exceeds model max_classes=10,TTT未执行_class_count_gt10,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/one-hundred-plants-shape,/home/crc00006699/zh/tabiclv2/data178/one-hundred-plants-shape
one-hundred-plants-texture,持平,tie,multiclass,1279,256,320,64,100,0.928125,0.928125,0.0,0.0,0.0,0.5717751979827881,5.616976261138916,6.188751459121704,0.9766385555267334,5.543051719665527,0.5259873867034912,6.519690275192261,False,0,5e-06,,stratified,stratified split | TTT training skipped because n_classes=100 exceeds model max_classes=10,TTT未执行_class_count_gt10,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/one-hundred-plants-texture,/home/crc00006699/zh/tabiclv2/data178/one-hundred-plants-texture
predict_students_dropout_and_academic_success,持平,tie,multiclass,3539,708,885,34,3,0.7830508474576271,0.7830508474576271,0.0,0.0,0.0,0.5971310138702393,1.7468860149383545,2.3440170288085938,27.806509733200077,1.924876689910889,27.64473533630371,29.731386423110965,True,8,5e-06,0.5454101897776127,stratified,stratified split,TTT执行,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/predict_students_dropout_and_academic_success,/home/crc00006699/zh/tabiclv2/data178/predict_students_dropout_and_academic_success
seismic+bumps,持平,tie,binclass,2067,414,517,18,2,0.9342359767891684,0.9342359767891684,0.0,0.0,0.0,0.3985104560852051,0.7628772258758545,1.1613876819610596,14.36612033843994,0.8431313037872314,14.309183597564695,15.209251642227171,True,8,5e-06,0.2164592393673956,stratified,stratified split,TTT执行,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/seismic+bumps,/home/crc00006699/zh/tabiclv2/data178/seismic+bumps
semeion,持平,tie,multiclass,1274,255,319,256,10,0.9686520376175548,0.9686520376175548,0.0,0.0,0.0,0.7814981937408447,3.666256666183472,4.447754859924316,29.075356483459476,4.024409532546997,28.6240918636322,33.09976601600647,True,8,5e-06,0.0935081462375819,stratified,stratified split,TTT执行,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/semeion,/home/crc00006699/zh/tabiclv2/data178/semeion
texture,持平,tie,multiclass,4400,880,1100,40,11,1.0,1.0,0.0,0.0,0.0,0.483980655670166,5.559577465057373,6.043558120727539,0.9369733333587646,5.522927284240723,0.4536886215209961,6.459900617599487,False,0,5e-06,,stratified,stratified split | TTT training skipped because n_classes=11 exceeds model max_classes=10,TTT未执行_class_count_gt10,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/texture,/home/crc00006699/zh/tabiclv2/data178/texture
thyroid,持平,tie,multiclass,5760,1152,1440,21,3,0.9958333333333332,0.9958333333333332,0.0,0.0,0.0,0.4399676322937011,2.416097640991211,2.856065273284912,46.23229622840881,2.5020980834960938,46.13602423667908,48.73439431190491,True,8,5e-06,0.0048205154307652,stratified,stratified split,TTT执行,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/thyroid,/home/crc00006699/zh/tabiclv2/data178/thyroid
thyroid-ann,持平,tie,multiclass,3017,604,755,21,3,0.9920529801324504,0.9920529801324504,0.0,0.0,0.0,0.475003719329834,1.234649419784546,1.7096531391143799,20.812668561935425,1.210059404373169,20.74162650108337,22.022727966308594,True,8,5e-06,0.0090518459037411,stratified,stratified split,TTT执行,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/thyroid-ann,/home/crc00006699/zh/tabiclv2/data178/thyroid-ann
vehicle,持平,tie,multiclass,676,136,170,18,4,0.8764705882352941,0.8764705882352941,0.0,0.0,0.0,0.3757009506225586,0.6890954971313477,1.0647964477539062,11.06292486190796,0.7044527530670166,11.025156021118164,11.767377614974977,True,8,5e-06,0.1704414328560233,stratified,stratified split,TTT执行,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/vehicle,/home/crc00006699/zh/tabiclv2/data178/vehicle
volkert,持平,tie,multiclass,46648,9330,11662,180,10,0.7511576058995026,0.7511576058995026,0.0,0.0,0.0,5.613887310028076,170.66434597969055,176.27823328971863,5.587116003036499,184.96860337257385,0.0,190.55571937561035,False,0,5e-06,,,TTT skipped for dataset=volkert to avoid OOM,TTT未执行_OOM_or_skip,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/volkert,/home/crc00006699/zh/tabiclv2/data178/volkert
walking-activity,持平,tie,multiclass,119465,23893,29867,4,22,0.6750929119094653,0.6750929119094653,0.0,0.0,0.0,0.76631760597229,366.7251107692719,367.4914283752442,1.5522701740264893,369.8369448184967,0.7017345428466797,371.3892149925232,False,0,5e-06,,stratified,stratified split | TTT training skipped because n_classes=22 exceeds model max_classes=10,TTT未执行_class_count_gt10,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/walking-activity,/home/crc00006699/zh/tabiclv2/data178/walking-activity
wall-robot-navigation,持平,tie,multiclass,4364,873,1092,24,4,0.9935897435897436,0.9935897435897436,0.0,0.0,0.0,0.4290368556976318,1.864497661590576,2.2935345172882076,33.11489295959473,1.957716464996338,33.00877809524536,35.072609424591064,True,8,5e-06,0.0150810660270508,stratified,stratified split,TTT执行,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/wall-robot-navigation,/home/crc00006699/zh/tabiclv2/data178/wall-robot-navigation
website_phishing,持平,tie,multiclass,1082,217,271,9,3,0.92619926199262,0.92619926199262,0.0,0.0,0.0,0.3634212017059326,0.4018683433532715,0.7652895450592041,11.412665605545044,0.4137148857116699,11.378435373306274,11.826380491256714,True,8,5e-06,0.2177894716151058,stratified,stratified split,TTT执行,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/website_phishing,/home/crc00006699/zh/tabiclv2/data178/website_phishing
yeast,持平,tie,multiclass,1187,238,297,8,10,0.6363636363636364,0.6363636363636364,0.0,0.0,0.0,0.3607254028320312,0.4224381446838379,0.7831635475158691,11.531846046447754,0.4237666130065918,11.49792742729187,11.955612659454346,True,8,5e-06,1.0081101562827826,stratified,stratified split,TTT执行,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/yeast,/home/crc00006699/zh/tabiclv2/data178/yeast
mobile_c36_oversampling,ICLv2更高,iclv2_ensmble32,binclass,41408,8282,10352,6,2,0.9943006182380216,0.9942040185471408,-9.659969088082754e-05,-0.009659969088082754,-0.9999999999983267,0.535865068435669,23.77521133422852,24.311076402664188,959.1189870834352,24.55270504951477,958.9253296852112,983.6716921329499,True,8,5e-06,0.013652839930728,stratified,stratified split,TTT执行,weak_loss_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/mobile_c36_oversampling,/home/crc00006699/zh/tabiclv2/data178/mobile_c36_oversampling
default_of_credit_card_clients,ICLv2更高,iclv2_ensmble32,binclass,24000,4800,6000,23,2,0.8271666666666667,0.827,-0.00016666666666675933,-0.016666666666675933,-1.000000000000556,0.8335716724395752,15.604940414428713,16.438512086868286,520.5720109939575,15.696871042251589,520.0530068874359,536.2688820362091,True,8,5e-06,0.4200322991237044,stratified,stratified split,TTT执行,weak_loss_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/default_of_credit_card_clients,/home/crc00006699/zh/tabiclv2/data178/default_of_credit_card_clients
credit,ICLv2更高,iclv2_ensmble32,binclass,13371,2675,3343,10,2,0.7858211187556088,0.7855219862399043,-0.00029913251570445887,-0.029913251570445887,-1.000000000000006,0.452458381652832,5.549853563308716,6.002311944961548,173.43278121948242,6.054556131362915,173.2979063987732,179.48733735084534,True,8,5e-06,0.4566731955856085,stratified,stratified split,TTT执行,weak_loss_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/credit,/home/crc00006699/zh/tabiclv2/data178/credit
gas-drift,ICLv2更高,iclv2_ensmble32,multiclass,11128,2226,2782,128,6,0.9971243709561468,0.996764917325665,-0.000359453630481843,-0.0359453630481843,-1.0000000000004872,1.5506646633148191,15.853734493255615,17.404399156570435,194.0763475894928,15.910425424575806,192.85326671600345,209.9867730140686,True,8,5e-06,0.0059454949077917,stratified,stratified split,TTT执行,weak_loss_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/gas-drift,/home/crc00006699/zh/tabiclv2/data178/gas-drift
pendigits,ICLv2更高,iclv2_ensmble32,multiclass,8793,1759,2199,16,10,0.9972714870395636,0.9968167348794906,-0.0004547521600729576,-0.04547521600729576,-1.0000000000004339,0.4556450843811035,5.041966676712036,5.49761176109314,87.78580236434937,3.883620262145996,87.64811110496521,91.66942262649536,True,8,5e-06,0.0048626132920617,stratified,stratified split,TTT执行,weak_loss_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/pendigits,/home/crc00006699/zh/tabiclv2/data178/pendigits
jm1,ICLv2更高,iclv2_ensmble32,binclass,8708,1742,2177,21,2,0.819935691318328,0.8194763435920992,-0.00045934772622879816,-0.045934772622879816,-1.0000000000000937,0.5200345516204834,3.8777785301208496,4.397813081741333,88.84644150733948,3.964401483535767,88.67993259429932,92.81084299087524,True,8,5e-06,0.4017422152683139,stratified,stratified split,TTT执行,weak_loss_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/jm1,/home/crc00006699/zh/tabiclv2/data178/jm1
Bank_Customer_Churn_Dataset,ICLv2更高,iclv2_ensmble32,binclass,8000,1600,2000,10,2,0.875,0.8745,-0.0004999999999999449,-0.04999999999999449,-0.9999999999998899,0.4794862270355224,2.871713399887085,3.3511996269226074,73.59219551086426,3.056534767150879,73.49811267852783,76.64873027801514,True,8,5e-06,0.3207846200093627,stratified,stratified split,TTT执行,weak_loss_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/Bank_Customer_Churn_Dataset,/home/crc00006699/zh/tabiclv2/data178/Bank_Customer_Churn_Dataset
naticusdroid+android+permissions+dataset,ICLv2更高,iclv2_ensmble32,binclass,23465,4693,5867,86,2,0.9730697119481848,0.9725583773649225,-0.0005113345832623573,-0.051133458326235726,-3.00000000000025,2.07755446434021,27.116862535476685,29.194416999816895,569.2360925674438,26.868661165237427,567.4431564807892,596.1047537326813,True,8,5e-06,0.0796373540069907,stratified,stratified split,TTT执行,weak_loss_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/naticusdroid+android+permissions+dataset,/home/crc00006699/zh/tabiclv2/data178/naticusdroid+android+permissions+dataset
water_quality,ICLv2更高,iclv2_ensmble32,binclass,6396,1280,1600,20,2,0.911875,0.91125,-0.0006249999999999867,-0.06249999999999867,-0.9999999999999787,0.4358131885528564,2.473352193832397,2.9091653823852535,53.0499529838562,2.703550100326538,52.96246933937073,55.75350308418274,True,8,5e-06,0.2287597162649035,stratified,stratified split,TTT执行,weak_loss_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/water_quality,/home/crc00006699/zh/tabiclv2/data178/water_quality
optdigits,ICLv2更高,iclv2_ensmble32,multiclass,4496,900,1124,64,10,0.9973309608540926,0.99644128113879,-0.000889679715302516,-0.0889679715302516,-1.000000000000028,0.6019997596740723,3.2667934894561768,3.868793249130249,43.199567794799805,3.8495123386383057,42.9534547328949,47.04908013343811,True,8,5e-06,0.0191763615584932,stratified,stratified split,TTT执行,weak_loss_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/optdigits,/home/crc00006699/zh/tabiclv2/data178/optdigits
kdd_ipums_la_97-small,ICLv2更高,iclv2_ensmble32,binclass,4150,830,1038,20,2,0.8853564547206165,0.884393063583815,-0.0009633911368015502,-0.09633911368015502,-1.000000000000009,0.4400391578674316,1.6574208736419678,2.0974600315093994,29.52394318580627,1.808830738067627,29.44174289703369,31.332773923873898,True,8,5e-06,0.2696671225130558,stratified,stratified split,TTT执行,weak_loss_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/kdd_ipums_la_97-small,/home/crc00006699/zh/tabiclv2/data178/kdd_ipums_la_97-small
churn,ICLv2更高,iclv2_ensmble32,binclass,4000,800,1000,20,2,0.967,0.966,-0.0010000000000000009,-0.10000000000000009,-1.0000000000000009,0.4174070358276367,1.604900598526001,2.0223076343536377,28.56291484832764,1.739441156387329,28.468819618225098,30.30235600471497,True,8,5e-06,0.1396050527691841,stratified,stratified split,TTT执行,weak_loss_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/churn,/home/crc00006699/zh/tabiclv2/data178/churn
Click_prediction_small,ICLv2更高,iclv2_ensmble32,binclass,31958,6392,7990,3,2,0.7178973717146433,0.7168961201501878,-0.0010012515644555187,-0.10012515644555187,-7.999999999999594,0.4214997291564941,7.204085826873779,7.625585556030273,288.37901973724365,7.959798336029053,288.2763891220093,296.3388180732727,True,8,5e-06,0.439787857234478,stratified,stratified split,TTT执行,weak_loss_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/Click_prediction_small,/home/crc00006699/zh/tabiclv2/data178/Click_prediction_small
dry_bean_dataset,ICLv2更高,iclv2_ensmble32,multiclass,10888,2178,2723,16,7,0.9287550495776716,0.927653323540213,-0.0011017260374586169,-0.11017260374586169,-2.9999999999998135,0.4962680339813232,4.648473501205444,5.144741535186768,124.28877592086792,5.056939363479614,124.12572693824768,129.34571528434753,True,8,5e-06,0.1815178296528756,stratified,stratified split,TTT执行,weak_loss_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/dry_bean_dataset,/home/crc00006699/zh/tabiclv2/data178/dry_bean_dataset
htru,ICLv2更高,iclv2_ensmble32,binclass,14318,2864,3580,8,2,0.9807262569832402,0.979608938547486,-0.0011173184357542443,-0.11173184357542443,-4.0000000000001945,0.4336740970611572,5.861032724380493,6.29470682144165,195.0729537010193,6.445775270462036,194.96262407302856,201.51872897148132,True,8,5e-06,0.0677162259817123,stratified,stratified split,TTT执行,weak_loss_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/htru,/home/crc00006699/zh/tabiclv2/data178/htru
FOREX_audcad-hour-High,ICLv2更高,iclv2_ensmble32,binclass,35060,7012,8765,10,2,0.7176269252709641,0.7164860239589276,-0.0011409013120364797,-0.11409013120364797,-9.999999999999744,0.6334185600280762,24.735883712768555,25.36930227279663,1047.6505641937256,25.455024480819706,1047.3371179103851,1073.1055886745453,True,8,5e-06,0.5472712591290474,stratified,stratified split,TTT执行,weak_loss_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/FOREX_audcad-hour-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audcad-hour-High
mammography,ICLv2更高,iclv2_ensmble32,binclass,8946,1790,2237,6,2,0.989718372820742,0.988377291014752,-0.0013410818059900187,-0.13410818059900187,-2.999999999999672,0.4014577865600586,2.2757418155670166,2.677199602127075,57.62052321434021,2.626460313796997,57.54270029067993,60.24698352813721,True,8,5e-06,0.040853623766452,stratified,stratified split,TTT执行,weak_loss_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/mammography,/home/crc00006699/zh/tabiclv2/data178/mammography
BNG(cmc),ICLv2更高,iclv2_ensmble32,multiclass,44236,8848,11060,9,3,0.5874321880650994,0.5860759493670886,-0.0013562386980108254,-0.13562386980108254,-14.99999999999973,0.7698874473571777,35.89557600021362,36.6654634475708,1643.6815962791443,37.469468116760254,1643.244472026825,1681.1510643959045,True,8,5e-06,0.8784268070012331,stratified,stratified split,TTT执行,weak_loss_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/BNG(cmc),/home/crc00006699/zh/tabiclv2/data178/BNG(cmc)
pol,ICLv2更高,iclv2_ensmble32,binclass,8065,1613,2017,26,2,0.9940505701536936,0.992563212692117,-0.0014873574615765772,-0.14873574615765772,-2.9999999999999565,0.4787063598632812,3.7366943359375,4.215400695800781,79.5430498123169,4.039464473724365,79.38507080078125,83.58251428604126,True,8,5e-06,0.0277907835552468,stratified,stratified split,TTT执行,weak_loss_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/pol,/home/crc00006699/zh/tabiclv2/data178/pol
California-Housing-Classification,ICLv2更高,iclv2_ensmble32,binclass,16512,3303,4128,8,2,0.9217538759689924,0.9200581395348836,-0.0016957364341088077,-0.16957364341088077,-7.000000000001158,0.5025432109832764,7.165515422821045,7.668058633804321,250.9036898612976,7.90463399887085,250.76022577285767,258.80832386016846,True,8,5e-06,0.2004047059454023,stratified,stratified split,TTT执行,weak_loss_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/California-Housing-Classification,/home/crc00006699/zh/tabiclv2/data178/California-Housing-Classification
thyroid-dis,ICLv2更高,iclv2_ensmble32,multiclass,2240,448,560,26,5,0.6982142857142857,0.6964285714285714,-0.0017857142857142794,-0.17857142857142794,-0.9999999999999964,0.4571149349212646,1.040397882461548,1.4975128173828127,16.029924154281616,0.9839863777160645,15.9388427734375,17.01391053199768,True,8,5e-06,0.6807025671005249,stratified,stratified split,TTT执行,weak_loss_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/thyroid-dis,/home/crc00006699/zh/tabiclv2/data178/thyroid-dis
wine,ICLv2更高,iclv2_ensmble32,binclass,2043,409,511,4,2,0.786692759295499,0.7847358121330724,-0.001956947162426559,-0.1956947162426559,-0.9999999999999716,0.3638107776641845,0.2990601062774658,0.6628708839416504,6.962984323501587,0.3632941246032715,6.9386513233184814,7.326278448104858,True,8,5e-06,0.419661283493042,stratified,stratified split,TTT执行,weak_loss_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/wine,/home/crc00006699/zh/tabiclv2/data178/wine
Marketing_Campaign,ICLv2更高,iclv2_ensmble32,binclass,1792,359,448,27,2,0.8839285714285714,0.8816964285714286,-0.0022321428571427937,-0.22321428571427937,-0.9999999999999716,0.4057576656341553,0.7920472621917725,1.1978049278259277,13.839819431304932,0.8473284244537354,13.76414394378662,14.687147855758667,True,8,5e-06,0.2165863621048629,stratified,stratified split,TTT执行,medium_loss_-1--0.2pp,/home/crc00006699/zh/tabiclv2/data178/Marketing_Campaign,/home/crc00006699/zh/tabiclv2/data178/Marketing_Campaign
Customer_Personality_Analysis,ICLv2更高,iclv2_ensmble32,binclass,1792,359,448,24,2,0.890625,0.8883928571428571,-0.0022321428571429047,-0.22321428571429047,-1.0000000000000213,0.4304230213165283,0.8738584518432617,1.30428147315979,13.626927137374878,0.8571727275848389,13.560969352722168,14.484099864959717,True,8,5e-06,0.2560387682169676,stratified,stratified split,TTT执行,medium_loss_-1--0.2pp,/home/crc00006699/zh/tabiclv2/data178/Customer_Personality_Analysis,/home/crc00006699/zh/tabiclv2/data178/Customer_Personality_Analysis
ringnorm,ICLv2更高,iclv2_ensmble32,binclass,5920,1184,1480,20,2,0.9797297297297296,0.977027027027027,-0.002702702702702564,-0.2702702702702564,-3.999999999999795,0.4343214035034179,2.414320945739746,2.848642349243164,48.02941918373108,2.6861867904663086,47.914093017578125,50.71560597419739,True,8,5e-06,0.0473657795228064,stratified,stratified split,TTT执行,medium_loss_-1--0.2pp,/home/crc00006699/zh/tabiclv2/data178/ringnorm,/home/crc00006699/zh/tabiclv2/data178/ringnorm
FOREX_audjpy-day-High,ICLv2更高,iclv2_ensmble32,binclass,1465,293,367,10,2,0.7874659400544959,0.784741144414169,-0.0027247956403269047,-0.27247956403269047,-0.999999999999974,0.528026819229126,0.5271804332733154,1.0552072525024414,11.708937168121338,0.5543375015258789,11.679419755935667,12.263274669647217,True,8,5e-06,0.5058250352740288,stratified,stratified split,TTT执行,medium_loss_-1--0.2pp,/home/crc00006699/zh/tabiclv2/data178/FOREX_audjpy-day-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audjpy-day-High
FOREX_cadjpy-day-High,ICLv2更高,iclv2_ensmble32,binclass,1467,294,367,10,2,0.7275204359673024,0.7247956403269755,-0.0027247956403269047,-0.27247956403269047,-0.999999999999974,0.3758282661437988,0.6011700630187988,0.9769983291625977,11.9198796749115,0.4939773082733154,11.885371685028076,12.413856983184816,True,8,5e-06,0.5317968521267176,stratified,stratified split,TTT执行,medium_loss_-1--0.2pp,/home/crc00006699/zh/tabiclv2/data178/FOREX_cadjpy-day-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_cadjpy-day-High
telco-customer-churn,ICLv2更高,iclv2_ensmble32,binclass,5634,1127,1409,18,2,0.8055358410220014,0.8026969481902059,-0.002838892831795503,-0.2838892831795503,-3.999999999999864,0.4567785263061523,2.2112743854522705,2.668052911758423,44.76853966712952,2.4516396522521973,44.63305592536926,47.220179319381714,True,8,5e-06,0.408560773357749,stratified,stratified split,TTT执行,medium_loss_-1--0.2pp,/home/crc00006699/zh/tabiclv2/data178/telco-customer-churn,/home/crc00006699/zh/tabiclv2/data178/telco-customer-churn
waveform_database_generator_version_1,ICLv2更高,iclv2_ensmble32,multiclass,4000,800,1000,21,3,0.871,0.868,-0.0030000000000000027,-0.30000000000000027,-3.0000000000000027,0.4310684204101562,1.6160831451416016,2.047151565551758,28.738524436950684,1.790031909942627,28.65011548995972,30.52855634689331,True,8,5e-06,0.2614789707586169,stratified,stratified split,TTT执行,medium_loss_-1--0.2pp,/home/crc00006699/zh/tabiclv2/data178/waveform_database_generator_version_1,/home/crc00006699/zh/tabiclv2/data178/waveform_database_generator_version_1
FOREX_audjpy-hour-High,ICLv2更高,iclv2_ensmble32,binclass,35060,7012,8765,10,2,0.7220764403879064,0.7189960068454079,-0.0030804335424985396,-0.30804335424985396,-26.9999999999997,0.6128020286560059,24.794160842895508,25.406962871551514,1047.68701004982,25.461301565170288,1047.4012150764463,1073.1483116149902,True,8,5e-06,0.5537059344351292,stratified,stratified split,TTT执行,medium_loss_-1--0.2pp,/home/crc00006699/zh/tabiclv2/data178/FOREX_audjpy-hour-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audjpy-hour-High
splice,ICLv2更高,iclv2_ensmble32,multiclass,2552,511,638,60,3,0.9608150470219436,0.957680250783699,-0.0031347962382446415,-0.31347962382446415,-2.0000000000000813,0.5503292083740234,2.0763392448425293,2.6266684532165527,21.391454219818115,1.92224383354187,21.16870617866516,23.313698053359985,True,8,5e-06,0.0637994251446798,stratified,stratified split,TTT执行,medium_loss_-1--0.2pp,/home/crc00006699/zh/tabiclv2/data178/splice,/home/crc00006699/zh/tabiclv2/data178/splice
cmc,ICLv2更高,iclv2_ensmble32,multiclass,1178,236,295,9,3,0.6033898305084746,0.6,-0.003389830508474634,-0.3389830508474634,-1.0000000000000169,0.3942964076995849,0.4311509132385254,0.8254473209381104,11.174552917480469,0.4417431354522705,11.13981556892395,11.61629605293274,True,8,5e-06,0.8217583764344454,stratified,stratified split,TTT执行,medium_loss_-1--0.2pp,/home/crc00006699/zh/tabiclv2/data178/cmc,/home/crc00006699/zh/tabiclv2/data178/cmc
pc4,ICLv2更高,iclv2_ensmble32,binclass,1166,234,292,37,2,0.910958904109589,0.9075342465753424,-0.003424657534246589,-0.3424657534246589,-1.000000000000004,0.4810128211975097,0.6898641586303711,1.1708769798278809,12.000405311584473,0.7072255611419678,11.927956819534302,12.70763087272644,True,8,5e-06,0.1459274818189442,stratified,stratified split,TTT执行,medium_loss_-1--0.2pp,/home/crc00006699/zh/tabiclv2/data178/pc4,/home/crc00006699/zh/tabiclv2/data178/pc4
ada,ICLv2更高,iclv2_ensmble32,binclass,3317,664,830,48,2,0.8626506024096385,0.8590361445783132,-0.0036144578313253017,-0.3614457831325302,-3.0000000000000004,0.4681940078735351,1.9741017818450928,2.442295789718628,26.30334758758545,2.1558613777160645,26.16659665107727,28.459208965301514,True,8,5e-06,0.3059423426166177,stratified,stratified split,TTT执行,medium_loss_-1--0.2pp,/home/crc00006699/zh/tabiclv2/data178/ada,/home/crc00006699/zh/tabiclv2/data178/ada
heloc,ICLv2更高,iclv2_ensmble32,binclass,8000,1600,2000,22,2,0.733,0.729,-0.0040000000000000036,-0.40000000000000036,-8.000000000000007,0.4907660484313965,3.5969045162200928,4.087670564651489,77.36032724380493,3.8000216484069824,77.20689487457275,81.16034889221191,True,8,5e-06,0.53468475677073,stratified,stratified split,TTT执行,medium_loss_-1--0.2pp,/home/crc00006699/zh/tabiclv2/data178/heloc,/home/crc00006699/zh/tabiclv2/data178/heloc
wine-quality-white,ICLv2更高,iclv2_ensmble32,multiclass,3918,784,980,11,7,0.689795918367347,0.6857142857142857,-0.004081632653061273,-0.40816326530612734,-4.000000000000048,0.3834514617919922,1.279137134552002,1.6625885963439941,26.650522470474243,1.4586567878723145,26.590041160583496,28.109179258346558,True,8,5e-06,0.7811386715620756,stratified,stratified split,TTT执行,medium_loss_-1--0.2pp,/home/crc00006699/zh/tabiclv2/data178/wine-quality-white,/home/crc00006699/zh/tabiclv2/data178/wine-quality-white
Employee,ICLv2更高,iclv2_ensmble32,binclass,3722,745,931,8,2,0.8603651987110634,0.8560687432867884,-0.004296455424275036,-0.42964554242750363,-4.000000000000059,0.5509085655212402,1.1637039184570312,1.7146124839782715,24.77075862884521,1.2834045886993408,24.71819281578064,26.054163217544552,True,8,5e-06,0.3713210085406899,stratified,stratified split,TTT执行,medium_loss_-1--0.2pp,/home/crc00006699/zh/tabiclv2/data178/Employee,/home/crc00006699/zh/tabiclv2/data178/Employee
pc1,ICLv2更高,iclv2_ensmble32,binclass,887,178,222,21,2,0.945945945945946,0.9414414414414416,-0.0045045045045044585,-0.45045045045044585,-0.9999999999999898,0.404482364654541,0.9363641738891602,1.3408465385437012,10.943054914474487,0.94220232963562,10.893916130065918,11.885257244110107,True,8,5e-06,0.127948117442429,stratified,stratified split,TTT执行,medium_loss_-1--0.2pp,/home/crc00006699/zh/tabiclv2/data178/pc1,/home/crc00006699/zh/tabiclv2/data178/pc1
autoUniv-au7-1100,ICLv2更高,iclv2_ensmble32,multiclass,880,176,220,12,5,0.4090909090909091,0.4045454545454545,-0.00454545454545463,-0.454545454545463,-1.0000000000000187,0.3727550506591797,0.7590513229370117,1.1318063735961914,11.043521642684937,0.7584760189056396,11.00436234474182,11.801997661590576,True,8,5e-06,1.2435560002923012,stratified,stratified split,TTT执行,medium_loss_-1--0.2pp,/home/crc00006699/zh/tabiclv2/data178/autoUniv-au7-1100,/home/crc00006699/zh/tabiclv2/data178/autoUniv-au7-1100
phoneme,ICLv2更高,iclv2_ensmble32,binclass,4323,865,1081,5,2,0.9037927844588344,0.8991674375578168,-0.0046253469010175685,-0.46253469010175685,-4.999999999999991,0.3782904148101806,0.8382127285003662,1.2165031433105469,18.80967426300049,1.0099847316741943,18.76695919036865,19.819658994674683,True,8,5e-06,0.1682503847405314,stratified,stratified split,TTT执行,medium_loss_-1--0.2pp,/home/crc00006699/zh/tabiclv2/data178/phoneme,/home/crc00006699/zh/tabiclv2/data178/phoneme
PieChart3,ICLv2更高,iclv2_ensmble32,binclass,861,173,216,37,2,0.8842592592592593,0.8796296296296297,-0.00462962962962965,-0.462962962962965,-1.0000000000000044,0.3929648399353027,1.18190336227417,1.5748682022094727,11.353249549865724,1.2099266052246094,11.283767700195312,12.563176155090334,True,8,5e-06,0.3059524847194552,stratified,stratified split,TTT执行,medium_loss_-1--0.2pp,/home/crc00006699/zh/tabiclv2/data178/PieChart3,/home/crc00006699/zh/tabiclv2/data178/PieChart3
