dataset_name,group,winner,task_type_iclv2_ensmble32,n_train_iclv2_ensmble32,n_val_iclv2_ensmble32,n_test_compare,n_features_iclv2_ensmble32,n_classes_iclv2_ensmble32,acc_iclv2_ensmble32,acc_ttt_step8,delta_ttt_minus_iclv2,delta_pp,delta_correct_est,fit_seconds_iclv2_ensmble32,predict_seconds_iclv2_ensmble32,total_seconds_iclv2_ensmble32,fit_seconds_ttt_step8,predict_seconds_ttt_step8,ttt_update_seconds,total_seconds_ttt_step8,ttt_applied,ttt_steps,ttt_lr,ttt_loss,ttt_split_strategy,ttt_split_reason,ttt_execution_group,change_strength,dataset_dir_iclv2_ensmble32,dataset_dir_ttt_step8
led7,TTT step8更高,ttt_step8,multiclass,2560,512,640,7,10,0.7390625,0.740625,0.0015625000000000222,0.15625000000000222,1.0000000000000142,0.38519287109375,0.809819221496582,1.195012092590332,15.69689655303955,0.8016295433044434,15.6501145362854,16.498526096343994,True,8,5e-06,0.861358780413866,stratified,stratified split,TTT执行,weak_gain_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/led7,/home/crc00006699/zh/tabiclv2/data178/led7
BNG(tic-tac-toe),TTT step8更高,ttt_step8,binclass,31492,6299,7874,9,2,0.8148336296672594,0.8163576327152654,0.0015240030480060396,0.15240030480060396,11.999999999999556,2.80460786819458,19.92182493209839,22.72643280029297,852.4613485336304,21.22939372062683,852.1216006278992,873.6907422542572,True,8,5e-06,0.4010238070040941,stratified,stratified split,TTT执行,weak_gain_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/BNG(tic-tac-toe),/home/crc00006699/zh/tabiclv2/data178/BNG(tic-tac-toe)
BLE_RSSI_dataset_for_Indoor_localization,TTT step8更高,ttt_step8,multiclass,7987,1598,1997,3,3,0.7336004006009014,0.7351026539809714,0.00150225338007004,0.150225338007004,2.99999999999987,3.852142095565796,2.2992072105407715,6.151349306106567,36.26066064834595,1.5515434741973877,36.22089385986328,37.812204122543335,True,8,5e-06,0.5901193097233772,stratified,stratified split,TTT执行,weak_gain_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/BLE_RSSI_dataset_for_Indoor_localization,/home/crc00006699/zh/tabiclv2/data178/BLE_RSSI_dataset_for_Indoor_localization
FOREX_audsgd-hour-High,TTT step8更高,ttt_step8,binclass,35060,7012,8765,10,2,0.7105533371363377,0.7119224187107815,0.00136908157444382,0.136908157444382,12.000000000000083,0.6562700271606445,24.36222267150879,25.018492698669434,1048.167419910431,25.374247550964355,1047.819046497345,1073.5416674613953,True,8,5e-06,0.559831790626049,stratified,stratified split,TTT执行,weak_gain_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/FOREX_audsgd-hour-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audsgd-hour-High
rice_cammeo_and_osmancik,TTT step8更高,ttt_step8,binclass,3048,610,762,7,2,0.931758530183727,0.9330708661417324,0.001312335958005395,0.1312335958005395,1.000000000000111,0.3619134426116943,0.8356163501739502,1.1975297927856445,16.508527755737305,0.9634504318237304,16.471394777297974,17.471978187561035,True,8,5e-06,0.1912844870239496,stratified,stratified split,TTT执行,weak_gain_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/rice_cammeo_and_osmancik,/home/crc00006699/zh/tabiclv2/data178/rice_cammeo_and_osmancik
okcupid_stem,TTT step8更高,ttt_step8,multiclass,21341,4269,5336,13,3,0.75,0.751311844077961,0.001311844077961033,0.1311844077961033,7.000000000000072,0.6404891014099121,11.747472524642944,12.387961626052856,410.9960403442383,12.210560083389282,410.6824476718903,423.20660042762756,True,8,5e-06,0.5758487805724144,stratified,stratified split,TTT执行,weak_gain_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/okcupid_stem,/home/crc00006699/zh/tabiclv2/data178/okcupid_stem
mozilla4,TTT step8更高,ttt_step8,binclass,12436,2488,3109,4,2,0.944033451270505,0.9453200385976198,0.001286587327114841,0.1286587327114841,4.000000000000041,0.4051780700683594,2.2589707374572754,2.6641488075256348,75.6945059299469,2.6187620162963867,75.62035918235779,78.31326794624329,True,8,5e-06,0.1535613760352134,stratified,stratified split,TTT执行,weak_gain_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/mozilla4,/home/crc00006699/zh/tabiclv2/data178/mozilla4
microaggregation2,TTT step8更高,ttt_step8,multiclass,16000,3200,4000,20,5,0.64425,0.6455,0.0012499999999999734,0.12499999999999734,4.999999999999893,0.5704545974731445,8.317498683929443,8.887953281402588,246.11717772483823,8.872311115264893,245.86452198028564,254.98948884010312,True,8,5e-06,0.8549749944359064,stratified,stratified split,TTT执行,weak_gain_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/microaggregation2,/home/crc00006699/zh/tabiclv2/data178/microaggregation2
spambase,TTT step8更高,ttt_step8,binclass,3680,736,921,57,2,0.9587404994571118,0.9598262757871878,0.0010857763300760048,0.10857763300760048,1.0000000000000004,0.4990105628967285,2.5111405849456787,3.0101511478424072,32.26363039016724,2.62539005279541,32.091495513916016,34.889020442962654,True,8,5e-06,0.0926793857943266,stratified,stratified split,TTT执行,weak_gain_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/spambase,/home/crc00006699/zh/tabiclv2/data178/spambase
Wilt,TTT step8更高,ttt_step8,binclass,3856,772,965,5,2,0.9927461139896372,0.9937823834196892,0.0010362694300519726,0.10362694300519726,1.0000000000001537,0.3935468196868896,0.7649307250976562,1.158477544784546,16.83350110054016,0.9125757217407228,16.796043634414673,17.746076822280884,True,8,5e-06,0.0154934580787085,stratified,stratified split,TTT执行,weak_gain_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/Wilt,/home/crc00006699/zh/tabiclv2/data178/Wilt
rl,TTT step8更高,ttt_step8,binclass,3976,796,994,12,2,0.9054325955734408,0.9064386317907444,0.001006036217303552,0.1006036217303552,0.9999999999997307,0.3908851146697998,1.290647029876709,1.6815321445465088,27.10346221923828,1.4807822704315186,27.034510135650635,28.5842444896698,True,8,5e-06,0.3274700492620468,stratified,stratified split,TTT执行,weak_gain_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/rl,/home/crc00006699/zh/tabiclv2/data178/rl
KDDCup09_upselling,TTT step8更高,ttt_step8,binclass,4102,821,1026,49,2,0.8109161793372319,0.8118908382066277,0.0009746588693957392,0.09746588693957392,1.0000000000000284,0.5625228881835938,2.581682205200196,3.14420509338379,34.805805683135986,2.6591174602508545,34.59504699707031,37.46492314338684,True,8,5e-06,0.3457568092271685,stratified,stratified split,TTT执行,weak_gain_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/KDDCup09_upselling,/home/crc00006699/zh/tabiclv2/data178/KDDCup09_upselling
page-blocks,TTT step8更高,ttt_step8,multiclass,4378,876,1095,10,5,0.9771689497716894,0.978082191780822,0.0009132420091325644,0.09132420091325644,1.000000000000158,0.3816211223602295,1.4350883960723877,1.8167095184326172,30.698097944259644,1.600459337234497,30.64147472381592,32.29855728149414,True,8,5e-06,0.0752050071023404,stratified,stratified split,TTT执行,weak_gain_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/page-blocks,/home/crc00006699/zh/tabiclv2/data178/page-blocks
turiye_student_evaluation,TTT step8更高,ttt_step8,multiclass,4656,932,1164,32,5,0.5197594501718213,0.520618556701031,0.0008591065292096189,0.0859106529209619,0.9999999999999964,0.5823516845703125,2.226036787033081,2.8083884716033936,37.4287793636322,2.402378797531128,37.288901805877686,39.83115816116333,True,8,5e-06,1.1967171430587769,stratified,stratified split,TTT执行,weak_gain_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/turiye_student_evaluation,/home/crc00006699/zh/tabiclv2/data178/turiye_student_evaluation
INNHotelsGroup,TTT step8更高,ttt_step8,binclass,29020,5804,7255,17,2,0.9046175051688492,0.9054445210199862,0.0008270158511369807,0.08270158511369807,5.999999999998796,0.7578516006469727,19.41738796234131,20.17523956298828,734.7560713291168,20.29670524597168,734.3169543743134,755.0527765750885,True,8,5e-06,0.2277928777039051,stratified,stratified split,TTT执行,weak_gain_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/INNHotelsGroup,/home/crc00006699/zh/tabiclv2/data178/INNHotelsGroup
delta_ailerons,TTT step8更高,ttt_step8,binclass,5703,1141,1426,5,2,0.953015427769986,0.9537166900420756,0.0007012622720895534,0.07012622720895534,0.9999999999997031,0.394749641418457,1.2081222534179688,1.6028718948364258,28.08757162094116,1.179809808731079,28.042682886123657,29.267381429672238,True,8,5e-06,0.158178124576807,stratified,stratified split,TTT执行,weak_gain_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/delta_ailerons,/home/crc00006699/zh/tabiclv2/data178/delta_ailerons
FOREX_cadjpy-hour-High,TTT step8更高,ttt_step8,binclass,35060,7012,8765,10,2,0.7159155733029093,0.7164860239589276,0.0005704506560182399,0.057045065601823985,4.999999999999872,0.6298291683197021,24.462592601776123,25.092421770095825,1047.5743243694303,25.418752908706665,1047.2821295261383,1072.993077278137,True,8,5e-06,0.5563382655382156,stratified,stratified split,TTT执行,weak_gain_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/FOREX_cadjpy-hour-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_cadjpy-hour-High
FICO-HELOC-cleaned,TTT step8更高,ttt_step8,binclass,7896,1580,1975,23,2,0.7549367088607595,0.7554430379746836,0.0005063291139241199,0.050632911392411994,1.0000000000001368,0.4913070201873779,3.8370673656463614,4.328374385833739,76.83733296394348,3.800295829772949,76.66311764717102,80.63762879371643,True,8,5e-06,0.5258356779813766,stratified,stratified split,TTT执行,weak_gain_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/FICO-HELOC-cleaned,/home/crc00006699/zh/tabiclv2/data178/FICO-HELOC-cleaned
JapaneseVowels,TTT step8更高,ttt_step8,multiclass,7968,1594,1993,14,9,0.9994982438534872,1.0,0.0005017561465128217,0.050175614651282174,1.0000000000000537,0.4286797046661377,3.0673375129699707,3.4960172176361084,74.41419553756714,3.359642267227173,74.30772542953491,77.77383780479431,True,8,5e-06,0.0071659312816336,stratified,stratified split,TTT执行,weak_gain_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/JapaneseVowels,/home/crc00006699/zh/tabiclv2/data178/JapaneseVowels
Amazon_employee_access,TTT step8更高,ttt_step8,binclass,26215,5243,6554,7,2,0.9441562404638388,0.9444613976197742,0.00030515715593537607,0.030515715593537607,2.0000000000004547,8.589313745498657,13.365189790725708,21.954503536224365,497.9913120269776,13.657241582870483,497.7462759017944,511.6485536098481,True,8,5e-06,0.1586560402065515,stratified,stratified split,TTT执行,weak_gain_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/Amazon_employee_access,/home/crc00006699/zh/tabiclv2/data178/Amazon_employee_access
HR_Analytics_Job_Change_of_Data_Scientists,TTT step8更高,ttt_step8,binclass,15326,3066,3832,13,2,0.8006263048016702,0.8008872651356994,0.00026096033402922547,0.026096033402922547,0.999999999999992,0.5511641502380371,7.050858020782471,7.602022171020508,223.09892392158508,7.5841965675354,222.88245296478271,230.68312048912048,True,8,5e-06,0.4295131806284189,stratified,stratified split,TTT执行,weak_gain_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/HR_Analytics_Job_Change_of_Data_Scientists,/home/crc00006699/zh/tabiclv2/data178/HR_Analytics_Job_Change_of_Data_Scientists
BNG(breast-w),TTT step8更高,ttt_step8,binclass,31492,6299,7874,9,2,0.9880619761239524,0.9883159766319533,0.00025400050800084006,0.025400050800084006,1.9999999999986147,0.6463510990142822,20.260977268219,20.907328367233283,851.5485510826111,21.26910400390625,851.2675440311432,872.8176550865173,True,8,5e-06,0.0340128486277535,stratified,stratified split,TTT执行,weak_gain_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/BNG(breast-w),/home/crc00006699/zh/tabiclv2/data178/BNG(breast-w)
shuttle,TTT step8更高,ttt_step8,multiclass,46400,9280,11600,9,7,0.9993103448275862,0.999396551724138,8.620689655181035e-05,0.008620689655181035,1.000000000001,0.6725614070892334,39.87954998016357,40.5521113872528,1792.1220455169678,40.58723711967468,1791.7390100955963,1832.7092826366425,True,8,5e-06,0.0001109971556161,stratified,stratified split,TTT执行,weak_gain_<0.2pp,/home/crc00006699/zh/tabiclv2/data178/shuttle,/home/crc00006699/zh/tabiclv2/data178/shuttle
ASP-POTASSCO-classification,持平,tie,multiclass,1035,207,259,141,11,0.4903474903474903,0.4903474903474903,0.0,0.0,0.0,6.339592933654785,4.362351894378662,10.701944828033447,1.2610533237457275,4.220605373382568,0.6895215511322021,5.481658697128296,False,0,5e-06,,stratified,stratified split | TTT training skipped because n_classes=11 exceeds model max_classes=10,TTT未执行_class_count_gt10,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/ASP-POTASSCO-classification,/home/crc00006699/zh/tabiclv2/data178/ASP-POTASSCO-classification
Basketball_c,持平,tie,binclass,1072,215,268,11,2,0.7014925373134329,0.7014925373134329,0.0,0.0,0.0,0.3914246559143066,0.4914400577545166,0.8828647136688232,11.51413631439209,0.380263090133667,11.479600429534912,11.894399404525757,True,8,5e-06,0.540133161470294,stratified,stratified split,TTT执行,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/Basketball_c,/home/crc00006699/zh/tabiclv2/data178/Basketball_c
E-CommereShippingData,持平,tie,binclass,8799,1760,2200,10,2,0.6763636363636364,0.6763636363636364,0.0,0.0,0.0,0.4406940937042236,3.2261672019958496,3.6668612957000732,85.58402252197266,3.5320539474487305,85.48578262329102,89.11607646942139,True,8,5e-06,0.500472042709589,stratified,stratified split,TTT执行,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/E-CommereShippingData,/home/crc00006699/zh/tabiclv2/data178/E-CommereShippingData
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,持平,tie,binclass,1280,256,320,20,2,0.678125,0.678125,0.0,0.0,0.0,0.4200971126556396,0.6925530433654785,1.1126501560211182,11.430559873580933,0.626542329788208,11.36579728126526,12.05710220336914,True,8,5e-06,0.6509589124470949,stratified,stratified split,TTT执行,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,/home/crc00006699/zh/tabiclv2/data178/GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001,持平,tie,binclass,1280,256,320,20,2,0.684375,0.684375,0.0,0.0,0.0,0.3963115215301513,0.5898087024688721,0.9861202239990234,11.594000816345217,0.5955648422241211,11.53514838218689,12.189565658569338,True,8,5e-06,0.5125403879210353,stratified,stratified split,TTT执行,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001,/home/crc00006699/zh/tabiclv2/data178/GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001
IBM_HR_Analytics_Employee_Attrition_and_Performance,持平,tie,binclass,1176,236,294,31,2,0.8775510204081632,0.8775510204081632,0.0,0.0,0.0,0.3962783813476562,0.6179091930389404,1.0141875743865967,11.730142831802368,0.656334638595581,11.656004905700684,12.38647747039795,True,8,5e-06,0.2533653359860182,stratified,stratified split,TTT执行,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/IBM_HR_Analytics_Employee_Attrition_and_Performance,/home/crc00006699/zh/tabiclv2/data178/IBM_HR_Analytics_Employee_Attrition_and_Performance
Indian_pines,持平,tie,multiclass,7315,1463,1829,220,8,0.9879715691634772,0.9879715691634772,0.0,0.0,0.0,1.5165643692016602,15.444628953933716,16.961193323135376,144.41098618507385,16.005261421203613,143.23955512046814,160.41624760627747,True,8,5e-06,0.0503629646264016,stratified,stratified split,TTT执行,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/Indian_pines,/home/crc00006699/zh/tabiclv2/data178/Indian_pines
MIC,持平,tie,binclass,1319,264,330,104,2,0.9090909090909092,0.9090909090909092,0.0,0.0,0.0,0.6101996898651123,1.542344093322754,2.152543783187866,17.155410528182983,1.5357465744018557,16.889947652816772,18.69115710258484,True,8,5e-06,0.2743988716974854,stratified,stratified split,TTT执行,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/MIC,/home/crc00006699/zh/tabiclv2/data178/MIC
Mobile_Price_Classification,持平,tie,multiclass,1600,320,400,20,4,0.965,0.965,0.0,0.0,0.0,0.387279748916626,0.6837401390075684,1.0710198879241943,12.073200702667236,0.7191355228424072,12.014485836029053,12.792336225509644,True,8,5e-06,0.0374582757940515,stratified,stratified split,TTT执行,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/Mobile_Price_Classification,/home/crc00006699/zh/tabiclv2/data178/Mobile_Price_Classification
National_Health_and_Nutrition_Health_Survey,持平,tie,binclass,1822,365,456,7,2,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,0.3576736450195312,0.555915117263794,0.9135887622833252,11.165290355682371,0.5960657596588135,11.132396697998049,11.761356115341185,True,8,5e-06,0.3638930562883615,stratified,stratified split,TTT执行,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/National_Health_and_Nutrition_Health_Survey,/home/crc00006699/zh/tabiclv2/data178/National_Health_and_Nutrition_Health_Survey
PhishingWebsites,持平,tie,binclass,8844,1769,2211,30,2,0.9805517865219358,0.9805517865219358,0.0,0.0,0.0,0.5946018695831299,4.50200080871582,5.09660267829895,94.24620389938354,4.746333122253418,93.96861362457275,98.99253702163696,True,8,5e-06,0.0498079009121283,stratified,stratified split,TTT执行,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/PhishingWebsites,/home/crc00006699/zh/tabiclv2/data178/PhishingWebsites
Satellite,持平,tie,binclass,4080,816,1020,36,2,0.9931372549019608,0.9931372549019608,0.0,0.0,0.0,0.4676389694213867,2.053841352462769,2.5214803218841557,32.116665840148926,2.1549246311187744,31.98329496383667,34.2715904712677,True,8,5e-06,0.0181978798354975,stratified,stratified split,TTT执行,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/Satellite,/home/crc00006699/zh/tabiclv2/data178/Satellite
UJI_Pen_Characters,持平,tie,multiclass,1091,219,273,80,35,0.5384615384615384,0.5384615384615384,0.0,0.0,0.0,0.4768671989440918,3.5899407863616943,4.066807985305786,0.8911385536193848,3.4169538021087646,0.4347500801086426,4.308092355728149,False,0,5e-06,,stratified,stratified split | TTT training skipped because n_classes=35 exceeds model max_classes=10,TTT未执行_class_count_gt10,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/UJI_Pen_Characters,/home/crc00006699/zh/tabiclv2/data178/UJI_Pen_Characters
allbp,持平,tie,multiclass,3017,604,755,29,3,0.9774834437086092,0.9774834437086092,0.0,0.0,0.0,0.4337210655212402,1.3759765625,1.8096976280212402,21.626745223999023,1.47371506690979,21.519551277160645,23.100460290908813,True,8,5e-06,0.0581700967159122,stratified,stratified split,TTT执行,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/allbp,/home/crc00006699/zh/tabiclv2/data178/allbp
analcatdata_authorship,持平,tie,multiclass,672,135,169,69,4,0.9940828402366864,0.9940828402366864,0.0,0.0,0.0,0.4389200210571289,0.7027482986450195,1.1416683197021484,12.13397455215454,0.6809685230255127,12.02519416809082,12.814943075180052,True,8,5e-06,0.0004189729497738,stratified,stratified split,TTT执行,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/analcatdata_authorship,/home/crc00006699/zh/tabiclv2/data178/analcatdata_authorship
car-evaluation,持平,tie,multiclass,1382,277,346,21,4,0.9855491329479767,0.9855491329479767,0.0,0.0,0.0,0.5101401805877686,0.6649904251098633,1.1751306056976318,11.875351190567017,0.6439495086669922,11.811537027359009,12.519300699234009,True,8,5e-06,0.0077355903049465,stratified,stratified split,TTT执行,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/car-evaluation,/home/crc00006699/zh/tabiclv2/data178/car-evaluation
company_bankruptcy_prediction,持平,tie,binclass,5455,1091,1364,95,2,0.968475073313783,0.968475073313783,0.0,0.0,0.0,0.75286865234375,5.970693111419678,6.723561763763428,63.49480700492859,6.098337411880493,63.0649516582489,69.59314441680908,True,8,5e-06,0.0828304074238985,stratified,stratified split,TTT执行,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/company_bankruptcy_prediction,/home/crc00006699/zh/tabiclv2/data178/company_bankruptcy_prediction
dis,持平,tie,binclass,3017,604,755,29,2,0.990728476821192,0.990728476821192,0.0,0.0,0.0,0.4832181930541992,1.4534988403320312,1.9367170333862305,21.786745309829712,1.4310226440429688,21.674400568008423,23.21776795387268,True,8,5e-06,0.0299936441588215,stratified,stratified split,TTT执行,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/dis,/home/crc00006699/zh/tabiclv2/data178/dis
dna,持平,tie,multiclass,2548,510,638,180,3,0.9717868338557992,0.9717868338557992,0.0,0.0,0.0,0.9782404899597168,5.579140186309815,6.557380676269532,38.16899919509888,5.395086288452148,37.55766034126282,43.564085483551025,True,8,5e-06,0.092958407709375,stratified,stratified split,TTT执行,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/dna,/home/crc00006699/zh/tabiclv2/data178/dna
drug_consumption,持平,tie,multiclass,1507,302,377,12,7,0.403183023872679,0.403183023872679,0.0,0.0,0.0,0.3867487907409668,0.5752873420715332,0.9620361328125,11.79469919204712,0.5959012508392334,11.754621028900146,12.390600442886353,True,8,5e-06,1.5098137371242046,stratified,stratified split,TTT执行,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/drug_consumption,/home/crc00006699/zh/tabiclv2/data178/drug_consumption
estimation_of_obesity_levels,持平,tie,multiclass,1688,338,423,16,7,0.9905437352245864,0.9905437352245864,0.0,0.0,0.0,0.4132618904113769,0.6743230819702148,1.0875849723815918,12.312759399414062,0.6623070240020752,12.259549379348757,12.975066423416138,True,8,5e-06,0.014080511231441,stratified,stratified split,TTT执行,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/estimation_of_obesity_levels,/home/crc00006699/zh/tabiclv2/data178/estimation_of_obesity_levels
house_16H,持平,tie,binclass,10790,2158,2698,16,2,0.8917716827279466,0.8917716827279466,0.0,0.0,0.0,0.4891297817230224,4.85209584236145,5.341225624084473,122.6656937599182,5.012155771255493,122.50154900550842,127.67784953117369,True,8,5e-06,0.242696888744831,stratified,stratified split,TTT执行,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/house_16H,/home/crc00006699/zh/tabiclv2/data178/house_16H
ibm-employee-performance,持平,tie,binclass,1176,236,294,30,2,1.0,1.0,0.0,0.0,0.0,0.4166336059570312,0.6508638858795166,1.0674974918365479,11.712950944900513,0.6570818424224854,11.6370370388031,12.370032787322998,True,8,5e-06,2.012046241617327e-06,stratified,stratified split,TTT执行,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/ibm-employee-performance,/home/crc00006699/zh/tabiclv2/data178/ibm-employee-performance
internet_usage,持平,tie,multiclass,8086,1618,2022,70,46,0.5499505440158259,0.5499505440158259,0.0,0.0,0.0,0.8844983577728271,15.021607160568236,15.906105518341063,1.7671403884887695,15.805534362792969,0.7787904739379883,17.57267475128174,False,0,5e-06,,stratified,stratified split | TTT training skipped because n_classes=46 exceeds model max_classes=10,TTT未执行_class_count_gt10,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/internet_usage,/home/crc00006699/zh/tabiclv2/data178/internet_usage
kr-vs-k,持平,tie,multiclass,22444,4489,5612,6,18,0.9196364932287956,0.9196364932287956,0.0,0.0,0.0,0.4993891716003418,25.86800479888916,26.367393970489502,0.9251832962036132,25.66429710388184,0.4318444728851318,26.589480400085453,False,0,5e-06,,stratified,stratified split | TTT training skipped because n_classes=18 exceeds model max_classes=10,TTT未执行_class_count_gt10,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/kr-vs-k,/home/crc00006699/zh/tabiclv2/data178/kr-vs-k
kropt,持平,tie,multiclass,22444,4489,5612,6,18,0.9164290805416964,0.9164290805416964,0.0,0.0,0.0,0.5001199245452881,25.78109669685364,26.28121662139893,0.9724388122558594,25.79094624519348,0.4690630435943603,26.76338505744934,False,0,5e-06,,stratified,stratified split | TTT training skipped because n_classes=18 exceeds model max_classes=10,TTT未执行_class_count_gt10,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/kropt,/home/crc00006699/zh/tabiclv2/data178/kropt
letter,持平,tie,multiclass,16000,3200,4000,15,26,0.99,0.99,0.0,0.0,0.0,0.6394059658050537,17.709666967391968,18.34907293319702,1.023141860961914,17.62637448310852,0.475440502166748,18.649516344070435,False,0,5e-06,,stratified,stratified split | TTT training skipped because n_classes=26 exceeds model max_classes=10,TTT未执行_class_count_gt10,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/letter,/home/crc00006699/zh/tabiclv2/data178/letter
mfeat-factors,持平,tie,multiclass,1600,320,400,216,10,0.9825,0.9825,0.0,0.0,0.0,0.7242965698242188,4.109402179718018,4.833698749542236,29.28437066078186,4.283966064453125,28.904033660888672,33.568336725234985,True,8,5e-06,0.016638006985886,stratified,stratified split,TTT执行,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/mfeat-factors,/home/crc00006699/zh/tabiclv2/data178/mfeat-factors
mfeat-karhunen,持平,tie,multiclass,1600,320,400,64,10,0.975,0.975,0.0,0.0,0.0,0.4584443569183349,1.2759828567504885,1.7344272136688235,15.75782036781311,1.3591103553771973,15.634925365447998,17.116930723190308,True,8,5e-06,0.0142354153213091,stratified,stratified split,TTT执行,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/mfeat-karhunen,/home/crc00006699/zh/tabiclv2/data178/mfeat-karhunen
mfeat-pixel,持平,tie,multiclass,1600,320,400,240,10,0.975,0.975,0.0,0.0,0.0,0.9926764965057372,4.380410432815552,5.373086929321289,31.783524990081787,5.048995733261108,31.12114644050598,36.832520723342896,True,8,5e-06,0.0145537554053589,stratified,stratified split,TTT执行,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/mfeat-pixel,/home/crc00006699/zh/tabiclv2/data178/mfeat-pixel
mice_protein_expression,持平,tie,multiclass,864,173,216,75,8,1.0,1.0,0.0,0.0,0.0,0.4781146049499511,0.8554630279541016,1.3335776329040527,13.088865518569946,0.9033284187316896,12.974572658538818,13.992193937301636,True,8,5e-06,1.8253900265108317e-05,stratified,stratified split,TTT执行,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/mice_protein_expression,/home/crc00006699/zh/tabiclv2/data178/mice_protein_expression
national-longitudinal-survey-binary,持平,tie,binclass,3926,786,982,16,2,1.0,1.0,0.0,0.0,0.0,0.4379849433898926,1.4731581211090088,1.9111430644989014,27.617281198501587,1.501753807067871,27.532101154327396,29.119035005569458,True,8,5e-06,2.2709646820828766e-06,stratified,stratified split,TTT执行,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/national-longitudinal-survey-binary,/home/crc00006699/zh/tabiclv2/data178/national-longitudinal-survey-binary
one-hundred-plants-margin,持平,tie,multiclass,1280,256,320,64,100,0.903125,0.903125,0.0,0.0,0.0,0.483283519744873,5.686830520629883,6.170114040374756,1.0015509128570557,5.56255316734314,0.4494290351867676,6.564104080200195,False,0,5e-06,,stratified,stratified split | TTT training skipped because n_classes=100 exceeds model max_classes=10,TTT未执行_class_count_gt10,tie_0pp,/home/crc00006699/zh/tabiclv2/data178/one-hundred-plants-margin,/home/crc00006699/zh/tabiclv2/data178/one-hundred-plants-margin
