dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_gate_d,n_test_e,ttt_loss,ttt_steps,ttt_lr,ttt_update_ran,ttt_gate_passed,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,gate_baseline_accuracy,gate_adapted_accuracy,gate_accuracy_delta,gate_baseline_loss,gate_adapted_loss,gate_loss_delta,ttt_gate_threshold,ttt_gate_reason
ASP-POTASSCO-classification,/home/crc00006699/zh/tabiclv2/data178/ASP-POTASSCO-classification,multiclass,1035,207,259,141,11,0.44015444015444016,4.910292863845825,2.019829511642456,ok,,1035,707,244,84,259,,0,2.4222614391198696e-05,False,False,False,0.5651702880859375,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.47619047619047616,,,1.591974270125989,,,0.0,TTT training skipped because n_classes=11 exceeds model max_classes=10
BNG(breast-w),/home/crc00006699/zh/tabiclv2/data178/BNG(breast-w),binclass,31492,6299,7874,9,2,0.9883159766319533,26.69088888168335,18.885438442230225,ok,,31492,21511,7411,2570,7874,0.03524932637810707,1,2.4222614391198696e-05,True,False,False,7.455172061920166,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.9832684824902723,0.9832684824902723,0.0,0.05078918203559442,0.051041676594647534,0.00025249455905311524,0.0,Gate rejected: gate_accuracy_delta=0.000000 <= threshold=0.000000
Bank_Customer_Churn_Dataset,/home/crc00006699/zh/tabiclv2/data178/Bank_Customer_Churn_Dataset,binclass,8000,1600,2000,10,2,0.877,4.5841474533081055,2.4647912979125977,ok,,8000,5465,1882,653,2000,0.382831335067749,1,2.4222614391198696e-05,True,False,False,0.983417272567749,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.8514548238897397,0.8514548238897397,0.0,0.33441706893732587,0.3345227065940507,0.00010563765672483294,0.0,Gate rejected: gate_accuracy_delta=0.000000 <= threshold=0.000000
Cardiovascular-Disease-dataset,/home/crc00006699/zh/tabiclv2/data178/Cardiovascular-Disease-dataset,binclass,56000,11200,14000,11,2,0.7337142857142858,71.08230996131897,53.12718224525452,ok,,56000,38253,13178,4569,14000,0.5941248536109924,1,2.4222614391198696e-05,True,True,True,21.508668184280396,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.7358284088421975,0.7364850076603195,0.0006565988181220783,0.5498741634355551,0.550433983452725,0.0005598200171699208,0.0,Gate passed: gate_accuracy_delta=0.000657 > threshold=0.000000
Customer_Personality_Analysis,/home/crc00006699/zh/tabiclv2/data178/Customer_Personality_Analysis,binclass,1792,359,448,24,2,0.8839285714285714,2.327087640762329,0.6430771350860596,ok,,1792,1224,422,146,448,0.29078635573387146,1,2.4222614391198696e-05,True,False,False,0.45157337188720703,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.8698630136986302,0.8698630136986302,0.0,0.2486027164996903,0.2491025819588896,0.0004998654591993057,0.0,Gate rejected: gate_accuracy_delta=0.000000 <= threshold=0.000000
Employee,/home/crc00006699/zh/tabiclv2/data178/Employee,binclass,3722,745,931,8,2,0.8506981740064447,2.0560178756713867,0.8931632041931152,ok,,3722,2542,876,304,931,0.5076218843460083,1,2.4222614391198696e-05,True,True,True,0.5182774066925049,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.8256578947368421,0.8289473684210527,0.003289473684210509,0.41592665347473956,0.4132026235178299,-0.0027240299569096793,0.0,Gate passed: gate_accuracy_delta=0.003289 > threshold=0.000000
FOREX_audcad-hour-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audcad-hour-High,binclass,35060,7012,8765,10,2,0.713063320022818,31.827534914016724,23.035841941833496,ok,,35060,23949,8250,2861,8765,0.5951730608940125,1,2.4222614391198696e-05,True,True,True,8.983259201049805,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.7196784341139462,0.7228241873470814,0.0031457532331352622,0.5518145184782316,0.5562692636096385,0.0044547451314068676,0.0,Gate passed: gate_accuracy_delta=0.003146 > threshold=0.000000
FOREX_audjpy-hour-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audjpy-hour-High,binclass,35060,7012,8765,10,2,0.7086138049058757,32.187928915023804,23.17034363746643,ok,,35060,23949,8250,2861,8765,0.6916528344154358,1,2.4222614391198696e-05,True,False,False,8.962448596954346,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.7158336246067808,0.7158336246067808,0.0,0.5661506760496978,0.5655216569767059,-0.0006290190729919543,0.0,Gate rejected: gate_accuracy_delta=0.000000 <= threshold=0.000000
FOREX_cadjpy-day-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_cadjpy-day-High,binclass,1467,294,367,10,2,0.7138964577656676,1.8468329906463623,0.3639109134674072,ok,,1467,1002,345,120,367,0.6924866437911987,1,2.4222614391198696e-05,True,True,True,0.40700578689575195,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.6916666666666667,0.7,0.008333333333333304,0.5875299650438784,0.5880721574813284,0.0005421924374499065,0.0,Gate passed: gate_accuracy_delta=0.008333 > threshold=0.000000
Fitness_Club_c,/home/crc00006699/zh/tabiclv2/data178/Fitness_Club_c,binclass,1200,240,300,6,2,0.7866666666666666,1.6763041019439697,0.2581946849822998,ok,,1200,820,282,98,300,0.5251093506813049,1,2.4222614391198696e-05,True,False,False,0.39140915870666504,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.6836734693877551,0.6836734693877551,0.0,0.6079356475233051,0.6016285289501185,-0.006307118573186554,0.0,Gate rejected: gate_accuracy_delta=0.000000 <= threshold=0.000000
