dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_gate_d,n_test_e,ttt_loss,ttt_steps,ttt_lr,ttt_update_ran,ttt_gate_passed,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,gate_baseline_accuracy,gate_adapted_accuracy,gate_accuracy_delta,gate_baseline_loss,gate_adapted_loss,gate_loss_delta,ttt_gate_threshold,ttt_gate_reason
Amazon_employee_access,/home/crc00006699/zh/tabiclv2/data178/Amazon_employee_access,binclass,26215,5243,6554,7,2,0.9443088190418065,241.42250061035156,12.200153589248657,ok,,26215,17396,5929,2890,6554,0.173374742269516,50,2.0544510486011883e-06,True,False,False,227.00803589820862,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.943598615916955,0.9432525951557094,-0.00034602076124568004,0.16996393050473993,0.17046121459224778,0.0004972840875078488,0.0,Gate rejected: gate_accuracy_delta=-0.000346 <= threshold=0.000000
BNG(cmc),/home/crc00006699/zh/tabiclv2/data178/BNG(cmc),multiclass,44236,8848,11060,9,3,0.5881555153707052,645.2556045055389,34.34621810913086,ok,,44236,29355,10005,4876,11060,0.866153359413147,50,2.0544510486011883e-06,True,True,True,612.4523556232452,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.5816242821985234,0.5836751435602954,0.002050861361772016,0.8830318291571426,0.8824437832817424,-0.0005880458754001783,0.0,Gate passed: gate_accuracy_delta=0.002051 > threshold=0.000000
Basketball_c,/home/crc00006699/zh/tabiclv2/data178/Basketball_c,binclass,1072,215,268,11,2,0.7126865671641791,3.705228805541992,0.28336191177368164,ok,,1072,711,243,118,268,0.01059542503207922,50,2.0544510486011883e-06,True,False,False,2.265498161315918,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.635593220338983,0.635593220338983,0.0,0.6094325940285942,0.616240460064971,0.006807866036376842,0.0,Gate rejected: gate_accuracy_delta=0.000000 <= threshold=0.000000
Click_prediction_small,/home/crc00006699/zh/tabiclv2/data178/Click_prediction_small,binclass,31958,6392,7990,3,2,0.8320400500625782,337.61987352371216,7.010715007781982,ok,,31958,21207,7228,3523,7990,0.4371684193611145,50,2.0544510486011883e-06,True,False,False,330.2685315608978,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.830826000567698,0.830826000567698,0.0,0.4416201178665416,0.4417796761742046,0.00015955830766301027,0.0,Gate rejected: gate_accuracy_delta=0.000000 <= threshold=0.000000
Diabetic_Retinopathy_Debrecen,/home/crc00006699/zh/tabiclv2/data178/Diabetic_Retinopathy_Debrecen,binclass,920,184,231,19,2,0.7489177489177489,3.6634349822998047,0.523700475692749,ok,,920,611,208,101,231,0.009538456797599792,50,2.0544510486011883e-06,True,False,False,2.2444090843200684,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.7227722772277227,0.693069306930693,-0.02970297029702973,0.5799736874674601,0.6317692875304952,0.051795600063035074,0.0,Gate rejected: gate_accuracy_delta=-0.029703 <= threshold=0.000000
FICO-HELOC-cleaned,/home/crc00006699/zh/tabiclv2/data178/FICO-HELOC-cleaned,binclass,7896,1580,1975,23,2,0.7448101265822785,32.238704681396484,2.964679718017578,ok,,7896,5240,1786,870,1975,0.4268859326839447,50,2.0544510486011883e-06,True,False,False,27.932491302490234,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.7459770114942529,0.7448275862068966,-0.0011494252873562871,0.5282718247454768,0.5281589362198309,-0.00011288852564594887,0.0,Gate rejected: gate_accuracy_delta=-0.001149 <= threshold=0.000000
FOREX_audchf-day-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audchf-day-High,binclass,1466,294,367,10,2,0.7356948228882834,4.192061901092529,0.3341407775878906,ok,,1466,973,331,162,367,0.29353225231170654,50,2.0544510486011883e-06,True,True,True,2.8771729469299316,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.7716049382716049,0.7777777777777778,0.006172839506172867,0.5533281129770204,0.5734260524269267,0.020097939449906232,0.0,Gate passed: gate_accuracy_delta=0.006173 > threshold=0.000000
FOREX_audsgd-hour-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audsgd-hour-High,binclass,35060,7012,8765,10,2,0.6992584141471763,414.32502722740173,22.95997190475464,ok,,35060,23266,7929,3865,8765,0.5510392189025879,50,2.0544510486011883e-06,True,True,True,391.7662501335144,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.6874514877102199,0.702457956015524,0.015006468305304055,0.5943013155747661,0.5735156323969941,-0.020785683177771963,0.0,Gate passed: gate_accuracy_delta=0.015006 > threshold=0.000000
FOREX_cadjpy-hour-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_cadjpy-hour-High,binclass,35060,7012,8765,10,2,0.7049629207073588,413.5461733341217,22.96174168586731,ok,,35060,23266,7929,3865,8765,0.6892655491828918,50,2.0544510486011883e-06,True,True,True,390.9523799419403,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.6954721862871928,0.7029754204398447,0.007503234152651972,0.581053489967106,0.5684784747409295,-0.012575015226176545,0.0,Gate passed: gate_accuracy_delta=0.007503 > threshold=0.000000
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,/home/crc00006699/zh/tabiclv2/data178/GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,binclass,1280,256,320,20,2,0.66875,4.500608205795288,0.390195369720459,ok,,1280,849,290,141,320,0.13990966975688934,50,2.0544510486011883e-06,True,False,False,2.7391793727874756,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.6312056737588653,0.6312056737588653,0.0,0.6569427722442237,0.6551517102766969,-0.0017910619675267636,0.0,Gate rejected: gate_accuracy_delta=0.000000 <= threshold=0.000000
