dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_gate_d,n_test_e,ttt_loss,ttt_steps,ttt_lr,ttt_update_ran,ttt_gate_passed,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,gate_baseline_accuracy,gate_adapted_accuracy,gate_accuracy_delta,gate_baseline_loss,gate_adapted_loss,gate_loss_delta,ttt_gate_threshold,ttt_gate_reason
Amazon_employee_access,/home/crc00006699/zh/tabiclv2/data178/Amazon_employee_access,binclass,26215,5243,6554,7,2,0.9443088190418065,155.3279891014099,12.1766676902771,ok,,26215,17695,5955,2565,6554,0.17085759341716766,30,4.803770923254465e-06,True,False,False,140.81497526168823,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.9477582846003899,0.9477582846003899,0.0,0.1606162554463021,0.1631160948791829,0.0024998394328808182,0.0,Gate rejected: gate_accuracy_delta=0.000000 <= threshold=0.000000
BNG(cmc),/home/crc00006699/zh/tabiclv2/data178/BNG(cmc),multiclass,44236,8848,11060,9,3,0.5880650994575045,412.9689574241638,34.453744888305664,ok,,44236,29858,10049,4329,11060,0.8616377115249634,30,4.803770923254465e-06,True,True,True,379.73403573036194,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.574959574959575,0.5777315777315777,0.002772002772002735,0.8892097843861786,0.8888173316728377,-0.00039245271334087395,0.0,Gate passed: gate_accuracy_delta=0.002772 > threshold=0.000000
Basketball_c,/home/crc00006699/zh/tabiclv2/data178/Basketball_c,binclass,1072,215,268,11,2,0.7126865671641791,2.9673988819122314,0.2783477306365967,ok,,1072,724,243,105,268,0.05120811611413956,30,4.803770923254465e-06,True,False,False,1.5241436958312988,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.6476190476190476,0.6476190476190476,0.0,0.5851591022216015,0.6025489976887523,0.01738989546715075,0.0,Gate rejected: gate_accuracy_delta=0.000000 <= threshold=0.000000
Click_prediction_small,/home/crc00006699/zh/tabiclv2/data178/Click_prediction_small,binclass,31958,6392,7990,3,2,0.8320400500625782,210.00759625434875,7.031930685043335,ok,,31958,21571,7260,3127,7990,0.4357362389564514,30,4.803770923254465e-06,True,False,False,202.58491778373718,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.8308282699072593,0.8308282699072593,0.0,0.4471596500008975,0.44760502995283813,0.0004453799519406054,0.0,Gate rejected: gate_accuracy_delta=0.000000 <= threshold=0.000000
Diabetic_Retinopathy_Debrecen,/home/crc00006699/zh/tabiclv2/data178/Diabetic_Retinopathy_Debrecen,binclass,920,184,231,19,2,0.7489177489177489,2.907189130783081,0.5294575691223145,ok,,920,621,209,90,231,0.0036256094463169575,30,4.803770923254465e-06,True,False,False,1.4911279678344727,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.7222222222222222,0.6666666666666666,-0.05555555555555558,0.5745457144878837,0.6534168455341994,0.07887113104631571,0.0,Gate rejected: gate_accuracy_delta=-0.055556 <= threshold=0.000000
FICO-HELOC-cleaned,/home/crc00006699/zh/tabiclv2/data178/FICO-HELOC-cleaned,binclass,7896,1580,1975,23,2,0.7463291139240507,22.720909357070923,2.913540840148926,ok,,7896,5329,1794,773,1975,0.409760057926178,30,4.803770923254465e-06,True,True,True,18.71437954902649,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.720569210866753,0.7244501940491591,0.0038809831824061503,0.554721608507724,0.5571036361347915,0.002382027627067518,0.0,Gate passed: gate_accuracy_delta=0.003881 > threshold=0.000000
FOREX_audchf-day-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audchf-day-High,binclass,1466,294,367,10,2,0.7547683923705722,3.720421075820923,0.522172212600708,ok,,1466,990,333,143,367,0.317125141620636,30,4.803770923254465e-06,True,False,False,1.8707444667816162,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.6783216783216783,0.6783216783216783,0.0,0.5732846171165685,0.6053362873535234,0.03205167023695488,0.0,Gate rejected: gate_accuracy_delta=0.000000 <= threshold=0.000000
FOREX_audsgd-hour-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audsgd-hour-High,binclass,35060,7012,8765,10,2,0.7022247575584712,270.3513910770416,23.003380298614502,ok,,35060,23665,7964,3431,8765,0.557408332824707,30,4.803770923254465e-06,True,True,True,247.50755620002747,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.701544739143107,0.716117749927135,0.014573010784027951,0.5822450898993958,0.5599855513047285,-0.02225953859466734,0.0,Gate passed: gate_accuracy_delta=0.014573 > threshold=0.000000
FOREX_cadjpy-hour-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_cadjpy-hour-High,binclass,35060,7012,8765,10,2,0.7040501996577296,269.80654978752136,22.998584508895874,ok,,35060,23665,7964,3431,8765,0.689735472202301,30,4.803770923254465e-06,True,True,True,246.91330742835999,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.6928009326726902,0.7050422617312737,0.01224132905858355,0.5801172529757628,0.5720449561182221,-0.008072296857540628,0.0,Gate passed: gate_accuracy_delta=0.012241 > threshold=0.000000
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,/home/crc00006699/zh/tabiclv2/data178/GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,binclass,1280,256,320,20,2,0.66875,3.5766403675079346,0.38467955589294434,ok,,1280,864,291,125,320,0.1308847814798355,30,4.803770923254465e-06,True,False,False,1.8146600723266602,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.64,0.64,0.0,0.6344379800725206,0.662382078121545,0.027944098049024424,0.0,Gate rejected: gate_accuracy_delta=0.000000 <= threshold=0.000000
