dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_gate_d,n_test_e,ttt_loss,ttt_steps,ttt_lr,ttt_update_ran,ttt_gate_passed,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,gate_baseline_accuracy,gate_adapted_accuracy,gate_accuracy_delta,gate_baseline_loss,gate_adapted_loss,gate_loss_delta,ttt_gate_threshold,ttt_gate_reason
ASP-POTASSCO-classification,/home/crc00006699/zh/tabiclv2/data178/ASP-POTASSCO-classification,multiclass,1035,207,259,141,11,0.44015444015444016,4.9523608684539795,2.0464797019958496,ok,,1035,699,235,101,259,,0,4.803770923254465e-06,False,False,False,0.5600244998931885,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.45544554455445546,,,1.6467966782547794,,,0.0,TTT training skipped because n_classes=11 exceeds model max_classes=10
BNG(breast-w),/home/crc00006699/zh/tabiclv2/data178/BNG(breast-w),binclass,31492,6299,7874,9,2,0.9883159766319533,221.33512449264526,19.273293495178223,ok,,31492,21256,7154,3082,7874,0.0077795544639229774,30,4.803770923254465e-06,True,False,False,201.9311797618866,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.9857235561323816,0.9857235561323816,0.0,0.04070685934687683,0.04555743606916873,0.004850576722291902,0.0,Gate rejected: gate_accuracy_delta=0.000000 <= threshold=0.000000
Bank_Customer_Churn_Dataset,/home/crc00006699/zh/tabiclv2/data178/Bank_Customer_Churn_Dataset,binclass,8000,1600,2000,10,2,0.877,21.235515594482422,2.4818952083587646,ok,,8000,5400,1817,783,2000,0.273914635181427,30,4.803770923254465e-06,True,True,True,17.864450931549072,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.8582375478927203,0.859514687100894,0.0012771392081736277,0.35267896288266876,0.3550071057815344,0.002328142898865626,0.0,Gate passed: gate_accuracy_delta=0.001277 > threshold=0.000000
Cardiovascular-Disease-dataset,/home/crc00006699/zh/tabiclv2/data178/Cardiovascular-Disease-dataset,binclass,56000,11200,14000,11,2,0.7346428571428572,657.3188376426697,53.56166696548462,ok,,56000,37799,12721,5480,14000,0.5507634878158569,30,4.803770923254465e-06,True,True,True,606.8869798183441,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.7333941605839416,0.7341240875912409,0.0007299270072993469,0.5562941178276791,0.5569226875960782,0.0006285697683990898,0.0,Gate passed: gate_accuracy_delta=0.000730 > threshold=0.000000
Customer_Personality_Analysis,/home/crc00006699/zh/tabiclv2/data178/Customer_Personality_Analysis,binclass,1792,359,448,24,2,0.8839285714285714,3.8704843521118164,0.5507407188415527,ok,,1792,1210,407,175,448,0.0010063817026093602,30,4.803770923254465e-06,True,True,True,2.498079299926758,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.8857142857142857,0.8971428571428571,0.011428571428571455,0.27306251888634125,0.27769183766268374,0.004629318776342484,0.0,Gate passed: gate_accuracy_delta=0.011429 > threshold=0.000000
Employee,/home/crc00006699/zh/tabiclv2/data178/Employee,binclass,3722,745,931,8,2,0.8528464017185822,6.958387136459351,0.9651553630828857,ok,,3722,2512,846,364,931,0.39116281270980835,30,4.803770923254465e-06,True,False,False,5.1082763671875,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.8269230769230769,0.8241758241758241,-0.0027472527472527375,0.415956533715079,0.41819049291704113,0.0022339592019621213,0.0,Gate rejected: gate_accuracy_delta=-0.002747 <= threshold=0.000000
FOREX_audcad-hour-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audcad-hour-High,binclass,35060,7012,8765,10,2,0.7150028522532801,272.2848243713379,23.067028760910034,ok,,35060,23665,7964,3431,8765,0.5448459982872009,30,4.803770923254465e-06,True,True,True,249.3246111869812,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.711454386476246,0.7158262897114543,0.004371903235208308,0.5604348636235982,0.5570302284203259,-0.003404635203272277,0.0,Gate passed: gate_accuracy_delta=0.004372 > threshold=0.000000
FOREX_audjpy-hour-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audjpy-hour-High,binclass,35060,7012,8765,10,2,0.7086138049058757,271.984028339386,23.223817348480225,ok,,35060,23665,7964,3431,8765,0.6903141140937805,30,4.803770923254465e-06,True,False,False,248.76804065704346,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.7070824832410376,0.7053337219469542,-0.0017487612940834119,0.5760021395367236,0.5784492188444937,0.002447079307770106,0.0,Gate rejected: gate_accuracy_delta=-0.001749 <= threshold=0.000000
FOREX_cadjpy-day-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_cadjpy-day-High,binclass,1467,294,367,10,2,0.7166212534059946,3.5854265689849854,0.3975529670715332,ok,,1467,990,333,144,367,0.6878388524055481,30,4.803770923254465e-06,True,False,False,1.8719418048858643,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.8263888888888888,0.8194444444444444,-0.00694444444444442,0.43717680072165177,0.43353891199668193,-0.00363788872496984,0.0,Gate rejected: gate_accuracy_delta=-0.006944 <= threshold=0.000000
Fitness_Club_c,/home/crc00006699/zh/tabiclv2/data178/Fitness_Club_c,binclass,1200,240,300,6,2,0.7866666666666666,2.8031911849975586,0.2523326873779297,ok,,1200,810,273,117,300,0.20967237651348114,30,4.803770923254465e-06,True,False,False,1.5374131202697754,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.7606837606837606,0.7606837606837606,0.0,0.5289854094862065,0.526324409974122,-0.0026609995120845387,0.0,Gate rejected: gate_accuracy_delta=0.000000 <= threshold=0.000000
