dataset_name,dataset_dir,method,context_length,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,fit_seconds,predict_seconds,status,error,n_train_b,n_holdout_c,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_step_losses
first-order-theorem-proving,/home/crc00006699/zh/tabiclv2/data178/first-order-theorem-proving,ttt,10,multiclass,4894,979,1224,51,6,0.2344771241830065,8.250959157943726,0.7355999946594238,ok,,3670,1224,0.4971995055675506,20,1e-05,True,8.189688682556152,stratified,stratified split,"[1.0604723691940308, 1.0283409357070923, 1.0038272142410278, 0.9799631237983704, 0.9541862607002258, 0.9269534945487976, 0.8994385004043579, 0.8730306029319763, 0.8474903106689453, 0.819674551486969, 0.7897601127624512, 0.7603657245635986, 0.7315641045570374, 0.7010549306869507, 0.6686365008354187, 0.6355400085449219, 0.6017078757286072, 0.5667132139205933, 0.5318840146064758, 0.49719950556755066]"
gas-drift,/home/crc00006699/zh/tabiclv2/data178/gas-drift,baseline,10,multiclass,11128,2226,2782,128,6,0.3533429187634795,0.435971736907959,2.069610595703125,ok,,0,0,,0,,False,0.0,,,
gas-drift,/home/crc00006699/zh/tabiclv2/data178/gas-drift,ttt,10,multiclass,11128,2226,2782,128,6,0.3569374550682962,38.75902915000916,2.203158378601074,ok,,8346,2782,8.740629709791392e-06,20,1e-05,True,38.6174304485321,stratified,stratified split,"[0.016008766368031502, 0.011931019835174084, 0.009375925175845623, 0.007395548280328512, 0.005791313946247101, 0.004499330651015043, 0.003436669008806348, 0.002535542007535696, 0.0018237936310470104, 0.0012408543843775988, 0.0007889388361945748, 0.0005599310388788581, 0.00038254252285696566, 0.00023447901185136288, 0.00012234582391101867, 5.0793962145689875e-05, 2.2284946680883877e-05, 1.3818575098412111e-05, 1.0538576134422328e-05, 8.740629709791392e-06]"
gina_agnostic,/home/crc00006699/zh/tabiclv2/data178/gina_agnostic,baseline,10,binclass,2774,555,694,970,2,0.622478386167147,1.1520776748657229,3.2080578804016118,ok,,0,0,,0,,False,0.0,,,
gina_agnostic,/home/crc00006699/zh/tabiclv2/data178/gina_agnostic,ttt,10,binclass,2774,555,694,970,2,0.6181556195965417,48.09947562217712,3.4268782138824463,ok,,2080,694,0.1393237113952636,20,1e-05,True,47.24718999862671,stratified,stratified split,"[0.6217742562294006, 0.5773473978042603, 0.5452392101287842, 0.520595908164978, 0.4978851079940796, 0.4733588993549347, 0.44775280356407166, 0.42311662435531616, 0.3993998169898987, 0.37702885270118713, 0.3549756407737732, 0.3333689868450165, 0.3094811737537384, 0.28477105498313904, 0.26072219014167786, 0.2361564338207245, 0.20991945266723633, 0.1834625005722046, 0.15981440246105194, 0.13932371139526367]"
golf_play_dataset_extended,/home/crc00006699/zh/tabiclv2/data178/golf_play_dataset_extended,baseline,10,binclass,876,176,219,9,2,0.7351598173515982,0.3436400890350342,0.0909485816955566,ok,,0,0,,0,,False,0.0,,,
golf_play_dataset_extended,/home/crc00006699/zh/tabiclv2/data178/golf_play_dataset_extended,ttt,10,binclass,876,176,219,9,2,0.7397260273972602,1.7454569339752195,0.0900633335113525,ok,,657,219,7.813543197698891e-05,20,1e-05,True,1.7178893089294434,stratified,stratified split,"[0.3123944401741028, 0.28026893734931946, 0.23743343353271484, 0.18904900550842285, 0.14935341477394104, 0.11722451448440552, 0.08765752613544464, 0.0579138919711113, 0.03275126963853836, 0.016289373859763145, 0.0074198185466229916, 0.001903702155686915, 0.00044911124859936535, 0.00028991675935685635, 0.0005617546266876161, 9.436780237592757e-05, 0.0001230241177836433, 0.006384288892149925, 0.0001009255283861421, 7.813543197698891e-05]"
heloc,/home/crc00006699/zh/tabiclv2/data178/heloc,baseline,10,binclass,8000,1600,2000,22,2,0.5805,0.3336853981018066,0.715207576751709,ok,,0,0,,0,,False,0.0,,,
heloc,/home/crc00006699/zh/tabiclv2/data178/heloc,ttt,10,binclass,8000,1600,2000,22,2,0.5755,15.078721046447754,0.7253711223602295,ok,,6000,2000,0.3845516443252563,20,1e-05,True,15.040710687637327,stratified,stratified split,"[0.5899776220321655, 0.5817747712135315, 0.5667273998260498, 0.5572828054428101, 0.548832893371582, 0.5403972268104553, 0.5316440463066101, 0.5233908295631409, 0.5145444273948669, 0.5056690573692322, 0.49617481231689453, 0.48563966155052185, 0.47482070326805115, 0.46381956338882446, 0.45261719822883606, 0.4406949579715729, 0.4280824363231659, 0.41451936960220337, 0.3996618986129761, 0.38455164432525635]"
hill-valley,/home/crc00006699/zh/tabiclv2/data178/hill-valley,baseline,10,binclass,969,194,243,100,2,0.4897119341563786,0.4073998928070068,0.2282814979553222,ok,,0,0,,0,,False,0.0,,,
hill-valley,/home/crc00006699/zh/tabiclv2/data178/hill-valley,ttt,10,binclass,969,194,243,100,2,0.4814814814814814,2.529520034790039,0.2095851898193359,ok,,726,243,0.4798679947853088,20,1e-05,True,2.428713321685791,stratified,stratified split,"[0.6726453900337219, 0.6469653844833374, 0.6206423044204712, 0.5918920636177063, 0.5730713605880737, 0.5612488985061646, 0.552028477191925, 0.5444002747535706, 0.5369265079498291, 0.5296521782875061, 0.5217453241348267, 0.5145304203033447, 0.5115656852722168, 0.5037952065467834, 0.5049706101417542, 0.4990912973880768, 0.4906052350997925, 0.4936605989933014, 0.48372355103492737, 0.47986799478530884]"
house_16H,/home/crc00006699/zh/tabiclv2/data178/house_16H,baseline,10,binclass,10790,2158,2698,16,2,0.6997776130467013,0.3275222778320312,0.8177688121795654,ok,,0,0,,0,,False,0.0,,,
house_16H,/home/crc00006699/zh/tabiclv2/data178/house_16H,ttt,10,binclass,10790,2158,2698,16,2,0.690511489992587,24.26247787475586,0.8759007453918457,ok,,8092,2698,0.0818032845854759,20,1e-05,True,24.22557640075684,stratified,stratified split,"[0.2706829011440277, 0.26303157210350037, 0.2567381262779236, 0.24996550381183624, 0.24297699332237244, 0.2357560098171234, 0.22821906208992004, 0.22045788168907166, 0.21207524836063385, 0.20330601930618286, 0.1944180727005005, 0.18422110378742218, 0.1726619303226471, 0.16056771576404572, 0.14766673743724823, 0.13462433218955994, 0.12141124159097672, 0.10829968750476837, 0.09493846446275711, 0.08180328458547592]"
htru,/home/crc00006699/zh/tabiclv2/data178/htru,baseline,10,binclass,14318,2864,3580,8,2,0.9636871508379888,0.3294486999511719,0.8783953189849854,ok,,0,0,,0,,False,0.0,,,
htru,/home/crc00006699/zh/tabiclv2/data178/htru,ttt,10,binclass,14318,2864,3580,8,2,0.9631284916201116,37.80487680435181,0.9539997577667236,ok,,10738,3580,0.018657537177205,20,1e-05,True,37.77433681488037,stratified,stratified split,"[0.07367341220378876, 0.07151485234498978, 0.06992850452661514, 0.06809993088245392, 0.06597721576690674, 0.06352722644805908, 0.06072268635034561, 0.05761021748185158, 0.05405035987496376, 0.05037727952003479, 0.04698238521814346, 0.043355606496334076, 0.039439328014850616, 0.03624042496085167, 0.033256758004426956, 0.029495831578969955, 0.027923237532377243, 0.023798180744051933, 0.022499924525618553, 0.018657537177205086]"
ibm-employee-performance,/home/crc00006699/zh/tabiclv2/data178/ibm-employee-performance,baseline,10,binclass,1176,236,294,30,2,0.7653061224489796,0.3813521862030029,0.1600110530853271,ok,,0,0,,0,,False,0.0,,,
ibm-employee-performance,/home/crc00006699/zh/tabiclv2/data178/ibm-employee-performance,ttt,10,binclass,1176,236,294,30,2,0.7755102040816326,2.1463027000427246,0.1570439338684082,ok,,882,294,0.0599776729941368,20,1e-05,True,2.098338842391968,stratified,stratified split,"[0.42817363142967224, 0.4258987009525299, 0.4229409694671631, 0.4161950647830963, 0.4008510708808899, 0.3996799886226654, 0.3773041367530823, 0.3447815179824829, 0.32534217834472656, 0.29258987307548523, 0.26454365253448486, 0.24231362342834473, 0.21722635626792908, 0.18748335540294647, 0.1651766151189804, 0.1425604671239853, 0.11737989634275436, 0.09257544577121735, 0.0823209285736084, 0.05997767299413681]"
in_vehicle_coupon_recommendation,/home/crc00006699/zh/tabiclv2/data178/in_vehicle_coupon_recommendation,baseline,10,binclass,10147,2030,2537,21,2,0.4343713046905794,0.3388047218322754,0.8514759540557861,ok,,0,0,,0,,False,0.0,,,
in_vehicle_coupon_recommendation,/home/crc00006699/zh/tabiclv2/data178/in_vehicle_coupon_recommendation,ttt,10,binclass,10147,2030,2537,21,2,0.43358297201419,21.3295681476593,0.8806955814361572,ok,,7610,2537,0.3070251941680908,20,1e-05,True,21.284398794174194,stratified,stratified split,"[0.5437554717063904, 0.5238978266716003, 0.5101312398910522, 0.5025407075881958, 0.4937998056411743, 0.48388442397117615, 0.4748559296131134, 0.4660039246082306, 0.4561406672000885, 0.44597169756889343, 0.43549299240112305, 0.4248030483722687, 0.41386517882347107, 0.40154439210891724, 0.3878718316555023, 0.3733620047569275, 0.3577202558517456, 0.3414268493652344, 0.3247622847557068, 0.3070251941680908]"
internet_firewall,/home/crc00006699/zh/tabiclv2/data178/internet_firewall,baseline,10,multiclass,52425,10485,13107,7,4,0.8862439917601281,0.3260464668273926,2.9628732204437256,ok,,0,0,,0,,False,0.0,,,
internet_firewall,/home/crc00006699/zh/tabiclv2/data178/internet_firewall,ttt,10,multiclass,52425,10485,13107,7,4,0.8797589074540322,424.015124797821,3.0875682830810547,ok,,39318,13107,0.1140331625938415,20,1e-05,True,423.9725646972656,stratified,stratified split,"[0.27186256647109985, 0.17519636452198029, 0.300770103931427, 0.2082148641347885, 0.2616153955459595, 0.2176826149225235, 0.15258675813674927, 0.15085475146770477, 0.14639578759670258, 0.13558627665042877, 0.13380862772464752, 0.13200558722019196, 0.12007748335599899, 0.11773481220006943, 0.12808527052402496, 0.12295988202095032, 0.11760953813791275, 0.12552063167095184, 0.12498173862695694, 0.11403316259384155]"
internet_usage,/home/crc00006699/zh/tabiclv2/data178/internet_usage,baseline,10,multiclass,8086,1618,2022,70,46,,0.0,0.0,skip,ValueError: Cannot build a class-covering context because n_classes=46 exceeds context_length=10,0,0,,0,,False,0.0,,,
internet_usage,/home/crc00006699/zh/tabiclv2/data178/internet_usage,ttt,10,multiclass,8086,1618,2022,70,46,,0.0,0.0,skip,ValueError: Cannot build a class-covering context because n_classes=46 exceeds context_length=10,0,0,,0,,False,0.0,,,
jm1,/home/crc00006699/zh/tabiclv2/data178/jm1,baseline,10,binclass,8708,1742,2177,21,2,0.5746440055121728,0.3546040058135986,0.7456533908843994,ok,,0,0,,0,,False,0.0,,,
jm1,/home/crc00006699/zh/tabiclv2/data178/jm1,ttt,10,binclass,8708,1742,2177,21,2,0.572347266881029,17.55945086479187,0.7977004051208496,ok,,6531,2177,0.3266375064849853,20,1e-05,True,17.522680282592773,stratified,stratified split,"[0.4287664592266083, 0.44397926330566406, 0.42081218957901, 0.4143616855144501, 0.41209837794303894, 0.4071255326271057, 0.40148431062698364, 0.39796730875968933, 0.3919338285923004, 0.38648366928100586, 0.3822157084941864, 0.37698572874069214, 0.3713025152683258, 0.3659050464630127, 0.360372930765152, 0.35422006249427795, 0.3479360342025757, 0.3415032923221588, 0.33471325039863586, 0.32663750648498535]"
jungle_chess_2pcs_raw_endgame_complete,/home/crc00006699/zh/tabiclv2/data178/jungle_chess_2pcs_raw_endgame_complete,baseline,10,multiclass,35855,7171,8964,6,3,0.5460731816153503,0.332162857055664,1.9975566864013672,ok,,0,0,,0,,False,0.0,,,
jungle_chess_2pcs_raw_endgame_complete,/home/crc00006699/zh/tabiclv2/data178/jungle_chess_2pcs_raw_endgame_complete,ttt,10,multiclass,35855,7171,8964,6,3,0.5438420348058902,205.7931392192841,2.076814651489258,ok,,26891,8964,0.090973787009716,20,1e-05,True,205.7512757778168,stratified,stratified split,"[0.30432191491127014, 0.27405381202697754, 0.2518358528614044, 0.23467138409614563, 0.22207966446876526, 0.21154411137104034, 0.2021702080965042, 0.19345030188560486, 0.18505708873271942, 0.1766737699508667, 0.16825923323631287, 0.1598476767539978, 0.15133866667747498, 0.14273394644260406, 0.13398411870002747, 0.1248357966542244, 0.11610599607229233, 0.10776331275701523, 0.09935231506824493, 0.09097378700971603]"
kc1,/home/crc00006699/zh/tabiclv2/data178/kc1,baseline,10,binclass,1687,338,422,21,2,0.8222748815165877,0.3573100566864013,0.1731691360473632,ok,,0,0,,0,,False,0.0,,,
kc1,/home/crc00006699/zh/tabiclv2/data178/kc1,ttt,10,binclass,1687,338,422,21,2,0.8246445497630331,2.2849016189575195,0.1919689178466797,ok,,1265,422,0.0124461920931935,20,1e-05,True,2.251132011413574,stratified,stratified split,"[0.3677535653114319, 0.3426800072193146, 0.32507675886154175, 0.3072682023048401, 0.28815194964408875, 0.2675003111362457, 0.24644531309604645, 0.22465284168720245, 0.20077379047870636, 0.17598843574523926, 0.1510070562362671, 0.1285097748041153, 0.10276716947555542, 0.07905181497335434, 0.056516069918870926, 0.04203438013792038, 0.030675455927848816, 0.02379428781569004, 0.016813041642308235, 0.012446192093193531]"
kdd_ipums_la_97-small,/home/crc00006699/zh/tabiclv2/data178/kdd_ipums_la_97-small,baseline,10,binclass,4150,830,1038,20,2,0.6772639691714836,0.3309481143951416,0.3765859603881836,ok,,0,0,,0,,False,0.0,,,
kdd_ipums_la_97-small,/home/crc00006699/zh/tabiclv2/data178/kdd_ipums_la_97-small,ttt,10,binclass,4150,830,1038,20,2,0.6753371868978806,5.980411052703857,0.3854970932006836,ok,,3112,1038,0.1277801692485809,20,1e-05,True,5.946672201156616,stratified,stratified split,"[0.2889757752418518, 0.2801608443260193, 0.2731005549430847, 0.26668232679367065, 0.2603151500225067, 0.25527191162109375, 0.2473549097776413, 0.2396981418132782, 0.22993852198123932, 0.2200249284505844, 0.2116379588842392, 0.2027423083782196, 0.1936349719762802, 0.18317098915576935, 0.17288756370544434, 0.16212382912635803, 0.15244869887828827, 0.1441911906003952, 0.13640454411506653, 0.12778016924858093]"
kr-vs-k,/home/crc00006699/zh/tabiclv2/data178/kr-vs-k,baseline,10,multiclass,22444,4489,5612,6,18,,0.0,0.0,skip,ValueError: Cannot build a class-covering context because n_classes=18 exceeds context_length=10,0,0,,0,,False,0.0,,,
kr-vs-k,/home/crc00006699/zh/tabiclv2/data178/kr-vs-k,ttt,10,multiclass,22444,4489,5612,6,18,,0.0,0.0,skip,ValueError: Cannot build a class-covering context because n_classes=18 exceeds context_length=10,0,0,,0,,False,0.0,,,
kropt,/home/crc00006699/zh/tabiclv2/data178/kropt,baseline,10,multiclass,22444,4489,5612,6,18,,0.0,0.0,skip,ValueError: Cannot build a class-covering context because n_classes=18 exceeds context_length=10,0,0,,0,,False,0.0,,,
kropt,/home/crc00006699/zh/tabiclv2/data178/kropt,ttt,10,multiclass,22444,4489,5612,6,18,,0.0,0.0,skip,ValueError: Cannot build a class-covering context because n_classes=18 exceeds context_length=10,0,0,,0,,False,0.0,,,
led24,/home/crc00006699/zh/tabiclv2/data178/led24,baseline,10,multiclass,2560,512,640,24,10,0.2578125,0.3454988002777099,0.260159969329834,ok,,0,0,,0,,False,0.0,,,
led24,/home/crc00006699/zh/tabiclv2/data178/led24,ttt,10,multiclass,2560,512,640,24,10,0.2546875,3.3878490924835205,0.2789869308471679,ok,,1920,640,0.4598007798194885,20,1e-05,True,3.3400049209594727,stratified,stratified split,"[0.8003215789794922, 0.7795042395591736, 0.7602095007896423, 0.7422239780426025, 0.7251772880554199, 0.7087787985801697, 0.6929680109024048, 0.6778180003166199, 0.6632972359657288, 0.6488144397735596, 0.6335031986236572, 0.6173620223999023, 0.6008066534996033, 0.5838850736618042, 0.5664957761764526, 0.5482245087623596, 0.5287697315216064, 0.5074712038040161, 0.48452329635620117, 0.4598007798194885]"
led7,/home/crc00006699/zh/tabiclv2/data178/led7,baseline,10,multiclass,2560,512,640,7,10,0.5671875,0.3235728740692138,0.1752049922943115,ok,,0,0,,0,,False,0.0,,,
led7,/home/crc00006699/zh/tabiclv2/data178/led7,ttt,10,multiclass,2560,512,640,7,10,0.5671875,3.136188268661499,0.1878669261932373,ok,,1920,640,0.7120028734207153,20,1e-05,True,3.1127772331237797,stratified,stratified split,"[0.8927316665649414, 0.8705452680587769, 0.8539372682571411, 0.839715301990509, 0.8269945383071899, 0.8159765005111694, 0.806280791759491, 0.7974863648414612, 0.7893553972244263, 0.7816014289855957, 0.7741806507110596, 0.7670770883560181, 0.7600089311599731, 0.7528323531150818, 0.7458428144454956, 0.7393835186958313, 0.7330615520477295, 0.7264589667320251, 0.7194176912307739, 0.7120028734207153]"
letter,/home/crc00006699/zh/tabiclv2/data178/letter,baseline,10,multiclass,16000,3200,4000,15,26,,0.0,0.0,skip,ValueError: Cannot build a class-covering context because n_classes=26 exceeds context_length=10,0,0,,0,,False,0.0,,,
letter,/home/crc00006699/zh/tabiclv2/data178/letter,ttt,10,multiclass,16000,3200,4000,15,26,,0.0,0.0,skip,ValueError: Cannot build a class-covering context because n_classes=26 exceeds context_length=10,0,0,,0,,False,0.0,,,
madeline,/home/crc00006699/zh/tabiclv2/data178/madeline,baseline,10,binclass,2512,503,628,259,2,0.482484076433121,0.5296709537506104,1.036991834640503,ok,,0,0,,0,,False,0.0,,,
madeline,/home/crc00006699/zh/tabiclv2/data178/madeline,ttt,10,binclass,2512,503,628,259,2,0.4761146496815286,10.416610956192017,1.047137975692749,ok,,1884,628,0.6931330561637878,20,1e-05,True,10.192630290985107,stratified,stratified split,"[0.6933916807174683, 0.6935575604438782, 0.6932064890861511, 0.6931332349777222, 0.6932174563407898, 0.6931653618812561, 0.6931259632110596, 0.6931673288345337, 0.693167507648468, 0.6931343674659729, 0.6931261420249939, 0.6931371688842773, 0.6931448578834534, 0.6931411623954773, 0.6931315660476685, 0.6931260228157043, 0.693128228187561, 0.693134069442749, 0.69313645362854, 0.6931330561637878]"
mammography,/home/crc00006699/zh/tabiclv2/data178/mammography,baseline,10,binclass,8946,1790,2237,6,2,0.9807778274474744,0.3366122245788574,0.4091119766235351,ok,,0,0,,0,,False,0.0,,,
mammography,/home/crc00006699/zh/tabiclv2/data178/mammography,ttt,10,binclass,8946,1790,2237,6,2,0.979436745641484,16.83889365196228,0.4650056362152099,ok,,6709,2237,0.0061757336370646,20,1e-05,True,16.811027765274048,stratified,stratified split,"[0.045744020491838455, 0.04258286580443382, 0.039780691266059875, 0.037042222917079926, 0.034354068338871, 0.03169318288564682, 0.028857838362455368, 0.025702808052301407, 0.022305253893136978, 0.01867489144206047, 0.015107315964996815, 0.012228619307279587, 0.01023022085428238, 0.008970134891569614, 0.008172089233994484, 0.007523353677242994, 0.00702302809804678, 0.0066347867250442505, 0.006334543228149414, 0.006175733637064695]"
maternal_health_risk,/home/crc00006699/zh/tabiclv2/data178/maternal_health_risk,baseline,10,multiclass,811,163,203,6,3,0.5024630541871922,0.331763744354248,0.0822126865386962,ok,,0,0,,0,,False,0.0,,,
maternal_health_risk,/home/crc00006699/zh/tabiclv2/data178/maternal_health_risk,ttt,10,multiclass,811,163,203,6,3,0.4926108374384236,1.531888484954834,0.0804586410522461,ok,,608,203,0.3778471946716308,20,1e-05,True,1.5101211071014404,stratified,stratified split,"[0.7884319424629211, 0.6660819053649902, 0.9337448477745056, 0.7678665518760681, 0.6234002709388733, 0.6247161030769348, 0.6082031726837158, 0.5719748735427856, 0.5547109842300415, 0.5365475416183472, 0.5187245011329651, 0.4989420175552368, 0.4781235158443451, 0.4625301659107208, 0.44677734375, 0.4318220317363739, 0.41868704557418823, 0.4040525555610657, 0.3916074335575104, 0.37784719467163086]"
mfeat-factors,/home/crc00006699/zh/tabiclv2/data178/mfeat-factors,baseline,10,multiclass,1600,320,400,216,10,0.6725,0.5012388229370117,0.6230075359344482,ok,,0,0,,0,,False,0.0,,,
mfeat-factors,/home/crc00006699/zh/tabiclv2/data178/mfeat-factors,ttt,10,multiclass,1600,320,400,216,10,0.67,5.853314399719238,0.6446950435638428,ok,,1200,400,6.847600161563605e-05,20,1e-05,True,5.658701419830322,stratified,stratified split,"[0.2700404226779938, 0.20032216608524323, 0.15339845418930054, 0.11067026853561401, 0.0728069618344307, 0.04316357150673866, 0.02199343405663967, 0.009360046125948429, 0.0035796286538243294, 0.0015197889879345894, 0.0007571154274046421, 0.00043428008211776614, 0.00027489924104884267, 0.0001906384713947773, 0.00014357555483002216, 0.00011628480569925159, 9.97846364043653e-05, 8.846424316288903e-05, 7.856028969399631e-05, 6.847600161563605e-05]"
mfeat-fourier,/home/crc00006699/zh/tabiclv2/data178/mfeat-fourier,baseline,10,multiclass,1600,320,400,76,10,0.5225,0.3862867355346679,0.2672138214111328,ok,,0,0,,0,,False,0.0,,,
mfeat-fourier,/home/crc00006699/zh/tabiclv2/data178/mfeat-fourier,ttt,10,multiclass,1600,320,400,76,10,0.505,3.1079447269439697,0.2707102298736572,ok,,1200,400,0.0004670010821428,20,1e-05,True,3.031996726989746,stratified,stratified split,"[0.2853756844997406, 0.25288668274879456, 0.22434112429618835, 0.19652466475963593, 0.16859586536884308, 0.14095045626163483, 0.11414014548063278, 0.08905710279941559, 0.06565579026937485, 0.044946737587451935, 0.029366783797740936, 0.01760360412299633, 0.008646509610116482, 0.00502913910895586, 0.003119559260085225, 0.0018264555837959051, 0.0011948111932724714, 0.0008337083272635937, 0.000603905355092138, 0.000467001082142815]"
mfeat-karhunen,/home/crc00006699/zh/tabiclv2/data178/mfeat-karhunen,baseline,10,multiclass,1600,320,400,64,10,0.5875,0.3746998310089111,0.2431631088256836,ok,,0,0,,0,,False,0.0,,,
mfeat-karhunen,/home/crc00006699/zh/tabiclv2/data178/mfeat-karhunen,ttt,10,multiclass,1600,320,400,64,10,0.5775,3.050818681716919,0.2298429012298584,ok,,1200,400,1.3595614291261882e-05,20,1e-05,True,2.9876956939697266,stratified,stratified split,"[0.03801912069320679, 0.023189546540379524, 0.010607374832034111, 0.003498040372505784, 0.0014287467347458005, 0.0007167647709138691, 0.0004049577109981328, 0.00024315467453561723, 0.00015311194874811918, 0.000101419587736018, 7.04411868355237e-05, 5.117028558743186e-05, 3.8869024137966335e-05, 3.0755520128877833e-05, 2.522004615457263e-05, 2.133821544703096e-05, 1.8539711163612083e-05, 1.6457290257676505e-05, 1.4862651369185187e-05, 1.3595614291261882e-05]"
mfeat-morphological,/home/crc00006699/zh/tabiclv2/data178/mfeat-morphological,baseline,10,multiclass,1600,320,400,6,10,0.59,0.3332903385162353,0.1231782436370849,ok,,0,0,,0,,False,0.0,,,
mfeat-morphological,/home/crc00006699/zh/tabiclv2/data178/mfeat-morphological,ttt,10,multiclass,1600,320,400,6,10,0.595,1.922469139099121,0.1257193088531494,ok,,1200,400,0.6565271615982056,20,1e-05,True,1.9003281593322756,stratified,stratified split,"[0.8185904026031494, 0.7995312213897705, 0.7824880480766296, 0.7735190391540527, 0.7587249279022217, 0.7498123645782471, 0.7382259964942932, 0.7376244068145752, 0.7319997549057007, 0.7138744592666626, 0.7123551964759827, 0.7070124745368958, 0.6988376379013062, 0.6876782178878784, 0.6966078281402588, 0.699221134185791, 0.6737167835235596, 0.6655771732330322, 0.6697067022323608, 0.6565271615982056]"
mfeat-pixel,/home/crc00006699/zh/tabiclv2/data178/mfeat-pixel,baseline,10,multiclass,1600,320,400,240,10,0.6125,0.6192514896392822,0.7324628829956055,ok,,0,0,,0,,False,0.0,,,
mfeat-pixel,/home/crc00006699/zh/tabiclv2/data178/mfeat-pixel,ttt,10,multiclass,1600,320,400,240,10,0.6025,6.6565587520599365,0.7573654651641846,ok,,1200,400,1.7043776097125374e-05,20,1e-05,True,6.333873748779297,stratified,stratified split,"[0.10506334155797958, 0.06878013163805008, 0.045227088034152985, 0.02815025858581066, 0.015164787881076336, 0.007005415391176939, 0.003403677837923169, 0.0016940815839916468, 0.0007552166352979839, 0.0003702415560837835, 0.0002081649872707203, 0.0001298552961088717, 8.780398638918996e-05, 6.346182635752484e-05, 4.838322274736129e-05, 3.822031430900097e-05, 3.0737617635168135e-05, 2.4956420020316727e-05, 2.046937879640609e-05, 1.7043776097125374e-05]"
mfeat-zernike,/home/crc00006699/zh/tabiclv2/data178/mfeat-zernike,baseline,10,multiclass,1600,320,400,47,10,0.47,0.3555903434753418,0.2609219551086426,ok,,0,0,,0,,False,0.0,,,
mfeat-zernike,/home/crc00006699/zh/tabiclv2/data178/mfeat-zernike,ttt,10,multiclass,1600,320,400,47,10,0.4725,2.5419347286224365,0.2682547569274902,ok,,1200,400,0.1749688535928726,20,1e-05,True,2.49074935913086,stratified,stratified split,"[1.2806123495101929, 1.1471065282821655, 1.0852073431015015, 1.0155401229858398, 0.9462282061576843, 0.8878996968269348, 0.8297958970069885, 0.7670449018478394, 0.7085841298103333, 0.6496532559394836, 0.5908833742141724, 0.5339547991752625, 0.47500380873680115, 0.4197063744068146, 0.3669899106025696, 0.3197348713874817, 0.27722036838531494, 0.23682649433612823, 0.20306266844272614, 0.17496885359287262]"
mice_protein_expression,/home/crc00006699/zh/tabiclv2/data178/mice_protein_expression,baseline,10,multiclass,864,173,216,75,8,0.412037037037037,0.3759946823120117,0.174232006072998,ok,,0,0,,0,,False,0.0,,,
mice_protein_expression,/home/crc00006699/zh/tabiclv2/data178/mice_protein_expression,ttt,10,multiclass,864,173,216,75,8,0.412037037037037,2.114462614059448,0.1705400943756103,ok,,648,216,9.260774618269352e-07,20,1e-05,True,2.0389363765716557,stratified,stratified split,"[0.00180207344237715, 0.00020437233615666628, 8.211126987589523e-05, 3.9472270145779476e-05, 2.1614016077364795e-05, 1.3233690879133064e-05, 8.906496077543125e-06, 6.45082036498934e-06, 4.916114448860753e-06, 3.868128715112107e-06, 3.1181425583781675e-06, 2.556336994530284e-06, 2.135808244929649e-06, 1.812958998925751e-06, 1.5646118072254467e-06, 1.3709001223105588e-06, 1.227409484272357e-06, 1.1048899750676355e-06, 1.0055498478322988e-06, 9.260774618269352e-07]"
microaggregation2,/home/crc00006699/zh/tabiclv2/data178/microaggregation2,baseline,10,multiclass,16000,3200,4000,20,5,0.45475,0.3339390754699707,1.2963390350341797,ok,,0,0,,0,,False,0.0,,,
microaggregation2,/home/crc00006699/zh/tabiclv2/data178/microaggregation2,ttt,10,multiclass,16000,3200,4000,20,5,0.453,48.09389925003052,1.306004524230957,ok,,12000,4000,0.7203487753868103,20,1e-05,True,48.047205209732056,stratified,stratified split,"[0.9340723156929016, 0.9203811287879944, 0.9090162515640259, 0.898723304271698, 0.8886914849281311, 0.8790310621261597, 0.8700866103172302, 0.8603827953338623, 0.8510527610778809, 0.841665506362915, 0.8320391774177551, 0.8224079608917236, 0.8122221231460571, 0.80174720287323, 0.7901931405067444, 0.7778727412223816, 0.7644821405410767, 0.7504030466079712, 0.7357816100120544, 0.7203487753868103]"
mobile_c36_oversampling,/home/crc00006699/zh/tabiclv2/data178/mobile_c36_oversampling,baseline,10,binclass,41408,8282,10352,6,2,0.7352202472952086,0.3462882041931152,1.7544286251068115,ok,,0,0,,0,,False,0.0,,,
mobile_c36_oversampling,/home/crc00006699/zh/tabiclv2/data178/mobile_c36_oversampling,ttt,10,binclass,41408,8282,10352,6,2,0.7339644513137558,269.8180568218231,1.8694500923156736,ok,,31056,10352,0.0028217327781021,20,1e-05,True,269.78275513648987,stratified,stratified split,"[0.03714771196246147, 0.03279824182391167, 0.02992982789874077, 0.02652163617312908, 0.02413114346563816, 0.022150836884975433, 0.020054085180163383, 0.01812603883445263, 0.01619706116616726, 0.014443991705775261, 0.012920090928673744, 0.011313201859593391, 0.009951814077794552, 0.008715617470443249, 0.007465234491974115, 0.006283270660787821, 0.005229251459240913, 0.004391625989228487, 0.0035998744424432516, 0.0028217327781021595]"
mozilla4,/home/crc00006699/zh/tabiclv2/data178/mozilla4,baseline,10,binclass,12436,2488,3109,4,2,0.745255709231264,0.3453664779663086,0.3417315483093261,ok,,0,0,,0,,False,0.0,,,
