dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_baseline_accuracy,ttt_val_best_roc_auc,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason
national-longitudinal-survey-binary,/home/crc00006699/zh/tabiclv2/data178/national-longitudinal-survey-binary,binclass,3926,786,982,16,2,1.0,1.0,1.0,1.0,1.530838540184228e-05,24.394461154937744,0.7379934787750244,ok,,3926,3140,0,982,,60,5e-06,True,24.39414143562317,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,
one-hundred-plants-margin,/home/crc00006699/zh/tabiclv2/data178/one-hundred-plants-margin,multiclass,0,0,0,0,0,,,,,,0.0,0.0,fail,RuntimeError: Failed to generate a valid legacy codebook,0,0,0,0,,0,,False,0.0,,,0,0,,,,0,False,False,
one-hundred-plants-texture,/home/crc00006699/zh/tabiclv2/data178/one-hundred-plants-texture,multiclass,0,0,0,0,0,,,,,,0.0,0.0,fail,RuntimeError: Failed to generate a valid legacy codebook,0,0,0,0,,0,,False,0.0,,,0,0,,,,0,False,False,
optdigits,/home/crc00006699/zh/tabiclv2/data178/optdigits,multiclass,4496,900,1124,64,10,0.9955516014234876,0.99555538332432,0.9955512360787162,0.9999779635799844,0.0161054278720504,36.06475949287415,1.5616958141326904,ok,,4496,3596,0,1124,,60,5e-06,True,36.06444597244263,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,
page-blocks,/home/crc00006699/zh/tabiclv2/data178/page-blocks,multiclass,4378,876,1095,10,5,0.9808219178082191,0.9805052424847732,0.9031709907246196,0.9937154097311426,0.0891412292288793,54.23324799537659,0.648728609085083,ok,,4378,3502,0,1095,,60,5e-06,True,54.2329306602478,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,
pc3,/home/crc00006699/zh/tabiclv2/data178/pc3,binclass,1250,250,313,37,2,0.8977635782747604,0.8552497244472438,0.513845640569395,0.8285142348754448,0.2709184207889987,22.10338449478149,0.4508087635040283,ok,,1250,1000,0,313,,30,5e-06,True,22.10302734375,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,
pendigits,/home/crc00006699/zh/tabiclv2/data178/pendigits,multiclass,8793,1759,2199,16,10,0.9972714870395636,0.997273276642423,0.9972681553840104,0.999717841229697,0.0135441655011733,64.57380652427673,1.3857812881469729,ok,,8793,7034,0,2199,,120,5e-06,True,64.57343649864197,tabpfn_finetune_epoch_chunks,dataset_val_split,30,4,tabpfn_finetuning_api,,,0,False,False,
pol,/home/crc00006699/zh/tabiclv2/data178/pol,binclass,8065,1613,2017,26,2,0.9910758552305404,0.9910756578038038,0.9910783110733556,0.9997748438655276,0.0205595820621835,89.54614448547363,1.5003836154937744,ok,,8065,6452,0,2017,,120,5e-06,True,89.5458312034607,tabpfn_finetune_epoch_chunks,dataset_val_split,30,4,tabpfn_finetuning_api,,,0,False,False,
qsar,/home/crc00006699/zh/tabiclv2/data178/qsar,binclass,844,169,211,40,2,0.90521327014218,0.9032571176712376,0.8765090543259557,0.9529175050301812,0.264879796084233,31.04600596427917,0.4784193038940429,ok,,844,675,0,211,,30,5e-06,True,31.045685052871704,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,
ringnorm,/home/crc00006699/zh/tabiclv2/data178/ringnorm,binclass,5920,1184,1480,20,2,0.981081081081081,0.9810783854433192,0.981002682855113,0.9975070815321312,0.0545699824145639,43.85378980636597,1.031755447387695,ok,,5920,4736,0,1480,,90,5e-06,True,43.85347151756287,tabpfn_finetune_epoch_chunks,dataset_val_split,30,3,tabpfn_finetuning_api,,,0,False,False,
satimage,/home/crc00006699/zh/tabiclv2/data178/satimage,multiclass,5144,1029,1286,36,6,0.9362363919129082,0.9347522804748856,0.916985233618744,0.9956740118226416,0.1515937798393698,46.18593096733093,1.2499349117279053,ok,,5144,4115,0,1286,,90,5e-06,True,46.185609340667725,tabpfn_finetune_epoch_chunks,dataset_val_split,30,3,tabpfn_finetuning_api,,,0,False,False,
seismic+bumps,/home/crc00006699/zh/tabiclv2/data178/seismic+bumps,binclass,2067,414,517,18,2,0.920696324951644,0.8956622859046206,0.4927536231884058,0.6815247838265741,0.2579640390040952,83.97939491271973,0.6470417976379395,ok,,2067,1653,0,517,,30,5e-06,True,83.97907638549805,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,
shuttle,/home/crc00006699/zh/tabiclv2/data178/shuttle,multiclass,0,0,0,0,0,,,,,,0.0,0.0,fail,"ValueError: The least populated class in y has only 1 member, which is too few. The minimum number of groups for any class cannot be less than 2.",0,0,0,0,,0,,False,0.0,,,0,0,,,,0,False,False,
splice,/home/crc00006699/zh/tabiclv2/data178/splice,multiclass,2552,511,638,60,3,0.9608150470219436,0.9606908002611791,0.9515473863261316,0.99645730645305,0.0997539548044055,52.48772048950195,1.188903570175171,ok,,2552,2041,0,638,,60,5e-06,True,52.48737859725952,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,
statlog,/home/crc00006699/zh/tabiclv2/data178/statlog,binclass,800,160,200,20,2,0.73,0.7165280665280664,0.6404761904761905,0.765,0.5154607170959963,27.56127238273621,0.4645960330963135,ok,,800,640,0,200,,30,5e-06,True,27.56094002723694,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,
sylvine,/home/crc00006699/zh/tabiclv2/data178/sylvine,binclass,4099,820,1025,20,2,0.9717073170731708,0.9717073170731708,0.9717082419590644,0.9978146320662769,0.0574116581637225,34.08273267745972,0.776017427444458,ok,,4099,3279,0,1025,,60,5e-06,True,34.08235788345337,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,
telco-customer-churn,/home/crc00006699/zh/tabiclv2/data178/telco-customer-churn,binclass,5634,1127,1409,18,2,0.8055358410220014,0.7899230743547843,0.692602495543672,0.8519439923531996,0.4097366927308592,92.15150690078735,1.0009841918945312,ok,,5634,4507,0,1409,,90,5e-06,True,92.15112900733948,tabpfn_finetune_epoch_chunks,dataset_val_split,30,3,tabpfn_finetuning_api,,,0,False,False,
thyroid,/home/crc00006699/zh/tabiclv2/data178/thyroid,multiclass,5760,1152,1440,21,3,0.99375,0.9937540487789204,0.9639421526143206,0.9997339289314882,0.0157243674060481,133.292377948761,1.0304625034332275,ok,,5760,4608,0,1440,,90,5e-06,True,133.29200077056885,tabpfn_finetune_epoch_chunks,dataset_val_split,30,3,tabpfn_finetuning_api,,,0,False,False,
thyroid-dis,/home/crc00006699/zh/tabiclv2/data178/thyroid-dis,multiclass,2240,448,560,26,5,0.6946428571428571,0.6727687298630195,0.4046904166170221,0.877976485587233,0.7117337704143134,24.964118242263797,0.7917711734771729,ok,,2240,1792,0,560,,30,5e-06,True,24.96373224258423,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,
twonorm,/home/crc00006699/zh/tabiclv2/data178/twonorm,binclass,5920,1184,1480,20,2,0.9777027027027028,0.9777025500087502,0.9777072273689325,0.9985189892603894,0.0513588139311824,45.549835205078125,1.0369014739990234,ok,,5920,4736,0,1480,,90,5e-06,True,45.5494544506073,tabpfn_finetune_epoch_chunks,dataset_val_split,30,3,tabpfn_finetuning_api,,,0,False,False,
volkert,/home/crc00006699/zh/tabiclv2/data178/volkert,multiclass,46648,9330,11662,180,10,0.8020065168924713,0.7997750831119868,0.7736770391871449,0.9747145521153592,0.57428466411142,1727.8516156673431,30.926247358322144,ok,,46648,37318,0,11662,,570,5e-06,True,1727.851190328598,tabpfn_finetune_epoch_chunks,dataset_val_split,30,19,tabpfn_finetuning_api,,,0,False,False,
wall-robot-navigation,/home/crc00006699/zh/tabiclv2/data178/wall-robot-navigation,multiclass,4364,873,1092,24,4,0.9844322344322344,0.9844652747226728,0.986136878994022,0.999763638167724,0.0380701944542824,53.83354949951172,0.8730146884918213,ok,,4364,3491,0,1092,,60,5e-06,True,53.83306121826172,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,
waveform-5000,/home/crc00006699/zh/tabiclv2/data178/waveform-5000,multiclass,4000,800,1000,40,3,0.866,0.8659006961916568,0.8661816144967435,0.9784008241484984,0.258665275004761,30.801515102386475,1.2407419681549072,ok,,4000,3200,0,1000,,60,5e-06,True,30.80119061470032,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,
waveform_database_generator_version_1,/home/crc00006699/zh/tabiclv2/data178/waveform_database_generator_version_1,multiclass,4000,800,1000,21,3,0.868,0.8676368036748386,0.8678152910752676,0.9721576516627064,0.2946086972331225,26.4097752571106,0.8443160057067871,ok,,4000,3200,0,1000,,60,5e-06,True,26.409363746643063,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,
wine,/home/crc00006699/zh/tabiclv2/data178/wine,binclass,2043,409,511,4,2,0.7788649706457925,0.7774675444331128,0.7790211397058824,0.867202818627451,0.4565937234630948,34.51241588592529,0.6414825916290283,ok,,2043,1634,0,511,,30,5e-06,True,34.512085914611816,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,
wine-quality-white,/home/crc00006699/zh/tabiclv2/data178/wine-quality-white,multiclass,3918,784,980,11,7,0.6448979591836734,0.6330881358536112,0.3624490752252166,0.8941517839698563,0.823806697707309,26.248555421829224,0.6534812450408936,ok,,3918,3134,0,980,,60,5e-06,True,26.248136520385746,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,
Amazon_employee_access,/home/crc00006699/zh/tabiclv2/data178/Amazon_employee_access,binclass,26215,5243,6554,7,2,0.9458346048214832,0.9299470619094712,0.5737641139585314,0.8231091835535663,0.1736074450261855,258.6032073497772,5.277316331863403,ok,,26215,20972,0,6554,,330,5e-06,True,254.42387533187863,tabpfn_finetune_epoch_chunks,dataset_val_split,30,11,tabpfn_finetuning_api,,,0,False,False,
BNG(breast-w),/home/crc00006699/zh/tabiclv2/data178/BNG(breast-w),binclass,31492,6299,7874,9,2,0.9888239776479552,0.9888336893795856,0.9884971288920048,0.9991452963964728,0.0334395126818577,266.31517004966736,7.329121112823486,ok,,31492,25193,0,7874,,390,5e-06,True,266.3145425319672,tabpfn_finetune_epoch_chunks,dataset_val_split,30,13,tabpfn_finetuning_api,,,0,False,False,
BNG(tic-tac-toe),/home/crc00006699/zh/tabiclv2/data178/BNG(tic-tac-toe),binclass,31492,6299,7874,9,2,0.8182626365252731,0.8155721024824271,0.7867013376816938,0.8846222938313365,0.4022456901212295,331.78463673591614,7.371370077133179,ok,,31492,25193,0,7874,,390,5e-06,True,331.78428196907043,tabpfn_finetune_epoch_chunks,dataset_val_split,30,13,tabpfn_finetuning_api,,,0,False,False,
Basketball_c,/home/crc00006699/zh/tabiclv2/data178/Basketball_c,binclass,1072,215,268,11,2,0.7052238805970149,0.7037074294809892,0.6826718639262934,0.7361209544058588,0.5830183218674987,60.59039521217346,0.4337725639343261,ok,,1072,857,0,268,,30,5e-06,True,60.59000897407532,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,
Cardiovascular-Disease-dataset,/home/crc00006699/zh/tabiclv2/data178/Cardiovascular-Disease-dataset,binclass,56000,11200,14000,11,2,0.7337857142857143,0.7335355255532457,0.7337682804141323,0.7986594750724816,0.5489858159657298,505.9958407878876,19.583786249160767,ok,,56000,44800,0,14000,,690,5e-06,True,505.99541687965393,tabpfn_finetune_epoch_chunks,dataset_val_split,30,23,tabpfn_finetuning_api,,,0,False,False,
Credit_c,/home/crc00006699/zh/tabiclv2/data178/Credit_c,multiclass,80000,16000,20000,22,3,0.8115,0.8115638786517017,0.8163507232182664,0.925229910823766,0.4523225300877256,763.1872019767761,28.689239740371704,ok,,80000,64000,0,20000,,960,5e-06,True,763.1866292953491,tabpfn_finetune_epoch_chunks,dataset_val_split,30,32,tabpfn_finetuning_api,,,0,False,False,
Diabetic_Retinopathy_Debrecen,/home/crc00006699/zh/tabiclv2/data178/Diabetic_Retinopathy_Debrecen,binclass,920,184,231,19,2,0.7532467532467533,0.7531724089863625,0.7519196025293586,0.8352905751279736,0.4947486724975797,22.9951765537262,0.4555654525756836,ok,,920,736,0,231,,30,5e-06,True,22.99473476409912,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,
Employee,/home/crc00006699/zh/tabiclv2/data178/Employee,binclass,3722,745,931,8,2,0.8560687432867884,0.8500185951104708,0.8099734042553192,0.863149549918167,0.3643589896575712,84.81876611709595,0.5817341804504395,ok,,3722,2977,0,931,,60,5e-06,True,84.81838154792786,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,
FOREX_audcad-day-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audcad-day-High,binclass,1467,294,367,10,2,0.7493188010899182,0.7491958524013144,0.7490494861284382,0.8344323649973266,0.5037358450140096,29.32784652709961,0.4401955604553222,ok,,1467,1173,0,367,,30,5e-06,True,29.327508687973022,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,
FOREX_audchf-day-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audchf-day-High,binclass,1466,294,367,10,2,0.771117166212534,0.7707190203375246,0.7717430048119764,0.8387393809778412,0.4984918300045662,43.50904130935669,0.5041823387145996,ok,,1466,1172,0,367,,30,5e-06,True,43.50873017311096,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,
FOREX_audjpy-hour-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audjpy-hour-High,binclass,35060,7012,8765,10,2,0.7220764403879064,0.7218559036100821,0.7213188754773956,0.8015775589094887,0.5405947191814847,652.3032698631287,8.73100209236145,ok,,35060,28048,0,8765,,450,5e-06,True,652.3028883934021,tabpfn_finetune_epoch_chunks,dataset_val_split,30,15,tabpfn_finetuning_api,,,0,False,False,
FOREX_audusd-hour-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audusd-hour-High,binclass,35060,7012,8765,10,2,0.711123787792356,0.7110830992497099,0.7099717926245337,0.7889377618414705,0.5530039417821923,488.0260064601898,8.721430540084839,ok,,35060,28048,0,8765,,450,5e-06,True,488.02562832832336,tabpfn_finetune_epoch_chunks,dataset_val_split,30,15,tabpfn_finetuning_api,,,0,False,False,
FOREX_cadjpy-hour-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_cadjpy-hour-High,binclass,35060,7012,8765,10,2,0.7177410154021677,0.7173938305682567,0.7166136894039323,0.7904363476780663,0.5554948361270396,858.3019833564758,8.720503568649292,ok,,35060,28048,0,8765,,450,5e-06,True,858.3016483783722,tabpfn_finetune_epoch_chunks,dataset_val_split,30,15,tabpfn_finetuning_api,,,0,False,False,
Fitness_Club_c,/home/crc00006699/zh/tabiclv2/data178/Fitness_Club_c,binclass,1200,240,300,6,2,0.7933333333333333,0.7905229075603044,0.743099006256901,0.8268047741731953,0.4531317347291748,22.753589153289795,0.4419858455657959,ok,,1200,960,0,300,,30,5e-06,True,22.753084897994995,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001,/home/crc00006699/zh/tabiclv2/data178/GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001,binclass,1280,256,320,20,2,0.690625,0.6904768883547792,0.690625,0.7603125000000001,0.5479384801056785,86.64120388031006,0.4645059108734131,ok,,1280,1024,0,320,,30,5e-06,True,86.64087414741516,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,
GesturePhaseSegmentationProcessed,/home/crc00006699/zh/tabiclv2/data178/GesturePhaseSegmentationProcessed,multiclass,7898,1580,1975,32,5,0.8202531645569621,0.8189805357496691,0.7930515475672615,0.9590159174694436,0.5338238718502725,84.92605185508728,1.6425294876098633,ok,,7898,6318,0,1975,,120,5e-06,True,84.92567896842957,tabpfn_finetune_epoch_chunks,dataset_val_split,30,4,tabpfn_finetuning_api,,,0,False,False,
IBM_HR_Analytics_Employee_Attrition_and_Performance,/home/crc00006699/zh/tabiclv2/data178/IBM_HR_Analytics_Employee_Attrition_and_Performance,binclass,1176,236,294,31,2,0.8741496598639455,0.8543817627578802,0.6580670169695926,0.8412438625204582,0.3333827317005002,78.22131490707397,0.4504446983337402,ok,,1176,940,0,294,,30,5e-06,True,78.22092366218567,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,
Indian_pines,/home/crc00006699/zh/tabiclv2/data178/Indian_pines,multiclass,7315,1463,1829,220,8,0.9770366320393656,0.9770307709477296,0.9884007936507936,0.9995477007083062,0.0735753230699594,1656.0224714279177,6.187761306762695,ok,,7315,5852,0,1829,,90,5e-06,True,1656.02205991745,tabpfn_finetune_epoch_chunks,dataset_val_split,30,3,tabpfn_finetuning_api,,,0,False,False,
KDDCup09_upselling,/home/crc00006699/zh/tabiclv2/data178/KDDCup09_upselling,binclass,4102,821,1026,49,2,0.817738791423002,0.8162288906321388,0.8177387914230019,0.9121097089702814,0.3541403277364559,48.43594622612,1.3521547317504885,ok,,4102,3281,0,1026,,60,5e-06,True,48.435500144958496,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,
MagicTelescope,/home/crc00006699/zh/tabiclv2/data178/MagicTelescope,binclass,15216,3044,3804,9,2,0.8951104100946372,0.8939504088019063,0.8751695707360007,0.9480646811585242,0.2609161852343592,479.1612823009491,2.385986566543579,ok,,15216,12172,0,3804,,210,5e-06,True,479.1609580516815,tabpfn_finetune_epoch_chunks,dataset_val_split,30,7,tabpfn_finetuning_api,,,0,False,False,
Mobile_Price_Classification,/home/crc00006699/zh/tabiclv2/data178/Mobile_Price_Classification,multiclass,1600,320,400,20,4,0.9675,0.9674734177825642,0.9675,0.9995083333333332,0.0641477043843079,23.34325480461121,0.4497213363647461,ok,,1600,1280,0,400,,30,5e-06,True,23.342830419540405,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,
PhishingWebsites,/home/crc00006699/zh/tabiclv2/data178/PhishingWebsites,binclass,8844,1769,2211,30,2,0.9787426503844414,0.9787299397526986,0.9778929524693712,0.9983214244267976,0.0521010834828007,159.64989066123962,1.8469054698944087,ok,,8844,7075,0,2211,,120,5e-06,True,159.64957523345947,tabpfn_finetune_epoch_chunks,dataset_val_split,30,4,tabpfn_finetuning_api,,,0,False,False,
Pima_Indians_Diabetes_Database,/home/crc00006699/zh/tabiclv2/data178/Pima_Indians_Diabetes_Database,binclass,614,123,154,8,2,0.7532467532467533,0.7448082577799559,0.7035185185185185,0.8588888888888889,0.4614293075027772,52.80183935165405,0.4570341110229492,ok,,614,491,0,154,,30,5e-06,True,52.80151057243347,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,
Pumpkin_Seeds,/home/crc00006699/zh/tabiclv2/data178/Pumpkin_Seeds,binclass,2000,400,500,12,2,0.882,0.881910531108713,0.8812500000000001,0.944727564102564,0.3073340714325129,40.94779467582703,0.7174303531646729,ok,,2000,1600,0,500,,30,5e-06,True,40.94743037223816,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,
Rain_in_Australia,/home/crc00006699/zh/tabiclv2/data178/Rain_in_Australia,multiclass,116368,23274,29092,18,3,0.8565241303451121,0.8521874470365511,0.7244694346639856,0.9199814439036148,0.349551339949609,1718.4274053573608,32.19090151786804,ok,,116368,93094,0,29092,,1410,5e-06,True,1718.4269762039185,tabpfn_finetune_epoch_chunks,dataset_val_split,30,47,tabpfn_finetuning_api,,,0,False,False,
Satellite,/home/crc00006699/zh/tabiclv2/data178/Satellite,binclass,4080,816,1020,36,2,0.9911764705882352,0.9898490706234856,0.7328358208955223,0.9943615257048092,0.0263611692430804,102.90993690490724,1.0640606880187988,ok,,4080,3264,0,1020,,60,5e-06,True,102.90938067436218,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,
UJI_Pen_Characters,/home/crc00006699/zh/tabiclv2/data178/UJI_Pen_Characters,multiclass,1091,219,273,80,35,0.6227106227106227,0.6164135974595948,0.6323260073260074,0.969331406889907,1.324364573474479,0.0230774879455566,16.02988624572754,ok,,1091,0,0,273,,0,5e-06,False,0.0,,TTT skipped because n_classes > 10 requires ManyClass baseline inference,0,0,,,,0,False,False,
Wilt,/home/crc00006699/zh/tabiclv2/data178/Wilt,binclass,3856,772,965,5,2,0.9917098445595854,0.9915531017299472,0.9412124020557756,0.9880992501474428,0.0326380624271968,22.975313663482662,0.5220799446105957,ok,,3856,3084,0,965,,60,5e-06,True,22.97497940063477,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,
accelerometer,/home/crc00006699/zh/tabiclv2/data178/accelerometer,multiclass,0,0,0,0,0,,,,,,0.0,0.0,fail,"ValueError: The least populated class in y has only 1 member, which is too few. The minimum number of groups for any class cannot be less than 2.",0,0,0,0,,0,,False,0.0,,,0,0,,,,0,False,False,
ada_agnostic,/home/crc00006699/zh/tabiclv2/data178/ada_agnostic,binclass,3649,730,913,48,2,0.8400876232201533,0.8369995571982437,0.7683146889970589,0.8993783794197352,0.3322731989934199,31.98572969436645,1.146658182144165,ok,,3649,2919,0,913,,60,5e-06,True,31.98538064956665,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,/home/crc00006699/zh/tabiclv2/data178/airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,binclass,1600,320,400,7,2,0.595,0.5861026257976776,0.5789047474440733,0.6545576475351755,0.6435327908923993,23.127514600753784,0.4379093647003174,ok,,1600,1280,0,400,,30,5e-06,True,23.12720274925232,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,
allrep,/home/crc00006699/zh/tabiclv2/data178/allrep,multiclass,3017,604,755,29,4,0.9827814569536424,0.9822322124435592,0.7254158512720157,0.9965975384150996,0.0386912473229925,26.25120496749878,0.7623238563537598,ok,,3017,2413,0,755,,60,5e-06,True,26.250887632369995,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,
artificial-characters,/home/crc00006699/zh/tabiclv2/data178/artificial-characters,multiclass,8174,1635,2044,7,10,0.899706457925636,0.8993594791602918,0.8939849720105716,0.9963107649061472,0.2226961741712284,244.8347239494324,1.0772264003753662,ok,,8174,6539,0,2044,,120,5e-06,True,244.8343529701233,tabpfn_finetune_epoch_chunks,dataset_val_split,30,4,tabpfn_finetuning_api,,,0,False,False,
autoUniv-au7-1100,/home/crc00006699/zh/tabiclv2/data178/autoUniv-au7-1100,multiclass,880,176,220,12,5,0.4090909090909091,0.3747018699180657,0.3948234089301849,0.7330842778888927,1.3564936890920158,36.19772124290466,0.4507331848144531,ok,,880,704,0,220,,30,5e-06,True,36.197343587875366,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,
banknote_authentication,/home/crc00006699/zh/tabiclv2/data178/banknote_authentication,binclass,1097,220,275,4,2,0.5272727272727272,0.4504743899861441,0.4854816243437265,0.5121075752705454,0.6913746105107574,48.896286725997925,0.4330170154571533,ok,,1097,877,0,275,,30,5e-06,True,48.89598107337952,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,
car-evaluation,/home/crc00006699/zh/tabiclv2/data178/car-evaluation,multiclass,1382,277,346,21,4,1.0,1.0,1.0,1.0,0.0055150956374427,23.04865860939026,0.4581770896911621,ok,,1382,1105,0,346,,30,5e-06,True,23.04835557937622,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,
cmc,/home/crc00006699/zh/tabiclv2/data178/cmc,multiclass,1178,236,295,9,3,0.5830508474576271,0.5794908951580514,0.5537276270375481,0.7596308936184245,0.8789435072376258,22.350507974624637,0.4347016811370849,ok,,1178,942,0,295,,30,5e-06,True,22.35019946098328,tabpfn_finetune_epoch_chunks,dataset_val_split,30,1,tabpfn_finetuning_api,,,0,False,False,
compass,/home/crc00006699/zh/tabiclv2/data178/compass,binclass,13315,2663,3329,17,2,0.8756383298287774,0.875599917079036,0.8756330850080849,0.9458856693231694,0.289569201032063,408.7199878692627,2.2706751823425293,ok,,13315,10652,0,3329,,180,5e-06,True,408.7196671962738,tabpfn_finetune_epoch_chunks,dataset_val_split,30,6,tabpfn_finetuning_api,,,0,False,False,
credit,/home/crc00006699/zh/tabiclv2/data178/credit,binclass,13371,2675,3343,10,2,0.7819323960514508,0.7818954715388318,0.7819285288870945,0.8638407365729486,0.4651190688520094,106.65002727508544,2.044053316116333,ok,,13371,10696,0,3343,,180,5e-06,True,106.6496410369873,tabpfn_finetune_epoch_chunks,dataset_val_split,30,6,tabpfn_finetuning_api,,,0,False,False,
dabetes_130-us_hospitals,/home/crc00006699/zh/tabiclv2/data178/dabetes_130-us_hospitals,binclass,81412,16283,20354,20,2,0.6423307457993515,0.6385555336081092,0.6346388616580203,0.6948954947153334,0.626486992240952,785.8312745094299,26.819595098495483,ok,,81412,65129,0,20354,,990,5e-06,True,785.8308055400848,tabpfn_finetune_epoch_chunks,dataset_val_split,30,33,tabpfn_finetuning_api,,,0,False,False,
delta_ailerons,/home/crc00006699/zh/tabiclv2/data178/delta_ailerons,binclass,5703,1141,1426,5,2,0.9509116409537168,0.9509271394105036,0.9510715139021352,0.9833818096372076,0.1581482166632635,43.30338907241821,0.7019398212432861,ok,,5703,4562,0,1426,,90,5e-06,True,43.30294060707092,tabpfn_finetune_epoch_chunks,dataset_val_split,30,3,tabpfn_finetuning_api,,,0,False,False,
dna,/home/crc00006699/zh/tabiclv2/data178/dna,multiclass,2548,510,638,180,3,0.9717868338557992,0.9718805722228412,0.970227848226782,0.9979946855594716,0.0800870608663721,133.91064929962158,3.0762312412261963,ok,,2548,2038,0,638,,60,5e-06,True,133.91030979156494,tabpfn_finetune_epoch_chunks,dataset_val_split,30,2,tabpfn_finetuning_api,,,0,False,False,
dry_bean_dataset,/home/crc00006699/zh/tabiclv2/data178/dry_bean_dataset,multiclass,10888,2178,2723,16,7,0.927653323540213,0.927691461935784,0.937736909422899,0.9959535811472692,0.1887370781572548,86.53983116149902,1.7840096950531006,ok,,10888,8710,0,2723,,150,5e-06,True,86.5395097732544,tabpfn_finetune_epoch_chunks,dataset_val_split,30,5,tabpfn_finetuning_api,,,0,False,False,
