dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error
Pumpkin_Seeds,/home/crc00006699/zh/tabiclv2/data178/Pumpkin_Seeds,binclass,2000,400,500,12,2,0.886,0.8858805822787859,0.8850961538461539,0.9462980769230768,0.2964318626463558,0.6843771934509277,0.7004787921905518,ok,
Rain_in_Australia,/home/crc00006699/zh/tabiclv2/data178/Rain_in_Australia,multiclass,116368,23274,29092,18,3,0.8615083184380585,0.854826432280574,0.7171830455512745,0.9226146241530576,0.3410465858234109,2.2626736164093018,114.25953483581544,ok,
Satellite,/home/crc00006699/zh/tabiclv2/data178/Satellite,binclass,4080,816,1020,36,2,0.9931372549019608,0.9921048327071554,0.7666666666666666,0.9938308457711442,0.0245161799328827,0.7154467105865479,1.2508745193481443,ok,
UJI_Pen_Characters,/home/crc00006699/zh/tabiclv2/data178/UJI_Pen_Characters,multiclass,1091,219,273,80,35,0.6227106227106227,0.6164135974595948,0.6323260073260074,0.969331406889907,1.324364573474479,0.0209991931915283,16.117249965667725,ok,
Wilt,/home/crc00006699/zh/tabiclv2/data178/Wilt,binclass,3856,772,965,5,2,0.9937823834196892,0.9937248277163724,0.9604431712865448,0.9862878085769652,0.0307275001383183,0.6243014335632324,0.6835997104644775,ok,
accelerometer,/home/crc00006699/zh/tabiclv2/data178/accelerometer,multiclass,122403,24481,30601,4,4,0.7481781641122839,0.7463162890316105,0.8111274509803921,0.9309452367290724,0.5276893455048429,0.994575023651123,116.43572449684144,ok,
ada_agnostic,/home/crc00006699/zh/tabiclv2/data178/ada_agnostic,binclass,3649,730,913,48,2,0.8400876232201533,0.8352457786780003,0.7594720078087874,0.8999049588369018,0.3302114249308999,0.9758250713348388,1.4169158935546875,ok,
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,/home/crc00006699/zh/tabiclv2/data178/airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,binclass,1600,320,400,7,2,0.6225,0.6053696710220732,0.6003391031480919,0.6678687114080373,0.6342773372702637,0.7322413921356201,0.4999833106994629,ok,
allrep,/home/crc00006699/zh/tabiclv2/data178/allrep,multiclass,3017,604,755,29,4,0.9827814569536424,0.9820487314653762,0.7254158512720157,0.996170409040133,0.0399784142443855,0.7212414741516113,0.9054815769195556,ok,
artificial-characters,/home/crc00006699/zh/tabiclv2/data178/artificial-characters,multiclass,8174,1635,2044,7,10,0.9153620352250488,0.915357396455982,0.9112691480565728,0.997822261381858,0.1774127371267938,0.712439775466919,1.5313329696655271,ok,
autoUniv-au7-1100,/home/crc00006699/zh/tabiclv2/data178/autoUniv-au7-1100,multiclass,880,176,220,12,5,0.4363636363636363,0.417061161483152,0.4165152487519671,0.7461221733973696,1.335546867621219,0.5507547855377197,0.5370292663574219,ok,
banknote_authentication,/home/crc00006699/zh/tabiclv2/data178/banknote_authentication,binclass,1097,220,275,4,2,0.5454545454545454,0.4049286992445585,0.4918568520304296,0.51183970856102,0.6888109738252358,0.7554266452789307,0.468904972076416,ok,
car-evaluation,/home/crc00006699/zh/tabiclv2/data178/car-evaluation,multiclass,1382,277,346,21,4,1.0,1.0,1.0,1.0,0.0101887919926194,0.6615931987762451,0.5149374008178711,ok,
cmc,/home/crc00006699/zh/tabiclv2/data178/cmc,multiclass,1178,236,295,9,3,0.5898305084745763,0.5889259395286689,0.5632156676932797,0.7641391269428205,0.8711270147773404,0.5336880683898926,0.4979660511016845,ok,
compass,/home/crc00006699/zh/tabiclv2/data178/compass,binclass,13315,2663,3329,17,2,0.863923100030039,0.8639227316640866,0.8639226365788866,0.9343805945368444,0.3241917229664793,0.7824923992156982,3.1568524837493896,ok,
credit,/home/crc00006699/zh/tabiclv2/data178/credit,binclass,13371,2675,3343,10,2,0.784026323661382,0.7840255119918156,0.7840257674543794,0.8647509298789654,0.4623702790379217,0.6804749965667725,2.8807566165924072,ok,
dabetes_130-us_hospitals,/home/crc00006699/zh/tabiclv2/data178/dabetes_130-us_hospitals,binclass,81412,16283,20354,20,2,0.6457698732435885,0.6427007838187897,0.6387873800926585,0.703220791392558,0.6190037473594296,1.642483472824097,60.688639402389526,ok,
delta_ailerons,/home/crc00006699/zh/tabiclv2/data178/delta_ailerons,binclass,5703,1141,1426,5,2,0.9488078541374474,0.94881429657582,0.9487424792618177,0.983042179320858,0.1567919330308575,0.6813559532165527,0.985741376876831,ok,
dna,/home/crc00006699/zh/tabiclv2/data178/dna,multiclass,2548,510,638,180,3,0.9733542319749215,0.9734742464782928,0.9724064974642548,0.9979098128546194,0.0801749785453853,1.2500920295715332,3.3135111331939697,ok,
dry_bean_dataset,/home/crc00006699/zh/tabiclv2/data178/dry_bean_dataset,multiclass,10888,2178,2723,16,7,0.927653323540213,0.927728352449278,0.9380339500347646,0.9960916095769318,0.1841381651473717,0.5361900329589844,2.4474973678588867,ok,
electricity,/home/crc00006699/zh/tabiclv2/data178/electricity,binclass,36249,7250,9063,8,2,0.9075361359373276,0.9073774123744734,0.9037827173733214,0.9710905591778074,0.2159302643202768,0.7753345966339111,13.09309196472168,ok,
eye_movements,/home/crc00006699/zh/tabiclv2/data178/eye_movements,multiclass,8748,1750,2188,27,3,0.853290676416819,0.8529272825901404,0.8618682666966883,0.962570166034968,0.3537701187435651,0.8595943450927734,2.189716100692749,ok,
first-order-theorem-proving,/home/crc00006699/zh/tabiclv2/data178/first-order-theorem-proving,multiclass,4894,979,1224,51,6,0.6495098039215687,0.6302433711633108,0.5197128306430172,0.8529567668120221,1.037056970043118,0.774777889251709,1.734126091003418,ok,
gina_agnostic,/home/crc00006699/zh/tabiclv2/data178/gina_agnostic,binclass,2774,555,694,970,2,0.9596541786743517,0.9596558543879564,0.9596919574987748,0.9924567801749562,0.1102821310562588,1.391425371170044,9.02253246307373,ok,
heloc,/home/crc00006699/zh/tabiclv2/data178/heloc,binclass,8000,1600,2000,22,2,0.731,0.7305470495903614,0.731,0.8028854999999999,0.5408285475378205,0.7308766841888428,1.8335554599761963,ok,
house_16H,/home/crc00006699/zh/tabiclv2/data178/house_16H,binclass,10790,2158,2698,16,2,0.8873239436619719,0.8873239436619719,0.8873239436619719,0.9579519958500956,0.2633639596034496,0.6475188732147217,2.474228620529175,ok,
ibm-employee-performance,/home/crc00006699/zh/tabiclv2/data178/ibm-employee-performance,binclass,1176,236,294,30,2,1.0,1.0,1.0,1.0,2.157777479602868e-05,0.5727674961090088,0.5025992393493652,ok,
internet_firewall,/home/crc00006699/zh/tabiclv2/data178/internet_firewall,multiclass,52425,10485,13107,7,4,0.9310292210269322,0.92839777077415,0.7766913064096516,0.9891675866283542,0.1669844808440885,0.6604094505310059,25.01466464996338,ok,
jm1,/home/crc00006699/zh/tabiclv2/data178/jm1,binclass,8708,1742,2177,21,2,0.8240698208543867,0.7869517070219415,0.5920819829130122,0.7555527299682392,0.4328921120284391,0.6854128837585449,1.988486289978028,ok,
kc1,/home/crc00006699/zh/tabiclv2/data178/kc1,binclass,1687,338,422,21,2,0.8909952606635071,0.8768422259593335,0.6964878258995906,0.8684550743374273,0.294340683746275,0.5172743797302246,0.7521963119506836,ok,
kr-vs-k,/home/crc00006699/zh/tabiclv2/data178/kr-vs-k,multiclass,22444,4489,5612,6,18,0.9246258018531718,0.92465335482642,0.9118005296433668,0.9983793736462524,0.2182408829014643,0.0300691127777099,89.01853156089783,ok,
led24,/home/crc00006699/zh/tabiclv2/data178/led24,multiclass,2560,512,640,24,10,0.7328125,0.7274317091791632,0.7324413594196779,0.957924849412572,0.7781484097147751,0.823296070098877,0.835458517074585,ok,
letter,/home/crc00006699/zh/tabiclv2/data178/letter,multiclass,16000,3200,4000,15,26,0.9905,0.990501873502052,0.9904507627775524,0.9999794656463366,0.0258257803221441,0.0321898460388183,59.867470502853394,ok,
mammography,/home/crc00006699/zh/tabiclv2/data178/mammography,binclass,8946,1790,2237,6,2,0.9888243182834152,0.9880426288676926,0.8159346945960217,0.98241946840345,0.0314449558440079,0.7184367179870605,1.6629161834716797,ok,
mfeat-factors,/home/crc00006699/zh/tabiclv2/data178/mfeat-factors,multiclass,1600,320,400,216,10,0.9775,0.9774628833597652,0.9775,0.9996458333333332,0.0815147374346061,0.681361198425293,1.2373487949371338,ok,
mfeat-karhunen,/home/crc00006699/zh/tabiclv2/data178/mfeat-karhunen,multiclass,1600,320,400,64,10,0.975,0.9748970954986188,0.975,0.999625,0.1034154846607184,0.5382282733917236,0.5811903476715088,ok,
mfeat-pixel,/home/crc00006699/zh/tabiclv2/data178/mfeat-pixel,multiclass,1600,320,400,240,10,0.9725,0.9724422611343312,0.9725,0.9990763888888888,0.1193072284339493,1.3337483406066897,1.73262357711792,ok,
mice_protein_expression,/home/crc00006699/zh/tabiclv2/data178/mice_protein_expression,multiclass,864,173,216,75,8,1.0,1.0,1.0,1.0,0.000430273077415,0.7589764595031738,0.4864487648010254,ok,
mobile_c36_oversampling,/home/crc00006699/zh/tabiclv2/data178/mobile_c36_oversampling,binclass,41408,8282,10352,6,2,0.9943972179289028,0.9943915050789932,0.993131249972617,0.9993249309792096,0.0239188466026683,0.6512956619262695,15.993505001068115,ok,
naticusdroid+android+permissions+dataset,/home/crc00006699/zh/tabiclv2/data178/naticusdroid+android+permissions+dataset,binclass,23465,4693,5867,86,2,0.9722174876427476,0.9722169549358476,0.9722298143719394,0.995320020731217,0.0785796819921156,2.6126999855041504,12.395806074142456,ok,
okcupid_stem,/home/crc00006699/zh/tabiclv2/data178/okcupid_stem,multiclass,21341,4269,5336,13,3,0.75,0.6939902792313312,0.489946064009106,0.8112394276242298,0.5866689427009563,0.8954298496246338,5.99096417427063,ok,
one-hundred-plants-shape,/home/crc00006699/zh/tabiclv2/data178/one-hundred-plants-shape,multiclass,1280,256,320,64,100,0.815625,0.8007154130591629,0.8133333333333335,0.992325475182686,0.7952808610502142,0.0385866165161132,29.384297847747803,ok,
online_shoppers,/home/crc00006699/zh/tabiclv2/data178/online_shoppers,binclass,9864,1973,2466,14,2,0.9051094890510948,0.9008488208842648,0.7792354614062766,0.9323831033755065,0.2235676386770813,0.917083978652954,2.061725616455078,ok,
ozone-level-8hr,/home/crc00006699/zh/tabiclv2/data178/ozone-level-8hr,binclass,2027,406,507,72,2,0.9585798816568049,0.9514530950290728,0.7010197368421053,0.943157894736842,0.1258905551201907,0.5445749759674072,1.3153393268585205,ok,
pc1,/home/crc00006699/zh/tabiclv2/data178/pc1,binclass,887,178,222,21,2,0.945945945945946,0.9395752895752896,0.6927536231884058,0.9148148148148147,0.150421085260577,0.5138425827026367,0.465773344039917,ok,
pc4,/home/crc00006699/zh/tabiclv2/data178/pc4,binclass,1166,234,292,37,2,0.9212328767123288,0.9175227549128888,0.7760416666666667,0.9646267361111112,0.1941158567181509,0.517235517501831,0.4913856983184814,ok,
phoneme,/home/crc00006699/zh/tabiclv2/data178/phoneme,binclass,4323,865,1081,5,2,0.9037927844588344,0.9032395738863194,0.8784126381158439,0.9660429088146398,0.2159560613557243,0.648186206817627,0.7227482795715332,ok,
predict_students_dropout_and_academic_success,/home/crc00006699/zh/tabiclv2/data178/predict_students_dropout_and_academic_success,multiclass,3539,708,885,34,3,0.7762711864406779,0.7701185250526816,0.6996643911964916,0.890918775704891,0.5528960306669667,0.7135968208312988,1.100452899932861,ok,
rice_cammeo_and_osmancik,/home/crc00006699/zh/tabiclv2/data178/rice_cammeo_and_osmancik,binclass,3048,610,762,7,2,0.9304461942257218,0.9301801841698922,0.9256768165700456,0.9786964597287106,0.1833028732835232,0.6133973598480225,0.608830451965332,ok,
rl,/home/crc00006699/zh/tabiclv2/data178/rl,binclass,3976,796,994,12,2,0.903420523138833,0.9034013605442176,0.903420523138833,0.9516009538113996,0.2767802852401595,0.5526292324066162,0.7830922603607178,ok,
segment,/home/crc00006699/zh/tabiclv2/data178/segment,multiclass,1848,370,462,17,7,0.948051948051948,0.9479996078536224,0.948051948051948,0.9968297695570424,0.1486823196927429,0.6191773414611816,0.7107336521148682,ok,
semeion,/home/crc00006699/zh/tabiclv2/data178/semeion,multiclass,1274,255,319,256,10,0.9592476489028212,0.9594012559871594,0.959375,0.9990296744845328,0.1490701030265195,0.959944486618042,1.3678574562072754,ok,
spambase,/home/crc00006699/zh/tabiclv2/data178/spambase,binclass,3680,736,921,57,2,0.9565689467969598,0.9565689467969598,0.9545306436802038,0.9905556049251064,0.1201718175120327,0.7800116539001465,1.5043532848358154,ok,
sports_articles_for_objectivity_analysis,/home/crc00006699/zh/tabiclv2/data178/sports_articles_for_objectivity_analysis,binclass,800,160,200,59,2,0.855,0.8527182148705282,0.8304929349584727,0.9002265127817928,0.385181763300322,0.5611815452575684,0.5090970993041992,ok,
steel_plates_faults,/home/crc00006699/zh/tabiclv2/data178/steel_plates_faults,multiclass,1552,311,389,27,7,0.8688946015424165,0.8684020283722197,0.90083234666568,0.9827323266619016,0.367135921046178,0.6560626029968262,0.497687816619873,ok,
taiwanese_bankruptcy_prediction,/home/crc00006699/zh/tabiclv2/data178/taiwanese_bankruptcy_prediction,binclass,5455,1091,1364,95,2,0.9721407624633432,0.9650922998087764,0.6121212121212121,0.9414428374655648,0.0837684574562902,0.7088303565979004,2.791454076766968,ok,
texture,/home/crc00006699/zh/tabiclv2/data178/texture,multiclass,4400,880,1100,40,11,1.0,1.0,1.0,1.0,0.0001603708106418,0.0203170776367187,20.936084747314453,ok,
thyroid-ann,/home/crc00006699/zh/tabiclv2/data178/thyroid-ann,multiclass,3017,604,755,21,3,0.9894039735099338,0.9891688392896362,0.9113255919167548,0.9995059057666112,0.019636437973186,0.5744585990905762,0.7910313606262207,ok,
turiye_student_evaluation,/home/crc00006699/zh/tabiclv2/data178/turiye_student_evaluation,multiclass,4656,932,1164,32,5,0.5223367697594502,0.4900510227930256,0.4072196782525421,0.7669075211861227,1.1830196590771818,0.5888402462005615,1.3285131454467771,ok,
vehicle,/home/crc00006699/zh/tabiclv2/data178/vehicle,multiclass,676,136,170,18,4,0.888235294117647,0.8865706150645658,0.8885281385281385,0.9763778972763348,0.2554886953799184,0.5093529224395752,0.513359785079956,ok,
walking-activity,/home/crc00006699/zh/tabiclv2/data178/walking-activity,multiclass,119465,23893,29867,4,22,0.6798138413633776,0.6791073984179399,0.6374015959317284,0.9764683239468794,0.8888797088231561,0.1211104393005371,1636.7440564632416,ok,
water_quality,/home/crc00006699/zh/tabiclv2/data178/water_quality,binclass,6396,1280,1600,20,2,0.9075,0.8953511100092846,0.6724298268727043,0.912868689843302,0.2136100743066258,0.7467975616455078,1.4109909534454346,ok,
waveform_database_generator,/home/crc00006699/zh/tabiclv2/data178/waveform_database_generator,multiclass,3999,800,1000,21,3,0.339,0.1716519790888723,0.3333333333333333,0.5006101008049844,1.0985554568743296,0.6200225353240967,0.9565963745117188,ok,
website_phishing,/home/crc00006699/zh/tabiclv2/data178/website_phishing,multiclass,1082,217,271,9,3,0.922509225092251,0.9227682230368248,0.9287157287157288,0.9817122205890876,0.2239700322257675,0.5357820987701416,0.4871563911437988,ok,
wine-quality-red,/home/crc00006699/zh/tabiclv2/data178/wine-quality-red,multiclass,1279,256,320,4,6,0.675,0.6584549757395616,0.3875408496732026,0.8471816598570786,0.8204822739613942,0.5934953689575195,0.5519657135009766,ok,
yeast,/home/crc00006699/zh/tabiclv2/data178/yeast,multiclass,1187,238,297,8,10,0.622895622895623,0.6163935556092418,0.5784088741147871,0.8844834173008895,0.9677978037090326,0.5191967487335205,0.4906384944915771,ok,
