dataset,key,layer,group,shape,numel,base_norm,current_norm,delta_l2,rel_l2,mean_abs_delta,median_abs_delta,max_abs_delta,rms_delta,changed_fraction_exact,changed_fraction_gt_1e_12,cosine_similarity
Amazon,icl_predictor.tf_icl.blocks.11.attn.out_proj.weight,block_11,attn.out_proj,512x512,262144,11.64064884185791,11.640957832336426,0.015001042746007442,0.001288677542789952,2.65737107838504e-05,2.8366222977638245e-05,5.049724131822586e-05,2.929894093380678e-05,0.9999961853027344,0.9999961853027344,1.0000078678131104
Amazon,icl_predictor.tf_icl.blocks.11.attn.out_proj.bias,block_11,attn.out_proj,512,512,0.33195608854293823,0.33178436756134033,0.0006549346726387739,0.0019729557469830403,2.6956753572449088e-05,2.919696271419525e-05,4.754960536956787e-05,2.8944296432642802e-05,1.0,1.0,0.9999980330467224
Amazon,icl_predictor.ln.weight,ln,ln,512,512,21.56521987915039,21.56536102294922,0.0007198724197223783,3.338117690227353e-05,2.9059243388473988e-05,3.081560134887695e-05,5.036592483520508e-05,3.181418155275233e-05,0.998046875,0.998046875,1.0
Amazon,icl_predictor.ln.bias,ln,ln,512,512,0.38168638944625854,0.3817199766635895,0.0006812291103415191,0.0017847875354634606,2.8373906388878822e-05,3.0796974897384644e-05,4.670489579439163e-05,3.0106360801111955e-05,1.0,1.0,0.9999984502792358
Amazon,icl_predictor.y_encoder.weight,y_encoder,y_encoder,512x10,5120,13.610689163208008,13.610682487487793,0.0009179912740364671,6.744634772189825e-05,4.967871973349247e-06,0.0,5.0615519285202026e-05,1.2829315669855376e-05,0.20000000298023224,0.20000000298023224,0.9999997019767761
Amazon,icl_predictor.y_encoder.bias,y_encoder,y_encoder,512,512,3.4462814331054688,3.446298360824585,0.000703592028003186,0.00020415977094736864,2.844309165084269e-05,3.0308961868286133e-05,5.023181438446045e-05,3.109466763220856e-05,1.0,1.0,1.0
Amazon,icl_predictor.decoder.0.weight,decoder,decoder,1024x512,524288,24.294889450073242,24.295040130615234,0.02357693947851658,0.0009704485186881363,2.9893270038883202e-05,3.2320618629455566e-05,5.0712376832962036e-05,3.256144790214172e-05,0.9999866485595703,0.9999866485595703,1.0000249147415161
Amazon,icl_predictor.decoder.0.bias,decoder,decoder,1024,1024,0.9218702912330627,0.9218904972076416,0.0010596890933811665,0.0011494991252648053,3.176957761752419e-05,3.4242868423461914e-05,4.887627437710762e-05,3.3115285389675925e-05,1.0,1.0,0.9999994039535522
Amazon,icl_predictor.decoder.2.weight,decoder,decoder,10x1024,10240,8.119904518127441,8.12004280090332,0.002169592073187232,0.00026719428391595195,1.4506833394989371e-05,6.834976375102997e-06,5.0067901611328125e-05,2.1440173582086975e-05,0.996386706829071,0.996386706829071,1.000000238418579
Amazon,icl_predictor.decoder.2.bias,decoder,decoder,10,10,0.07279705256223679,0.07278822362422943,8.924025314627215e-05,0.0012258772849182541,2.312187643838115e-05,1.4100223779678345e-05,4.7869980335235596e-05,2.822024517847253e-05,1.0,1.0,0.9999992847442627
BLE,icl_predictor.tf_icl.blocks.0.linear1.weight,block_00,ffn.linear1,1024x512,524288,23.014326095581055,23.01450538635254,0.026674870401620865,0.0011590550290647662,3.363998985150829e-05,3.8634054362773895e-05,5.079724360257387e-05,3.6840067618569706e-05,0.9999847412109375,0.9999847412109375,1.0000172853469849
BLE,icl_predictor.tf_icl.blocks.0.linear1.bias,block_00,ffn.linear1,1024,1024,0.9378963708877563,0.9379444122314453,0.001117894658818841,0.001191917032112532,3.1516152375843376e-05,3.4698983654379845e-05,5.060434341430664e-05,3.4934204885886456e-05,1.0,1.0,0.9999994039535522
BLE,icl_predictor.tf_icl.blocks.0.linear2.weight,block_00,ffn.linear2,512x1024,524288,14.457690238952637,14.457297325134277,0.026287231594324112,0.0018182179283035068,3.3003663702402264e-05,3.7396326661109924e-05,5.080178380012512e-05,3.630466174126758e-05,0.9999942779541016,0.9999942779541016,1.0000231266021729
BLE,icl_predictor.tf_icl.blocks.0.linear2.bias,block_00,ffn.linear2,512,512,0.3319941759109497,0.3319765031337738,0.0007564813713543117,0.0022785983196131217,2.987407242471818e-05,3.363355062901974e-05,5.0704285968095064e-05,3.343206938369013e-05,1.0,1.0,0.9999972581863403
BLE,icl_predictor.tf_icl.blocks.0.norm1.weight,block_00,norm1,512,512,21.398300170898438,21.398609161376953,0.000871954660397023,4.0748781605692e-05,3.5649980418384075e-05,4.1544437408447266e-05,5.066394805908203e-05,3.853533199782147e-05,1.0,1.0,1.0
BLE,icl_predictor.tf_icl.blocks.0.norm1.bias,block_00,norm1,512,512,1.572695016860962,1.5727949142456055,0.0008496035588905215,0.0005402214350406965,3.426089824642986e-05,4.0897633880376816e-05,5.0399452447891235e-05,3.754752598800958e-05,1.0,1.0,0.9999998807907104
BLE,icl_predictor.tf_icl.blocks.0.norm2.weight,block_00,norm2,512,512,20.691320419311523,20.691335678100586,0.0008042387198656797,3.886840972773457e-05,3.2120849937200546e-05,3.6716461181640625e-05,5.066394805908203e-05,3.554268061863461e-05,1.0,1.0,0.9999999403953552
BLE,icl_predictor.tf_icl.blocks.0.norm2.bias,block_00,norm2,512,512,0.8688327074050903,0.8687201142311096,0.0007138397195376456,0.0008216077887638714,2.747033431660384e-05,2.806633710861206e-05,5.0255563110113144e-05,3.154755661212094e-05,1.0,1.0,0.9999996423721313
BLE,icl_predictor.tf_icl.blocks.0.attn.in_proj_weight,block_00,attn.in_proj,1536x512,786432,33.16353988647461,33.164241790771484,0.033253058791160583,0.001002699316930322,3.4546461392892525e-05,3.977445885539055e-05,5.0807371735572815e-05,3.7497746990812613e-05,0.9999923706054688,0.9999923706054688,1.0000286102294922
BLE,icl_predictor.tf_icl.blocks.0.attn.in_proj_bias,block_00,attn.in_proj,1536,1536,1.1678119897842407,1.1678178310394287,0.0011185425100848079,0.00095781043512878,2.152001798094716e-05,2.1310988813638687e-05,5.069049075245857e-05,2.8540188821931446e-05,1.0,1.0,0.9999995231628418
BLE,icl_predictor.tf_icl.blocks.0.attn.out_proj.weight,block_00,attn.out_proj,512x512,262144,11.804973602294922,11.80517578125,0.018848221749067307,0.0015966339598931048,3.362590723554604e-05,3.854837268590927e-05,5.080178380012512e-05,3.681311289918517e-05,0.9999923706054688,0.9999923706054688,1.0000073909759521
BLE,icl_predictor.tf_icl.blocks.0.attn.out_proj.bias,block_00,attn.out_proj,512,512,0.35981839895248413,0.35983556509017944,0.0007487161201424897,0.002080816662850197,2.9540524337789975e-05,3.314763307571411e-05,5.070073530077934e-05,3.3088889908833803e-05,1.0,1.0,0.9999979734420776
BLE,icl_predictor.tf_icl.blocks.1.linear1.weight,block_01,ffn.linear1,1024x512,524288,25.012962341308594,25.013072967529297,0.026033256202936172,0.0010407906047954,3.2597643439657986e-05,3.6699697375297546e-05,5.080178380012512e-05,3.5953963795226895e-05,0.9999904632568359,0.9999904632568359,1.000022530555725
BLE,icl_predictor.tf_icl.blocks.1.linear1.bias,block_01,ffn.linear1,1024,1024,0.916978657245636,0.9170420169830322,0.0010507560800760984,0.001145889352791644,2.8795322577934712e-05,3.156810998916626e-05,5.059642717242241e-05,3.283613132004027e-05,1.0,1.0,0.9999994039535522
BLE,icl_predictor.tf_icl.blocks.1.linear2.weight,block_01,ffn.linear2,512x1024,524288,15.429557800292969,15.429828643798828,0.026177125051617622,0.0016965570491669494,3.301964170532301e-05,3.7241727113723755e-05,5.079992115497589e-05,3.615257100685135e-05,0.9999866485595703,0.9999866485595703,1.0000224113464355
BLE,icl_predictor.tf_icl.blocks.1.linear2.bias,block_01,ffn.linear2,512,512,0.3050377070903778,0.3050702214241028,0.0007668468751944602,0.0025139412517441386,3.095738429692574e-05,3.371434286236763e-05,5.030538886785507e-05,3.389016301932186e-05,1.0,1.0,0.9999969601631165
BLE,icl_predictor.tf_icl.blocks.1.norm1.weight,block_01,norm1,512,512,21.88734245300293,21.88722801208496,0.0008548097684979439,3.90549821356053e-05,3.526592627167702e-05,3.987550735473633e-05,5.054473876953125e-05,3.7777622113158285e-05,1.0,1.0,0.9999999403953552
BLE,icl_predictor.tf_icl.blocks.1.norm1.bias,block_01,norm1,512,512,1.427184820175171,1.4271296262741089,0.0008302978822030127,0.000581773201666005,3.357994501129724e-05,3.7921592593193054e-05,5.038827657699585e-05,3.669432803998983e-05,1.0,1.0,0.9999998807907104
BLE,icl_predictor.tf_icl.blocks.1.norm2.weight,block_01,norm2,512,512,21.496784210205078,21.496849060058594,0.0008066622540354729,3.7524787249457154e-05,3.2431213185191154e-05,3.707408905029297e-05,5.054473876953125e-05,3.564978481409656e-05,1.0,1.0,0.9999999403953552
BLE,icl_predictor.tf_icl.blocks.1.norm2.bias,block_01,norm2,512,512,0.5770206451416016,0.5769223570823669,0.0007995720370672643,0.0013856905186982742,3.222068335162476e-05,3.5960227251052856e-05,5.065789446234703e-05,3.533642526932521e-05,1.0,1.0,0.9999991059303284
BLE,icl_predictor.tf_icl.blocks.1.attn.in_proj_weight,block_01,attn.in_proj,1536x512,786432,37.92544937133789,37.92531967163086,0.032620176672935486,0.0008601131222874126,3.384060619282536e-05,3.8526952266693115e-05,5.079805850982666e-05,3.678408459051098e-05,0.9999873042106628,0.9999873042106628,1.0000319480895996
BLE,icl_predictor.tf_icl.blocks.1.attn.in_proj_bias,block_01,attn.in_proj,1536,1536,0.9749131798744202,0.9749611616134644,0.001142109278589487,0.0011714984494675025,2.1984873455949128e-05,2.3378990590572357e-05,5.0690025091171265e-05,2.914150952076404e-05,0.9993489384651184,0.9993489384651184,0.9999991059303284
BLE,icl_predictor.tf_icl.blocks.1.attn.out_proj.weight,block_01,attn.out_proj,512x512,262144,17.449405670166016,17.449254989624023,0.018248960375785828,0.0010458213145325516,3.2514595659449697e-05,3.636255860328674e-05,5.0805509090423584e-05,3.5642521645819404e-05,0.9999961853027344,0.9999961853027344,1.0000098943710327
BLE,icl_predictor.tf_icl.blocks.1.attn.out_proj.bias,block_01,attn.out_proj,512,512,0.30195021629333496,0.3018949031829834,0.0007585655548609793,0.002512220604344741,3.0303201128845103e-05,3.352481871843338e-05,5.023181438446045e-05,3.352417530876873e-05,1.0,1.0,0.9999966621398926
BLE,icl_predictor.tf_icl.blocks.2.linear1.weight,block_02,ffn.linear1,1024x512,524288,24.237545013427734,24.237606048583984,0.026807259768247604,0.0011060220725075552,3.3947217161767185e-05,3.883242607116699e-05,5.0790607929229736e-05,3.702289084922879e-05,0.9999904632568359,0.9999904632568359,1.0000207424163818
BLE,icl_predictor.tf_icl.blocks.2.linear1.bias,block_02,ffn.linear1,1024,1024,0.9233995676040649,0.9233668446540833,0.0011178945424035192,0.0012106292677858813,3.139191903756e-05,3.575533628463745e-05,5.0742062740027905e-05,3.4934204885886456e-05,1.0,1.0,0.9999993443489075
BLE,icl_predictor.tf_icl.blocks.2.linear2.weight,block_02,ffn.linear2,512x1024,524288,14.599296569824219,14.5990629196167,0.0262839887291193,0.001800359942234804,3.31353658111766e-05,3.724615089595318e-05,5.08064404129982e-05,3.630021961860843e-05,0.9999885559082031,0.9999885559082031,1.0000280141830444
BLE,icl_predictor.tf_icl.blocks.2.linear2.bias,block_02,ffn.linear2,512,512,0.24243107438087463,0.2424013912677765,0.0007773692486807704,0.0032065577841571056,3.107792144874111e-05,3.468059003353119e-05,5.0731003284454346e-05,3.435518862788303e-05,1.0,1.0,0.9999949932098389
BLE,icl_predictor.tf_icl.blocks.2.norm1.weight,block_02,norm1,512,512,22.03780174255371,22.037424087524414,0.0008241521427407861,3.739720287751564e-05,3.420456778258085e-05,3.713369369506836e-05,5.078315734863281e-05,3.642273611600899e-05,1.0,1.0,1.0000001192092896
BLE,icl_predictor.tf_icl.blocks.2.norm1.bias,block_02,norm1,512,512,0.9388101696968079,0.9388420581817627,0.0008222504402510822,0.0008758431329261751,3.380993803148158e-05,3.7513673305511475e-05,5.045579746365547e-05,3.633867756996347e-05,1.0,1.0,0.9999996423721313
BLE,icl_predictor.tf_icl.blocks.2.norm2.weight,block_02,norm2,512,512,21.497783660888672,21.497716903686523,0.0008246074430644512,3.835778869449863e-05,3.324798308312893e-05,3.695487976074219e-05,5.048513412475586e-05,3.6442857554022105e-05,1.0,1.0,1.0
BLE,icl_predictor.tf_icl.blocks.2.norm2.bias,block_02,norm2,512,512,0.5551314353942871,0.5551220774650574,0.0008055503712967038,0.0014510984605350323,3.2434429158456624e-05,3.568083047866821e-05,5.065780715085566e-05,3.5600632996935777e-05,1.0,1.0,0.9999989867210388
BLE,icl_predictor.tf_icl.blocks.2.attn.in_proj_weight,block_02,attn.in_proj,1536x512,786432,35.53467559814453,35.53424072265625,0.0322890430688858,0.0009086629475399204,3.3508727938169613e-05,3.781169652938843e-05,5.080178380012512e-05,3.6410622240477526e-05,0.9999873042106628,0.9999873042106628,1.0000412464141846
BLE,icl_predictor.tf_icl.blocks.2.attn.in_proj_bias,block_02,attn.in_proj,1536,1536,1.092119812965393,1.0921342372894287,0.0011321097845211625,0.0010366168355156469,2.180984301958233e-05,2.32011079788208e-05,5.0522154197096825e-05,2.8886369874689102e-05,0.9993489384651184,0.9993489384651184,0.9999995231628418
BLE,icl_predictor.tf_icl.blocks.2.attn.out_proj.weight,block_02,attn.out_proj,512x512,262144,12.919859886169434,12.919817924499512,0.018560299649834633,0.0014365712796701295,3.3180378522956744e-05,3.750249743461609e-05,5.0798989832401276e-05,3.625069863642927e-05,0.9999961853027344,0.9999961853027344,1.0000065565109253
BLE,icl_predictor.tf_icl.blocks.2.attn.out_proj.bias,block_02,attn.out_proj,512,512,0.31015610694885254,0.3100961148738861,0.0007726880139671266,0.002491287440914579,3.099381137872115e-05,3.428477793931961e-05,5.0345552153885365e-05,3.414830872456326e-05,1.0,1.0,0.9999969601631165
BLE,icl_predictor.tf_icl.blocks.3.linear1.weight,block_03,ffn.linear1,1024x512,524288,24.47816276550293,24.478418350219727,0.026532212272286415,0.0010839135488418753,3.346154699102044e-05,3.810971975326538e-05,5.079992115497589e-05,3.664301886320261e-05,0.9999752044677734,0.9999752044677734,1.0000224113464355
BLE,icl_predictor.tf_icl.blocks.3.linear1.bias,block_03,ffn.linear1,1024,1024,1.110303521156311,1.1102299690246582,0.001095675164833665,0.0009868249032405135,3.1230672902893275e-05,3.439653664827347e-05,5.070678889751434e-05,3.4239848178942576e-05,1.0,1.0,0.9999995231628418
BLE,icl_predictor.tf_icl.blocks.3.linear2.weight,block_03,ffn.linear2,512x1024,524288,14.849864959716797,14.850038528442383,0.025698017328977585,0.0017305219541515577,3.2302108593285084e-05,3.577396273612976e-05,5.079619586467743e-05,3.54908842726503e-05,0.9999942779541016,0.9999942779541016,1.0000255107879639
BLE,icl_predictor.tf_icl.blocks.3.linear2.bias,block_03,ffn.linear2,512,512,0.3365177810192108,0.3365181088447571,0.0007526974659413099,0.002236724204169479,3.029212894034572e-05,3.277324140071869e-05,5.032587796449661e-05,3.3264842412461266e-05,1.0,1.0,0.9999974370002747
BLE,icl_predictor.tf_icl.blocks.3.norm1.weight,block_03,norm1,512,512,22.723756790161133,22.72371482849121,0.0007966020493768156,3.5055913365596794e-05,3.2256473787128925e-05,3.653764724731445e-05,5.042552947998047e-05,3.52051751440473e-05,1.0,1.0,1.0
BLE,icl_predictor.tf_icl.blocks.3.norm1.bias,block_03,norm1,512,512,0.6347895264625549,0.6348408460617065,0.0007592090405523777,0.0011960012081200682,3.045179255423136e-05,3.293156623840332e-05,5.0205737352371216e-05,3.3552617444523976e-05,1.0,1.0,0.9999991059303284
BLE,icl_predictor.tf_icl.blocks.3.norm2.weight,block_03,norm2,512,512,21.227977752685547,21.22820281982422,0.0008230329258367419,3.877114134117563e-05,3.326265141367912e-05,3.8564205169677734e-05,5.066394805908203e-05,3.637327357913997e-05,1.0,1.0,1.0
BLE,icl_predictor.tf_icl.blocks.3.norm2.bias,block_03,norm2,512,512,0.547720193862915,0.5476225018501282,0.0007955410401336849,0.0014524588449469195,3.2571115298196673e-05,3.604544326663017e-05,5.041249096393585e-05,3.515828172840448e-05,1.0,1.0,0.9999989867210388
BLE,icl_predictor.tf_icl.blocks.3.attn.in_proj_weight,block_03,attn.in_proj,1536x512,786432,35.57018280029297,35.57011413574219,0.03161611407995224,0.000888837548501183,3.221291262889281e-05,3.6343932151794434e-05,5.079805850982666e-05,3.565178254877937e-05,0.9999821782112122,0.9999821782112122,1.0000407695770264
BLE,icl_predictor.tf_icl.blocks.3.attn.in_proj_bias,block_03,attn.in_proj,1536,1536,1.4315775632858276,1.4315701723098755,0.0010881840717047453,0.0007601293144091552,2.06780168809928e-05,1.9560102373361588e-05,5.041342228651047e-05,2.776558200407219e-05,0.9986979365348816,0.9986979365348816,0.9999997019767761
BLE,icl_predictor.tf_icl.blocks.3.attn.out_proj.weight,block_03,attn.out_proj,512x512,262144,11.99035358428955,11.990336418151855,0.018298858776688576,0.0015261317064630409,3.2532196200918406e-05,3.6271288990974426e-05,5.079805850982666e-05,3.574009264670963e-05,0.9999923706054688,0.9999923706054688,1.0000098943710327
BLE,icl_predictor.tf_icl.blocks.3.attn.out_proj.bias,block_03,attn.out_proj,512,512,0.3739965558052063,0.37389349937438965,0.0007546622073277831,0.0020178319709415354,3.027705315616913e-05,3.2749027013778687e-05,5.0440896302461624e-05,3.335166999809569e-05,1.0,1.0,0.9999980926513672
BLE,icl_predictor.tf_icl.blocks.4.linear1.weight,block_04,ffn.linear1,1024x512,524288,23.609508514404297,23.609270095825195,0.026004279032349586,0.0011014324595737825,3.256540367146954e-05,3.6485493183135986e-05,5.0809234380722046e-05,3.591392538491529e-05,0.9999904632568359,0.9999904632568359,1.0000170469284058
BLE,icl_predictor.tf_icl.blocks.4.linear1.bias,block_04,ffn.linear1,1024,1024,1.0754454135894775,1.075377106666565,0.0010257482063025236,0.0009537891866384597,2.9139093385310844e-05,3.0893366783857346e-05,5.051054176874459e-05,3.205463005338876e-05,1.0,1.0,0.9999995231628418
BLE,icl_predictor.tf_icl.blocks.4.linear2.weight,block_04,ffn.linear2,512x1024,524288,13.859457015991211,13.859402656555176,0.02611693926155567,0.0018844128764510574,3.279493103036657e-05,3.689853474497795e-05,5.0798989832401276e-05,3.6069589621954386e-05,0.9999961853027344,0.9999961853027344,1.0000252723693848
BLE,icl_predictor.tf_icl.blocks.4.linear2.bias,block_04,ffn.linear2,512,512,0.34117603302001953,0.3410940170288086,0.0007696187822148204,0.0022557820823463437,3.082340117543936e-05,3.360240953043103e-05,5.066022276878357e-05,3.401266505973786e-05,1.0,1.0,0.9999974966049194
BLE,icl_predictor.tf_icl.blocks.4.norm1.weight,block_04,norm1,512,512,23.112932205200195,23.113515853881836,0.0008523103315383196,3.687590669895708e-05,3.5391771234571934e-05,3.9458274841308594e-05,5.066394805908203e-05,3.766715573740115e-05,1.0,1.0,1.0
BLE,icl_predictor.tf_icl.blocks.4.norm1.bias,block_04,norm1,512,512,0.6251425743103027,0.625106155872345,0.0007796193240210414,0.0012471064298890861,3.166280657751486e-05,3.476440906524658e-05,5.021318793296814e-05,3.445463298668843e-05,1.0,1.0,0.9999991655349731
BLE,icl_predictor.tf_icl.blocks.4.norm2.weight,block_04,norm2,512,512,20.79096031188965,20.79080581665039,0.0007771333330310881,3.737842415035704e-05,3.1109550036489964e-05,3.403425216674805e-05,5.066394805908203e-05,3.434477967620789e-05,0.998046875,0.998046875,0.9999999403953552
BLE,icl_predictor.tf_icl.blocks.4.norm2.bias,block_04,norm2,512,512,0.6988630890846252,0.6987956762313843,0.0007440991466864944,0.0010647280680684608,2.994455280713737e-05,3.2473355531692505e-05,5.0183385610580444e-05,3.288484560102177e-05,1.0,1.0,0.9999994039535522
BLE,icl_predictor.tf_icl.blocks.4.attn.in_proj_weight,block_04,attn.in_proj,1536x512,786432,37.55292510986328,37.55426025390625,0.03307247906923294,0.0008806898256920488,3.427876436035149e-05,3.9558159187436104e-05,5.0805509090423584e-05,3.729415487093594e-05,0.9999859929084778,0.9999859929084778,1.0000331401824951
BLE,icl_predictor.tf_icl.blocks.4.attn.in_proj_bias,block_04,attn.in_proj,1536,1536,1.7611138820648193,1.7611379623413086,0.001118760323151946,0.0006352572281354226,2.1320689484127797e-05,2.089608460664749e-05,5.050748586654663e-05,2.8545751028420035e-05,0.9934895634651184,0.9934895634651184,0.9999995231628418
BLE,icl_predictor.tf_icl.blocks.4.attn.out_proj.weight,block_04,attn.out_proj,512x512,262144,16.076440811157227,16.076820373535156,0.018864775076508522,0.00117344226238279,3.373599611222744e-05,3.849901258945465e-05,5.079805850982666e-05,3.684534410538205e-05,0.9999885559082031,0.9999885559082031,1.000008225440979
BLE,icl_predictor.tf_icl.blocks.4.attn.out_proj.bias,block_04,attn.out_proj,512,512,0.5030332803726196,0.5030717849731445,0.0007780225714668632,0.0015466622226048342,3.1009687518235296e-05,3.4712255001068115e-05,5.029374733567238e-05,3.4384063785143964e-05,1.0,1.0,0.9999988675117493
BLE,icl_predictor.tf_icl.blocks.5.linear1.weight,block_05,ffn.linear1,1024x512,524288,24.42751121520996,24.427555084228516,0.026634041219949722,0.001090329710026487,3.354419459355995e-05,3.8370490074157715e-05,5.0809234380722046e-05,3.678363487361918e-05,0.9999942779541016,0.9999942779541016,1.0000237226486206
BLE,icl_predictor.tf_icl.blocks.5.linear1.bias,block_05,ffn.linear1,1024,1024,1.2813211679458618,1.281317949295044,0.0010679000988602638,0.0008334367101508394,3.0072260415181518e-05,3.311038017272949e-05,5.069747567176819e-05,3.337187824389397e-05,1.0,1.0,0.9999994039535522
BLE,icl_predictor.tf_icl.blocks.5.linear2.weight,block_05,ffn.linear2,512x1024,524288,14.682984352111816,14.682741165161133,0.025889798998832703,0.0017632518279642024,3.23253043461591e-05,3.596767783164978e-05,5.0809234380722046e-05,3.57558571538984e-05,0.9999923706054688,0.9999923706054688,1.0000221729278564
BLE,icl_predictor.tf_icl.blocks.5.linear2.bias,block_05,ffn.linear2,512,512,0.40288588404655457,0.40288957953453064,0.0007429628749378026,0.001844102522217202,2.937047611339949e-05,3.16426157951355e-05,5.017593502998352e-05,3.283463007652656e-05,1.0,1.0,0.9999984502792358
BLE,icl_predictor.tf_icl.blocks.5.norm1.weight,block_05,norm1,512,512,22.63018798828125,22.630355834960938,0.0008294470608234406,3.6652239091116806e-05,3.367755562067032e-05,3.886222839355469e-05,5.060434341430664e-05,3.6656732360311626e-05,1.0,1.0,0.9999998807907104
BLE,icl_predictor.tf_icl.blocks.5.norm1.bias,block_05,norm1,512,512,0.59684157371521,0.5967370271682739,0.0008029877208173275,0.0013453950867020822,3.231791197322309e-05,3.588153049349785e-05,5.0339847803115845e-05,3.548737896034079e-05,1.0,1.0,0.9999991059303284
BLE,icl_predictor.tf_icl.blocks.5.norm2.weight,block_05,norm2,512,512,21.496768951416016,21.496763229370117,0.000803073460701853,3.7357868176227315e-05,3.222329542040825e-05,3.600120544433594e-05,5.060434341430664e-05,3.549118144965203e-05,1.0,1.0,0.9999999403953552
BLE,icl_predictor.tf_icl.blocks.5.norm2.bias,block_05,norm2,512,512,0.7661069631576538,0.7661582827568054,0.0007028112886473536,0.0009173801080591508,2.752370164671447e-05,2.8562266379594803e-05,5.034729838371277e-05,3.106016318921796e-05,1.0,1.0,0.9999996423721313
BLE,icl_predictor.tf_icl.blocks.5.attn.in_proj_weight,block_05,attn.in_proj,1536x512,786432,36.91364669799805,36.91401290893555,0.03260916844010353,0.0008833905982491606,3.3619478926993906e-05,3.8450583815574646e-05,5.0809234380722046e-05,3.677147685189429e-05,0.9999859929084778,0.9999859929084778,1.00003981590271
BLE,icl_predictor.tf_icl.blocks.5.attn.in_proj_bias,block_05,attn.in_proj,1536,1536,1.9544506072998047,1.954405426979065,0.0010892801219597459,0.0005573331543354256,2.060317638097331e-05,1.877918839454651e-05,5.072541534900665e-05,2.7793548831679837e-05,1.0,1.0,0.9999999403953552
BLE,icl_predictor.tf_icl.blocks.5.attn.out_proj.weight,block_05,attn.out_proj,512x512,262144,13.289770126342773,13.289793968200684,0.018368905410170555,0.001382183832793211,3.249391374993138e-05,3.632158041000366e-05,5.079904804006219e-05,3.5876850305928844e-05,0.9999847412109375,0.9999847412109375,1.0000067949295044
BLE,icl_predictor.tf_icl.blocks.5.attn.out_proj.bias,block_05,attn.out_proj,512,512,0.4553667902946472,0.4553273320198059,0.0007531509036198258,0.0016539434136838176,2.9975366487633437e-05,3.2211653888225555e-05,5.061924457550049e-05,3.3284878226883396e-05,1.0,1.0,0.9999986290931702
BLE,icl_predictor.tf_icl.blocks.6.linear1.weight,block_06,ffn.linear1,1024x512,524288,25.76297378540039,25.76293182373047,0.024838559329509735,0.0009641184878891786,3.068976366193965e-05,3.29483300447464e-05,5.079992115497589e-05,3.430401202201847e-05,0.9999771118164062,0.9999771118164062,1.0000245571136475
BLE,icl_predictor.tf_icl.blocks.6.linear1.bias,block_06,ffn.linear1,1024,1024,1.170220136642456,1.1700615882873535,0.000966843159403652,0.0008262062231956198,2.7324776965542696e-05,2.7332454919815063e-05,5.054101347923279e-05,3.0213847026293076e-05,1.0,1.0,0.9999995827674866
BLE,icl_predictor.tf_icl.blocks.6.linear2.weight,block_06,ffn.linear2,512x1024,524288,15.657878875732422,15.657977104187012,0.025593502447009087,0.0016345446691808233,3.1800620490685105e-05,3.506988286972046e-05,5.0805509090423584e-05,3.534659402546089e-05,0.9999942779541016,0.9999942779541016,1.0000214576721191
BLE,icl_predictor.tf_icl.blocks.6.linear2.bias,block_06,ffn.linear2,512,512,0.4360303282737732,0.43590039014816284,0.0007089465507306159,0.0016259111001192996,2.799709909595549e-05,2.970505738630891e-05,5.020759999752045e-05,3.1331309942662487e-05,1.0,1.0,0.9999988675117493
BLE,icl_predictor.tf_icl.blocks.6.norm1.weight,block_06,norm1,512,512,23.63607406616211,23.635835647583008,0.000784834788646549,3.320495554590013e-05,3.118498716503382e-05,3.421306610107422e-05,5.066394805908203e-05,3.4685124701273136e-05,0.998046875,0.998046875,0.9999999403953552
BLE,icl_predictor.tf_icl.blocks.6.norm1.bias,block_06,norm1,512,512,0.5676085948944092,0.5676222443580627,0.0007387515506707132,0.0013015157933026717,2.9172182621550746e-05,2.9999762773513794e-05,5.041435360908508e-05,3.2648513886692e-05,1.0,1.0,0.9999990463256836
BLE,icl_predictor.tf_icl.blocks.6.norm2.weight,block_06,norm2,512,512,22.935894012451172,22.935781478881836,0.0007476890459656715,3.2599080095144415e-05,2.9576942324638367e-05,3.0994415283203125e-05,5.066394805908203e-05,3.304350218166269e-05,1.0,1.0,1.0
BLE,icl_predictor.tf_icl.blocks.6.norm2.bias,block_06,norm2,512,512,0.7267880439758301,0.7266649007797241,0.0006632707663811743,0.0009126055001564106,2.643338666530326e-05,2.709031105041504e-05,5.029141902923584e-05,2.931270231265089e-05,1.0,1.0,0.9999996423721313
BLE,icl_predictor.tf_icl.blocks.6.attn.in_proj_weight,block_06,attn.in_proj,1536x512,786432,38.088157653808594,38.08771896362305,0.03192802891135216,0.0008382665604766709,3.253023896832019e-05,3.645569086074829e-05,5.0809234380722046e-05,3.600369710857571e-05,0.9999796748161316,0.9999796748161316,1.0000337362289429
BLE,icl_predictor.tf_icl.blocks.6.attn.in_proj_bias,block_06,attn.in_proj,1536,1536,2.775918483734131,2.775902509689331,0.0010336462873965502,0.00037236190235879324,1.905706631077919e-05,1.5576370060443878e-05,5.0669535994529724e-05,2.637402294550971e-05,0.9973958134651184,0.9973958134651184,0.9999997615814209
BLE,icl_predictor.tf_icl.blocks.6.attn.out_proj.weight,block_06,attn.out_proj,512x512,262144,16.691972732543945,16.69172477722168,0.018120048567652702,0.0010855546470144532,3.1930750992614776e-05,3.53250652551651e-05,5.0809234380722046e-05,3.539077701940676e-05,0.9999885559082031,0.9999885559082031,1.000006079673767
