dataset,key,layer,group,shape,numel,base_norm,current_norm,delta_l2,rel_l2,mean_abs_delta,median_abs_delta,max_abs_delta,rms_delta,changed_fraction_exact,changed_fraction_gt_1e_12,cosine_similarity
Amazon,icl_predictor.tf_icl.blocks.4.linear2.bias,block_04,ffn.linear2,512,512,0.34117603302001953,0.3411867320537567,0.0006225744727998972,0.0018247895881993007,2.3877730200183578e-05,2.415291965007782e-05,4.980340600013733e-05,2.7514165953439146e-05,1.0,1.0,0.9999983906745911
Amazon,icl_predictor.tf_icl.blocks.4.norm1.weight,block_04,norm1,512,512,23.112932205200195,23.113088607788086,0.0006424706662073731,2.7797021187246654e-05,2.4687382392585278e-05,2.396106719970703e-05,5.0067901611328125e-05,2.839346568175092e-05,0.998046875,0.998046875,1.0
Amazon,icl_predictor.tf_icl.blocks.4.norm1.bias,block_04,norm1,512,512,0.6251425743103027,0.6251237988471985,0.0006461955490522087,0.0010336770772077061,2.473148560966365e-05,2.3812055587768555e-05,5.035474896430969e-05,2.8558075428009033e-05,1.0,1.0,0.9999994039535522
Amazon,icl_predictor.tf_icl.blocks.4.norm2.weight,block_04,norm2,512,512,20.79096031188965,20.790956497192383,0.0006649644346907735,3.1983343949267744e-05,2.554862294346094e-05,2.568960189819336e-05,5.066394805908203e-05,2.938756825903793e-05,1.0,1.0,1.0000001192092896
Amazon,icl_predictor.tf_icl.blocks.4.norm2.bias,block_04,norm2,512,512,0.6988630890846252,0.6988170742988586,0.0005649948143400252,0.0008084484975150857,2.0821829821215943e-05,1.8759630620479584e-05,4.949979484081268e-05,2.4969479026056053e-05,1.0,1.0,0.9999995827674866
Amazon,icl_predictor.tf_icl.blocks.4.attn.in_proj_weight,block_04,attn.in_proj,1536x512,786432,37.55292510986328,37.55320739746094,0.027550749480724335,0.0007336512242421135,2.7477197363623418e-05,2.8178095817565918e-05,5.0768256187438965e-05,3.106771146297152e-05,0.999969482421875,0.999969482421875,1.0000331401824951
Amazon,icl_predictor.tf_icl.blocks.4.attn.in_proj_bias,block_04,attn.in_proj,1536,1536,1.7611138820648193,1.7611364126205444,0.0009533948614262044,0.0005413590064419085,1.73831322172191e-05,1.366669312119484e-05,5.0484202802181244e-05,2.4326369279444e-05,0.9954426884651184,0.9954426884651184,0.9999996423721313
Amazon,icl_predictor.tf_icl.blocks.4.attn.out_proj.weight,block_04,attn.out_proj,512x512,262144,16.076440811157227,16.076536178588867,0.0157923623919487,0.000982329520411486,2.7157417207490653e-05,2.812407910823822e-05,5.07645308971405e-05,3.084452002694737e-05,0.9999923706054688,0.9999923706054688,1.0000087022781372
Amazon,icl_predictor.tf_icl.blocks.4.attn.out_proj.bias,block_04,attn.out_proj,512,512,0.5030332803726196,0.5030156373977661,0.0006405971362255514,0.0012734686972395912,2.500056871213019e-05,2.5715213268995285e-05,5.0187110900878906e-05,2.8310661211017706e-05,1.0,1.0,0.9999992251396179
Amazon,icl_predictor.tf_icl.blocks.5.linear1.weight,block_05,ffn.linear1,1024x512,524288,24.42751121520996,24.427356719970703,0.02219925820827484,0.0009087810056741028,2.6897527277469635e-05,2.7496367692947388e-05,5.077640525996685e-05,3.0658924600596705e-05,0.9999771118164062,0.9999771118164062,1.0000252723693848
Amazon,icl_predictor.tf_icl.blocks.5.linear1.bias,block_05,ffn.linear1,1024,1024,1.2813211679458618,1.2813234329223633,0.0008141555590555072,0.0006354031911921643,2.1214174921624362e-05,1.9370578229427338e-05,5.047023296356201e-05,2.544236148927332e-05,1.0,1.0,0.9999996423721313
Amazon,icl_predictor.tf_icl.blocks.5.linear2.weight,block_05,ffn.linear2,512x1024,524288,14.682984352111816,14.683009147644043,0.02287796512246132,0.0015581277330156168,2.79397008853266e-05,2.917274832725525e-05,5.078921094536781e-05,3.1596235403303235e-05,0.9999847412109375,0.9999847412109375,1.0000239610671997
Amazon,icl_predictor.tf_icl.blocks.5.linear2.bias,block_05,ffn.linear2,512,512,0.40288588404655457,0.40289968252182007,0.00063511379994452,0.0015764111503831057,2.424275407975074e-05,2.4143606424331665e-05,4.9240130465477705e-05,2.8068331704721744e-05,1.0,1.0,0.9999988079071045
Amazon,icl_predictor.tf_icl.blocks.5.norm1.weight,block_05,norm1,512,512,22.63018798828125,22.62997055053711,0.00068383984034881,3.021803622236357e-05,2.658064477145672e-05,2.7298927307128906e-05,5.0067901611328125e-05,3.0221743521765485e-05,1.0,1.0,1.0
Amazon,icl_predictor.tf_icl.blocks.5.norm1.bias,block_05,norm1,512,512,0.59684157371521,0.5968586206436157,0.0006408938788808882,0.0010738090426415645,2.4713926904951222e-05,2.535455860197544e-05,5.012005567550659e-05,2.8323775832478563e-05,1.0,1.0,0.9999992847442627
Amazon,icl_predictor.tf_icl.blocks.5.norm2.weight,block_05,norm2,512,512,21.496768951416016,21.496627807617188,0.0006694367621093988,3.114127353847152e-05,2.5234767235815525e-05,2.4080276489257812e-05,5.048513412475586e-05,2.9585213276291266e-05,0.99609375,0.99609375,1.0
Amazon,icl_predictor.tf_icl.blocks.5.norm2.bias,block_05,norm2,512,512,0.7661069631576538,0.7660663723945618,0.0005663460469804704,0.0007392519246208513,2.080991180264391e-05,1.8514692783355713e-05,5.0428323447704315e-05,2.5029196174146877e-05,1.0,1.0,0.9999998807907104
Amazon,icl_predictor.tf_icl.blocks.5.attn.in_proj_weight,block_05,attn.in_proj,1536x512,786432,36.91364669799805,36.91311264038086,0.02817726694047451,0.0007633292687390296,2.813475475704763e-05,2.9437243938446045e-05,5.076080560684204e-05,3.177413110181455e-05,0.9999644160270691,0.9999644160270691,1.0000381469726562
Amazon,icl_predictor.tf_icl.blocks.5.attn.in_proj_bias,block_05,attn.in_proj,1536,1536,1.9544506072998047,1.9544850587844849,0.0009610972483642399,0.000491748036391446,1.7720831237966195e-05,1.4424789696931839e-05,5.0115399062633514e-05,2.4522898745018206e-05,0.9915364384651184,0.9915364384651184,0.9999998807907104
Amazon,icl_predictor.tf_icl.blocks.5.attn.out_proj.weight,block_05,attn.out_proj,512x512,262144,13.289770126342773,13.28959846496582,0.015335574746131897,0.0011539382999358888,2.6126985176233575e-05,2.6473309844732285e-05,5.077198147773743e-05,2.9952363533561703e-05,0.9999923706054688,0.9999923706054688,1.0000100135803223
Amazon,icl_predictor.tf_icl.blocks.5.attn.out_proj.bias,block_05,attn.out_proj,512,512,0.4553667902946472,0.45530200004577637,0.0006143588107079268,0.001349151549477409,2.331413998035714e-05,2.2555701434612274e-05,5.036778748035431e-05,2.715107803448875e-05,1.0,1.0,0.9999990463256836
Amazon,icl_predictor.tf_icl.blocks.6.linear1.weight,block_06,ffn.linear1,1024x512,524288,25.76297378540039,25.76287269592285,0.023055732250213623,0.0008949173508563741,2.8060425393050537e-05,2.9063783586025238e-05,5.075521767139435e-05,3.184177494611043e-05,0.9999790191650391,0.9999790191650391,1.0000238418579102
Amazon,icl_predictor.tf_icl.blocks.6.linear1.bias,block_06,ffn.linear1,1024,1024,1.170220136642456,1.1701419353485107,0.0009100448805838823,0.000777669817914914,2.4510271032340825e-05,2.4480745196342468e-05,5.0693750381469727e-05,2.8438903225421584e-05,1.0,1.0,0.9999997615814209
Amazon,icl_predictor.tf_icl.blocks.6.linear2.weight,block_06,ffn.linear2,512x1024,524288,15.657878875732422,15.657957077026367,0.022550109773874283,0.0014401765368630126,2.746691825450398e-05,2.853013575077057e-05,5.075335502624512e-05,3.1143417982962576e-05,0.9999942779541016,0.9999942779541016,1.0000247955322266
Amazon,icl_predictor.tf_icl.blocks.6.linear2.bias,block_06,ffn.linear2,512,512,0.4360303282737732,0.43601229786872864,0.0006310855969786644,0.0014473433521830007,2.4124896299326792e-05,2.5061890482902527e-05,5.069468170404434e-05,2.789030481124263e-05,1.0,1.0,0.9999991059303284
Amazon,icl_predictor.tf_icl.blocks.6.norm1.weight,block_06,norm1,512,512,23.63607406616211,23.63617706298828,0.0006767371669411659,2.8631538598449742e-05,2.5750487111508846e-05,2.5391578674316406e-05,5.054473876953125e-05,2.990784070047306e-05,0.998046875,0.998046875,1.0
Amazon,icl_predictor.tf_icl.blocks.6.norm1.bias,block_06,norm1,512,512,0.5676085948944092,0.5676881670951843,0.0006287069991230965,0.0011076417883329368,2.4114451662171632e-05,2.4029985070228577e-05,5.014520138502121e-05,2.7785188011097114e-05,1.0,1.0,0.9999993443489075
Amazon,icl_predictor.tf_icl.blocks.6.norm2.weight,block_06,norm2,512,512,22.935894012451172,22.935802459716797,0.0006645881221629679,2.8975897856964073e-05,2.507853787392378e-05,2.562999725341797e-05,5.060434341430664e-05,2.937092865867502e-05,1.0,1.0,1.0
Amazon,icl_predictor.tf_icl.blocks.6.norm2.bias,block_06,norm2,512,512,0.7267880439758301,0.7267965078353882,0.000587953720241785,0.0008089754985850166,2.2346777768689208e-05,2.1521002054214478e-05,4.999525845050812e-05,2.59841281550128e-05,1.0,1.0,0.9999995231628418
Amazon,icl_predictor.tf_icl.blocks.6.attn.in_proj_weight,block_06,attn.in_proj,1536x512,786432,38.088157653808594,38.08843231201172,0.02857179567217827,0.0007501490602898853,2.8688693419098854e-05,3.026425838470459e-05,5.07645308971405e-05,3.2219024231493674e-05,0.9999847412109375,0.9999847412109375,1.000032901763916
Amazon,icl_predictor.tf_icl.blocks.6.attn.in_proj_bias,block_06,attn.in_proj,1536,1536,2.775918483734131,2.7758736610412598,0.0009946615900844336,0.0003583180111060282,1.8614962755236775e-05,1.66967511177063e-05,5.0263479351997375e-05,2.5379306736248335e-05,0.9921875,0.9921875,0.9999998807907104
Amazon,icl_predictor.tf_icl.blocks.6.attn.out_proj.weight,block_06,attn.out_proj,512x512,262144,16.691972732543945,16.69200897216797,0.0152226397767663,0.0009119736786465131,2.5966353859985247e-05,2.6298686861991882e-05,5.0759874284267426e-05,2.9731786225045125e-05,0.9999809265136719,0.9999809265136719,1.0000081062316895
Amazon,icl_predictor.tf_icl.blocks.6.attn.out_proj.bias,block_06,attn.out_proj,512,512,0.5975587964057922,0.5975298881530762,0.0006077788420952857,0.0010171029959728617,2.3064350898494013e-05,2.3218803107738495e-05,4.989374428987503e-05,2.6860282366659453e-05,1.0,1.0,0.9999995231628418
Amazon,icl_predictor.tf_icl.blocks.7.linear1.weight,block_07,ffn.linear1,1024x512,524288,24.420738220214844,24.42076873779297,0.0229877308011055,0.0009413200614089512,2.8082376957172528e-05,2.934783697128296e-05,5.07645308971405e-05,3.174780430727936e-05,0.9999790191650391,0.9999790191650391,1.0000224113464355
Amazon,icl_predictor.tf_icl.blocks.7.linear1.bias,block_07,ffn.linear1,1024,1024,1.2125811576843262,1.2125797271728516,0.0009627841645851731,0.0007939956500915897,2.648648114700336e-05,2.705305814743042e-05,5.027279257774353e-05,3.0087005378480073e-05,1.0,1.0,0.9999996423721313
Amazon,icl_predictor.tf_icl.blocks.7.linear2.weight,block_07,ffn.linear2,512x1024,524288,15.735200881958008,15.735349655151367,0.02236282452940941,0.0014211972695594383,2.7138928999193013e-05,2.7964822947978973e-05,5.0766393542289734e-05,3.088468856562998e-05,0.9999904632568359,0.9999904632568359,1.0000195503234863
Amazon,icl_predictor.tf_icl.blocks.7.linear2.bias,block_07,ffn.linear2,512,512,0.43647944927215576,0.4365083575248718,0.0006382407736964524,0.0014622470193253732,2.4476643375237472e-05,2.423767000436783e-05,4.9836933612823486e-05,2.8206520555755806e-05,1.0,1.0,0.9999988079071045
Amazon,icl_predictor.tf_icl.blocks.7.norm1.weight,block_07,norm1,512,512,23.199344635009766,23.19956398010254,0.0006882337620481849,2.966608638631768e-05,2.634094562381506e-05,2.6226043701171875e-05,5.066394805908203e-05,3.0415925587408848e-05,1.0,1.0,1.0
Amazon,icl_predictor.tf_icl.blocks.7.norm1.bias,block_07,norm1,512,512,0.5301950573921204,0.530245304107666,0.0006111804977990687,0.0011527465020216147,2.3461099772248417e-05,2.3166649043560028e-05,5.017069634050131e-05,2.701061646264497e-05,1.0,1.0,0.9999994039535522
Amazon,icl_predictor.tf_icl.blocks.7.norm2.weight,block_07,norm2,512,512,21.450056076049805,21.45009422302246,0.0007103669340722263,3.311725300640859e-05,2.7561793103814125e-05,2.9206275939941406e-05,5.036592483520508e-05,3.1394094442046446e-05,0.998046875,0.998046875,0.9999998807907104
Amazon,icl_predictor.tf_icl.blocks.7.norm2.bias,block_07,norm2,512,512,0.6931905746459961,0.6931065320968628,0.0006297297077253461,0.0009084510533716257,2.412512003502343e-05,2.3501459509134293e-05,4.971399903297424e-05,2.7830380004705514e-05,1.0,1.0,0.9999995231628418
Amazon,icl_predictor.tf_icl.blocks.7.attn.in_proj_weight,block_07,attn.in_proj,1536x512,786432,37.87724304199219,37.877464294433594,0.028087595477700233,0.0007415427634624961,2.78674197033979e-05,2.8799287974834442e-05,5.077384412288666e-05,3.167317438361245e-05,0.9999771118164062,0.9999771118164062,1.0000367164611816
Amazon,icl_predictor.tf_icl.blocks.7.attn.in_proj_bias,block_07,attn.in_proj,1536,1536,2.229447364807129,2.2294812202453613,0.0008641070453450084,0.000387588000051024,1.5180663467617705e-05,9.588897228240967e-06,5.035102367401123e-05,2.2048138735375838e-05,0.9934895634651184,0.9934895634651184,1.0000001192092896
Amazon,icl_predictor.tf_icl.blocks.7.attn.out_proj.weight,block_07,attn.out_proj,512x512,262144,16.076536178588867,16.076679229736328,0.01589212380349636,0.0009885290977456264,2.7252954168943688e-05,2.7997419238090515e-05,5.07943332195282e-05,3.103932264662109e-05,0.9999809265136719,0.9999809265136719,1.0000077486038208
Amazon,icl_predictor.tf_icl.blocks.7.attn.out_proj.bias,block_07,attn.out_proj,512,512,0.5825188159942627,0.5825543403625488,0.000633267976809293,0.0010871202086877192,2.427853542030789e-05,2.3478642106056213e-05,5.044788122177124e-05,2.798675405582631e-05,1.0,1.0,0.9999994039535522
Amazon,icl_predictor.tf_icl.blocks.8.linear1.weight,block_08,ffn.linear1,1024x512,524288,25.523313522338867,25.523332595825195,0.022928616032004356,0.0008983401003923554,2.7990960006718524e-05,2.9258430004119873e-05,5.076359957456589e-05,3.166619466759968e-05,0.9999713897705078,0.9999713897705078,1.0000250339508057
Amazon,icl_predictor.tf_icl.blocks.8.linear1.bias,block_08,ffn.linear1,1024,1024,1.1651318073272705,1.165100336074829,0.0009081317693926394,0.000779424064883311,2.403277176199481e-05,2.361118094995618e-05,5.061738193035126e-05,2.8379115767854667e-05,0.9990234375,0.9990234375,0.9999998807907104
Amazon,icl_predictor.tf_icl.blocks.8.linear2.weight,block_08,ffn.linear2,512x1024,524288,15.648438453674316,15.648419380187988,0.02315843664109707,0.0014799199747408595,2.83344452327583e-05,2.9832124710083008e-05,5.0766742788255215e-05,3.1983630367843904e-05,0.9999923706054688,0.9999923706054688,1.000020980834961
Amazon,icl_predictor.tf_icl.blocks.8.linear2.bias,block_08,ffn.linear2,512,512,0.4607033431529999,0.4606412351131439,0.0006570468540303409,0.0014261820839678802,2.5067205569939688e-05,2.5599263608455658e-05,5.0351954996585846e-05,2.90376407050331e-05,1.0,1.0,0.9999991059303284
Amazon,icl_predictor.tf_icl.blocks.8.norm1.weight,block_08,norm1,512,512,23.969301223754883,23.96944236755371,0.0006802145508117974,2.8378572427369697e-05,2.6172841899096966e-05,2.658367156982422e-05,5.054473876953125e-05,3.0061520382618523e-05,0.99609375,0.99609375,0.9999999403953552
Amazon,icl_predictor.tf_icl.blocks.8.norm1.bias,block_08,norm1,512,512,0.6018226742744446,0.6018571257591248,0.0006213044980540872,0.0010323713688622606,2.401366327831056e-05,2.3084692656993866e-05,5.05298376083374e-05,2.745803700710143e-05,1.0,1.0,0.9999993443489075
Amazon,icl_predictor.tf_icl.blocks.8.norm2.weight,block_08,norm2,512,512,22.32119369506836,22.32109260559082,0.0006709025474265218,3.0056750395688778e-05,2.586387563496828e-05,2.6226043701171875e-05,5.066394805908203e-05,2.9649992460918125e-05,1.0,1.0,1.0000001192092896
Amazon,icl_predictor.tf_icl.blocks.8.norm2.bias,block_08,norm2,512,512,0.665737509727478,0.6656026244163513,0.0006300914101302624,0.0009464562247472673,2.3726172003080137e-05,2.3663043975830078e-05,4.971213638782501e-05,2.7846369306223895e-05,1.0,1.0,0.9999995231628418
Amazon,icl_predictor.tf_icl.blocks.8.attn.in_proj_weight,block_08,attn.in_proj,1536x512,786432,38.40132141113281,38.4015998840332,0.027387060225009918,0.0007131801515837812,2.7081543521489948e-05,2.785027027130127e-05,5.075708031654358e-05,3.0883081676826776e-05,0.9999682307243347,0.9999682307243347,1.0000399351119995
Amazon,icl_predictor.tf_icl.blocks.8.attn.in_proj_bias,block_08,attn.in_proj,1536,1536,1.679896354675293,1.6798906326293945,0.0009054196416400373,0.0005389735141216536,1.6524671082152054e-05,1.2516975402832031e-05,5.0331465899944305e-05,2.3102251349717498e-05,0.9928385615348816,0.9928385615348816,0.9999995827674866
Amazon,icl_predictor.tf_icl.blocks.8.attn.out_proj.weight,block_08,attn.out_proj,512x512,262144,15.73706340789795,15.737079620361328,0.01626608334481716,0.0010336161787753032,2.8130001737736166e-05,2.944841980934143e-05,5.075894296169281e-05,3.176979286835664e-05,0.9999809265136719,0.9999809265136719,1.0000097751617432
Amazon,icl_predictor.tf_icl.blocks.8.attn.out_proj.bias,block_08,attn.out_proj,512,512,0.6407676339149475,0.6407857537269592,0.0006528773810714483,0.001018898812166111,2.4679651687620208e-05,2.4225562810897827e-05,5.0475820899009705e-05,2.8853373569063602e-05,1.0,1.0,0.9999994039535522
Amazon,icl_predictor.tf_icl.blocks.9.linear1.weight,block_09,ffn.linear1,1024x512,524288,26.06595802307129,26.066051483154297,0.02431272342801094,0.0009327385322454111,3.0242519642342813e-05,3.2979995012283325e-05,5.074683576822281e-05,3.357776890376168e-05,0.9999790191650391,0.9999790191650391,1.0000232458114624
Amazon,icl_predictor.tf_icl.blocks.9.linear1.bias,block_09,ffn.linear1,1024,1024,1.0411851406097412,1.0411714315414429,0.0010275428649038076,0.0009868973584285584,2.888120616262313e-05,3.1441450119018555e-05,5.042366683483124e-05,3.211071275679398e-05,1.0,1.0,0.9999995827674866
Amazon,icl_predictor.tf_icl.blocks.9.linear2.weight,block_09,ffn.linear2,512x1024,524288,18.329177856445312,18.329042434692383,0.023797782137989998,0.0012983551321490614,2.9593022190965712e-05,3.21120023727417e-05,5.075708031654358e-05,3.2866629909439686e-05,0.9999866485595703,0.9999866485595703,1.0000271797180176
Amazon,icl_predictor.tf_icl.blocks.9.linear2.bias,block_09,ffn.linear2,512,512,0.40349864959716797,0.40353134274482727,0.0007071667932905257,0.001752587757096019,2.788633901218418e-05,3.069872036576271e-05,4.987627107766457e-05,3.1252651948786574e-05,1.0,1.0,0.9999985098838806
Amazon,icl_predictor.tf_icl.blocks.9.norm1.weight,block_09,norm1,512,512,22.925691604614258,22.925537109375,0.0006216709734871984,2.711678165303626e-05,2.384255640208721e-05,2.4080276489257812e-05,4.9948692321777344e-05,2.7474239972785304e-05,0.994140625,0.994140625,0.9999999403953552
Amazon,icl_predictor.tf_icl.blocks.9.norm1.bias,block_09,norm1,512,512,0.713169515132904,0.7130505442619324,0.0006345054134726524,0.0008896978909053877,2.392251553828828e-05,2.3072585463523865e-05,5.0698406994342804e-05,2.804144366144733e-05,1.0,1.0,0.9999995231628418
Amazon,icl_predictor.tf_icl.blocks.9.norm2.weight,block_09,norm2,512,512,22.686458587646484,22.68647003173828,0.0007073707529343665,3.118030741561055e-05,2.8032343834638596e-05,2.9087066650390625e-05,5.042552947998047e-05,3.1261671997930633e-05,1.0,1.0,1.0000001192092896
Amazon,icl_predictor.tf_icl.blocks.9.norm2.bias,block_09,norm2,512,512,0.6510158181190491,0.6510323882102966,0.0006870912620797753,0.0010554140820478097,2.69330084847752e-05,2.7779489755630493e-05,5.018385127186775e-05,3.036542964931035e-05,1.0,1.0,0.999999463558197
Amazon,icl_predictor.tf_icl.blocks.9.attn.in_proj_weight,block_09,attn.in_proj,1536x512,786432,36.34714889526367,36.34693145751953,0.027518868446350098,0.000757112161001857,2.7276828404865228e-05,2.828240394592285e-05,5.077477544546127e-05,3.103180861097851e-05,0.999975860118866,0.999975860118866,1.0000371932983398
Amazon,icl_predictor.tf_icl.blocks.9.attn.in_proj_bias,block_09,attn.in_proj,1536,1536,2.140408754348755,2.1405420303344727,0.0008626311901025474,0.00040302170711528895,1.5198388609860558e-05,8.994713425636292e-06,5.023553967475891e-05,2.2010480433085267e-05,0.998046875,0.998046875,1.000000238418579
Amazon,icl_predictor.tf_icl.blocks.9.attn.out_proj.weight,block_09,attn.out_proj,512x512,262144,14.849006652832031,14.848807334899902,0.015254037454724312,0.0010272766260640072,2.6180427084909752e-05,2.683699131011963e-05,5.074217915534973e-05,2.9793126021013958e-05,0.9999885559082031,0.9999885559082031,1.0000066757202148
Amazon,icl_predictor.tf_icl.blocks.9.attn.out_proj.bias,block_09,attn.out_proj,512,512,0.6195646524429321,0.6195006370544434,0.0006401739083230495,0.0010332640924523731,2.452203625580296e-05,2.4829991161823273e-05,5.0045549869537354e-05,2.8291958938027648e-05,1.0,1.0,0.9999995827674866
Amazon,icl_predictor.tf_icl.blocks.10.linear1.weight,block_10,ffn.linear1,1024x512,524288,27.719274520874023,27.7191219329834,0.0237957164645195,0.0008584537970717545,2.9675256882910617e-05,3.204867243766785e-05,5.077570676803589e-05,3.286373993392356e-05,0.9999866485595703,0.9999866485595703,1.0000264644622803
Amazon,icl_predictor.tf_icl.blocks.10.linear1.bias,block_10,ffn.linear1,1024,1024,1.0543142557144165,1.0542954206466675,0.0010168098378926516,0.0009644276669698296,2.887891241698526e-05,3.114528954029083e-05,5.0395727157592773e-05,3.1775310341985034e-05,1.0,1.0,0.9999992847442627
Amazon,icl_predictor.tf_icl.blocks.10.linear2.weight,block_10,ffn.linear2,512x1024,524288,19.73032569885254,19.730424880981445,0.02323802560567856,0.0011777821593197948,2.896120167861227e-05,3.1189993023872375e-05,5.0708651542663574e-05,3.209343451398005e-05,0.9999847412109375,0.9999847412109375,1.0000308752059937
Amazon,icl_predictor.tf_icl.blocks.10.linear2.bias,block_10,ffn.linear2,512,512,0.6327281594276428,0.6325545310974121,0.0006719102966599166,0.0010619257048187258,2.73782316071447e-05,2.9463553801178932e-05,4.885380621999502e-05,2.9694519608059197e-05,1.0,1.0,0.9999994039535522
Amazon,icl_predictor.tf_icl.blocks.10.norm1.weight,block_10,norm1,512,512,23.602596282958984,23.60250473022461,0.0007145444396883249,3.0273976266085354e-05,2.8016394935548306e-05,2.9325485229492188e-05,5.054473876953125e-05,3.1578703791821264e-05,0.998046875,0.998046875,1.0
Amazon,icl_predictor.tf_icl.blocks.10.norm1.bias,block_10,norm1,512,512,0.7579025030136108,0.7578175663948059,0.0006837683031335473,0.0009021850441366938,2.6737807274912484e-05,2.7851667255163193e-05,5.053146742284298e-05,3.021857396556752e-05,1.0,1.0,0.9999997019767761
Amazon,icl_predictor.tf_icl.blocks.10.norm2.weight,block_10,norm2,512,512,23.90859031677246,23.908510208129883,0.0007150818128138781,2.9908991008650175e-05,2.849975135177374e-05,2.9802322387695312e-05,5.054473876953125e-05,3.160245067343773e-05,1.0,1.0,0.9999998807907104
Amazon,icl_predictor.tf_icl.blocks.10.norm2.bias,block_10,norm2,512,512,0.4261724352836609,0.42617252469062805,0.0006811303901486099,0.0015982506932754824,2.7320924345985986e-05,2.848682925105095e-05,5.0028786063194275e-05,3.0101996128110867e-05,1.0,1.0,0.9999986886978149
Amazon,icl_predictor.tf_icl.blocks.10.attn.in_proj_weight,block_10,attn.in_proj,1536x512,786432,35.98725891113281,35.98720932006836,0.02815086953341961,0.0007822454497836242,2.834609585988801e-05,3.028102219104767e-05,5.078315734863281e-05,3.1744382301241696e-05,0.9999732971191406,0.9999732971191406,1.0000444650650024
Amazon,icl_predictor.tf_icl.blocks.10.attn.in_proj_bias,block_10,attn.in_proj,1536,1536,1.8893646001815796,1.889312505722046,0.0009723512339405715,0.0005146445709031533,1.8004475350608118e-05,1.4594756066799164e-05,4.9620866775512695e-05,2.4810047431254946e-05,0.99609375,0.99609375,0.9999997019767761
Amazon,icl_predictor.tf_icl.blocks.10.attn.out_proj.weight,block_10,attn.out_proj,512x512,262144,12.162887573242188,12.16274642944336,0.016063669696450233,0.0013207118457452714,2.8146452677901834e-05,3.0063092708587646e-05,5.072169005870819e-05,3.137445593491448e-05,0.9999961853027344,0.9999961853027344,1.000010371208191
Amazon,icl_predictor.tf_icl.blocks.10.attn.out_proj.bias,block_10,attn.out_proj,512,512,0.5660008788108826,0.56584233045578,0.0007160095847211778,0.001265032637801173,2.868352021323517e-05,3.06498259305954e-05,5.0012022256851196e-05,3.1643449961459316e-05,1.0,1.0,0.9999991655349731
Amazon,icl_predictor.tf_icl.blocks.11.linear1.weight,block_11,ffn.linear1,1024x512,524288,26.3369140625,26.337234497070312,0.023182326927781105,0.0008802218389279155,2.892953489208594e-05,3.134552389383316e-05,5.0691887736320496e-05,3.20165570577148e-05,0.9999866485595703,0.9999866485595703,1.0000276565551758
Amazon,icl_predictor.tf_icl.blocks.11.linear1.bias,block_11,ffn.linear1,1024,1024,1.0728617906570435,1.0729031562805176,0.0009480774169787765,0.000883690168886777,2.711690467549488e-05,2.906098961830139e-05,4.963018000125885e-05,2.962741712687371e-05,1.0,1.0,0.9999995231628418
Amazon,icl_predictor.tf_icl.blocks.11.linear2.weight,block_11,ffn.linear2,512x1024,524288,13.61835765838623,13.618224143981934,0.022805165499448776,0.0016745899962029272,2.8807764465454966e-05,3.113399725407362e-05,5.062296986579895e-05,3.149561262083246e-05,0.9999961853027344,0.9999961853027344,1.0000379085540771
Amazon,icl_predictor.tf_icl.blocks.11.linear2.bias,block_11,ffn.linear2,512,512,0.3004377782344818,0.3002258241176605,0.0006610036361962557,0.0022001348834305517,2.7648222385323606e-05,2.980243880301714e-05,4.800036549568176e-05,2.9212509434009213e-05,1.0,1.0,0.9999977946281433
Amazon,icl_predictor.tf_icl.blocks.11.norm1.weight,block_11,norm1,512,512,21.849956512451172,21.849916458129883,0.0006955696735531092,3.183391569483023e-05,2.7869362384080887e-05,2.944469451904297e-05,5.0008296966552734e-05,3.0740140279123286e-05,1.0,1.0,0.9999998807907104
Amazon,icl_predictor.tf_icl.blocks.11.norm1.bias,block_11,norm1,512,512,0.6025954484939575,0.6026313304901123,0.0006833834340795875,0.0011340667039328061,2.86745071207406e-05,3.082305192947388e-05,4.913238808512688e-05,3.0201567858361002e-05,1.0,1.0,0.9999994039535522
Amazon,icl_predictor.tf_icl.blocks.11.norm2.weight,block_11,norm2,512,512,23.47966194152832,23.479766845703125,0.0007170872995629907,3.054078467350728e-05,2.867169678211212e-05,3.0040740966796875e-05,5.030632019042969e-05,3.1691084637646845e-05,1.0,1.0,1.0000001192092896
Amazon,icl_predictor.tf_icl.blocks.11.norm2.bias,block_11,norm2,512,512,0.6873353123664856,0.6871811747550964,0.0006324236746877432,0.0009201093895632941,2.559349377406761e-05,2.6592984795570374e-05,4.941225051879883e-05,2.7949442746295836e-05,1.0,1.0,0.9999996423721313
Amazon,icl_predictor.tf_icl.blocks.11.attn.in_proj_weight,block_11,attn.in_proj,1536x512,786432,33.956356048583984,33.956321716308594,0.027910860255360603,0.0008219627634786711,2.846918323484715e-05,3.049522638320923e-05,5.072099156677723e-05,3.147368472209466e-05,0.999993622303009,0.999993622303009,1.0000364780426025
Amazon,icl_predictor.tf_icl.blocks.11.attn.in_proj_bias,block_11,attn.in_proj,1536,1536,1.5784767866134644,1.5784310102462769,0.0009667655685916543,0.0006124673969169889,1.873005930974614e-05,2.1055806428194046e-05,4.9969181418418884e-05,2.466752554451018e-05,0.9934895634651184,0.9934895634651184,0.9999998211860657
