dataset_name,task_type,baseline_acc,n_classes,up_count,down_count,flat_count,first_up_step,last_up_step,best_step,best_acc,best_delta_pp,up_steps,first_down_step,last_down_step,worst_step,worst_acc,worst_delta_pp,down_steps,flat_steps,final_step,final_delta_pp,pattern,delta_pp_step1,delta_pp_step2,delta_pp_step3,delta_pp_step4,delta_pp_step5,delta_pp_step10,delta_pp_step20,delta_pp_step30,delta_pp_step40,delta_pp_step50
company_bankruptcy_prediction,binclass,0.9706744868035192,2,6,0,4,2,50,2,0.9714076246334312,0.07331378299120228,"2,3,4,5,10,50",,,1,0.9706744868035192,0.0,,"1,20,30,40",50,0.07331378299120228,nonnegative_gain,0.0,0.07331378299120228,0.07331378299120228,0.07331378299120228,0.07331378299120228,0.07331378299120228,0.0,0.0,0.0,0.07331378299120228
compass,binclass,0.8266746770802043,2,9,0,1,2,50,50,0.8392910784019225,1.2616401321718262,"2,3,4,5,10,20,30,40,50",,,1,0.8266746770802043,0.0,,1,50,1.2616401321718262,nonnegative_gain,0.0,0.12015620306398134,0.21027335536196734,0.30039050765995334,0.3304295584259598,0.8110543706818851,1.051366776809859,1.1715229798738402,1.231601081405831,1.2616401321718262
contraceptive_method_choice,multiclass,0.6271186440677966,3,1,3,6,30,30,30,0.6305084745762712,0.3389830508474634,30,10,50,10,0.6237288135593221,-0.3389830508474523,"10,20,50","1,2,3,4,5,40",50,-0.3389830508474523,mixed_ended_in_decline,0.0,0.0,0.0,0.0,0.0,-0.3389830508474523,-0.3389830508474523,0.3389830508474634,0.0,-0.3389830508474523
credit,binclass,0.7828297935985642,2,8,0,2,2,50,10,0.784026323661382,0.11965300628178355,"2,3,4,5,10,20,40,50",,,1,0.7828297935985642,0.0,,"1,30",50,0.08973975471133766,nonnegative_gain,0.0,0.029913251570445887,0.059826503140891774,0.059826503140891774,0.059826503140891774,0.11965300628178355,0.11965300628178355,0.0,0.059826503140891774,0.08973975471133766
default_of_credit_card_clients,binclass,0.8261666666666667,2,5,0,5,10,50,20,0.8271666666666667,0.10000000000000009,"10,20,30,40,50",,,1,0.8261666666666667,0.0,,"1,2,3,4,5",50,0.08333333333332416,nonnegative_gain,0.0,0.0,0.0,0.0,0.0,0.04999999999999449,0.10000000000000009,0.08333333333332416,0.10000000000000009,0.08333333333332416
delta_ailerons,binclass,0.9509116409537168,2,4,0,6,5,50,20,0.953015427769986,0.21037868162692153,"5,10,20,50",,,1,0.9509116409537168,0.0,,"1,2,3,4,30,40",50,0.07012622720895534,nonnegative_gain,0.0,0.0,0.0,0.0,0.07012622720895534,0.07012622720895534,0.21037868162692153,0.0,0.0,0.07012622720895534
dis,binclass,0.9841059602649008,2,0,1,9,,,1,0.9841059602649008,0.0,,50,50,50,0.9827814569536424,-0.13245033112584403,50,"1,2,3,4,5,10,20,30,40",50,-0.13245033112584403,nonpositive_decline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13245033112584403
dna,multiclass,0.9655172413793104,3,0,7,3,,,1,0.9655172413793104,0.0,,3,50,40,0.9608150470219436,-0.470219435736674,"3,4,5,20,30,40,50","1,2,10",50,-0.470219435736674,nonpositive_decline,0.0,0.0,-0.15673981191224318,-0.15673981191224318,-0.15673981191224318,0.0,-0.15673981191224318,-0.31347962382444194,-0.470219435736674,-0.470219435736674
drug_consumption,multiclass,0.403183023872679,7,0,0,10,,,1,0.403183023872679,0.0,,,,1,0.403183023872679,0.0,,"1,2,3,4,5,10,20,30,40,50",50,0.0,all_steps_flat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dry_bean_dataset,multiclass,0.927653323540213,7,3,5,2,30,50,50,0.929122291590158,0.14689680499450075,"30,40,50",2,10,5,0.9265515975027544,-0.11017260374586169,"2,3,4,5,10","1,20",50,0.14689680499450075,mixed_recovered_to_gain,0.0,-0.03672420124861686,-0.03672420124861686,-0.03672420124861686,-0.11017260374586169,-0.11017260374586169,0.0,0.07344840249725593,0.11017260374586169,0.14689680499450075
eeg-eye-state,binclass,0.9913217623497996,2,0,0,10,,,1,0.9913217623497996,0.0,,,,1,0.9913217623497996,0.0,,"1,2,3,4,5,10,20,30,40,50",50,0.0,all_steps_flat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electricity,binclass,0.9037846187796535,2,5,5,0,10,50,50,0.906874103497738,0.30894847180844565,"10,20,30,40,50",1,5,2,0.9032329250799956,-0.05516936996579069,"1,2,3,4,5",,50,0.30894847180844565,mixed_recovered_to_gain,-0.044135495972630334,-0.05516936996579069,-0.033101621979469975,-0.05516936996579069,-0.022067747986309616,0.011033873993160359,0.1875758578837039,0.20964360587002462,0.22067747986316277,0.30894847180844565
estimation_of_obesity_levels,multiclass,0.9858156028368794,7,0,9,1,,,1,0.9858156028368794,0.0,,2,50,2,0.983451536643026,-0.23640661938534313,"2,3,4,5,10,20,30,40,50",1,50,-0.23640661938534313,nonpositive_decline,0.0,-0.23640661938534313,-0.23640661938534313,-0.23640661938534313,-0.23640661938534313,-0.23640661938534313,-0.23640661938534313,-0.23640661938534313,-0.23640661938534313,-0.23640661938534313
eye_movements,multiclass,0.7148080438756855,3,10,0,0,1,50,40,0.7248628884826326,1.0054844606947055,"1,2,3,4,5,10,20,30,40,50",,,2,0.7152650822669104,0.04570383912249065,,,50,0.9140767824497242,all_steps_up,0.13711151736746086,0.04570383912249065,0.04570383912249065,0.0914076782449702,0.04570383912249065,0.4570383912248621,0.7312614259597838,0.7769652650822745,1.0054844606947055,0.9140767824497242
eye_movements_bin,binclass,0.6254927726675427,2,8,1,1,3,50,50,0.6379763469119579,1.2483574244415263,"3,4,5,10,20,30,40,50",1,1,1,0.6248357424441524,-0.06570302233902536,1,2,50,1.2483574244415263,mixed_recovered_to_gain,-0.06570302233902536,0.0,0.13140604467806183,0.13140604467806183,0.1971090670170872,0.26281208935611255,0.06570302233903647,0.5256241787122251,0.7227332457293123,1.2483574244415263
first-order-theorem-proving,multiclass,0.6372549019607843,6,1,7,2,3,3,3,0.6380718954248366,0.08169934640522847,3,1,50,30,0.6274509803921569,-0.9803921568627416,"1,5,10,20,30,40,50","2,4",50,-0.8986928104575131,mixed_ended_in_decline,-0.08169934640522847,0.0,0.08169934640522847,0.0,-0.08169934640522847,-0.08169934640522847,-0.8986928104575131,-0.9803921568627416,-0.6535947712418277,-0.8986928104575131
gas-drift,multiclass,0.9964054636951832,6,1,0,9,50,50,50,0.996764917325665,0.035945363048173196,50,,,1,0.9964054636951832,0.0,,"1,2,3,4,5,10,20,30,40",50,0.035945363048173196,nonnegative_gain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035945363048173196
gina_agnostic,binclass,0.9279538904899136,2,3,3,4,30,50,30,0.930835734870317,0.2881844380403398,"30,40,50",3,5,3,0.926512968299712,-0.14409221902016434,"3,4,5","1,2,10,20",50,0.2881844380403398,mixed_recovered_to_gain,0.0,0.0,-0.14409221902016434,-0.14409221902016434,-0.14409221902016434,0.0,0.0,0.2881844380403398,0.2881844380403398,0.2881844380403398
golf_play_dataset_extended,binclass,0.9360730593607306,2,0,3,7,,,1,0.9360730593607306,0.0,,30,50,30,0.9269406392694064,-0.91324200913242,"30,40,50","1,2,3,4,5,10,20",50,-0.91324200913242,nonpositive_decline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.91324200913242,-0.91324200913242,-0.91324200913242
heloc,binclass,0.7255,2,3,2,5,30,50,30,0.726,0.04999999999999449,"30,40,50",5,10,5,0.725,-0.050000000000005596,"5,10","1,2,3,4,20",50,0.04999999999999449,mixed_recovered_to_gain,0.0,0.0,0.0,0.0,-0.050000000000005596,-0.050000000000005596,0.0,0.04999999999999449,0.04999999999999449,0.04999999999999449
hill-valley,binclass,0.9300411522633744,2,3,1,6,30,50,30,0.934156378600823,0.4115226337448652,"30,40,50",20,20,20,0.925925925925926,-0.4115226337448319,20,"1,2,3,4,5,10",50,0.4115226337448652,mixed_recovered_to_gain,0.0,0.0,0.0,0.0,0.0,0.0,-0.4115226337448319,0.4115226337448652,0.4115226337448652,0.4115226337448652
house_16H,binclass,0.890659747961453,2,0,9,1,,,5,0.890659747961453,0.0,,1,50,50,0.885470719051149,-0.5189028910303928,"1,2,3,4,10,20,30,40,50",5,50,-0.5189028910303928,nonpositive_decline,-0.03706449221646535,-0.03706449221646535,-0.03706449221646535,-0.03706449221646535,0.0,-0.03706449221646535,-0.0741289844329196,-0.11119347664937385,-0.40770941438103003,-0.5189028910303928
htru,binclass,0.9793296089385476,2,5,0,5,10,50,30,0.9804469273743016,0.11173184357540222,"10,20,30,40,50",,,1,0.9793296089385476,0.0,,"1,2,3,4,5",50,0.027932960893839454,nonnegative_gain,0.0,0.0,0.0,0.0,0.0,0.027932960893839454,0.027932960893839454,0.11173184357540222,0.08379888268156277,0.027932960893839454
ibm-employee-performance,binclass,1.0,2,0,0,10,,,1,1.0,0.0,,,,1,1.0,0.0,,"1,2,3,4,5,10,20,30,40,50",50,0.0,all_steps_flat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
in_vehicle_coupon_recommendation,binclass,0.7906976744186046,2,9,1,0,1,50,10,0.795821836815136,0.5124162396531351,"1,2,3,4,5,10,20,30,50",40,40,40,0.7899093417422152,-0.07883326763894472,40,,50,0.19708316909736734,mixed_recovered_to_gain,0.27591643673631205,0.15766653527788943,0.35474970437524567,0.35474970437524567,0.31533307055577886,0.5124162396531351,0.3941663381947236,0.31533307055577886,-0.07883326763894472,0.19708316909736734
internet_firewall,multiclass,0.9310292210269322,4,0,3,7,,,1,0.9310292210269322,0.0,,30,50,30,0.9250782024872206,-0.5951018539711583,"30,40,50","1,2,3,4,5,10,20",50,-0.5951018539711583,nonpositive_decline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5951018539711583,-0.5951018539711583,-0.5951018539711583
internet_usage,multiclass,0.5296735905044511,46,0,0,10,,,1,0.5296735905044511,0.0,,,,1,0.5296735905044511,0.0,,"1,2,3,4,5,10,20,30,40,50",50,0.0,all_steps_flat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jm1,binclass,0.8213137344970143,2,3,5,2,20,50,30,0.8231511254019293,0.18373909049149706,"20,30,50",2,10,3,0.8203950390445567,-0.09186954524575963,"2,3,4,5,10","1,40",50,0.045934772622868714,mixed_recovered_to_gain,0.0,-0.045934772622879816,-0.09186954524575963,-0.045934772622879816,-0.09186954524575963,-0.09186954524575963,0.09186954524574853,0.18373909049149706,0.0,0.045934772622868714
jungle_chess_2pcs_raw_endgame_complete,multiclass,0.8624497991967871,3,7,2,1,4,50,50,0.8796296296296297,1.7179830432842547,"4,5,10,20,30,40,50",1,2,1,0.8621151271753681,-0.03346720214190135,"1,2",3,50,1.7179830432842547,mixed_recovered_to_gain,-0.03346720214190135,-0.01115573404729675,0.0,0.011155734047307853,0.022311468094604603,0.14502454261491327,0.31236055332440893,0.513163766175817,1.0932619366354368,1.7179830432842547
kc1,binclass,0.8815165876777251,2,4,0,6,20,50,20,0.8838862559241706,0.23696682464454666,"20,30,40,50",,,1,0.8815165876777251,0.0,,"1,2,3,4,5,10",50,0.23696682464454666,nonnegative_gain,0.0,0.0,0.0,0.0,0.0,0.0,0.23696682464454666,0.23696682464454666,0.23696682464454666,0.23696682464454666
kdd_ipums_la_97-small,binclass,0.8882466281310212,2,0,4,6,,,1,0.8882466281310212,0.0,,10,40,10,0.8863198458574181,-0.19267822736031004,"10,20,30,40","1,2,3,4,5,50",50,0.0,nonpositive_decline,0.0,0.0,0.0,0.0,0.0,-0.19267822736031004,-0.09633911368015502,-0.09633911368015502,-0.09633911368015502,0.0
kr-vs-k,multiclass,0.8508553100498931,18,0,0,10,,,1,0.8508553100498931,0.0,,,,1,0.8508553100498931,0.0,,"1,2,3,4,5,10,20,30,40,50",50,0.0,all_steps_flat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kropt,multiclass,0.852815395580898,18,0,0,10,,,1,0.852815395580898,0.0,,,,1,0.852815395580898,0.0,,"1,2,3,4,5,10,20,30,40,50",50,0.0,all_steps_flat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
led24,multiclass,0.734375,10,1,2,7,30,30,30,0.7359375,0.15625000000000222,30,10,40,10,0.7328125,-0.15625000000000222,"10,40","1,2,3,4,5,20,50",50,0.0,mixed_ended_flat,0.0,0.0,0.0,0.0,0.0,-0.15625000000000222,0.0,0.15625000000000222,-0.15625000000000222,0.0
led7,multiclass,0.7375,10,5,0,5,10,50,20,0.74375,0.6249999999999978,"10,20,30,40,50",,,1,0.7375,0.0,,"1,2,3,4,5",50,0.6249999999999978,nonnegative_gain,0.0,0.0,0.0,0.0,0.0,0.31249999999999334,0.6249999999999978,0.6249999999999978,0.6249999999999978,0.6249999999999978
letter,multiclass,0.98625,26,0,0,10,,,1,0.98625,0.0,,,,1,0.98625,0.0,,"1,2,3,4,5,10,20,30,40,50",50,0.0,all_steps_flat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
madeline,binclass,0.7531847133757962,2,2,2,6,10,30,10,0.7547770700636943,0.15923566878981443,"10,30",3,4,3,0.7515923566878981,-0.15923566878980333,"3,4","1,2,5,20,40,50",50,0.0,mixed_ended_flat,0.0,0.0,-0.15923566878980333,-0.15923566878980333,0.0,0.15923566878981443,0.0,0.15923566878981443,0.0,0.0
mammography,binclass,0.9888243182834152,2,1,1,8,20,20,20,0.9892713455520786,0.04470272686634136,20,50,50,50,0.9874832364774252,-0.13410818059900187,50,"1,2,3,4,5,10,30,40",50,-0.13410818059900187,mixed_ended_in_decline,0.0,0.0,0.0,0.0,0.0,0.0,0.04470272686634136,0.0,0.0,-0.13410818059900187
maternal_health_risk,multiclass,0.8719211822660099,3,0,0,10,,,1,0.8719211822660099,0.0,,,,1,0.8719211822660099,0.0,,"1,2,3,4,5,10,20,30,40,50",50,0.0,all_steps_flat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mfeat-factors,multiclass,0.975,10,2,7,1,40,50,40,0.9775,0.2500000000000058,"40,50",2,30,2,0.9725,-0.24999999999999467,"2,3,4,5,10,20,30",1,50,0.2500000000000058,mixed_recovered_to_gain,0.0,-0.24999999999999467,-0.24999999999999467,-0.24999999999999467,-0.24999999999999467,-0.24999999999999467,-0.24999999999999467,-0.24999999999999467,0.2500000000000058,0.2500000000000058
mfeat-fourier,multiclass,0.885,10,10,0,0,1,50,50,0.8975,1.2499999999999956,"1,2,3,4,5,10,20,30,40,50",,,1,0.8875,0.24999999999999467,,,50,1.2499999999999956,all_steps_up,0.24999999999999467,0.24999999999999467,0.5000000000000004,0.5000000000000004,0.5000000000000004,1.0000000000000009,0.5000000000000004,0.24999999999999467,1.0000000000000009,1.2499999999999956
mfeat-karhunen,multiclass,0.975,10,0,0,10,,,1,0.975,0.0,,,,1,0.975,0.0,,"1,2,3,4,5,10,20,30,40,50",50,0.0,all_steps_flat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mfeat-morphological,multiclass,0.76,10,1,5,4,40,40,40,0.7625,0.24999999999999467,40,4,30,5,0.755,-0.5000000000000004,"4,5,10,20,30","1,2,3,50",50,0.0,mixed_ended_flat,0.0,0.0,0.0,-0.2500000000000058,-0.5000000000000004,-0.5000000000000004,-0.5000000000000004,-0.2500000000000058,0.24999999999999467,0.0
mfeat-pixel,multiclass,0.975,10,0,0,10,,,1,0.975,0.0,,,,1,0.975,0.0,,"1,2,3,4,5,10,20,30,40,50",50,0.0,all_steps_flat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mfeat-zernike,multiclass,0.8525,10,10,0,0,1,50,50,0.87,1.749999999999996,"1,2,3,4,5,10,20,30,40,50",,,1,0.855,0.24999999999999467,,,50,1.749999999999996,all_steps_up,0.24999999999999467,0.24999999999999467,0.24999999999999467,0.24999999999999467,0.5000000000000004,1.0000000000000009,1.0000000000000009,1.2499999999999956,1.5000000000000013,1.749999999999996
mice_protein_expression,multiclass,1.0,8,0,0,10,,,1,1.0,0.0,,,,1,1.0,0.0,,"1,2,3,4,5,10,20,30,40,50",50,0.0,all_steps_flat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
microaggregation2,multiclass,0.6405,5,0,9,1,,,4,0.6405,0.0,,1,50,30,0.63725,-0.3249999999999975,"1,2,3,5,10,20,30,40,50",4,50,-0.12499999999999734,nonpositive_decline,-0.024999999999997247,-0.07499999999999174,-0.07499999999999174,0.0,-0.024999999999997247,-0.10000000000000009,-0.24999999999999467,-0.3249999999999975,-0.10000000000000009,-0.12499999999999734
mobile_c36_oversampling,binclass,0.990533230293663,2,9,0,1,2,50,50,0.991112828438949,0.05795981452859644,"2,3,4,5,10,20,30,40,50",,,1,0.990533230293663,0.0,,1,50,0.05795981452859644,nonnegative_gain,0.0,0.009659969088093856,0.009659969088093856,0.02897990726429267,0.02897990726429267,0.009659969088093856,0.009659969088093856,0.02897990726429267,0.04829984544050259,0.05795981452859644
mozilla4,binclass,0.9401736892891605,2,8,0,2,2,50,30,0.9414602766162752,0.128658732711473,"2,4,5,10,20,30,40,50",,,1,0.9401736892891605,0.0,,"1,3",50,0.09649404953361307,nonnegative_gain,0.0,0.03216468317787102,0.0,0.03216468317787102,0.03216468317787102,0.06432936635575315,0.03216468317787102,0.128658732711473,0.09649404953361307,0.09649404953361307
naticusdroid+android+permissions+dataset,binclass,0.9710243736151356,2,10,0,0,1,50,30,0.972387932503835,0.13635588886994343,"1,2,3,4,5,10,20,30,40,50",,,20,0.9711948184762228,0.017044486108719337,,,50,0.10226691665243814,all_steps_up,0.03408897221748308,0.03408897221748308,0.03408897221748308,0.03408897221748308,0.03408897221748308,0.03408897221748308,0.017044486108719337,0.13635588886994343,0.08522243054371881,0.10226691665243814
national-longitudinal-survey-binary,binclass,1.0,2,0,0,10,,,1,1.0,0.0,,,,1,1.0,0.0,,"1,2,3,4,5,10,20,30,40,50",50,0.0,all_steps_flat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
okcupid_stem,multiclass,0.7475637181409296,3,8,0,2,2,50,50,0.7488755622188905,0.1311844077960922,"2,3,4,5,10,30,40,50",,,1,0.7475637181409296,0.0,,"1,20",50,0.1311844077960922,nonnegative_gain,0.0,0.018740629685154442,0.037481259370308884,0.037481259370308884,0.037481259370308884,0.018740629685154442,0.0,0.07496251874062887,0.09370314842578331,0.1311844077960922
one-hundred-plants-margin,multiclass,0.909375,100,0,0,10,,,1,0.909375,0.0,,,,1,0.909375,0.0,,"1,2,3,4,5,10,20,30,40,50",50,0.0,all_steps_flat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
one-hundred-plants-shape,multiclass,0.8,100,0,0,10,,,1,0.8,0.0,,,,1,0.8,0.0,,"1,2,3,4,5,10,20,30,40,50",50,0.0,all_steps_flat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
one-hundred-plants-texture,multiclass,0.91875,100,0,0,10,,,1,0.91875,0.0,,,,1,0.91875,0.0,,"1,2,3,4,5,10,20,30,40,50",50,0.0,all_steps_flat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
online_shoppers,binclass,0.9042984590429846,2,4,4,2,4,20,4,0.9047039740470396,0.0405515004055057,"4,5,10,20",2,50,50,0.9022708840227088,-0.20275750202757292,"2,3,40,50","1,30",50,-0.20275750202757292,mixed_ended_in_decline,0.0,-0.040551500405516805,-0.040551500405516805,0.0405515004055057,0.0405515004055057,0.0405515004055057,0.0405515004055057,0.0,-0.040551500405516805,-0.20275750202757292
optdigits,multiclass,0.9955516014234876,10,4,0,6,20,50,20,0.99644128113879,0.0889679715302405,"20,30,40,50",,,1,0.9955516014234876,0.0,,"1,2,3,4,5,10",50,0.0889679715302405,nonnegative_gain,0.0,0.0,0.0,0.0,0.0,0.0,0.0889679715302405,0.0889679715302405,0.0889679715302405,0.0889679715302405
ozone-level-8hr,binclass,0.9566074950690336,2,0,0,10,,,1,0.9566074950690336,0.0,,,,1,0.9566074950690336,0.0,,"1,2,3,4,5,10,20,30,40,50",50,0.0,all_steps_flat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
page-blocks,multiclass,0.9789954337899544,5,0,0,10,,,1,0.9789954337899544,0.0,,,,1,0.9789954337899544,0.0,,"1,2,3,4,5,10,20,30,40,50",50,0.0,all_steps_flat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pc1,binclass,0.9414414414414416,2,6,0,4,5,50,5,0.945945945945946,0.45045045045044585,"5,10,20,30,40,50",,,1,0.9414414414414416,0.0,,"1,2,3,4",50,0.45045045045044585,nonnegative_gain,0.0,0.0,0.0,0.0,0.45045045045044585,0.45045045045044585,0.45045045045044585,0.45045045045044585,0.45045045045044585,0.45045045045044585
pc3,binclass,0.9009584664536742,2,0,0,10,,,1,0.9009584664536742,0.0,,,,1,0.9009584664536742,0.0,,"1,2,3,4,5,10,20,30,40,50",50,0.0,all_steps_flat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pc4,binclass,0.9143835616438356,2,0,3,7,,,1,0.9143835616438356,0.0,,30,50,30,0.910958904109589,-0.3424657534246589,"30,40,50","1,2,3,4,5,10,20",50,-0.3424657534246589,nonpositive_decline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3424657534246589,-0.3424657534246589,-0.3424657534246589
pendigits,multiclass,0.9972714870395636,10,0,0,10,,,1,0.9972714870395636,0.0,,,,1,0.9972714870395636,0.0,,"1,2,3,4,5,10,20,30,40,50",50,0.0,all_steps_flat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phoneme,binclass,0.9037927844588344,2,0,10,0,,,1,0.902867715078631,-0.09250693802034249,,1,50,50,0.8973172987974098,-0.6475485661424529,"1,2,3,4,5,10,20,30,40,50",,50,-0.6475485661424529,all_steps_down,-0.09250693802034249,-0.18501387604069608,-0.18501387604069608,-0.09250693802034249,-0.09250693802034249,-0.18501387604069608,-0.46253469010175685,-0.27752081406103857,-0.37002775208140326,-0.6475485661424529
pol,binclass,0.9836390679226574,2,0,7,3,,,4,0.9836390679226574,0.0,,1,50,30,0.9821517104610809,-0.14873574615765772,"1,2,3,20,30,40,50","4,5,10",50,-0.14873574615765772,nonpositive_decline,-0.04957858205254517,-0.04957858205254517,-0.04957858205254517,0.0,0.0,0.0,-0.04957858205254517,-0.14873574615765772,-0.14873574615765772,-0.14873574615765772
predict_students_dropout_and_academic_success,multiclass,0.7627118644067796,3,3,1,6,1,50,40,0.7649717514124293,0.2259887005649719,"1,40,50",30,30,30,0.7615819209039548,-0.1129943502824804,30,"2,3,4,5,10,20",50,0.1129943502824915,mixed_recovered_to_gain,0.1129943502824915,0.0,0.0,0.0,0.0,0.0,0.0,-0.1129943502824804,0.2259887005649719,0.1129943502824915
qsar,binclass,0.90521327014218,2,2,0,8,40,50,40,0.909952606635071,0.4739336492891044,"40,50",,,1,0.90521327014218,0.0,,"1,2,3,4,5,10,20,30",50,0.4739336492891044,nonnegative_gain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4739336492891044,0.4739336492891044
rice_cammeo_and_osmancik,binclass,0.9291338582677166,2,0,0,10,,,1,0.9291338582677166,0.0,,,,1,0.9291338582677166,0.0,,"1,2,3,4,5,10,20,30,40,50",50,0.0,all_steps_flat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ringnorm,binclass,0.9797297297297296,2,3,0,7,30,50,30,0.9804054054054054,0.06756756756758353,"30,40,50",,,1,0.9797297297297296,0.0,,"1,2,3,4,5,10,20",50,0.06756756756758353,nonnegative_gain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06756756756758353,0.06756756756758353,0.06756756756758353
rl,binclass,0.8541247484909457,2,2,1,7,40,50,50,0.8601609657947686,0.6036217303822977,"40,50",20,20,20,0.8531187122736419,-0.1006036217303774,20,"1,2,3,4,5,10,30",50,0.6036217303822977,mixed_recovered_to_gain,0.0,0.0,0.0,0.0,0.0,0.0,-0.1006036217303774,0.0,0.4024144869215318,0.6036217303822977
satimage,multiclass,0.9284603421461898,6,10,0,0,1,50,30,0.942457231726283,1.3996889580093264,"1,2,3,4,5,10,20,30,40,50",,,1,0.9315707620528773,0.3110419906687478,,,50,1.244167962674958,all_steps_up,0.3110419906687478,0.38880248833592645,0.38880248833592645,0.4665629860031051,0.5443234836703059,0.9331259720062213,1.0108864696734,1.3996889580093264,1.3219284603421477,1.244167962674958
segment,multiclass,0.935064935064935,7,0,3,7,,,1,0.935064935064935,0.0,,30,50,30,0.9329004329004328,-0.21645021645022577,"30,40,50","1,2,3,4,5,10,20",50,-0.21645021645022577,nonpositive_decline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21645021645022577,-0.21645021645022577,-0.21645021645022577
seismic+bumps,binclass,0.9342359767891684,2,0,0,10,,,1,0.9342359767891684,0.0,,,,1,0.9342359767891684,0.0,,"1,2,3,4,5,10,20,30,40,50",50,0.0,all_steps_flat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
semeion,multiclass,0.9592476489028212,10,0,4,6,,,1,0.9592476489028212,0.0,,20,50,30,0.9498432601880876,-0.9404388714733591,"20,30,40,50","1,2,3,4,5,10",50,-0.9404388714733591,nonpositive_decline,0.0,0.0,0.0,0.0,0.0,0.0,-0.31347962382444194,-0.9404388714733591,-0.9404388714733591,-0.9404388714733591
shuttle,multiclass,0.9994827586206896,7,0,0,10,,,1,0.9994827586206896,0.0,,,,1,0.9994827586206896,0.0,,"1,2,3,4,5,10,20,30,40,50",50,0.0,all_steps_flat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spambase,binclass,0.9598262757871878,2,0,7,3,,,1,0.9598262757871878,0.0,,3,50,50,0.9511400651465798,-0.8686210640608039,"3,4,5,10,30,40,50","1,2,20",50,-0.8686210640608039,nonpositive_decline,0.0,0.0,-0.10857763300760048,-0.10857763300760048,-0.21715526601520097,-0.10857763300760048,0.0,-0.43431053203040193,-0.6514657980456029,-0.8686210640608039
splice,multiclass,0.9561128526645768,3,8,0,2,3,50,30,0.962382445141066,0.6269592476489172,"3,4,5,10,20,30,40,50",,,1,0.9561128526645768,0.0,,"1,2",50,0.6269592476489172,nonnegative_gain,0.0,0.0,0.15673981191222097,0.31347962382444194,0.31347962382444194,0.31347962382444194,0.31347962382444194,0.6269592476489172,0.6269592476489172,0.6269592476489172
sports_articles_for_objectivity_analysis,binclass,0.855,2,0,3,7,,,1,0.855,0.0,,30,50,50,0.835,-2.0000000000000018,"30,40,50","1,2,3,4,5,10,20",50,-2.0000000000000018,nonpositive_decline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5000000000000013,-1.5000000000000013,-2.0000000000000018
statlog,binclass,0.745,2,0,4,6,,,1,0.745,0.0,,10,40,10,0.735,-1.0000000000000009,"10,20,30,40","1,2,3,4,5,50",50,0.0,nonpositive_decline,0.0,0.0,0.0,0.0,0.0,-1.0000000000000009,-1.0000000000000009,-1.0000000000000009,-0.5000000000000004,0.0
steel_plates_faults,multiclass,0.8380462724935732,7,0,0,10,,,1,0.8380462724935732,0.0,,,,1,0.8380462724935732,0.0,,"1,2,3,4,5,10,20,30,40,50",50,0.0,all_steps_flat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
