dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,fit_seconds,predict_seconds,status,error,aoc,aoc_metric,aoc_error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early
wine,/home/crc00006699/zh/tabiclv2/data178/wine,binclass,2043,409,511,4,2,0.786692759295499,0.7858267268299804,14.877542734146118,0.2581136226654053,ok,,0.1180147058823529,1_minus_roc_auc,,2043,1634,0,511,0.4448084514588117,8,5e-06,True,14.853793382644652,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.8312958435207825,0.8312958435207825,0,True
yeast,/home/crc00006699/zh/tabiclv2/data178/yeast,multiclass,1187,238,297,8,10,0.6296296296296297,0.6229150251146531,61.87443661689758,0.3455126285552978,ok,,0.970575905683764,log_loss,,1187,949,0,297,0.9691375717520714,27,5e-06,True,61.84315061569214,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.5546218487394958,0.5714285714285714,19,True
Amazon_employee_access,/home/crc00006699/zh/tabiclv2/data178/Amazon_employee_access,binclass,26215,5243,6554,7,2,0.9447665547757096,0.9323452793584468,3971.00097155571,12.883415460586548,ok,,0.1654045912426691,1_minus_roc_auc,,26215,20972,0,6554,0.2218231996521353,60,5e-06,True,3970.780950307846,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,2,epoch_chunk,0.9488842265878314,0.9515544535571238,30,False
BNG(cmc),/home/crc00006699/zh/tabiclv2/data178/BNG(cmc),multiclass,0,0,0,0,0,,,0.0,0.0,fail,"OutOfMemoryError: CUDA out of memory. Tried to allocate 2.00 MiB. GPU 0 has a total capacity of 23.57 GiB of which 2.00 MiB is free. Process 44658 has 23.56 GiB memory in use. Of the allocated memory 19.64 GiB is allocated by PyTorch, and 3.61 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,,0,0,0,0,,0,,False,0.0,,,0,0,,,,0,False
Basketball_c,/home/crc00006699/zh/tabiclv2/data178/Basketball_c,binclass,1072,215,268,11,2,0.7164179104477612,0.7146382129160544,43.99434566497803,0.3527295589447021,ok,,0.256467044649185,1_minus_roc_auc,,1072,857,0,268,0.6135827135294676,19,5e-06,True,43.96201705932617,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.7534883720930232,0.7627906976744186,11,True
Click_prediction_small,/home/crc00006699/zh/tabiclv2/data178/Click_prediction_small,binclass,31958,6392,7990,3,2,0.8334167709637046,0.762274813109356,861.2642426490784,7.290446043014526,ok,,0.3735559371402142,1_minus_roc_auc,,31958,25566,0,7990,0.4329749904572963,28,5e-06,True,861.1744821071625,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,2,epoch_chunk,0.8322903629536921,0.8327596996245307,6,True
Diabetic_Retinopathy_Debrecen,/home/crc00006699/zh/tabiclv2/data178/Diabetic_Retinopathy_Debrecen,binclass,920,184,231,19,2,0.7402597402597403,0.739887282528792,20.14803147315979,0.8711533546447754,ok,,0.161547726588377,1_minus_roc_auc,,920,736,0,231,0.4126488789916038,8,5e-06,True,20.10179734230041,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.75,0.75,0,True
FICO-HELOC-cleaned,/home/crc00006699/zh/tabiclv2/data178/FICO-HELOC-cleaned,binclass,7896,1580,1975,23,2,0.7549367088607595,0.7546711509554379,224.29938220977783,3.5017428398132324,ok,,0.1736309418643349,1_minus_roc_auc,,7896,6316,0,1975,0.5204612705856562,8,5e-06,True,224.13238787651065,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.7493670886075949,0.7493670886075949,0,True
FOREX_audchf-day-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audchf-day-High,binclass,1466,294,367,10,2,0.7520435967302452,0.752054642788972,38.373632192611694,0.4340081214904785,ok,,0.1598942553317888,1_minus_roc_auc,,1466,1172,0,367,0.5251205805689096,14,5e-06,True,38.33545017242432,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.7142857142857143,0.7244897959183674,6,True
FOREX_audsgd-hour-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audsgd-hour-High,binclass,35060,7012,8765,10,2,0.7124928693667998,0.712502195352838,5418.80188703537,24.76790952682495,ok,,0.210470096827771,1_minus_roc_auc,,35060,28048,0,8765,0.5765517540276051,58,5e-06,True,5418.464160203934,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,2,epoch_chunk,0.7137763833428409,0.7194808899030234,21,True
FOREX_cadjpy-hour-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_cadjpy-hour-High,binclass,35060,7012,8765,10,2,0.7168282943525385,0.7168328558199687,4297.906287670136,24.77190470695496,ok,,0.208988863097098,1_minus_roc_auc,,35060,28048,0,8765,0.5499532390385866,46,5e-06,True,4297.628052949905,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,2,epoch_chunk,0.7119224187107815,0.7183399885909869,15,True
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,/home/crc00006699/zh/tabiclv2/data178/GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,binclass,1280,256,320,20,2,0.678125,0.6727529066015349,37.06421828269959,0.5299680233001709,ok,,0.2617968749999999,1_minus_roc_auc,,1280,1024,0,320,0.6108961887657642,12,5e-06,True,37.00019001960754,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.6484375,0.65625,4,True
GesturePhaseSegmentationProcessed,/home/crc00006699/zh/tabiclv2/data178/GesturePhaseSegmentationProcessed,multiclass,7898,1580,1975,32,5,0.8420253164556962,0.8411706757484785,798.1843161582947,4.028531312942505,ok,,0.4321281234690792,log_loss,,7898,6318,0,1975,0.6110010854899883,25,5e-06,True,797.9714410305023,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.790506329113924,0.810126582278481,17,True
INNHotelsGroup,/home/crc00006699/zh/tabiclv2/data178/INNHotelsGroup,binclass,0,0,0,0,0,,,0.0,0.0,fail,"OutOfMemoryError: CUDA out of memory. Tried to allocate 40.00 MiB. GPU 0 has a total capacity of 23.57 GiB of which 24.00 MiB is free. Process 44658 has 23.54 GiB memory in use. Of the allocated memory 22.75 GiB is allocated by PyTorch, and 484.07 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,,0,0,0,0,,0,,False,0.0,,,0,0,,,,0,False
KDDCup09_upselling,/home/crc00006699/zh/tabiclv2/data178/KDDCup09_upselling,binclass,4102,821,1026,49,2,0.8109161793372319,0.8091752055466928,137.9901168346405,2.5244858264923096,ok,,0.088640759359955,1_minus_roc_auc,,4102,3281,0,1026,0.3863673415035009,8,5e-06,True,137.78117775917053,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.8136419001218027,0.8136419001218027,0,True
Marketing_Campaign,/home/crc00006699/zh/tabiclv2/data178/Marketing_Campaign,binclass,1792,359,448,27,2,0.8839285714285714,0.8741572521865889,36.82688426971436,0.7837963104248047,ok,,0.0738629686214596,1_minus_roc_auc,,1792,1433,0,448,0.2143178270198404,8,5e-06,True,36.75160026550293,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9108635097493036,0.9108635097493036,0,True
PhishingWebsites,/home/crc00006699/zh/tabiclv2/data178/PhishingWebsites,binclass,8844,1769,2211,30,2,0.9782903663500678,0.9782632811243964,772.6079037189484,4.775928974151611,ok,,0.0013942538835193,1_minus_roc_auc,,8844,7075,0,2211,0.057934240438044,21,5e-06,True,772.3314237594604,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9768230638778972,0.979649519502544,13,True
PizzaCutter3,/home/crc00006699/zh/tabiclv2/data178/PizzaCutter3,binclass,834,167,209,37,2,0.8899521531100478,0.8463166234064067,31.224601984024048,1.1341793537139893,ok,,0.1097826086956521,1_minus_roc_auc,,834,667,0,209,0.3058040579780936,10,5e-06,True,31.15415668487549,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.8922155688622755,0.8982035928143712,2,True
Rain_in_Australia,/home/crc00006699/zh/tabiclv2/data178/Rain_in_Australia,multiclass,0,0,0,0,0,,,0.0,0.0,fail,"OutOfMemoryError: CUDA out of memory. Tried to allocate 40.00 MiB. GPU 0 has a total capacity of 23.57 GiB of which 30.00 MiB is free. Process 44658 has 23.53 GiB memory in use. Of the allocated memory 22.74 GiB is allocated by PyTorch, and 491.06 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,,0,0,0,0,,0,,False,0.0,,,0,0,,,,0,False
Telecom_Churn_Dataset,/home/crc00006699/zh/tabiclv2/data178/Telecom_Churn_Dataset,binclass,2666,534,667,17,2,0.9610194902548724,0.9601297177498206,49.49070382118225,1.008103370666504,ok,,0.0689274733224816,1_minus_roc_auc,,2666,2132,0,667,0.0993414411786943,8,5e-06,True,49.42776036262512,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9644194756554308,0.9644194756554308,0,True
Wilt,/home/crc00006699/zh/tabiclv2/data178/Wilt,binclass,3856,772,965,5,2,0.9927461139896372,0.9926443320683423,42.818727016448975,0.6638698577880859,ok,,0.0080040441486224,1_minus_roc_auc,,3856,3084,0,965,0.03447125852108,9,5e-06,True,42.78122901916504,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9870466321243524,0.9883419689119172,1,True
ada,/home/crc00006699/zh/tabiclv2/data178/ada,binclass,3317,664,830,48,2,0.863855421686747,0.8605230517179491,174.89103078842163,1.9797794818878172,ok,,0.0792257903908388,1_minus_roc_auc,,3317,2653,0,830,0.3375658160075545,14,5e-06,True,174.75825428962708,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.8689759036144579,0.8795180722891566,6,True
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,/home/crc00006699/zh/tabiclv2/data178/airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,binclass,1600,320,400,7,2,0.6025,0.5905317440915487,29.063883543014526,0.3918352127075195,ok,,0.3255263690656949,1_minus_roc_auc,,1600,1280,0,400,0.631160905584693,12,5e-06,True,29.02566957473755,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.659375,0.6625,4,True
analcatdata_authorship,/home/crc00006699/zh/tabiclv2/data178/analcatdata_authorship,multiclass,672,135,169,69,4,0.9940828402366864,0.9940804879569156,31.268841981887817,0.6581234931945801,ok,,0.0105286731713866,log_loss,,672,537,0,169,0.0006849949663774,8,5e-06,True,31.1587233543396,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,1.0,1.0,0,True
autoUniv-au7-1100,/home/crc00006699/zh/tabiclv2/data178/autoUniv-au7-1100,multiclass,880,176,220,12,5,0.4090909090909091,0.3888925460387546,17.25717830657959,0.6902360916137695,ok,,1.340221482028526,log_loss,,880,704,0,220,1.3007434718310833,8,5e-06,True,17.219518423080444,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.5227272727272727,0.5227272727272727,0,True
baseball,/home/crc00006699/zh/tabiclv2/data178/baseball,multiclass,1072,215,268,16,3,0.9440298507462688,0.9342657264063036,28.535322427749637,0.4145967960357666,ok,,0.1324824841221016,log_loss,,1072,857,0,268,0.1435740636661648,11,5e-06,True,28.49161100387573,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9534883720930232,0.958139534883721,3,True
cmc,/home/crc00006699/zh/tabiclv2/data178/cmc,multiclass,1178,236,295,9,3,0.5966101694915255,0.5933310521281714,30.96314120292664,0.3549678325653076,ok,,0.8675994018637966,log_loss,,1178,942,0,295,0.8889579363167286,13,5e-06,True,30.926034688949585,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.5466101694915254,0.5508474576271186,5,True
contraceptive_method_choice,/home/crc00006699/zh/tabiclv2/data178/contraceptive_method_choice,multiclass,1178,236,295,9,3,0.6271186440677966,0.626184104328618,37.97570657730103,0.3657398223876953,ok,,0.8203665046750916,log_loss,,1178,942,0,295,0.899819802492857,16,5e-06,True,37.942445039749146,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.538135593220339,0.5423728813559322,8,True
dabetes_130-us_hospitals,/home/crc00006699/zh/tabiclv2/data178/dabetes_130-us_hospitals,binclass,0,0,0,0,0,,,0.0,0.0,fail,"OutOfMemoryError: CUDA out of memory. Tried to allocate 40.00 MiB. GPU 0 has a total capacity of 23.57 GiB of which 28.00 MiB is free. Process 44658 has 23.54 GiB memory in use. Of the allocated memory 22.80 GiB is allocated by PyTorch, and 432.35 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,,0,0,0,0,,0,,False,0.0,,,0,0,,,,0,False
dis,/home/crc00006699/zh/tabiclv2/data178/dis,binclass,3017,604,755,29,2,0.990728476821192,0.9900755651821972,196.2121112346649,1.3510360717773438,ok,,0.0056078959174518,1_minus_roc_auc,,3017,2413,0,755,0.0325578866177238,23,5e-06,True,196.10512232780457,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9850993377483444,0.9950331125827816,15,True
dry_bean_dataset,/home/crc00006699/zh/tabiclv2/data178/dry_bean_dataset,multiclass,10888,2178,2723,16,7,0.9287550495776716,0.928732548177597,327.0741574764252,4.642057657241821,ok,,0.1859349155547139,log_loss,,10888,8710,0,2723,0.1676537003368139,8,5e-06,True,326.90969800949097,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9325068870523416,0.9325068870523416,0,True
estimation_of_obesity_levels,/home/crc00006699/zh/tabiclv2/data178/estimation_of_obesity_levels,multiclass,1688,338,423,16,7,0.9905437352245864,0.9905622153790828,64.91549921035767,0.6084232330322266,ok,,0.0218484051177838,log_loss,,1688,1350,0,423,0.0382701997878029,18,5e-06,True,64.86520171165466,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9822485207100592,0.9911242603550297,10,True
first-order-theorem-proving,/home/crc00006699/zh/tabiclv2/data178/first-order-theorem-proving,multiclass,4894,979,1224,51,6,0.6495098039215687,0.6332639614517086,446.93682289123535,3.4155776500701904,ok,,1.0131087492234632,log_loss,,4894,3915,0,1224,1.1348651684820652,21,5e-06,True,446.7165257930756,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.6302349336057201,0.6363636363636364,13,True
golf_play_dataset_extended,/home/crc00006699/zh/tabiclv2/data178/golf_play_dataset_extended,binclass,876,176,219,9,2,0.9452054794520548,0.9452054794520548,16.207901000976562,0.6389498710632324,ok,,0.0194772555918572,1_minus_roc_auc,,876,700,0,219,0.0972041618078947,8,5e-06,True,16.171951055526733,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9204545454545454,0.9204545454545454,0,True
house_16H,/home/crc00006699/zh/tabiclv2/data178/house_16H,binclass,10790,2158,2698,16,2,0.8921423276501111,0.8921411274407646,927.094217300415,4.580933332443237,ok,,0.0415482242289129,1_minus_roc_auc,,10790,8632,0,2698,0.2519884333014488,23,5e-06,True,926.9332296848296,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.8822984244670992,0.8873957367933272,15,True
in_vehicle_coupon_recommendation,/home/crc00006699/zh/tabiclv2/data178/in_vehicle_coupon_recommendation,binclass,10147,2030,2537,21,2,0.7891210090658258,0.7878466248832556,581.9442298412323,4.557376384735107,ok,,0.1372652771708498,1_minus_roc_auc,,10147,8117,0,2537,0.4869465921074152,15,5e-06,True,581.6942448616028,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.7640394088669951,0.767487684729064,7,True
jm1,/home/crc00006699/zh/tabiclv2/data178/jm1,binclass,8708,1742,2177,21,2,0.8208543867707855,0.7841275233814309,346.15932726860046,3.8308939933776855,ok,,0.2358591378592027,1_minus_roc_auc,,8708,6966,0,2177,0.4191650627180934,11,5e-06,True,345.9917161464691,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.8214695752009185,0.8266360505166476,3,True
kdd_ipums_la_97-small,/home/crc00006699/zh/tabiclv2/data178/kdd_ipums_la_97-small,binclass,4150,830,1038,20,2,0.8901734104046243,0.8896424374685244,260.5434319972992,1.6108953952789309,ok,,0.0489361860105953,1_minus_roc_auc,,4150,3320,0,1038,0.2663140762597322,23,5e-06,True,260.460022687912,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.8795180722891566,0.8879518072289156,15,True
led24,/home/crc00006699/zh/tabiclv2/data178/led24,multiclass,2560,512,640,24,10,0.725,0.7200767511877059,171.94562768936157,1.0976190567016602,ok,,0.7747455463076218,log_loss,,2560,2048,0,640,0.8349487148225307,26,5e-06,True,171.85099005699158,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.71484375,0.728515625,18,True
madeline,/home/crc00006699/zh/tabiclv2/data178/madeline,binclass,0,0,0,0,0,,,0.0,0.0,fail,"OutOfMemoryError: CUDA out of memory. Tried to allocate 252.00 MiB. GPU 0 has a total capacity of 23.57 GiB of which 58.00 MiB is free. Process 44658 has 23.51 GiB memory in use. Of the allocated memory 22.04 GiB is allocated by PyTorch, and 1.15 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,,0,0,0,0,,0,,False,0.0,,,0,0,,,,0,False
mfeat-factors,/home/crc00006699/zh/tabiclv2/data178/mfeat-factors,multiclass,1600,320,400,216,10,0.9825,0.9824984372558212,169.38597059249878,4.339666843414307,ok,,0.0771859844887558,log_loss,,1600,1280,0,400,0.0405956987524405,8,5e-06,True,169.0123519897461,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.984375,0.984375,0,True
mfeat-morphological,/home/crc00006699/zh/tabiclv2/data178/mfeat-morphological,multiclass,1600,320,400,6,10,0.77,0.7619729916146867,21.293952226638797,0.4221196174621582,ok,,0.4927334706374584,log_loss,,1600,1280,0,400,0.7256335876882076,8,5e-06,True,21.26373696327209,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.753125,0.753125,0,True
mice_protein_expression,/home/crc00006699/zh/tabiclv2/data178/mice_protein_expression,multiclass,864,173,216,75,8,1.0,1.0,39.76906371116638,0.8550775051116943,ok,,1.6068522330736386e-06,log_loss,,864,691,0,216,0.0002579433769938,8,5e-06,True,39.652615547180176,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,1.0,1.0,0,True
mozilla4,/home/crc00006699/zh/tabiclv2/data178/mozilla4,binclass,12436,2488,3109,4,2,0.9469282727565134,0.9464636014971514,475.3980233669281,2.205413341522217,ok,,0.0213510718200546,1_minus_roc_auc,,12436,9948,0,3109,0.1744594741612672,22,5e-06,True,475.33189964294434,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9409163987138264,0.9437299035369776,14,True
okcupid_stem,/home/crc00006699/zh/tabiclv2/data178/okcupid_stem,multiclass,21341,4269,5336,13,3,0.7488755622188905,0.6988314232042844,3602.6737389564514,11.52259111404419,ok,,0.5886959197074025,log_loss,,21341,17072,0,5336,0.5802363436669111,30,5e-06,True,3602.3847727775574,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.7519325368938862,0.7554462403373156,22,True
one-hundred-plants-texture,/home/crc00006699/zh/tabiclv2/data178/one-hundred-plants-texture,multiclass,1279,256,320,64,100,0.928125,0.9280704365079364,1.054610013961792,5.6468799114227295,ok,,0.2260649407250755,log_loss,,1279,1023,0,320,,0,5e-06,False,0.4650275707244873,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | TTT training skipped because n_classes=100 exceeds model max_classes=10,0,0,epoch_chunk,,,0,False
ozone-level-8hr,/home/crc00006699/zh/tabiclv2/data178/ozone-level-8hr,binclass,2027,406,507,72,2,0.9566074950690336,0.9497347691327624,144.52113604545593,1.6513147354125977,ok,,0.0527631578947367,1_minus_roc_auc,,2027,1621,0,507,0.1553051453083753,14,5e-06,True,144.35992431640625,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9458128078817734,0.9507389162561576,6,True
pc3,/home/crc00006699/zh/tabiclv2/data178/pc3,binclass,1250,250,313,37,2,0.9009584664536742,0.8713234468060816,34.02215647697449,0.7001488208770752,ok,,0.1609208185053381,1_minus_roc_auc,,1250,1000,0,313,0.2261883406899869,8,5e-06,True,33.944557428359985,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.892,0.892,0,True
phoneme,/home/crc00006699/zh/tabiclv2/data178/phoneme,binclass,4323,865,1081,5,2,0.9019426456984274,0.9017593647220504,51.5077166557312,0.7597784996032715,ok,,0.0340438006837663,1_minus_roc_auc,,4323,3458,0,1081,0.1713339546695351,9,5e-06,True,51.46936702728272,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9283236994219654,0.930635838150289,1,True
qsar,/home/crc00006699/zh/tabiclv2/data178/qsar,binclass,844,169,211,40,2,0.9004739336492891,0.8995308002250411,26.50324845314026,1.175869703292847,ok,,0.045271629778672,1_minus_roc_auc,,844,675,0,211,0.2498009018599987,8,5e-06,True,26.42250061035156,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.8875739644970414,0.8875739644970414,0,True
rl,/home/crc00006699/zh/tabiclv2/data178/rl,binclass,3976,796,994,12,2,0.908450704225352,0.9084483877203796,122.10051321983336,1.2486684322357178,ok,,0.0416928128124884,1_minus_roc_auc,,3976,3180,0,994,0.3071482321247458,14,5e-06,True,122.03554677963255,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.8793969849246231,0.8907035175879398,6,True
seismic+bumps,/home/crc00006699/zh/tabiclv2/data178/seismic+bumps,binclass,2067,414,517,18,2,0.9342359767891684,0.9024719535783364,36.1815721988678,0.7408170700073242,ok,,0.2797162343198148,1_minus_roc_auc,,2067,1653,0,517,0.1886345818638801,8,5e-06,True,36.12348198890686,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9347826086956522,0.9347826086956522,0,True
spambase,/home/crc00006699/zh/tabiclv2/data178/spambase,binclass,3680,736,921,57,2,0.9587404994571118,0.9587793314498372,221.55686569213867,2.474950790405273,ok,,0.0079929302803203,1_minus_roc_auc,,3680,2944,0,921,0.1032306689303368,14,5e-06,True,221.3848087787628,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9633152173913044,0.9660326086956522,6,True
statlog,/home/crc00006699/zh/tabiclv2/data178/statlog,binclass,800,160,200,20,2,0.73,0.7165280665280664,18.977622747421265,0.7573902606964111,ok,,0.2401190476190475,1_minus_roc_auc,,800,640,0,200,0.4537084717303514,8,5e-06,True,18.923298835754395,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.76875,0.76875,0,True
taiwanese_bankruptcy_prediction,/home/crc00006699/zh/tabiclv2/data178/taiwanese_bankruptcy_prediction,binclass,5455,1091,1364,95,2,0.9706744868035192,0.964668586501464,620.8877003192902,6.251588106155396,ok,,0.0723226584022037,1_minus_roc_auc,,5455,4364,0,1364,0.0874876040033996,16,5e-06,True,620.4687595367432,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9679193400549956,0.9715857011915674,8,True
thyroid,/home/crc00006699/zh/tabiclv2/data178/thyroid,multiclass,5760,1152,1440,21,3,0.9958333333333332,0.995835174762004,207.07215690612796,2.375275135040283,ok,,0.0112608320047738,log_loss,,5760,4608,0,1440,0.0087089860608102,12,5e-06,True,206.97781658172607,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9939236111111112,0.9947916666666666,4,True
turiye_student_evaluation,/home/crc00006699/zh/tabiclv2/data178/turiye_student_evaluation,multiclass,4656,932,1164,32,5,0.5197594501718213,0.4909348424900532,126.3159921169281,2.23111629486084,ok,,1.180002798094108,log_loss,,4656,3724,0,1164,1.1892214193940165,8,5e-06,True,126.17388606071472,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.5118025751072961,0.5118025751072961,0,True
volkert,/home/crc00006699/zh/tabiclv2/data178/volkert,multiclass,46648,9330,11662,180,10,0.7511576058995026,0.7464453240897367,5.69538140296936,209.2015256881714,ok,,0.7120076977564387,log_loss,,46648,0,0,11662,,0,5e-06,False,0.0,,TTT skipped for dataset=volkert to avoid OOM,0,0,,,,0,False
water_quality,/home/crc00006699/zh/tabiclv2/data178/water_quality,binclass,6396,1280,1600,20,2,0.911875,0.9001129884094757,146.70664739608765,2.439625024795532,ok,,0.0891559075621134,1_minus_roc_auc,,6396,5116,0,1600,0.2400781228207051,8,5e-06,True,146.618825674057,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.89609375,0.89609375,0,True
waveform_database_generator_version_1,/home/crc00006699/zh/tabiclv2/data178/waveform_database_generator_version_1,multiclass,4000,800,1000,21,3,0.871,0.8705334846679682,85.58029222488403,1.586214303970337,ok,,0.2924337073546543,log_loss,,4000,3200,0,1000,0.2614504313096404,8,5e-06,True,85.49048280715942,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.85875,0.85875,0,True
wine-quality-red,/home/crc00006699/zh/tabiclv2/data178/wine-quality-red,multiclass,1279,256,320,4,6,0.675,0.6598341154078093,20.47667598724365,0.3206994533538818,ok,,0.8071659112856887,log_loss,,1279,1023,0,320,0.7830860875546932,9,5e-06,True,20.45063853263855,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.65625,0.66015625,1,True
