dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,fit_seconds,predict_seconds,status,error,aoc,aoc_metric,aoc_error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early
BLE_RSSI_dataset_for_Indoor_localization,/home/crc00006699/zh/tabiclv2/data178/BLE_RSSI_dataset_for_Indoor_localization,multiclass,7987,1598,1997,3,3,0.7766649974962444,0.7763819159827615,346.4986181259155,1.3575222492218018,ok,,0.5129841211622246,log_loss,,7987,6389,0,1997,0.5472536012530327,30,5e-06,True,346.4659342765808,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.7509386733416771,0.7834793491864831,26,False
BNG(tic-tac-toe),/home/crc00006699/zh/tabiclv2/data178/BNG(tic-tac-toe),binclass,31492,6299,7874,9,2,0.8147066294132588,0.8126935701163973,1339.0237860679626,20.4138708114624,ok,,0.1171991194811973,1_minus_roc_auc,,31492,25193,0,7874,0.44578308891505,16,5e-06,True,1338.7075130939484,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,2,epoch_chunk,0.8088585489760279,0.8088585489760279,0,True
California-Housing-Classification,/home/crc00006699/zh/tabiclv2/data178/California-Housing-Classification,binclass,16512,3303,4128,8,2,0.9249031007751938,0.9249027482142128,1659.4049048423767,7.119688987731934,ok,,0.0193630658471231,1_minus_roc_auc,,16512,13209,0,4128,0.1876077810302376,23,5e-06,True,1659.2667787075045,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.916439600363306,0.9215864365728126,15,True
Credit_c,/home/crc00006699/zh/tabiclv2/data178/Credit_c,multiclass,0,0,0,0,0,,,0.0,0.0,fail,"OutOfMemoryError: CUDA out of memory. Tried to allocate 80.00 MiB. GPU 0 has a total capacity of 23.57 GiB of which 50.00 MiB is free. Process 44659 has 23.51 GiB memory in use. Of the allocated memory 22.98 GiB is allocated by PyTorch, and 221.48 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,,0,0,0,0,,0,,False,0.0,,,0,0,,,,0,False
E-CommereShippingData,/home/crc00006699/zh/tabiclv2/data178/E-CommereShippingData,binclass,8799,1760,2200,10,2,0.6777272727272727,0.6654866223896462,472.190215587616,3.0627291202545166,ok,,0.2801951862864718,1_minus_roc_auc,,8799,7039,0,2200,0.4911956945434212,18,5e-06,True,472.0916504859924,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.6840909090909091,0.6863636363636364,10,True
FOREX_audcad-day-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audcad-day-High,binclass,1467,294,367,10,2,0.7465940054495913,0.7465488300076658,25.338208198547363,0.482637882232666,ok,,0.167379552070338,1_minus_roc_auc,,1467,1173,0,367,0.5418390743434429,9,5e-06,True,25.30198693275452,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.7142857142857143,0.717687074829932,1,True
FOREX_audjpy-day-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audjpy-day-High,binclass,1465,293,367,10,2,0.784741144414169,0.7843529871692693,35.97311782836914,0.4944827556610107,ok,,0.1434962249568991,1_minus_roc_auc,,1465,1172,0,367,0.4976360062137246,13,5e-06,True,35.93811631202698,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.7542662116040956,0.757679180887372,5,True
FOREX_audusd-hour-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audusd-hour-High,binclass,35060,7012,8765,10,2,0.7099828864803195,0.709795966898524,3889.2255625724792,24.523406982421875,ok,,0.2109781688310642,1_minus_roc_auc,,35060,28048,0,8765,0.5620832815766335,42,5e-06,True,3888.9030842781062,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,2,epoch_chunk,0.7086423274386765,0.7167712492869367,13,True
Firm-Teacher_Clave-Direction_Classification,/home/crc00006699/zh/tabiclv2/data178/Firm-Teacher_Clave-Direction_Classification,multiclass,8640,1728,2160,16,4,0.8870370370370371,0.8863528295250788,656.4440941810608,3.440014600753784,ok,,0.3022968162147174,log_loss,,8640,6912,0,2160,0.3303346568718552,23,5e-06,True,656.2728748321533,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.8663194444444444,0.8721064814814815,15,True
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001,/home/crc00006699/zh/tabiclv2/data178/GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001,binclass,1280,256,320,20,2,0.68125,0.6808011265842591,51.76883220672608,0.5490374565124512,ok,,0.2430859375,1_minus_roc_auc,,1280,1024,0,320,0.491425615735352,17,5e-06,True,51.70523285865784,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.66796875,0.6796875,9,True
HR_Analytics_Job_Change_of_Data_Scientists,/home/crc00006699/zh/tabiclv2/data178/HR_Analytics_Job_Change_of_Data_Scientists,binclass,15326,3066,3832,13,2,0.7995824634655533,0.8019529367488967,881.0410158634186,6.938250541687012,ok,,0.1887431825254272,1_minus_roc_auc,,15326,12260,0,3832,0.4292633756995201,13,5e-06,True,880.822921037674,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.8062622309197651,0.8065883887801696,5,True
Indian_pines,/home/crc00006699/zh/tabiclv2/data178/Indian_pines,multiclass,0,0,0,0,0,,,0.0,0.0,fail,"OutOfMemoryError: CUDA out of memory. Tried to allocate 42.00 MiB. GPU 0 has a total capacity of 23.57 GiB of which 36.00 MiB is free. Process 44659 has 23.53 GiB memory in use. Of the allocated memory 23.10 GiB is allocated by PyTorch, and 120.62 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,,0,0,0,0,,0,,False,0.0,,,0,0,,,,0,False
MIC,/home/crc00006699/zh/tabiclv2/data178/MIC,binclass,1319,264,330,104,2,0.9090909090909092,0.8995772562318263,69.0429151058197,1.4765920639038086,ok,,0.1166280132124534,1_minus_roc_auc,,1319,1055,0,330,0.2978144427761435,8,5e-06,True,68.77706146240234,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.8712121212121212,0.8712121212121212,0,True
Mobile_Price_Classification,/home/crc00006699/zh/tabiclv2/data178/Mobile_Price_Classification,multiclass,1600,320,400,20,4,0.965,0.965028546694125,29.529475450515747,0.6538240909576416,ok,,0.0693897856811749,log_loss,,1600,1280,0,400,0.1080038710497319,8,5e-06,True,29.46640110015869,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.965625,0.965625,0,True
PieChart3,/home/crc00006699/zh/tabiclv2/data178/PieChart3,binclass,861,173,216,37,2,0.8842592592592593,0.8504784688995214,31.897266149520878,1.1790926456451416,ok,,0.1230648638056044,1_minus_roc_auc,,861,688,0,216,0.2598444279283285,10,5e-06,True,31.82148766517639,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.8728323699421965,0.8786127167630058,2,True
Pumpkin_Seeds,/home/crc00006699/zh/tabiclv2/data178/Pumpkin_Seeds,binclass,2000,400,500,12,2,0.88,0.8798921417565484,42.76978945732117,0.6701202392578125,ok,,0.0523557692307693,1_minus_roc_auc,,2000,1600,0,500,0.2565745422616601,11,5e-06,True,42.72632956504822,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.87,0.8775,3,True
SDSS17,/home/crc00006699/zh/tabiclv2/data178/SDSS17,multiclass,80000,16000,20000,12,3,0.97765,0.9775360735828617,8191.596726417541,107.91623091697691,ok,,0.0684809808269452,log_loss,,80000,64000,0,20000,0.0880425109062343,68,5e-06,True,8190.852625608444,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,4,epoch_chunk,0.9759375,0.976625,9,True
UJI_Pen_Characters,/home/crc00006699/zh/tabiclv2/data178/UJI_Pen_Characters,multiclass,1091,219,273,80,35,0.5384615384615384,0.5267602845208057,0.9073777198791504,3.658283472061157,ok,,1.375157717489065,log_loss,,1091,872,0,273,,0,5e-06,False,0.4545085430145263,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | TTT training skipped because n_classes=35 exceeds model max_classes=10,0,0,epoch_chunk,,,0,False
abalone,/home/crc00006699/zh/tabiclv2/data178/abalone,multiclass,3341,669,836,8,3,0.6399521531100478,0.6434301523934186,54.23979187011719,0.9735865592956544,ok,,0.7394075433806286,log_loss,,3341,2672,0,836,0.7076399065554142,8,5e-06,True,54.19311809539795,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.6875934230194319,0.6875934230194319,0,True
ada_agnostic,/home/crc00006699/zh/tabiclv2/data178/ada_agnostic,binclass,3649,730,913,48,2,0.8532311062431545,0.8511517753049387,137.3063726425171,2.1310415267944336,ok,,0.0900450803354696,1_minus_roc_auc,,3649,2919,0,913,0.32456293143332,10,5e-06,True,137.16090059280396,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.8356164383561644,0.8561643835616438,2,True
allbp,/home/crc00006699/zh/tabiclv2/data178/allbp,multiclass,3017,604,755,29,3,0.9774834437086092,0.975153287094861,76.89469385147095,1.3173439502716064,ok,,0.0596932654578976,log_loss,,3017,2413,0,755,0.0833341602701693,9,5e-06,True,76.78010630607605,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9817880794701986,0.9834437086092715,1,True
artificial-characters,/home/crc00006699/zh/tabiclv2/data178/artificial-characters,multiclass,8174,1635,2044,7,10,0.9740704500978472,0.9740273076857996,666.9719038009644,2.6489477157592773,ok,,0.0589587119740789,log_loss,,8174,6539,0,2044,0.2077797870151698,30,5e-06,True,666.8997671604156,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.8880733944954129,0.9480122324159022,30,False
bank,/home/crc00006699/zh/tabiclv2/data178/bank,binclass,0,0,0,0,0,,,0.0,0.0,fail,"OutOfMemoryError: CUDA out of memory. Tried to allocate 80.00 MiB. GPU 0 has a total capacity of 23.57 GiB of which 54.00 MiB is free. Process 44659 has 23.51 GiB memory in use. Of the allocated memory 22.83 GiB is allocated by PyTorch, and 372.48 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,,0,0,0,0,,0,,False,0.0,,,0,0,,,,0,False
car-evaluation,/home/crc00006699/zh/tabiclv2/data178/car-evaluation,multiclass,1382,277,346,21,4,0.9855491329479767,0.985510846572902,30.57413077354431,0.6094920635223389,ok,,0.0216187347692382,log_loss,,1382,1105,0,346,0.0159908333152998,9,5e-06,True,30.509161949157715,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9855595667870036,0.9891696750902528,1,True
company_bankruptcy_prediction,/home/crc00006699/zh/tabiclv2/data178/company_bankruptcy_prediction,binclass,5455,1091,1364,95,2,0.969208211143695,0.965879647622749,424.9659104347229,6.117006301879883,ok,,0.0369318181818182,1_minus_roc_auc,,5455,4364,0,1364,0.0931399550754576,11,5e-06,True,424.5357277393341,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9697525206232814,0.9715857011915674,3,True
credit,/home/crc00006699/zh/tabiclv2/data178/credit,binclass,13371,2675,3343,10,2,0.7870176488184266,0.787017534472035,774.1086480617523,5.425368070602417,ok,,0.134826544286291,1_minus_roc_auc,,13371,10696,0,3343,0.4776884065940976,15,5e-06,True,773.982744216919,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.7794392523364486,0.7831775700934579,7,True
default_of_credit_card_clients,/home/crc00006699/zh/tabiclv2/data178/default_of_credit_card_clients,binclass,0,0,0,0,0,,,0.0,0.0,fail,"OutOfMemoryError: CUDA out of memory. Tried to allocate 38.00 MiB. GPU 0 has a total capacity of 23.57 GiB of which 8.00 MiB is free. Process 44659 has 23.55 GiB memory in use. Of the allocated memory 23.00 GiB is allocated by PyTorch, and 242.16 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,,0,0,0,0,,0,,False,0.0,,,0,0,,,,0,False
dna,/home/crc00006699/zh/tabiclv2/data178/dna,multiclass,2548,510,638,180,3,0.9717868338557992,0.9719225529564052,224.90861058235168,5.419359922409058,ok,,0.078726645084531,log_loss,,2548,2038,0,638,0.1307752768043428,8,5e-06,True,224.2997095584869,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.976470588235294,0.976470588235294,0,True
eeg-eye-state,/home/crc00006699/zh/tabiclv2/data178/eeg-eye-state,binclass,11984,2397,2996,14,2,0.9936582109479306,0.9936571003325072,408.2938950061798,5.0262956619262695,ok,,9.862221611767195e-05,1_minus_roc_auc,,11984,9587,0,2996,0.0356047964887693,9,5e-06,True,408.1497888565064,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9929078014184396,0.9937421777221528,1,True
eye_movements,/home/crc00006699/zh/tabiclv2/data178/eye_movements,multiclass,8748,1750,2188,27,3,0.9657221206581352,0.9656706896273324,1031.729977607727,4.184142827987671,ok,,0.0770610852159659,log_loss,,8748,6998,0,2188,0.2349948030896484,30,5e-06,True,1031.5006313323977,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.8154285714285714,0.9582857142857144,30,False
gas-drift,/home/crc00006699/zh/tabiclv2/data178/gas-drift,multiclass,0,0,0,0,0,,,0.0,0.0,fail,"OutOfMemoryError: CUDA out of memory. Tried to allocate 1.12 GiB. GPU 0 has a total capacity of 23.57 GiB of which 632.00 MiB is free. Process 44659 has 22.95 GiB memory in use. Of the allocated memory 22.12 GiB is allocated by PyTorch, and 518.30 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,,0,0,0,0,,0,,False,0.0,,,0,0,,,,0,False
heloc,/home/crc00006699/zh/tabiclv2/data178/heloc,binclass,8000,1600,2000,22,2,0.729,0.728628492406104,474.0702867507935,3.464249849319458,ok,,0.1961239999999999,1_minus_roc_auc,,8000,6400,0,2000,0.5416868440806866,17,5e-06,True,473.91660809516907,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.72375,0.725,9,True
htru,/home/crc00006699/zh/tabiclv2/data178/htru,binclass,14318,2864,3580,8,2,0.9807262569832402,0.9805781782399,506.726791381836,5.773334741592407,ok,,0.0125780945309452,1_minus_roc_auc,,14318,11454,0,3580,0.068782405462116,9,5e-06,True,506.6217813491821,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9793994413407822,0.9797486033519552,1,True
internet_firewall,/home/crc00006699/zh/tabiclv2/data178/internet_firewall,multiclass,52425,10485,13107,7,4,0.925154497596704,0.9237519056130896,2710.1911935806274,47.96145963668823,ok,,0.1462740966856233,log_loss,,52425,41940,0,13107,0.1029246074613183,27,5e-06,True,2709.9521057605743,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,3,epoch_chunk,0.8028612303290414,0.934763948497854,1,True
jungle_chess_2pcs_raw_endgame_complete,/home/crc00006699/zh/tabiclv2/data178/jungle_chess_2pcs_raw_endgame_complete,multiclass,35855,7171,8964,6,3,0.9803659080767516,0.9803390731479286,5377.538995504379,24.461358785629272,ok,,0.0613261337213928,log_loss,,35855,28684,0,8964,0.2302396669983863,60,5e-06,True,5377.361808776856,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,2,epoch_chunk,0.8962487798075582,0.9719704364802676,30,False
kr-vs-k,/home/crc00006699/zh/tabiclv2/data178/kr-vs-k,multiclass,22444,4489,5612,6,18,0.9196364932287956,0.9195808375758182,0.950019598007202,25.74230527877808,ok,,0.234071677614723,log_loss,,22444,17955,0,5612,,0,5e-06,False,0.4609129428863525,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | TTT training skipped because n_classes=18 exceeds model max_classes=10,0,0,epoch_chunk,,,0,False
led7,/home/crc00006699/zh/tabiclv2/data178/led7,multiclass,2560,512,640,7,10,0.7390625,0.7348809865674293,37.7332968711853,0.7363243103027344,ok,,0.7794003607523192,log_loss,,2560,2048,0,640,0.821800172328949,8,5e-06,True,37.68981599807739,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.73046875,0.73046875,0,True
mammography,/home/crc00006699/zh/tabiclv2/data178/mammography,binclass,8946,1790,2237,6,2,0.9892713455520786,0.9885863407758956,301.3799204826355,2.179309129714966,ok,,0.012088540749868,1_minus_roc_auc,,8946,7156,0,2237,0.041713966988027,16,5e-06,True,301.307434797287,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.987709497206704,0.988268156424581,8,True
mfeat-fourier,/home/crc00006699/zh/tabiclv2/data178/mfeat-fourier,multiclass,1600,320,400,76,10,0.925,0.9243883823706815,98.00033974647522,1.3825914859771729,ok,,0.2061418324812387,log_loss,,1600,1280,0,400,0.2263757451437413,12,5e-06,True,97.85203170776369,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.903125,0.909375,4,True
mfeat-pixel,/home/crc00006699/zh/tabiclv2/data178/mfeat-pixel,multiclass,1600,320,400,240,10,0.975,0.97494801061037,186.27714037895203,4.948690176010132,ok,,0.1173850811137224,log_loss,,1600,1280,0,400,0.0415484004188329,8,5e-06,True,185.6154270172119,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.98125,0.98125,0,True
microaggregation2,/home/crc00006699/zh/tabiclv2/data178/microaggregation2,multiclass,16000,3200,4000,20,5,0.64575,0.6024396549242897,713.863730430603,8.386312246322632,ok,,0.8538621425096833,log_loss,,16000,12800,0,4000,0.8530948534607887,9,5e-06,True,713.6206436157227,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.631875,0.6509375,1,True
naticusdroid+android+permissions+dataset,/home/crc00006699/zh/tabiclv2/data178/naticusdroid+android+permissions+dataset,binclass,0,0,0,0,0,,,0.0,0.0,fail,"OutOfMemoryError: CUDA out of memory. Tried to allocate 1.61 GiB. GPU 0 has a total capacity of 23.57 GiB of which 820.00 MiB is free. Process 44659 has 22.76 GiB memory in use. Of the allocated memory 21.99 GiB is allocated by PyTorch, and 462.48 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,,0,0,0,0,,0,,False,0.0,,,0,0,,,,0,False
one-hundred-plants-margin,/home/crc00006699/zh/tabiclv2/data178/one-hundred-plants-margin,multiclass,1280,256,320,64,100,0.903125,0.9008283730158728,1.0421202182769775,5.73160982131958,ok,,0.3318854571431564,log_loss,,1280,1024,0,320,,0,5e-06,False,0.4620857238769531,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | TTT training skipped because n_classes=100 exceeds model max_classes=10,0,0,epoch_chunk,,,0,False
online_shoppers,/home/crc00006699/zh/tabiclv2/data178/online_shoppers,binclass,9864,1973,2466,14,2,0.9059205190592052,0.9006335122010617,272.48306465148926,3.924978256225586,ok,,0.0700801921395624,1_minus_roc_auc,,9864,7891,0,2466,0.2152217044495046,8,5e-06,True,272.33220314979553,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9011657374556512,0.9011657374556512,0,True
page-blocks,/home/crc00006699/zh/tabiclv2/data178/page-blocks,multiclass,4378,876,1095,10,5,0.9771689497716894,0.9769424468656428,88.82113480567932,1.3536694049835205,ok,,0.0856187474702686,log_loss,,4378,3502,0,1095,0.0540827444056049,9,5e-06,True,88.76539969444275,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9691780821917808,0.9726027397260274,1,True
pc4,/home/crc00006699/zh/tabiclv2/data178/pc4,binclass,1166,234,292,37,2,0.910958904109589,0.9074272635916472,90.22237539291382,0.6885805130004883,ok,,0.0376519097222222,1_minus_roc_auc,,1166,932,0,292,0.1551613127812743,23,5e-06,True,90.1468198299408,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9230769230769232,0.9316239316239316,15,True
pol,/home/crc00006699/zh/tabiclv2/data178/pol,binclass,8065,1613,2017,26,2,0.9930589985126426,0.9930589951003956,474.8676071166992,3.705820083618164,ok,,0.0002477700693755,1_minus_roc_auc,,8065,6452,0,2017,0.0322630872251465,16,5e-06,True,474.7164912223816,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9919404835709856,0.9931804091754496,8,True
rice_cammeo_and_osmancik,/home/crc00006699/zh/tabiclv2/data178/rice_cammeo_and_osmancik,binclass,3048,610,762,7,2,0.931758530183727,0.9314798849732624,67.67432641983032,0.8031463623046875,ok,,0.0215919963978161,1_minus_roc_auc,,3048,2438,0,762,0.1617652564309537,13,5e-06,True,67.63741850852966,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9327868852459016,0.9360655737704918,5,True
satimage,/home/crc00006699/zh/tabiclv2/data178/satimage,multiclass,5144,1029,1286,36,6,0.9447900466562986,0.943956650921491,379.4622132778168,2.654355049133301,ok,,0.1278526092880104,log_loss,,5144,4115,0,1286,0.1922256629914045,20,5e-06,True,379.2997305393219,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9319727891156464,0.9426627793974732,12,True
semeion,/home/crc00006699/zh/tabiclv2/data178/semeion,multiclass,1274,255,319,256,10,0.9686520376175548,0.9686948325435536,187.6782960891724,3.91195559501648,ok,,0.0975948580170438,log_loss,,1274,1019,0,319,0.1352050397545099,9,5e-06,True,187.22654247283936,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9568627450980391,0.9607843137254902,1,True
splice,/home/crc00006699/zh/tabiclv2/data178/splice,multiclass,2552,511,638,60,3,0.9608150470219436,0.9607765132232094,119.99994707107544,1.7985153198242188,ok,,0.097534686097383,log_loss,,2552,2041,0,638,0.0954090310260653,11,5e-06,True,119.77884101867676,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9686888454011742,0.9706457925636008,3,True
steel_plates_faults,/home/crc00006699/zh/tabiclv2/data178/steel_plates_faults,multiclass,1552,311,389,27,7,0.8560411311053985,0.8562880840545886,46.01091265678406,0.723862886428833,ok,,0.3640080515189662,log_loss,,1552,1241,0,389,0.4143114136531949,11,5e-06,True,45.94175410270691,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.8038585209003215,0.819935691318328,3,True
telco-customer-churn,/home/crc00006699/zh/tabiclv2/data178/telco-customer-churn,binclass,5634,1127,1409,18,2,0.8055358410220014,0.7975092184456082,128.09109330177307,2.1810736656188965,ok,,0.1484163889534733,1_minus_roc_auc,,5634,4507,0,1409,0.4183853268623352,8,5e-06,True,127.95896220207214,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.8163265306122449,0.8163265306122449,0,True
thyroid-ann,/home/crc00006699/zh/tabiclv2/data178/thyroid-ann,multiclass,3017,604,755,21,3,0.9920529801324504,0.9919737363445972,61.50535893440247,1.1923766136169434,ok,,0.015158054899126,log_loss,,3017,2413,0,755,0.0070541420282097,8,5e-06,True,61.43502569198608,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9950331125827816,0.9950331125827816,0,True
twonorm,/home/crc00006699/zh/tabiclv2/data178/twonorm,binclass,5920,1184,1480,20,2,0.9777027027027028,0.9777023464142108,140.5718870162964,2.383904218673706,ok,,0.001557709199615,1_minus_roc_auc,,5920,4736,0,1480,0.0480507134925574,8,5e-06,True,140.46624064445496,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.977195945945946,0.977195945945946,0,True
walking-activity,/home/crc00006699/zh/tabiclv2/data178/walking-activity,multiclass,119465,23893,29867,4,22,0.6750929119094653,0.6743677865423084,1.4823908805847168,366.2296824455261,ok,,0.916165410034173,log_loss,,119465,95572,0,29867,,0,5e-06,False,0.717299222946167,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | TTT training skipped because n_classes=22 exceeds model max_classes=10,0,0,epoch_chunk,,,0,False
waveform-5000,/home/crc00006699/zh/tabiclv2/data178/waveform-5000,multiclass,4000,800,1000,40,3,0.868,0.8679453462706075,143.12351608276367,2.15003514289856,ok,,0.2584559064717757,log_loss,,4000,3200,0,1000,0.253965051844716,10,5e-06,True,142.9787015914917,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.87375,0.875,2,True
website_phishing,/home/crc00006699/zh/tabiclv2/data178/website_phishing,multiclass,1082,217,271,9,3,0.92619926199262,0.9264532281561662,18.64518785476685,0.3714451789855957,ok,,0.2389640126715413,log_loss,,1082,865,0,271,0.1908144778572023,8,5e-06,True,18.60886693000793,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9216589861751152,0.9216589861751152,0,True
wine-quality-white,/home/crc00006699/zh/tabiclv2/data178/wine-quality-white,multiclass,3918,784,980,11,7,0.689795918367347,0.6817477617181938,68.16509556770325,1.2276480197906494,ok,,0.7506479211277776,log_loss,,3918,3134,0,980,0.7750661801546812,8,5e-06,True,68.10572695732117,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.6875,0.6875,0,True
