dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_gate_d,n_test_e,ttt_loss,ttt_steps,ttt_lr,ttt_update_ran,ttt_gate_passed,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,gate_baseline_accuracy,gate_adapted_accuracy,gate_accuracy_delta,gate_baseline_loss,gate_adapted_loss,gate_loss_delta,ttt_gate_threshold,ttt_gate_reason
ASP-POTASSCO-classification,/home/crc00006699/zh/tabiclv2/data178/ASP-POTASSCO-classification,multiclass,1035,207,259,141,11,0.44015444015444016,4.78890323638916,2.024698257446289,ok,,1035,661,306,68,259,,0,1.4951985999913013e-05,False,False,False,0.5438823699951172,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.4852941176470588,,,1.6372936994935652,,,0.0,TTT training skipped because n_classes=11 exceeds model max_classes=10
BNG(breast-w),/home/crc00006699/zh/tabiclv2/data178/BNG(breast-w),binclass,31492,6299,7874,9,2,0.9884429768859537,279.62167716026306,19.031700611114502,ok,,31492,20119,9318,2055,7874,0.0005739775951951742,40,1.4951985999913013e-05,True,True,True,262.7769093513489,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.9878345498783455,0.9883211678832117,0.00048661800486615725,0.03133156793612589,0.04359766324375936,0.012266095307633472,0.0,Gate passed: gate_accuracy_delta=0.000487 > threshold=0.000000
Bank_Customer_Churn_Dataset,/home/crc00006699/zh/tabiclv2/data178/Bank_Customer_Churn_Dataset,binclass,8000,1600,2000,10,2,0.877,25.293498039245605,2.488403797149658,ok,,8000,5111,2367,522,2000,0.24321772158145905,40,1.4951985999913013e-05,True,False,False,21.865846633911133,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.8754789272030651,0.8735632183908046,-0.0019157088122604415,0.30795839820090537,0.3087466065215267,0.0007882083206213197,0.0,Gate rejected: gate_accuracy_delta=-0.001916 <= threshold=0.000000
Cardiovascular-Disease-dataset,/home/crc00006699/zh/tabiclv2/data178/Cardiovascular-Disease-dataset,binclass,56000,11200,14000,11,2,0.7341428571428571,842.0312802791595,53.446054458618164,ok,,56000,35776,16569,3655,14000,0.5520128011703491,40,1.4951985999913013e-05,True,False,False,797.6958696842194,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.7310533515731874,0.7305061559507524,-0.0005471956224349928,0.5510849136960627,0.5514383929935716,0.0003534792975088408,0.0,Gate rejected: gate_accuracy_delta=-0.000547 <= threshold=0.000000
Customer_Personality_Analysis,/home/crc00006699/zh/tabiclv2/data178/Customer_Personality_Analysis,binclass,1792,359,448,24,2,0.8839285714285714,4.873325347900391,0.6320438385009766,ok,,1792,1145,530,117,448,0.002827462274581194,40,1.4951985999913013e-05,True,False,False,3.249091625213623,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.8803418803418803,0.8632478632478633,-0.017094017094017033,0.30703783957073977,0.3595043004459837,0.052466460875243925,0.0,Gate rejected: gate_accuracy_delta=-0.017094 <= threshold=0.000000
Employee,/home/crc00006699/zh/tabiclv2/data178/Employee,binclass,3722,745,931,8,2,0.8528464017185822,8.623795986175537,0.9583861827850342,ok,,3722,2378,1101,243,931,0.37777796387672424,40,1.4951985999913013e-05,True,False,False,6.857625722885132,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.8436213991769548,0.8395061728395061,-0.004115226337448652,0.3947949092877516,0.4171849176837697,0.02239000839601807,0.0,Gate rejected: gate_accuracy_delta=-0.004115 <= threshold=0.000000
FOREX_audcad-hour-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audcad-hour-High,binclass,35060,7012,8765,10,2,0.7148887621220764,345.9793076515198,23.017632961273193,ok,,35060,22399,10373,2288,8765,0.5420578122138977,40,1.4951985999913013e-05,True,True,True,325.70421862602234,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.701048951048951,0.7071678321678322,0.006118881118881148,0.5638207527818899,0.559600128506483,-0.004220624275406926,0.0,Gate passed: gate_accuracy_delta=0.006119 > threshold=0.000000
FOREX_audjpy-hour-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audjpy-hour-High,binclass,35060,7012,8765,10,2,0.713063320022818,345.48994493484497,23.05253028869629,ok,,35060,22399,10373,2288,8765,0.6898717284202576,40,1.4951985999913013e-05,True,True,True,325.08982396125793,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.6971153846153846,0.7001748251748252,0.0030594405594406293,0.5687855342422662,0.5636562716879503,-0.005129262554315894,0.0,Gate passed: gate_accuracy_delta=0.003059 > threshold=0.000000
FOREX_cadjpy-day-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_cadjpy-day-High,binclass,1467,294,367,10,2,0.7166212534059946,4.113352537155151,0.3989408016204834,ok,,1467,937,434,96,367,0.6844345331192017,40,1.4951985999913013e-05,True,False,False,2.4215195178985596,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.6979166666666666,0.6875,-0.01041666666666663,0.6186090932103491,0.6502811975436312,0.03167210433328216,0.0,Gate rejected: gate_accuracy_delta=-0.010417 <= threshold=0.000000
Fitness_Club_c,/home/crc00006699/zh/tabiclv2/data178/Fitness_Club_c,binclass,1200,240,300,6,2,0.7866666666666666,3.1715028285980225,0.2622373104095459,ok,,1200,767,355,78,300,0.12987112998962402,40,1.4951985999913013e-05,True,False,False,1.9729232788085938,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.6794871794871795,0.6794871794871795,0.0,0.5801412391655583,0.5769646804238985,-0.003176558741659785,0.0,Gate rejected: gate_accuracy_delta=0.000000 <= threshold=0.000000
