dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason
Amazon_employee_access,/home/crc00006699/zh/tabiclv2/data178/Amazon_employee_access,binclass,26215,5243,6554,7,2,0.9446139761977418,24.97120451927185,12.209599733352661,ok,,26215,19661,6554,6554,0.20563095808029175,4,2e-06,True,24.725635528564453,stratified,stratified split
BNG(cmc),/home/crc00006699/zh/tabiclv2/data178/BNG(cmc),multiclass,44236,8848,11060,9,3,0.5864376130198915,62.9240186214447,34.46100378036499,ok,,44236,33177,11059,11060,0.9067450165748596,4,2e-06,True,62.49432063102722,stratified,stratified split
Basketball_c,/home/crc00006699/zh/tabiclv2/data178/Basketball_c,binclass,1072,215,268,11,2,0.7126865671641791,0.600139856338501,0.363994836807251,ok,,1072,804,268,268,0.5783444046974182,4,2e-06,True,0.5703225135803223,stratified,stratified split
Click_prediction_small,/home/crc00006699/zh/tabiclv2/data178/Click_prediction_small,binclass,31958,6392,7990,3,2,0.8317897371714643,33.45184326171875,7.0871970653533936,ok,,31958,23968,7990,7990,0.43966594338417053,4,2e-06,True,33.35568976402283,stratified,stratified split
Diabetic_Retinopathy_Debrecen,/home/crc00006699/zh/tabiclv2/data178/Diabetic_Retinopathy_Debrecen,binclass,920,184,231,19,2,0.7489177489177489,0.6069645881652832,0.553375244140625,ok,,920,690,230,231,0.6312703490257263,4,2e-06,True,0.5658364295959473,stratified,stratified split
FICO-HELOC-cleaned,/home/crc00006699/zh/tabiclv2/data178/FICO-HELOC-cleaned,binclass,7896,1580,1975,23,2,0.7448101265822785,3.4601833820343018,2.957641839981079,ok,,7896,5922,1974,1975,0.5673399567604065,4,2e-06,True,3.296983480453491,stratified,stratified split
FOREX_audchf-day-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audchf-day-High,binclass,1466,294,367,10,2,0.7493188010899182,0.6050205230712891,0.38306522369384766,ok,,1466,1099,367,367,0.5712921619415283,4,2e-06,True,0.572796106338501,stratified,stratified split
FOREX_audsgd-hour-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audsgd-hour-High,binclass,35060,7012,8765,10,2,0.689560752994866,40.852665185928345,23.19045853614807,ok,,35060,26295,8765,8765,0.6073036789894104,4,2e-06,True,40.50542879104614,stratified,stratified split
FOREX_cadjpy-hour-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_cadjpy-hour-High,binclass,35060,7012,8765,10,2,0.7010838562464347,40.79154562950134,23.14241886138916,ok,,35060,26295,8765,8765,0.6904955506324768,4,2e-06,True,40.497618198394775,stratified,stratified split
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,/home/crc00006699/zh/tabiclv2/data178/GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,binclass,1280,256,320,20,2,0.66875,0.6695759296417236,0.43464016914367676,ok,,1280,960,320,320,0.644523024559021,4,2e-06,True,0.6117219924926758,stratified,stratified split
