dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_gate_d,n_test_e,ttt_loss,ttt_steps,ttt_lr,ttt_update_ran,ttt_gate_passed,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,gate_baseline_accuracy,gate_adapted_accuracy,gate_accuracy_delta,gate_baseline_loss,gate_adapted_loss,gate_loss_delta,ttt_gate_threshold,ttt_gate_reason
Amazon_employee_access,/home/crc00006699/zh/tabiclv2/data178/Amazon_employee_access,binclass,26215,5243,6554,7,2,0.9443088190418065,50.45693016052246,12.196579217910767,ok,,26215,14711,7575,3929,6554,0.22084064781665802,10,4.6125236243355895e-05,True,False,False,38.07162547111511,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.9442606261135149,0.9440061084245355,-0.0002545176889794387,0.16893522483394977,0.17321866978664754,0.004283444952697779,0.0,Gate rejected: gate_accuracy_delta=-0.000255 <= threshold=0.000000
BNG(cmc),/home/crc00006699/zh/tabiclv2/data178/BNG(cmc),multiclass,44236,8848,11060,9,3,0.5810126582278481,126.58356213569641,34.34898066520691,ok,,44236,24824,12783,6629,11060,0.8937636017799377,10,4.6125236243355895e-05,True,True,True,99.72822046279907,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.5730879468999849,0.573389651531151,0.0003017046311660776,0.8873938738485212,0.894544135589174,0.007150261740652808,0.0,Gate passed: gate_accuracy_delta=0.000302 > threshold=0.000000
Basketball_c,/home/crc00006699/zh/tabiclv2/data178/Basketball_c,binclass,1072,215,268,11,2,0.6828358208955224,1.781217336654663,0.2564997673034668,ok,,1072,601,310,161,268,0.2411677986383438,10,4.6125236243355895e-05,True,True,True,0.7369060516357422,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.6832298136645962,0.6894409937888198,0.006211180124223614,0.6011806607237574,0.6448435884949079,0.04366292777115044,0.0,Gate passed: gate_accuracy_delta=0.006211 > threshold=0.000000
Click_prediction_small,/home/crc00006699/zh/tabiclv2/data178/Click_prediction_small,binclass,31958,6392,7990,3,2,0.8320400500625782,59.645976543426514,7.001335620880127,ok,,31958,17934,9235,4789,7990,0.43934011459350586,10,4.6125236243355895e-05,True,False,False,53.44969463348389,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.8312800167049489,0.8312800167049489,0.0,0.4435780293592476,0.4419761682319676,-0.001601861127280002,0.0,Gate rejected: gate_accuracy_delta=0.000000 <= threshold=0.000000
Diabetic_Retinopathy_Debrecen,/home/crc00006699/zh/tabiclv2/data178/Diabetic_Retinopathy_Debrecen,binclass,920,184,231,19,2,0.7445887445887446,1.7577662467956543,0.5222201347351074,ok,,920,516,266,138,231,0.2433464527130127,10,4.6125236243355895e-05,True,True,True,0.7266268730163574,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.7028985507246377,0.7246376811594203,0.021739130434782594,0.5736903414907667,0.5600292816021102,-0.013661059888656513,0.0,Gate passed: gate_accuracy_delta=0.021739 > threshold=0.000000
FICO-HELOC-cleaned,/home/crc00006699/zh/tabiclv2/data178/FICO-HELOC-cleaned,binclass,7896,1580,1975,23,2,0.7448101265822785,9.217396259307861,2.9437053203582764,ok,,7896,4431,2282,1183,1975,0.5100808143615723,10,4.6125236243355895e-05,True,False,False,5.3996665477752686,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.716821639898563,0.7117497886728656,-0.00507185122569731,0.5550607351334826,0.5552075021795219,0.00014676704603922008,0.0,Gate rejected: gate_accuracy_delta=-0.005072 <= threshold=0.000000
FOREX_audchf-day-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audchf-day-High,binclass,1466,294,367,10,2,0.7547683923705722,2.4168813228607178,0.3466017246246338,ok,,1466,823,423,220,367,0.4963706433773041,10,4.6125236243355895e-05,True,False,False,0.9020740985870361,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.7318181818181818,0.7090909090909091,-0.022727272727272707,0.5810080480874178,0.6882132448417031,0.1072051967542853,0.0,Gate rejected: gate_accuracy_delta=-0.022727 <= threshold=0.000000
FOREX_audsgd-hour-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audsgd-hour-High,binclass,35060,7012,8765,10,2,0.6838562464346833,84.77196025848389,23.082700967788696,ok,,35060,19675,10131,5254,8765,0.7206220626831055,10,4.6125236243355895e-05,True,False,False,65.64400744438171,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.6891891891891891,0.6621621621621622,-0.027027027027026973,0.5986650784651004,0.6232167721740721,0.0245516937089717,0.0,Gate rejected: gate_accuracy_delta=-0.027027 <= threshold=0.000000
FOREX_cadjpy-hour-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_cadjpy-hour-High,binclass,35060,7012,8765,10,2,0.6999429549343982,84.21448945999146,22.912211179733276,ok,,35060,19675,10131,5254,8765,0.6924387812614441,10,4.6125236243355895e-05,True,True,True,65.4217369556427,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.6947087933003426,0.7065093262276361,0.011800532927293439,0.5783082514332296,0.5846600397303472,0.006351788297117578,0.0,Gate passed: gate_accuracy_delta=0.011801 > threshold=0.000000
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,/home/crc00006699/zh/tabiclv2/data178/GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,binclass,1280,256,320,20,2,0.659375,2.1531240940093994,0.378338098526001,ok,,1280,718,370,192,320,0.29493409395217896,10,4.6125236243355895e-05,True,True,True,0.8192172050476074,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.6041666666666666,0.609375,0.00520833333333337,0.6827821654890792,0.6796564557532272,-0.0031257097358520225,0.0,Gate passed: gate_accuracy_delta=0.005208 > threshold=0.000000
GesturePhaseSegmentationProcessed,/home/crc00006699/zh/tabiclv2/data178/GesturePhaseSegmentationProcessed,multiclass,7898,1580,1975,32,5,0.7959493670886076,9.793887376785278,3.229752779006958,ok,,7898,4432,2282,1184,1975,0.31738656759262085,10,4.6125236243355895e-05,True,True,True,5.705470561981201,stratified,A->B/CD: stratified split | CD->C/D: stratified split,0.6993243243243243,0.7052364864864865,0.005912162162162171,0.7982654092856991,0.8537875923432497,0.055522183057550634,0.0,Gate passed: gate_accuracy_delta=0.005912 > threshold=0.000000
