dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,fit_seconds,predict_seconds,status,error,aoc,aoc_metric,aoc_error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early,llm_col_enabled,llm_col_model,llm_col_alpha,llm_col_dim,llm_col_feature_count,llm_col_cache_hits,llm_col_cache_misses,llm_col_error
qsar,/home/crc00006699/zh/tabiclv2/data178/qsar,binclass,844,169,211,40,2,0.90521327014218,0.9045070616017004,28.65542483329773,1.2202303409576416,ok,,0.045271629778672,1_minus_roc_auc,,844,675,0,211,0.2497463785111904,8,5e-06,True,28.572636365890503,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.8875739644970414,0.8875739644970414,0,True,True,text-embedding-v4,0.05,128,40,0,40,
rl,/home/crc00006699/zh/tabiclv2/data178/rl,binclass,3976,796,994,12,2,0.909456740442656,0.9094534412955466,122.78330278396606,1.24638032913208,ok,,0.0417373456027918,1_minus_roc_auc,,3976,3180,0,994,0.3069809153676033,14,5e-06,True,122.71426916122437,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.8793969849246231,0.8907035175879398,6,True,True,text-embedding-v4,0.05,128,12,0,12,
seismic+bumps,/home/crc00006699/zh/tabiclv2/data178/seismic+bumps,binclass,2067,414,517,18,2,0.9342359767891684,0.9024719535783364,37.14579892158508,0.731269359588623,ok,,0.2786201437096578,1_minus_roc_auc,,2067,1653,0,517,0.1886476501822471,8,5e-06,True,37.0893623828888,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9347826086956522,0.9347826086956522,0,True,True,text-embedding-v4,0.05,128,18,0,18,
spambase,/home/crc00006699/zh/tabiclv2/data178/spambase,binclass,3680,736,921,57,2,0.9598262757871878,0.9598547952857028,224.6790337562561,2.516935348510742,ok,,0.0080003357129455,1_minus_roc_auc,,3680,2944,0,921,0.103208830114454,14,5e-06,True,224.50903034210205,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9633152173913044,0.9660326086956522,6,True,True,text-embedding-v4,0.05,128,57,0,57,
statlog,/home/crc00006699/zh/tabiclv2/data178/statlog,binclass,800,160,200,20,2,0.73,0.7165280665280664,20.30506658554077,0.7803254127502441,ok,,0.2402380952380951,1_minus_roc_auc,,800,640,0,200,0.4538480006158352,8,5e-06,True,20.25155544281006,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.76875,0.76875,0,True,True,text-embedding-v4,0.05,128,20,0,20,
taiwanese_bankruptcy_prediction,/home/crc00006699/zh/tabiclv2/data178/taiwanese_bankruptcy_prediction,binclass,5455,1091,1364,95,2,0.9706744868035192,0.964668586501464,547.5931053161621,6.31720232963562,ok,,0.071642561983471,1_minus_roc_auc,,5455,4364,0,1364,0.0596271113026887,14,5e-06,True,547.173778295517,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9670027497708524,0.9706691109074244,6,True,True,text-embedding-v4,0.05,128,95,0,95,
thyroid,/home/crc00006699/zh/tabiclv2/data178/thyroid,multiclass,5760,1152,1440,21,3,0.9958333333333332,0.995835174762004,208.2632074356079,2.3561623096466064,ok,,0.0112131869163905,log_loss,,5760,4608,0,1440,0.0087135891808429,12,5e-06,True,208.16803574562076,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9939236111111112,0.9947916666666666,4,True,True,text-embedding-v4,0.05,128,21,0,21,
turiye_student_evaluation,/home/crc00006699/zh/tabiclv2/data178/turiye_student_evaluation,multiclass,4656,932,1164,32,5,0.5214776632302406,0.4922498481595658,144.56574082374573,2.258987665176392,ok,,1.1802358985816015,log_loss,,4656,3724,0,1164,1.1911468915641308,9,5e-06,True,144.42678022384644,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.5118025751072961,0.5128755364806867,1,True,True,text-embedding-v4,0.05,128,32,0,32,
volkert,/home/crc00006699/zh/tabiclv2/data178/volkert,multiclass,46648,9330,11662,180,10,0.7511576058995026,0.7464615685560182,14.09060287475586,262.7177481651306,ok,,0.7122791187903755,log_loss,,46648,0,0,11662,,0,5e-06,False,0.0,,TTT skipped for dataset=volkert to avoid OOM,0,0,,,,0,False,True,text-embedding-v4,0.05,128,180,0,180,
water_quality,/home/crc00006699/zh/tabiclv2/data178/water_quality,binclass,6396,1280,1600,20,2,0.911875,0.9001129884094757,147.6762933731079,2.4265296459198,ok,,0.0891520327345434,1_minus_roc_auc,,6396,5116,0,1600,0.2400782136246562,8,5e-06,True,147.5878438949585,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.89609375,0.89609375,0,True,True,text-embedding-v4,0.05,128,20,0,20,
waveform_database_generator_version_1,/home/crc00006699/zh/tabiclv2/data178/waveform_database_generator_version_1,multiclass,4000,800,1000,21,3,0.871,0.8705334846679682,86.75233197212219,1.613201141357422,ok,,0.2924121078487587,log_loss,,4000,3200,0,1000,0.2614567717537284,8,5e-06,True,86.66605639457703,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.85875,0.85875,0,True,True,text-embedding-v4,0.05,128,21,0,21,
wine-quality-red,/home/crc00006699/zh/tabiclv2/data178/wine-quality-red,multiclass,1279,256,320,4,6,0.678125,0.6627194053055339,20.61314582824707,0.3574244976043701,ok,,0.8072434322885236,log_loss,,1279,1023,0,320,0.7833973504602909,9,5e-06,True,20.586652755737305,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.65625,0.66015625,1,True,True,text-embedding-v4,0.05,128,4,0,4,
BLE_RSSI_dataset_for_Indoor_localization,/home/crc00006699/zh/tabiclv2/data178/BLE_RSSI_dataset_for_Indoor_localization,multiclass,7987,1598,1997,3,3,0.7761642463695543,0.7759186984309706,341.96268701553345,1.3762848377227783,ok,,0.5113012125380729,log_loss,,7987,6389,0,1997,0.5467002149671316,30,5e-06,True,341.92565751075745,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.7515644555694618,0.7834793491864831,26,False,True,text-embedding-v4,0.05,128,3,3,0,
BNG(tic-tac-toe),/home/crc00006699/zh/tabiclv2/data178/BNG(tic-tac-toe),binclass,31492,6299,7874,9,2,0.8154686309372619,0.8132863270711688,1512.1110527515411,20.66194987297058,ok,,0.116697815350262,1_minus_roc_auc,,31492,25193,0,7874,0.4237852822989225,18,5e-06,True,1511.7875063419342,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,2,epoch_chunk,0.8085410382600413,0.8091760596920146,1,True,True,text-embedding-v4,0.05,128,9,9,0,
California-Housing-Classification,/home/crc00006699/zh/tabiclv2/data178/California-Housing-Classification,binclass,16512,3303,4128,8,2,0.9265988372093024,0.9265985658370988,2168.7672307491302,7.110814094543457,ok,,0.0189752810676758,1_minus_roc_auc,,16512,13209,0,4128,0.1923614991828799,30,5e-06,True,2168.6284823417664,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.916439600363306,0.9227974568574024,25,False,True,text-embedding-v4,0.05,128,8,0,8,
Credit_c,/home/crc00006699/zh/tabiclv2/data178/Credit_c,multiclass,80000,16000,20000,22,3,0.81865,,1.8212430477142332,114.2847864627838,ok,"baseline_fallback_from_iclv2_ensmble32; original_status: fail; original_error: OutOfMemoryError: CUDA out of memory. Tried to allocate 40.00 MiB. GPU 0 has a total capacity of 23.57 GiB of which 28.00 MiB is free. Process 49896 has 23.54 GiB memory in use. Of the allocated memory 22.99 GiB is allocated by PyTorch, and 231.33 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,,0,0,0,0,,0,,False,0.0,,,0,0,,,,0,False,True,text-embedding-v4,0.05,128,22,0,22,
E-CommereShippingData,/home/crc00006699/zh/tabiclv2/data178/E-CommereShippingData,binclass,8799,1760,2200,10,2,0.6777272727272727,0.6654866223896462,497.8197784423828,3.144230365753174,ok,,0.2796971744698535,1_minus_roc_auc,,8799,7039,0,2200,0.4933501631021499,19,5e-06,True,497.7235450744629,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.6840909090909091,0.6863636363636364,11,True,True,text-embedding-v4,0.05,128,10,0,10,
FOREX_audcad-day-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audcad-day-High,binclass,1467,294,367,10,2,0.7465940054495913,0.7464998647714711,23.03016686439514,0.806281566619873,ok,,0.1679587714608209,1_minus_roc_auc,,1467,1173,0,367,0.513424513861537,8,5e-06,True,22.99265170097351,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.717687074829932,0.717687074829932,0,True,True,text-embedding-v4,0.05,128,10,0,10,
FOREX_audjpy-day-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audjpy-day-High,binclass,1465,293,367,10,2,0.7929155313351499,0.7924895078307409,44.60108733177185,0.4810335636138916,ok,,0.1441055823078295,1_minus_roc_auc,,1465,1172,0,367,0.5384691338986158,16,5e-06,True,44.56787490844727,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.7542662116040956,0.7610921501706485,8,True,True,text-embedding-v4,0.05,128,10,0,10,
FOREX_audusd-hour-High,/home/crc00006699/zh/tabiclv2/data178/FOREX_audusd-hour-High,binclass,35060,7012,8765,10,2,0.7099828864803195,0.7098164691157717,5018.963974237442,24.800647735595703,ok,,0.2105824316736859,1_minus_roc_auc,,35060,28048,0,8765,0.556232301518321,54,5e-06,True,5018.642107725143,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,2,epoch_chunk,0.7087849401026811,0.7176269252709641,19,True,True,text-embedding-v4,0.05,128,10,0,10,
Firm-Teacher_Clave-Direction_Classification,/home/crc00006699/zh/tabiclv2/data178/Firm-Teacher_Clave-Direction_Classification,multiclass,8640,1728,2160,16,4,0.8833333333333333,0.8822418316712048,458.7336778640747,3.428626775741577,ok,,0.3075349457279794,log_loss,,8640,6912,0,2160,0.3443872760981321,16,5e-06,True,458.56627202034,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.8663194444444444,0.8726851851851852,8,True,True,text-embedding-v4,0.05,128,16,0,16,
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001,/home/crc00006699/zh/tabiclv2/data178/GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001,binclass,1280,256,320,20,2,0.678125,0.6777442094662638,47.46923804283142,0.5520076751708984,ok,,0.2439648437499999,1_minus_roc_auc,,1280,1024,0,320,0.4650098234415054,15,5e-06,True,47.40664005279541,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.66796875,0.67578125,7,True,True,text-embedding-v4,0.05,128,20,0,20,
HR_Analytics_Job_Change_of_Data_Scientists,/home/crc00006699/zh/tabiclv2/data178/HR_Analytics_Job_Change_of_Data_Scientists,binclass,15326,3066,3832,13,2,0.7998434237995825,0.8021180922833282,818.9669942855835,7.026756763458252,ok,,0.1882942346503319,1_minus_roc_auc,,15326,12260,0,3832,0.4261855101212859,12,5e-06,True,818.7483155727386,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.8062622309197651,0.8065883887801696,4,True,True,text-embedding-v4,0.05,128,13,0,13,
Indian_pines,/home/crc00006699/zh/tabiclv2/data178/Indian_pines,multiclass,7315,1463,1829,220,8,0.9879715691634772,,1.5165643692016602,15.444628953933716,ok,"baseline_fallback_from_iclv2_ensmble32; original_status: fail; original_error: OutOfMemoryError: CUDA out of memory. Tried to allocate 642.00 MiB. GPU 0 has a total capacity of 23.57 GiB of which 564.00 MiB is free. Process 49896 has 23.01 GiB memory in use. Of the allocated memory 22.47 GiB is allocated by PyTorch, and 229.53 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,,0,0,0,0,,0,,False,0.0,,,0,0,,,,0,False,True,text-embedding-v4,0.05,128,220,0,220,
MIC,/home/crc00006699/zh/tabiclv2/data178/MIC,binclass,1319,264,330,104,2,0.906060606060606,0.8955868413554079,184.01074624061584,1.461618185043335,ok,,0.1168388502354347,1_minus_roc_auc,,1319,1055,0,330,0.3005465576425195,21,5e-06,True,183.745080947876,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.8712121212121212,0.8787878787878788,13,True,True,text-embedding-v4,0.05,128,104,0,104,
Mobile_Price_Classification,/home/crc00006699/zh/tabiclv2/data178/Mobile_Price_Classification,multiclass,1600,320,400,20,4,0.965,0.965028546694125,30.514951705932617,0.6552138328552246,ok,,0.0694774300461069,log_loss,,1600,1280,0,400,0.1080068438313901,8,5e-06,True,30.457589626312256,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.965625,0.965625,0,True,True,text-embedding-v4,0.05,128,20,0,20,
PieChart3,/home/crc00006699/zh/tabiclv2/data178/PieChart3,binclass,861,173,216,37,2,0.8842592592592593,0.8504784688995214,34.27543330192566,1.1481740474700928,ok,,0.1230648638056044,1_minus_roc_auc,,861,688,0,216,0.259861908853054,10,5e-06,True,34.205007791519165,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.8728323699421965,0.8786127167630058,2,True,True,text-embedding-v4,0.05,128,37,0,37,
Pumpkin_Seeds,/home/crc00006699/zh/tabiclv2/data178/Pumpkin_Seeds,binclass,2000,400,500,12,2,0.882,0.8818763921833047,39.71507906913757,0.6632027626037598,ok,,0.0524439102564102,1_minus_roc_auc,,2000,1600,0,500,0.2368832845240831,10,5e-06,True,39.672283411026,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.8725,0.8775,2,True,True,text-embedding-v4,0.05,128,12,0,12,
SDSS17,/home/crc00006699/zh/tabiclv2/data178/SDSS17,multiclass,80000,16000,20000,12,3,0.9775,0.9773858183823398,7741.732597589493,107.8606071472168,ok,,0.0685989946906262,log_loss,,80000,64000,0,20000,0.08568970952183,64,5e-06,True,7740.969877004623,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,4,epoch_chunk,0.9759375,0.9765625,8,True,True,text-embedding-v4,0.05,128,12,0,12,
UJI_Pen_Characters,/home/crc00006699/zh/tabiclv2/data178/UJI_Pen_Characters,multiclass,1091,219,273,80,35,0.5347985347985348,0.5237833116190207,4.196364402770996,3.683697462081909,ok,,1.3746080550254782,log_loss,,1091,872,0,273,,0,5e-06,False,3.736304044723511,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | TTT training skipped because n_classes=35 exceeds model max_classes=10,0,0,epoch_chunk,,,0,False,True,text-embedding-v4,0.05,128,80,0,80,
abalone,/home/crc00006699/zh/tabiclv2/data178/abalone,multiclass,3341,669,836,8,3,0.6399521531100478,0.6434301523934186,54.93880319595337,0.9761559963226318,ok,,0.7393740799563867,log_loss,,3341,2672,0,836,0.7076489664614201,8,5e-06,True,54.89626836776733,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.6875934230194319,0.6875934230194319,0,True,True,text-embedding-v4,0.05,128,8,0,8,
ada_agnostic,/home/crc00006699/zh/tabiclv2/data178/ada_agnostic,binclass,3649,730,913,48,2,0.8521358159912377,0.8499164542169951,125.91369223594666,2.1736409664154053,ok,,0.0917885719423075,1_minus_roc_auc,,3649,2919,0,913,0.3439198136329651,9,5e-06,True,125.77070999145508,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.836986301369863,0.8561643835616438,1,True,True,text-embedding-v4,0.05,128,48,0,48,
allbp,/home/crc00006699/zh/tabiclv2/data178/allbp,multiclass,3017,604,755,29,3,0.9774834437086092,0.975153287094861,78.1891713142395,1.3509161472320557,ok,,0.0597491250052741,log_loss,,3017,2413,0,755,0.0833530265372246,9,5e-06,True,78.08068561553955,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9817880794701986,0.9834437086092715,1,True,True,text-embedding-v4,0.05,128,29,0,29,
artificial-characters,/home/crc00006699/zh/tabiclv2/data178/artificial-characters,multiclass,8174,1635,2044,7,10,0.9726027397260274,0.9725832346001688,670.4308929443359,2.6694726943969727,ok,,0.0587418990216939,log_loss,,8174,6539,0,2044,0.2076259916648268,30,5e-06,True,670.3592126369476,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.8886850152905199,0.9480122324159022,30,False,True,text-embedding-v4,0.05,128,7,0,7,
bank,/home/crc00006699/zh/tabiclv2/data178/bank,binclass,36168,7234,9043,16,2,0.9089903792989052,,0.8156044483184814,27.417607069015503,ok,"baseline_fallback_from_iclv2_ensmble32; original_status: fail; original_error: OutOfMemoryError: CUDA out of memory. Tried to allocate 40.00 MiB. GPU 0 has a total capacity of 23.57 GiB of which 6.00 MiB is free. Process 49896 has 23.56 GiB memory in use. Of the allocated memory 22.78 GiB is allocated by PyTorch, and 474.24 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,,0,0,0,0,,0,,False,0.0,,,0,0,,,,0,False,True,text-embedding-v4,0.05,128,16,0,16,
car-evaluation,/home/crc00006699/zh/tabiclv2/data178/car-evaluation,multiclass,1382,277,346,21,4,0.9855491329479767,0.985510846572902,32.16649770736694,0.6169047355651855,ok,,0.0217251491713852,log_loss,,1382,1105,0,346,0.015982958371751,9,5e-06,True,32.10114407539368,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9855595667870036,0.9891696750902528,1,True,True,text-embedding-v4,0.05,128,21,0,21,
company_bankruptcy_prediction,/home/crc00006699/zh/tabiclv2/data178/company_bankruptcy_prediction,binclass,5455,1091,1364,95,2,0.969208211143695,0.965879647622749,429.3831260204315,6.312956094741821,ok,,0.0369318181818182,1_minus_roc_auc,,5455,4364,0,1364,0.0931563216727227,11,5e-06,True,428.95654821395874,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9697525206232814,0.9715857011915674,3,True,True,text-embedding-v4,0.05,128,95,0,95,
credit,/home/crc00006699/zh/tabiclv2/data178/credit,binclass,13371,2675,3343,10,2,0.7852228537241999,0.7852113220901054,779.1167426109314,5.43216872215271,ok,,0.1348170593776754,1_minus_roc_auc,,13371,10696,0,3343,0.4777012206614017,15,5e-06,True,778.9917488098145,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.7790654205607477,0.7813084112149533,7,True,True,text-embedding-v4,0.05,128,10,0,10,
default_of_credit_card_clients,/home/crc00006699/zh/tabiclv2/data178/default_of_credit_card_clients,binclass,24000,4800,6000,23,2,0.8271666666666667,,0.8335716724395752,15.604940414428713,ok,"baseline_fallback_from_iclv2_ensmble32; original_status: fail; original_error: OutOfMemoryError: CUDA out of memory. Tried to allocate 38.00 MiB. GPU 0 has a total capacity of 23.57 GiB of which 4.00 MiB is free. Process 49896 has 23.56 GiB memory in use. Of the allocated memory 22.98 GiB is allocated by PyTorch, and 264.13 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,,0,0,0,0,,0,,False,0.0,,,0,0,,,,0,False,True,text-embedding-v4,0.05,128,23,0,23,
dna,/home/crc00006699/zh/tabiclv2/data178/dna,multiclass,2548,510,638,180,3,0.9717868338557992,0.9719225529564052,232.3001205921173,5.6212427616119385,ok,,0.0787553003621305,log_loss,,2548,2038,0,638,0.1307405459228903,8,5e-06,True,231.68315958976743,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.976470588235294,0.976470588235294,0,True,True,text-embedding-v4,0.05,128,180,0,180,
eeg-eye-state,/home/crc00006699/zh/tabiclv2/data178/eeg-eye-state,binclass,11984,2397,2996,14,2,0.9936582109479306,0.9936571003325072,411.19712471961975,5.049592971801758,ok,,9.81718863637404e-05,1_minus_roc_auc,,11984,9587,0,2996,0.0355967511422932,9,5e-06,True,411.0521836280823,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9929078014184396,0.9937421777221528,1,True,True,text-embedding-v4,0.05,128,14,0,14,
eye_movements,/home/crc00006699/zh/tabiclv2/data178/eye_movements,multiclass,8748,1750,2188,27,3,0.96617915904936,0.9661283401014604,1032.5148990154266,4.20954704284668,ok,,0.0765591997951669,log_loss,,8748,6998,0,2188,0.234371664468199,30,5e-06,True,1032.2790396213531,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.8154285714285714,0.9582857142857144,30,False,True,text-embedding-v4,0.05,128,27,0,27,
gas-drift,/home/crc00006699/zh/tabiclv2/data178/gas-drift,multiclass,11128,2226,2782,128,6,0.9971243709561468,,1.5506646633148191,15.853734493255615,ok,"baseline_fallback_from_iclv2_ensmble32; original_status: fail; original_error: OutOfMemoryError: CUDA out of memory. Tried to allocate 1.12 GiB. GPU 0 has a total capacity of 23.57 GiB of which 334.00 MiB is free. Process 49896 has 23.24 GiB memory in use. Of the allocated memory 22.12 GiB is allocated by PyTorch, and 817.91 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,,0,0,0,0,,0,,False,0.0,,,0,0,,,,0,False,True,text-embedding-v4,0.05,128,128,0,128,
heloc,/home/crc00006699/zh/tabiclv2/data178/heloc,binclass,8000,1600,2000,22,2,0.728,0.7276066640228489,504.3797287940979,3.446753025054932,ok,,0.1959174999999999,1_minus_roc_auc,,8000,6400,0,2000,0.5467729605734348,18,5e-06,True,504.2271239757538,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.721875,0.725,10,True,True,text-embedding-v4,0.05,128,22,0,22,
htru,/home/crc00006699/zh/tabiclv2/data178/htru,binclass,14318,2864,3580,8,2,0.9807262569832402,0.9805781782399,509.1546108722687,5.778168439865112,ok,,0.0125743444934448,1_minus_roc_auc,,14318,11454,0,3580,0.0687821018509566,9,5e-06,True,509.0515475273132,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.9793994413407822,0.9797486033519552,1,True,True,text-embedding-v4,0.05,128,8,0,8,
internet_firewall,/home/crc00006699/zh/tabiclv2/data178/internet_firewall,multiclass,52425,10485,13107,7,4,0.9311055161364156,0.92846482506063,2719.190899848938,48.25185251235962,ok,,0.1299876582719506,log_loss,,52425,41940,0,13107,0.1030942634679377,27,5e-06,True,2718.946672439575,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,3,epoch_chunk,0.8029566046733428,0.934763948497854,1,True,True,text-embedding-v4,0.05,128,7,0,7,
jungle_chess_2pcs_raw_endgame_complete,/home/crc00006699/zh/tabiclv2/data178/jungle_chess_2pcs_raw_endgame_complete,multiclass,35855,7171,8964,6,3,0.9810352521195894,0.9810030587049628,5395.957786798477,24.70801782608032,ok,,0.0613604727979883,log_loss,,35855,28684,0,8964,0.230223199352622,60,5e-06,True,5395.774857521057,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,2,epoch_chunk,0.895690977548459,0.9726676893041416,30,False,True,text-embedding-v4,0.05,128,6,0,6,
kr-vs-k,/home/crc00006699/zh/tabiclv2/data178/kr-vs-k,multiclass,22444,4489,5612,6,18,0.9196364932287956,0.9195817638944644,1.4052650928497314,25.8046510219574,ok,,0.2340711815303808,log_loss,,22444,17955,0,5612,,0,5e-06,False,0.9160928726196288,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split | TTT training skipped because n_classes=18 exceeds model max_classes=10,0,0,epoch_chunk,,,0,False,True,text-embedding-v4,0.05,128,6,0,6,
led7,/home/crc00006699/zh/tabiclv2/data178/led7,multiclass,2560,512,640,7,10,0.7390625,0.7348809865674293,38.08091497421265,0.753002405166626,ok,,0.7793559772072295,log_loss,,2560,2048,0,640,0.8218137286603451,8,5e-06,True,38.03492975234985,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.73046875,0.73046875,0,True,True,text-embedding-v4,0.05,128,7,0,7,
mammography,/home/crc00006699/zh/tabiclv2/data178/mammography,binclass,8946,1790,2237,6,2,0.989718372820742,0.988999218558277,152.25639963150024,2.206992626190185,ok,,0.0125682098222144,1_minus_roc_auc,,8946,7156,0,2237,0.0322167016565799,8,5e-06,True,152.18676114082336,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.987709497206704,0.987709497206704,0,True,True,text-embedding-v4,0.05,128,6,0,6,
mfeat-fourier,/home/crc00006699/zh/tabiclv2/data178/mfeat-fourier,multiclass,1600,320,400,76,10,0.925,0.9243883823706815,101.45637321472168,1.4031641483306885,ok,,0.2060341910680447,log_loss,,1600,1280,0,400,0.2264101784676313,12,5e-06,True,101.30760860443117,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.903125,0.909375,4,True,True,text-embedding-v4,0.05,128,76,0,76,
mfeat-pixel,/home/crc00006699/zh/tabiclv2/data178/mfeat-pixel,multiclass,1600,320,400,240,10,0.975,0.97494801061037,198.6628656387329,5.075222015380859,ok,,0.1174098181345075,log_loss,,1600,1280,0,400,0.0415318231098353,8,5e-06,True,198.00518918037412,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.98125,0.98125,0,True,True,text-embedding-v4,0.05,128,240,0,240,
microaggregation2,/home/crc00006699/zh/tabiclv2/data178/microaggregation2,multiclass,16000,3200,4000,20,5,0.64675,0.5992749705415217,1191.0185723304749,8.448901891708374,ok,,0.857912601413568,log_loss,,16000,12800,0,4000,0.8514996618032455,15,5e-06,True,1190.7767355442047,full_train_epoch_chunks,full train set chunked per epoch | validation=dataset_val_split,30,1,epoch_chunk,0.6346875,0.6503125,7,True,True,text-embedding-v4,0.05,128,20,0,20,
